country,region,source,data_type,estimate_type,date,median_R_mean,median_R_highHPD,median_R_lowHPD,countryIso3
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-13,0.816079091314105,3.215314649045105,0.012287019293007,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-14,0.8959718805413337,3.172469454754559,0.0153677968379433,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-15,0.9722700432044342,3.129411021359483,0.0221161822277805,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-16,0.8093585907970595,3.2049082656125334,0.0053602081918892,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-17,0.9721794884911488,3.72164410723608,0.0052261935809899,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-18,2.3006311763351084,5.6779971538877625,0.2252295972798532,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-19,2.558151611685651,6.267092341969065,0.6325426081939207,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-20,3.0849320259431146,7.04660475179157,0.9339052629437532,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-21,2.787143462687626,6.139256656209732,0.8001992274556441,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-22,2.321266808508009,4.976132128336405,0.6284261891349449,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-23,1.8759835626252617,3.852424129809125,0.5498422318525367,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-24,1.5341029000789446,3.0611694417609683,0.448267339073119,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-25,1.259560412566259,2.539328280214078,0.3802839340687938,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-26,1.0559398828467572,2.185735029378982,0.3237362354879615,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-27,0.92606730562932,1.9870462077322584,0.2756815748949102,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-28,0.8273548976115027,1.8315880568990115,0.2159931041385492,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-29,0.7427758846740218,1.7056756336158414,0.1727272046200672,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-30,0.6626605115603177,1.5838281368510396,0.1373317569018873,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-01-31,0.6233078253142758,1.5563514569590255,0.1116384851559751,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-01,0.5894682116786928,1.562819342733054,0.0953992947152949,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-02,0.6194715242613444,1.6567724682103795,0.0917274064171589,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-03,0.7118419145472877,1.8420338573132136,0.1054127084640366,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-04,0.8364596565203748,2.2100196431704884,0.1597953944189498,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-05,1.112700726525926,2.6826291732963123,0.2480927657540536,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-06,1.4502411138202425,3.1957159093177525,0.3859650451834051,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-07,1.794314902399326,3.6954285817300376,0.5544492595545782,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-08,2.1040731762068474,3.998641082530499,0.7724221209895277,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-09,2.3070949956198863,4.190820290528071,0.9918432787636416,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-10,2.4897673362045016,4.260376060705603,1.2006728657103294,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-11,2.745872556532883,4.409724173490061,1.4684217960791388,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-12,3.1018067565222376,4.665969913116786,1.841472632992596,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-13,3.5284878668860364,5.033317835881015,2.30217952558885,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-14,3.968856711955424,5.314289645717656,2.813351806050054,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-15,4.342440219536506,5.575996663048236,3.305501822150282,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-16,4.540976310252094,5.560292759598548,3.628624744480232,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-17,4.4897653712553565,5.3104472590413625,3.7298894312828175,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-18,4.224348750258438,4.902459064857516,3.606444868087982,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-19,3.872988317361087,4.408964289810012,3.369725537115274,DEU
Germany,DEU,RKI,Confirmed cases,Cori_slidingWindow,2020-02-20,3.4798505336800467,3.907475925552198,3.0798627841173003,DEU
