Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,days_infectious,last_updated
Germany,2020-03-02,2.346356684042867,2.659274260235497,2.0397716064777827,2.4957154485115014,2.1992602009143134,5,2021-07-29
Germany,2020-03-03,2.3617486672371384,2.6557704706955483,2.074433360220528,2.5010281438590543,2.2226809236689835,5,2021-07-29
Germany,2020-03-04,2.394826622564535,2.675888036769828,2.118661991356703,2.527148669057929,2.2617940203184963,5,2021-07-29
Germany,2020-03-05,2.430753911463152,2.702273708941381,2.1613278618504923,2.560594874034995,2.3026768950608187,5,2021-07-29
Germany,2020-03-06,2.3908604038980017,2.6511959259634463,2.1337717410622745,2.513572604935608,2.2685266041627195,5,2021-07-29
Germany,2020-03-07,2.3751381697558416,2.6300524662619686,2.1241602313787125,2.4939096828161262,2.256147685890155,5,2021-07-29
Germany,2020-03-08,2.3655591520639385,2.615674802159936,2.1185664259625168,2.483778224480328,2.2479262350210103,5,2021-07-29
Germany,2020-03-09,2.3542594329364266,2.60117793698136,2.1117602518673992,2.4718666836152767,2.238358282762188,5,2021-07-29
Germany,2020-03-10,2.3607760836059453,2.6086202242661582,2.119729754611136,2.4779174109170965,2.2442376304686125,5,2021-07-29
Germany,2020-03-11,2.3661058880882075,2.6150274972976333,2.1250905798687585,2.4820174701931554,2.2483066929784603,5,2021-07-29
Germany,2020-03-12,2.3662592038131653,2.620244124653313,2.123829961540128,2.4836441465288472,2.2476347244613724,5,2021-07-29
Germany,2020-03-13,2.4130396436383266,2.683856637850692,2.15777921497058,2.536760754495061,2.2882647799233866,5,2021-07-29
Germany,2020-03-14,2.361088242351041,2.621104748519158,2.113335038338792,2.4831159875019098,2.2393279454511976,5,2021-07-29
Germany,2020-03-15,2.3030966346325927,2.5574826555333883,2.0595499935207355,2.4213826440144763,2.181998645465391,5,2021-07-29
Germany,2020-03-16,2.2449383882327743,2.4956874478805293,2.0033137077080725,2.3619163489917745,2.1269458864801267,5,2021-07-29
Germany,2020-03-17,2.178279324049893,2.426905263268736,1.939127472435356,2.292883265601688,2.0637339993156143,5,2021-07-29
Germany,2020-03-18,2.102237333892842,2.344093449721776,1.869079093487704,2.214915936421358,1.989355661119612,5,2021-07-29
Germany,2020-03-19,2.0135553826800243,2.251018620724208,1.7834499764896343,2.124171750208048,1.902153717628088,5,2021-07-29
Germany,2020-03-20,1.9299405409822443,2.16164911003636,1.70052948606895,2.0396814358544315,1.8199889044673727,5,2021-07-29
Germany,2020-03-21,1.8580610930305168,2.0903430949831963,1.6278705340489712,1.9684926455073384,1.748472155768917,5,2021-07-29
Germany,2020-03-22,1.7926382962570055,2.022323229142444,1.5629424443073323,1.901128746354088,1.6827740065936585,5,2021-07-29
Germany,2020-03-23,1.7362113723552477,1.9638755727826152,1.5048604386956383,1.8452886840742664,1.6278385584390132,5,2021-07-29
Germany,2020-03-24,1.670663176113525,1.898301324151482,1.4404775073822331,1.7788154172948565,1.5635439041137305,5,2021-07-29
Germany,2020-03-25,1.6053678014850683,1.835439445964604,1.3755937035269017,1.7145107170918528,1.4963629230193114,5,2021-07-29
Germany,2020-03-26,1.5491970032270983,1.7779639973349397,1.319000007186914,1.6581500939464449,1.4407875371728085,5,2021-07-29
Germany,2020-03-27,1.4881041840905675,1.7168948148721408,1.253925085975461,1.5968903718909833,1.3791065287192217,5,2021-07-29
Germany,2020-03-28,1.439954281374804,1.6697717279396955,1.2069878503991074,1.5488194958699169,1.3312737420637022,5,2021-07-29
Germany,2020-03-29,1.3815201708508331,1.6092617156105953,1.1505939909277991,1.4907551800592234,1.271990487870259,5,2021-07-29
Germany,2020-03-30,1.3270605454337772,1.5562224738309345,1.0944139270403133,1.4365233462330782,1.2171723398099694,5,2021-07-29
Germany,2020-03-31,1.2723367774528385,1.5026033844253943,1.03615651834253,1.3819928942500126,1.1605394047786703,5,2021-07-29
Germany,2020-04-01,1.2181598760190968,1.450280956397845,0.9793326981350776,1.328644115407608,1.107803112068662,5,2021-07-29
Germany,2020-04-02,1.168381848849503,1.3984443745250377,0.9299384133438194,1.2803153448545002,1.0581266983621318,5,2021-07-29
Germany,2020-04-03,1.1221283455038615,1.3528461314211109,0.8830120170332003,1.2337157554924196,1.0114733010878425,5,2021-07-29
Germany,2020-04-04,1.0904456152471784,1.3222532317921345,0.8525484147409614,1.2017436593370845,0.9799892475017268,5,2021-07-29
Germany,2020-04-05,1.056029976650737,1.288447164778304,0.8158949213190622,1.168132702710122,0.9451459238278136,5,2021-07-29
Germany,2020-04-06,1.022385777761171,1.2545426288598402,0.7832130770156374,1.134662510222457,0.9108234590236431,5,2021-07-29
Germany,2020-04-07,0.9899358459597404,1.223660926596728,0.7523953090876501,1.1009587030243917,0.8778693250617522,5,2021-07-29
Germany,2020-04-08,0.9554475617961868,1.1907341662187805,0.7149505513112155,1.0673889896296649,0.8438503114608823,5,2021-07-29
Germany,2020-04-09,0.9205386570736728,1.154947668830387,0.6797610376677858,1.0333756611623643,0.8085170263099781,5,2021-07-29
Germany,2020-04-10,0.8918503028331948,1.1257423397289716,0.6526386783641748,1.0057532907409383,0.7775703105581352,5,2021-07-29
Germany,2020-04-11,0.8764561997926648,1.110804918585238,0.6364862192756635,0.9888476742137552,0.7642644035049286,5,2021-07-29
Germany,2020-04-12,0.8628604340908088,1.0930046975068242,0.6250274721472984,0.9754940149144122,0.7507391900584719,5,2021-07-29
Germany,2020-04-13,0.8460022656306463,1.0767774205880447,0.6061219724478931,0.9577427525058214,0.7351109059499399,5,2021-07-29
Germany,2020-04-14,0.8291571832463972,1.0583429074480242,0.5911825457929595,0.9418864010310491,0.7178728363103508,5,2021-07-29
Germany,2020-04-15,0.8198619744689412,1.050054449327897,0.5836942922095552,0.9316628325545852,0.7088146831846849,5,2021-07-29
Germany,2020-04-16,0.809866924551896,1.0399027694666605,0.5744072731183614,0.9201909658011168,0.6997747728486099,5,2021-07-29
Germany,2020-04-17,0.8055773904713891,1.0329942614839875,0.570416825814396,0.9155991208486302,0.6962420720466961,5,2021-07-29
Germany,2020-04-18,0.8015568201198253,1.0324657633187346,0.5666602457774133,0.9104063492640324,0.6939582643993982,5,2021-07-29
Germany,2020-04-19,0.7988113998876619,1.0264283722832943,0.5641756766728452,0.9087490780588148,0.6897674589769016,5,2021-07-29
Germany,2020-04-20,0.7932576475557287,1.020642351259221,0.5608294251740076,0.9022484560613656,0.6848605178406844,5,2021-07-29
Germany,2020-04-21,0.7831059241380725,1.0141824268544408,0.5535943119759381,0.891802358708207,0.6732305545421349,5,2021-07-29
Germany,2020-04-22,0.7769943236805229,1.008461255121804,0.54575291671211,0.8863709842737382,0.6672301124223862,5,2021-07-29
Germany,2020-04-23,0.7703539802304296,1.000060613750585,0.5381312923924728,0.8792473150190852,0.660425603770598,5,2021-07-29
Germany,2020-04-24,0.7643490967244342,0.9966989228146708,0.5329505268430766,0.8742158699272038,0.6550409965193271,5,2021-07-29
Germany,2020-04-25,0.7656348290383588,0.9938976948388072,0.5312893660301643,0.8760747550985895,0.6561713219084196,5,2021-07-29
Germany,2020-04-26,0.7647528278564886,0.994811477752298,0.5327253620962416,0.8755004451657051,0.6550944240518755,5,2021-07-29
Germany,2020-04-27,0.7623672794187895,0.9898813217744156,0.5332780207230485,0.8729799561841926,0.6518335057840008,5,2021-07-29
Germany,2020-04-28,0.75807386881221,0.9853785661066709,0.5253875197276822,0.8673741878172699,0.6485415467802825,5,2021-07-29
Germany,2020-04-29,0.7543176298138345,0.9835780963230596,0.5222809954058913,0.864210798600149,0.6457226292477807,5,2021-07-29
Germany,2020-04-30,0.7498120279170886,0.9790888529583952,0.515375768117416,0.8576552592222288,0.6405534210627264,5,2021-07-29
Germany,2020-05-01,0.7484942516964055,0.9771952498936886,0.5156102570847335,0.8583159051151481,0.6386272242844361,5,2021-07-29
Germany,2020-05-02,0.7559657910905938,0.9821077096111254,0.5202117146016825,0.8673467756993472,0.6457691931010664,5,2021-07-29
Germany,2020-05-03,0.7634756074490241,0.9904409029090115,0.5306908305142499,0.8735679640753489,0.6546531902966375,5,2021-07-29
Germany,2020-05-04,0.7713626552762536,1.000832763191298,0.5420768491393206,0.8791303461103314,0.6635274554258207,5,2021-07-29
Germany,2020-05-05,0.781367640633408,1.0097434171886095,0.5536857390500374,0.8892742908705041,0.6728138277593678,5,2021-07-29
Germany,2020-05-06,0.791210264148992,1.0218883243801302,0.5611664395647247,0.8980089505015355,0.6837391531694331,5,2021-07-29
Germany,2020-05-07,0.7971698063712404,1.0296491274286623,0.5701776605969655,0.9059905768105242,0.6878208405390301,5,2021-07-29
Germany,2020-05-08,0.7995610214417177,1.0347930554982163,0.5700346049235869,0.9098700512426634,0.6903088951112378,5,2021-07-29
Germany,2020-05-09,0.8029247667782604,1.0386044611990255,0.5701550802959889,0.9124370443105264,0.6922015845892968,5,2021-07-29
Germany,2020-05-10,0.8051934188761793,1.0384198300049428,0.5722553426395263,0.9157919452499904,0.694840860267873,5,2021-07-29
Germany,2020-05-11,0.8071402619347012,1.0400394861731694,0.5744023160148025,0.9170040096685844,0.6973207621108309,5,2021-07-29
Germany,2020-05-12,0.8035032676143365,1.0340025580712129,0.5713708469928954,0.9122985479517955,0.6942379335684113,5,2021-07-29
Germany,2020-05-13,0.8057604808250826,1.0358519547730742,0.574643478086827,0.9153332188532126,0.696662567181931,5,2021-07-29
Germany,2020-05-14,0.8048808460656032,1.0341892124622185,0.5743126912591775,0.914707738558723,0.6951489842756131,5,2021-07-29
Germany,2020-05-15,0.8174857569335783,1.0458694281004668,0.5860340643980719,0.9254895574550502,0.7086354237915112,5,2021-07-29
Germany,2020-05-16,0.8334747569917814,1.0606492388866269,0.6040290373525954,0.9419986093241404,0.7249376682402053,5,2021-07-29
Germany,2020-05-17,0.8478923770063586,1.073556654277304,0.6219231458318921,0.9556350690109804,0.7389853369887202,5,2021-07-29
Germany,2020-05-18,0.8562407954531142,1.0844709127319492,0.6283211787510659,0.9654489868621324,0.7493103804766721,5,2021-07-29
Germany,2020-05-19,0.8702131844723464,1.0983299103627842,0.6419960033162584,0.9783763117627085,0.7627276764100052,5,2021-07-29
Germany,2020-05-20,0.8596856824353085,1.086761396340731,0.6311479243569234,0.9676265338969204,0.7524702297371548,5,2021-07-29
Germany,2020-05-21,0.846700830417676,1.0736738784540067,0.6177079635965416,0.9551829165775748,0.7405849594664113,5,2021-07-29
Germany,2020-05-22,0.8416739050641424,1.0702582173049804,0.6125108800065125,0.9490743806408776,0.7342339006855882,5,2021-07-29
Germany,2020-05-23,0.8402672022397852,1.0683111717763876,0.6113748965670474,0.9488917900730586,0.7320958514035448,5,2021-07-29
Germany,2020-05-24,0.8445102025479172,1.0713899617001992,0.6165560586596326,0.9544185765906382,0.7358991682578218,5,2021-07-29
Germany,2020-05-25,0.8498376242644265,1.0788099505558506,0.6225922763749744,0.9578140586308443,0.740938601673695,5,2021-07-29
Germany,2020-05-26,0.8555660434610282,1.084310555583625,0.6245749320657641,0.962573038536126,0.7472161736090911,5,2021-07-29
Germany,2020-05-27,0.8582099138061513,1.0848985762826742,0.6298920978403739,0.9648160947478271,0.7512120972886546,5,2021-07-29
Germany,2020-05-28,0.8653149248841135,1.0921449251974071,0.6386980471909034,0.9714298270468652,0.7573218380506005,5,2021-07-29
Germany,2020-05-29,0.8652327051383335,1.0935205863087951,0.6344089540815898,0.9715597920038828,0.7588302975390323,5,2021-07-29
Germany,2020-05-30,0.8607994590030495,1.0859108178797734,0.6301852119967121,0.9688428383466972,0.7525299346090655,5,2021-07-29
Germany,2020-05-31,0.8594189309764828,1.0849776505997262,0.6303747181948032,0.9658931858711072,0.7518359214226406,5,2021-07-29
Germany,2020-06-01,0.8618318663715587,1.0877841202017953,0.6274895843204721,0.9698139521134912,0.7540402248282204,5,2021-07-29
