Datum;Schätzer_Neuerkrankungen;UG_PI_Neuerkrankungen;OG_PI_Neuerkrankungen;Schätzer_Neuerkrankungen_ma4;UG_PI_Neuerkrankungen_ma4;OG_PI_Neuerkrankungen_ma4;Schätzer_Reproduktionszahl_R;UG_PI_Reproduktionszahl_R;OG_PI_Reproduktionszahl_R;Schätzer_7_Tage_R_Wert;UG_PI_7_Tage_R_Wert;OG_PI_7_Tage_R_Wert
02.03.2020;304;290;318;225;212;239;.;.;.;.;.;.
03.03.2020;320;306;336;261;247;276;.;.;.;.;.;.
04.03.2020;449;431;468;326;310;342;.;.;.;.;.;.
05.03.2020;503;482;522;394;377;411;.;.;.;.;.;.
06.03.2020;759;737;783;508;489;527;2,26;2,18;2,32;2,34;2,30;2,39
07.03.2020;986;961;1013;674;653;696;2,58;2,51;2,66;2,56;2,52;2,60
08.03.2020;1337;1304;1370;896;871;922;2,75;2,67;2,83;2,94;2,88;2,99
09.03.2020;2023;1983;2064;1276;1246;1307;3,24;3,15;3,33;3,13;3,08;3,19
10.03.2020;2569;2526;2621;1729;1693;1767;3,41;3,33;3,49;3,21;3,17;3,26
11.03.2020;3235;3191;3278;2291;2251;2333;3,40;3,33;3,46;3,12;3,08;3,16
12.03.2020;3607;3551;3656;2858;2813;2905;3,19;3,14;3,24;2,84;2,81;2,87
13.03.2020;4363;4315;4416;3443;3396;3493;2,70;2,66;2,74;2,50;2,48;2,52
14.03.2020;4434;4383;4488;3910;3860;3959;2,26;2,23;2,29;2,18;2,17;2,20
15.03.2020;4679;4617;4739;4271;4216;4324;1,86;1,84;1,89;1,99;1,98;2,00
16.03.2020;6021;5961;6088;4874;4819;4932;1,71;1,69;1,72;1,74;1,73;1,75
17.03.2020;5232;5171;5297;5091;5033;5153;1,48;1,46;1,49;1,56;1,55;1,57
18.03.2020;5292;5229;5352;5306;5244;5369;1,36;1,34;1,37;1,39;1,39;1,40
19.03.2020;4725;4667;4784;5317;5257;5380;1,25;1,23;1,26;1,24;1,23;1,24
20.03.2020;5325;5267;5383;5143;5083;5204;1,06;1,05;1,06;1,13;1,13;1,14
21.03.2020;4442;4376;4501;4946;4885;5005;0,97;0,96;0,98;1,04;1,03;1,04
22.03.2020;3810;3757;3866;4576;4517;4633;0,86;0,85;0,87;0,98;0,97;0,98
23.03.2020;5155;5097;5210;4683;4624;4740;0,88;0,87;0,89;0,92;0,91;0,92
24.03.2020;4072;4009;4129;4370;4310;4426;0,85;0,84;0,86;0,89;0,89;0,90
25.03.2020;4424;4369;4479;4365;4308;4421;0,88;0,87;0,89;0,90;0,89;0,90
26.03.2020;3999;3945;4055;4412;4355;4468;0,96;0,96;0,97;0,88;0,88;0,89
27.03.2020;4123;4058;4183;4154;4095;4211;0,89;0,88;0,90;0,90;0,89;0,90
28.03.2020;3889;3830;3945;4109;4050;4165;0,94;0,93;0,95;0,91;0,90;0,91
29.03.2020;3268;3207;3323;3819;3760;3876;0,87;0,87;0,89;0,90;0,90;0,91
30.03.2020;4395;4337;4466;3919;3858;3979;0,89;0,88;0,90;0,92;0,92;0,93
31.03.2020;3580;3501;3643;3783;3718;3844;0,91;0,90;0,92;0,93;0,92;0,93
01.04.2020;4040;3975;4101;3821;3755;3883;0,93;0,92;0,94;0,93;0,93;0,94
02.04.2020;3730;3660;3789;3936;3868;4000;1,03;1,02;1,04;0,95;0,94;0,95
03.04.2020;3723;3672;3781;3768;3702;3828;0,96;0,95;0,97;0,93;0,92;0,94
04.04.2020;3005;2947;3068;3624;3563;3685;0,96;0,95;0,97;0,92;0,92;0,93
05.04.2020;2698;2641;2754;3289;3230;3348;0,86;0,85;0,87;0,89;0,89;0,90
06.04.2020;3350;3290;3402;3194;3137;3251;0,81;0,80;0,82;0,89;0,88;0,89
07.04.2020;3054;2999;3112;3027;2969;3084;0,80;0,79;0,81;0,87;0,87;0,88
08.04.2020;2875;2820;2933;2994;2937;3050;0,83;0,82;0,84;0,85;0,84;0,86
09.04.2020;2693;2642;2746;2993;2938;3048;0,91;0,90;0,92;0,83;0,82;0,84
10.04.2020;2320;2274;2375;2735;2684;2791;0,86;0,85;0,87;0,81;0,80;0,81
11.04.2020;2010;1962;2061;2474;2424;2529;0,82;0,81;0,83;0,81;0,81;0,82
12.04.2020;1951;1899;1996;2243;2194;2294;0,75;0,74;0,76;0,78;0,78;0,79
13.04.2020;1890;1840;1939;2043;1994;2093;0,68;0,67;0,69;0,78;0,78;0,79
14.04.2020;1940;1893;1986;1948;1899;1995;0,71;0,70;0,72;0,78;0,77;0,78
15.04.2020;1937;1891;1991;1930;1881;1978;0,78;0,77;0,79;0,76;0,75;0,76
16.04.2020;1746;1702;1789;1879;1831;1926;0,84;0,82;0,85;0,78;0,77;0,79
17.04.2020;1648;1604;1696;1818;1772;1865;0,89;0,87;0,91;0,80;0,79;0,81
18.04.2020;1436;1393;1480;1692;1647;1739;0,87;0,85;0,89;0,81;0,80;0,82
19.04.2020;1307;1261;1351;1534;1490;1579;0,80;0,78;0,81;0,84;0,83;0,85
20.04.2020;1575;1526;1621;1491;1446;1537;0,79;0,78;0,81;0,84;0,83;0,85
21.04.2020;1352;1310;1400;1417;1373;1463;0,78;0,76;0,80;0,83;0,82;0,84
22.04.2020;1302;1261;1342;1384;1340;1428;0,82;0,80;0,83;0,83;0,82;0,84
23.04.2020;1269;1229;1313;1374;1331;1419;0,90;0,88;0,91;0,81;0,80;0,82
24.04.2020;1147;1103;1191;1267;1226;1311;0,85;0,83;0,87;0,81;0,80;0,82
25.04.2020;1003;967;1041;1180;1140;1222;0,83;0,81;0,85;0,82;0,81;0,83
26.04.2020;902;867;941;1080;1041;1121;0,78;0,76;0,80;0,82;0,81;0,83
27.04.2020;1100;1061;1136;1038;999;1077;0,76;0,74;0,77;0,82;0,81;0,83
28.04.2020;947;910;980;988;951;1024;0,78;0,76;0,80;0,81;0,80;0,82
29.04.2020;861;830;899;953;917;989;0,81;0,79;0,83;0,81;0,80;0,82
30.04.2020;937;903;976;961;926;998;0,89;0,87;0,91;0,81;0,80;0,83
01.05.2020;815;782;854;890;856;927;0,86;0,83;0,88;0,82;0,81;0,83
02.05.2020;741;711;774;839;806;876;0,85;0,83;0,87;0,85;0,84;0,86
03.05.2020;753;724;789;812;780;848;0,85;0,83;0,88;0,86;0,85;0,87
04.05.2020;888;851;925;799;767;835;0,83;0,80;0,85;0,89;0,87;0,90
05.05.2020;818;785;856;800;767;836;0,90;0,87;0,93;0,90;0,89;0,92
06.05.2020;743;712;771;801;768;835;0,95;0,93;0,99;0,89;0,87;0,90
07.05.2020;706;676;738;789;756;822;0,97;0,95;1,00;0,90;0,88;0,91
08.05.2020;679;648;711;737;705;769;0,92;0,90;0,95;0,89;0,87;0,90
09.05.2020;583;551;611;678;647;708;0,85;0,82;0,87;0,87;0,86;0,89
10.05.2020;555;527;589;631;600;662;0,79;0,76;0,81;0,87;0,86;0,88
11.05.2020;668;636;698;621;590;652;0,79;0,76;0,81;0,86;0,84;0,87
12.05.2020;622;592;654;607;576;638;0,82;0,80;0,85;0,85;0,84;0,87
13.05.2020;585;555;614;608;577;639;0,90;0,86;0,93;0,85;0,83;0,87
14.05.2020;527;496;562;601;570;632;0,95;0,91;0,99;0,89;0,87;0,90
15.05.2020;678;644;716;603;572;636;0,97;0,94;1,01;0,92;0,90;0,94
16.05.2020;559;530;590;587;556;620;0,97;0,93;1,00;0,93;0,91;0,95
17.05.2020;446;416;477;552;521;586;0,91;0,88;0,95;0,96;0,94;0,97
18.05.2020;615;590;643;574;545;606;0,96;0,93;0,99;0,92;0,90;0,94
19.05.2020;469;439;496;522;494;551;0,87;0,83;0,90;0,92;0,90;0,94
20.05.2020;566;536;593;524;495;552;0,89;0,86;0,93;0,91;0,89;0,93
21.05.2020;388;366;412;509;483;536;0,92;0,89;0,96;0,85;0,84;0,87
22.05.2020;386;359;411;452;425;478;0,79;0,76;0,82;0,83;0,82;0,85
23.05.2020;363;340;388;426;400;451;0,82;0,78;0,85;0,82;0,80;0,84
24.05.2020;370;344;396;377;352;401;0,72;0,69;0,75;0,81;0,79;0,83
25.05.2020;468;445;492;397;372;421;0,78;0,75;0,81;0,87;0,85;0,89
26.05.2020;434;406;460;409;384;434;0,90;0,87;0,94;0,89;0,87;0,91
27.05.2020;454;429;478;432;406;456;1,01;0,97;1,05;0,90;0,88;0,92
28.05.2020;379;356;406;434;409;459;1,15;1,09;1,20;0,94;0,92;0,96
29.05.2020;348;325;371;404;379;429;1,02;0,97;1,07;0,92;0,90;0,94
30.05.2020;289;270;313;368;345;392;0,90;0,86;0,94;0,92;0,90;0,94
31.05.2020;269;250;292;321;300;345;0,74;0,71;0,78;0,88;0,86;0,90
01.06.2020;327;307;354;308;288;332;0,71;0,68;0,74;0,89;0,87;0,91
02.06.2020;438;410;463;331;309;355;0,82;0,78;0,86;0,89;0,87;0,91
03.06.2020;399;373;425;358;335;383;0,97;0,92;1,02;0,91;0,89;0,94
04.06.2020;342;320;364;376;352;401;1,17;1,11;1,23;0,95;0,93;0,98
05.06.2020;320;299;343;375;350;398;1,22;1,16;1,27;0,96;0,93;0,98
06.06.2020;299;280;321;340;318;363;1,03;0,98;1,08;0,96;0,94;0,99
07.06.2020;235;215;254;299;278;320;0,84;0,79;0,88;1,02;0,99;1,04
08.06.2020;416;391;442;318;296;340;0,84;0,80;0,89;1,03;1,01;1,06
09.06.2020;447;416;473;349;326;372;0,93;0,89;0,97;1,04;1,01;1,07
10.06.2020;434;408;461;383;357;407;1,13;1,07;1,17;1,07;1,04;1,10
11.06.2020;368;342;392;416;389;442;1,39;1,33;1,46;1,05;1,02;1,07
12.06.2020;370;344;396;405;377;430;1,27;1,22;1,33;1,07;1,05;1,10
13.06.2020;366;341;386;385;359;408;1,10;1,05;1,16;1,11;1,08;1,13
14.06.2020;355;332;384;365;340;389;0,95;0,91;1,00;1,19;1,16;1,21
15.06.2020;644;614;678;434;408;461;1,04;1,00;1,08;1,42;1,39;1,45
16.06.2020;1117;1085;1157;621;593;651;1,53;1,48;1,60;1,47;1,44;1,51
17.06.2020;666;633;699;696;666;730;1,81;1,73;1,89;1,47;1,44;1,50
18.06.2020;536;505;569;741;709;776;2,03;1,96;2,11;1,43;1,40;1,46
19.06.2020;569;541;596;722;691;755;1,66;1,61;1,73;1,19;1,17;1,22
20.06.2020;473;442;500;561;530;591;0,90;0,87;0,94;1,13;1,11;1,15
21.06.2020;368;341;395;487;457;515;0,70;0,67;0,73;1,04;1,02;1,05
22.06.2020;468;441;496;470;441;497;0,63;0,61;0,66;0,83;0,81;0,84
23.06.2020;430;401;460;435;406;463;0,60;0,58;0,63;0,76;0,74;0,77
24.06.2020;464;437;490;433;405;460;0,77;0,74;0,80;0,73;0,71;0,74
25.06.2020;405;378;432;442;414;469;0,91;0,87;0,95;0,72;0,71;0,74
26.06.2020;432;409;461;433;406;461;0,92;0,88;0,97;0,83;0,81;0,85
27.06.2020;351;328;373;413;388;439;0,95;0,91;0,99;0,87;0,85;0,89
28.06.2020;314;289;339;375;351;401;0,87;0,83;0,91;0,89;0,86;0,91
29.06.2020;424;401;449;380;357;405;0,86;0,83;0,90;0,93;0,91;0,95
30.06.2020;435;410;459;381;357;405;0,88;0,84;0,92;0,95;0,93;0,97
01.07.2020;406;378;434;395;369;420;0,96;0,92;1,00;0,94;0,92;0,97
02.07.2020;339;314;364;401;375;426;1,07;1,03;1,12;0,93;0,91;0,95
03.07.2020;347;325;372;382;357;407;1,00;0,96;1,05;0,91;0,89;0,93
04.07.2020;297;276;320;347;323;372;0,91;0,87;0,95;0,92;0,90;0,95
05.07.2020;295;273;320;319;297;344;0,81;0,77;0,85;0,92;0,90;0,95
06.07.2020;379;356;404;330;307;354;0,82;0,78;0,86;0,93;0,91;0,95
07.07.2020;368;341;400;335;311;361;0,88;0,84;0,91;0,93;0,91;0,95
08.07.2020;356;333;380;350;326;376;1,01;0,97;1,06;0,95;0,93;0,97
09.07.2020;378;354;404;370;346;397;1,16;1,11;1,22;1,00;0,98;1,03
10.07.2020;429;405;453;383;358;409;1,16;1,10;1,22;1,07;1,04;1,09
11.07.2020;387;364;411;388;364;412;1,16;1,10;1,21;1,12;1,09;1,14
12.07.2020;363;339;389;389;365;414;1,11;1,07;1,16;1,17;1,14;1,20
13.07.2020;543;518;574;431;406;457;1,16;1,11;1,21;1,19;1,16;1,21
14.07.2020;515;485;547;452;426;480;1,18;1,14;1,23;1,22;1,19;1,25
15.07.2020;552;527;588;493;467;524;1,27;1,22;1,32;1,23;1,20;1,26
16.07.2020;474;448;504;521;494;553;1,34;1,30;1,39;1,20;1,17;1,22
17.07.2020;542;515;573;521;494;553;1,21;1,16;1,25;1,17;1,15;1,19
18.07.2020;488;461;514;514;488;545;1,14;1,09;1,17;1,15;1,13;1,17
19.07.2020;519;491;551;506;479;536;1,03;0,99;1,07;1,16;1,14;1,18
20.07.2020;690;662;724;560;532;591;1,07;1,03;1,12;1,17;1,15;1,20
21.07.2020;689;654;723;597;567;628;1,15;1,11;1,19;1,19;1,16;1,21
22.07.2020;736;704;774;658;628;693;1,28;1,23;1,32;1,20;1,17;1,22
23.07.2020;684;647;725;700;667;737;1,38;1,33;1,43;1,19;1,17;1,21
24.07.2020;694;662;725;701;667;737;1,25;1,20;1,30;1,17;1,15;1,19
25.07.2020;614;579;646;682;648;717;1,14;1,10;1,19;1,14;1,12;1,16
26.07.2020;603;572;631;649;615;682;0,99;0,95;1,02;1,11;1,09;1,13
27.07.2020;817;782;848;682;649;712;0,98;0,94;1,02;1,09;1,07;1,12
28.07.2020;770;736;804;701;667;732;1,00;0,96;1,04;1,06;1,05;1,08
29.07.2020;742;706;781;733;699;766;1,07;1,04;1,11;1,06;1,04;1,08
30.07.2020;757;718;798;772;735;808;1,19;1,15;1,22;1,05;1,03;1,07
31.07.2020;778;742;811;762;725;798;1,12;1,08;1,16;1,08;1,05;1,09
01.08.2020;823;788;861;775;738;813;1,11;1,07;1,14;1,14;1,11;1,16
02.08.2020;903;856;945;815;776;854;1,11;1,08;1,15;1,17;1,15;1,19
03.08.2020;1082;1045;1133;897;858;937;1,16;1,13;1,20;1,19;1,17;1,22
04.08.2020;983;949;1032;948;909;992;1,24;1,20;1,28;1,19;1,17;1,21
05.08.2020;991;950;1030;990;950;1035;1,28;1,24;1,32;1,17;1,15;1,20
06.08.2020;1006;959;1054;1016;975;1062;1,25;1,21;1,29;1,17;1,15;1,19
07.08.2020;1052;1006;1098;1008;966;1053;1,12;1,09;1,16;1,16;1,14;1,18
08.08.2020;1006;961;1047;1014;969;1057;1,07;1,03;1,10;1,13;1,11;1,15
09.08.2020;1036;991;1085;1025;979;1071;1,04;1,00;1,07;1,14;1,12;1,16
10.08.2020;1400;1352;1450;1123;1077;1170;1,11;1,07;1,14;1,14;1,12;1,16
11.08.2020;1324;1270;1375;1191;1143;1239;1,18;1,15;1,22;1,16;1,14;1,18
12.08.2020;1319;1271;1373;1270;1221;1321;1,25;1,22;1,29;1,18;1,17;1,20
13.08.2020;1342;1292;1396;1346;1296;1398;1,31;1,28;1,36;1,17;1,15;1,19
14.08.2020;1315;1266;1364;1325;1275;1377;1,18;1,15;1,21;1,15;1,13;1,16
15.08.2020;1220;1172;1263;1299;1250;1349;1,09;1,06;1,12;1,12;1,10;1,13
16.08.2020;1171;1127;1221;1262;1214;1311;0,99;0,97;1,02;1,07;1,06;1,09
17.08.2020;1414;1365;1479;1280;1232;1332;0,95;0,93;0,98;1,06;1,04;1,07
18.08.2020;1468;1410;1517;1318;1268;1370;1,00;0,97;1,02;1,03;1,01;1,04
19.08.2020;1293;1247;1349;1337;1287;1391;1,03;1,01;1,05;0,99;0,98;1,01
20.08.2020;1134;1087;1184;1327;1277;1382;1,05;1,03;1,08;0,97;0,96;0,99
21.08.2020;1168;1113;1222;1266;1214;1318;0,99;0,96;1,02;0,95;0,93;0,96
22.08.2020;1114;1065;1168;1177;1128;1231;0,89;0,87;0,92;0,95;0,94;0,96
23.08.2020;1165;1120;1219;1145;1096;1198;0,86;0,83;0,88;0,97;0,96;0,99
24.08.2020;1440;1384;1486;1222;1170;1274;0,92;0,90;0,95;0,97;0,96;0,99
25.08.2020;1329;1281;1376;1262;1212;1312;1,00;0,97;1,03;0,98;0,96;0,99
26.08.2020;1218;1171;1267;1288;1239;1337;1,09;1,07;1,12;0,99;0,98;1,00
27.08.2020;1235;1189;1284;1305;1256;1353;1,14;1,10;1,17;0,98;0,97;1,00
28.08.2020;1140;1090;1190;1231;1183;1279;1,01;0,98;1,04;0,98;0,97;1,00
29.08.2020;965;922;1006;1140;1093;1187;0,90;0,88;0,93;0,98;0,96;0,99
30.08.2020;1033;984;1080;1093;1046;1140;0,85;0,83;0,87;0,96;0,94;0,97
31.08.2020;1360;1309;1407;1125;1076;1171;0,86;0,84;0,89;0,98;0,96;0,99
01.09.2020;1475;1413;1539;1208;1157;1258;0,98;0,96;1,01;1,01;0,99;1,02
02.09.2020;1331;1280;1398;1300;1246;1356;1,14;1,11;1,18;1,02;1,01;1,04
03.09.2020;1253;1195;1309;1355;1299;1413;1,24;1,20;1,28;1,05;1,03;1,07
04.09.2020;1286;1226;1345;1336;1278;1398;1,19;1,15;1,22;1,06;1,04;1,08
05.09.2020;1180;1133;1236;1262;1209;1322;1,04;1,01;1,08;1,08;1,06;1,10
06.09.2020;1331;1256;1415;1262;1203;1326;0,97;0,94;1,00;1,10;1,09;1,12
07.09.2020;1592;1515;1668;1347;1283;1416;0,99;0,96;1,03;1,10;1,08;1,12
08.09.2020;1617;1525;1717;1430;1357;1509;1,07;1,03;1,11;1,11;1,09;1,13
09.09.2020;1634;1560;1732;1544;1464;1633;1,22;1,18;1,27;1,12;1,09;1,14
10.09.2020;1636;1531;1748;1620;1533;1716;1,28;1,24;1,34;1,13;1,10;1,15
11.09.2020;1649;1520;1786;1634;1534;1746;1,21;1,16;1,27;1,15;1,12;1,18
12.09.2020;1539;1391;1670;1615;1500;1734;1,13;1,08;1,18;1,14;1,11;1,17
13.09.2020;1610;1446;1774;1609;1472;1744;1,04;0,99;1,10;1,15;1,12;1,20
14.09.2020;2145;1891;2389;1736;1562;1905;1,07;1,01;1,14;1,15;1,10;1,19
15.09.2020;2007;1765;2265;1825;1623;2024;1,12;1,04;1,19;1,13;1,09;1,18
16.09.2020;1892;1612;2188;1914;1678;2154;1,19;1,10;1,27;1,11;1,05;1,17
17.09.2020;1716;1385;2050;1940;1663;2223;1,21;1,10;1,31;1,06;1,00;1,12
18.09.2020;1635;1154;1993;1813;1479;2124;1,04;0,94;1,15;1,02;0,96;1,08
19.09.2020;1464;1027;1984;1677;1295;2054;0,92;0,81;1,04;1,00;0,92;1,08
20.09.2020;1578;948;2290;1598;1128;2079;0,84;0,69;0,96;1,01;0,89;1,15
21.09.2020;2408;1266;3864;1771;1099;2533;0,91;0,71;1,16;.;.;.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Erläuterung;;;;;;;;;;;;
;;;;;;;;;;;;
Datum: "Datum des Erkrankungsbeginns";;;;;;;;;;;;
Schätzer_Neuerkrankungen: "Punktschätzer der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
