Datum;Schätzer_Neuerkrankungen;UG_PI_Neuerkrankungen;OG_PI_Neuerkrankungen;Schätzer_Neuerkrankungen_ma4;UG_PI_Neuerkrankungen_ma4;OG_PI_Neuerkrankungen_ma4;Schätzer_Reproduktionszahl_R;UG_PI_Reproduktionszahl_R;OG_PI_Reproduktionszahl_R;Schätzer_7_Tage_R_Wert;UG_PI_7_Tage_R_Wert;OG_PI_7_Tage_R_Wert
25.06.2020;405;379;435;444;417;474;0,91;0,88;0,95;0,73;0,71;0,74
26.06.2020;431;406;463;432;406;462;0,92;0,88;0,96;0,83;0,82;0,85
27.06.2020;353;327;378;414;388;443;0,95;0,91;0,99;0,87;0,85;0,89
28.06.2020;313;285;337;375;349;403;0,86;0,82;0,91;0,88;0,87;0,91
29.06.2020;421;396;445;379;353;405;0,85;0,81;0,89;0,93;0,91;0,95
30.06.2020;437;410;464;381;354;406;0,88;0,84;0,92;0,94;0,92;0,97
01.07.2020;406;384;434;394;369;420;0,95;0,91;0,99;0,94;0,92;0,96
02.07.2020;337;313;362;400;376;426;1,07;1,02;1,12;0,93;0,91;0,95
03.07.2020;345;322;370;381;357;407;1,01;0,96;1,06;0,91;0,88;0,93
04.07.2020;298;277;322;347;324;372;0,91;0,87;0,96;0,92;0,90;0,94
05.07.2020;294;271;317;319;296;343;0,81;0,77;0,84;0,92;0,91;0,95
06.07.2020;376;356;398;328;306;352;0,82;0,78;0,86;0,93;0,91;0,95
07.07.2020;373;348;401;335;313;360;0,88;0,84;0,92;0,93;0,91;0,95
08.07.2020;358;336;380;350;327;374;1,01;0,96;1,06;0,95;0,94;0,98
09.07.2020;378;355;403;371;349;395;1,17;1,12;1,22;1,00;0,98;1,03
10.07.2020;429;406;455;384;361;410;1,17;1,12;1,22;1,07;1,04;1,09
11.07.2020;386;364;409;388;365;412;1,16;1,11;1,21;1,12;1,10;1,14
12.07.2020;364;336;391;389;365;414;1,11;1,06;1,16;1,17;1,14;1,19
13.07.2020;543;515;569;430;405;456;1,16;1,11;1,21;1,19;1,16;1,22
14.07.2020;514;485;544;452;425;478;1,18;1,12;1,22;1,22;1,19;1,25
15.07.2020;554;525;584;494;465;522;1,27;1,22;1,33;1,22;1,19;1,25
16.07.2020;470;444;497;520;492;548;1,34;1,28;1,39;1,19;1,16;1,21
17.07.2020;534;507;564;518;490;547;1,20;1,15;1,25;1,17;1,15;1,19
18.07.2020;490;461;520;512;484;541;1,13;1,09;1,17;1,14;1,12;1,16
19.07.2020;517;490;548;503;475;532;1,02;0,98;1,06;1,16;1,14;1,18
20.07.2020;692;663;721;558;530;588;1,07;1,04;1,12;1,18;1,15;1,20
21.07.2020;703;669;736;600;571;631;1,16;1,12;1,20;1,19;1,17;1,22
22.07.2020;735;704;769;662;631;693;1,29;1,25;1,33;1,20;1,18;1,22
23.07.2020;683;644;723;703;670;737;1,40;1,35;1,45;1,20;1,18;1,22
24.07.2020;695;668;729;704;671;739;1,26;1,21;1,30;1,17;1,15;1,19
25.07.2020;616;585;648;682;650;717;1,14;1,10;1,18;1,14;1,12;1,16
26.07.2020;603;573;637;649;617;684;0,98;0,95;1,01;1,11;1,10;1,13
27.07.2020;818;782;856;683;652;717;0,97;0,94;1,01;1,09;1,07;1,11
28.07.2020;768;730;809;701;667;737;1,00;0,97;1,03;1,06;1,04;1,08
29.07.2020;739;702;775;732;697;769;1,07;1,03;1,11;1,06;1,04;1,08
30.07.2020;760;723;794;771;734;808;1,19;1,14;1,23;1,05;1,03;1,07
31.07.2020;780;745;821;762;725;800;1,11;1,08;1,15;1,08;1,06;1,10
01.08.2020;822;779;865;775;737;814;1,11;1,07;1,15;1,14;1,11;1,16
02.08.2020;901;863;941;815;778;855;1,11;1,08;1,15;1,17;1,15;1,19
03.08.2020;1080;1035;1122;896;856;937;1,16;1,13;1,20;1,19;1,17;1,21
04.08.2020;980;937;1025;946;903;988;1,24;1,21;1,28;1,19;1,17;1,22
05.08.2020;987;943;1037;987;944;1031;1,27;1,23;1,31;1,17;1,15;1,19
06.08.2020;1005;964;1053;1013;970;1059;1,24;1,20;1,28;1,17;1,15;1,19
07.08.2020;1055;1011;1097;1007;963;1053;1,12;1,09;1,16;1,16;1,14;1,18
08.08.2020;1008;956;1046;1014;968;1058;1,07;1,04;1,11;1,13;1,12;1,15
09.08.2020;1040;994;1087;1027;981;1070;1,04;1,01;1,07;1,14;1,12;1,16
10.08.2020;1406;1358;1453;1127;1079;1170;1,11;1,08;1,14;1,15;1,13;1,17
11.08.2020;1324;1274;1372;1194;1145;1239;1,19;1,15;1,22;1,16;1,14;1,18
12.08.2020;1312;1261;1366;1270;1221;1319;1,25;1,22;1,29;1,19;1,17;1,21
13.08.2020;1344;1295;1403;1346;1297;1398;1,31;1,27;1,35;1,17;1,15;1,19
14.08.2020;1312;1254;1364;1323;1271;1376;1,17;1,14;1,21;1,14;1,13;1,16
15.08.2020;1216;1171;1267;1296;1245;1350;1,09;1,05;1,12;1,12;1,10;1,13
16.08.2020;1178;1128;1225;1262;1212;1315;0,99;0,96;1,02;1,07;1,06;1,09
17.08.2020;1417;1363;1469;1281;1229;1331;0,95;0,93;0,98;1,06;1,04;1,07
18.08.2020;1464;1413;1517;1319;1268;1369;1,00;0,97;1,03;1,03;1,02;1,04
19.08.2020;1293;1245;1342;1338;1287;1388;1,03;1,00;1,06;0,99;0,98;1,00
20.08.2020;1138;1094;1186;1328;1279;1378;1,05;1,02;1,08;0,97;0,96;0,99
21.08.2020;1164;1117;1216;1265;1217;1315;0,99;0,96;1,01;0,95;0,93;0,96
22.08.2020;1115;1066;1174;1178;1130;1229;0,89;0,87;0,92;0,95;0,94;0,96
23.08.2020;1166;1116;1218;1146;1098;1198;0,86;0,83;0,88;0,97;0,96;0,99
24.08.2020;1448;1401;1496;1223;1175;1276;0,92;0,90;0,95;0,98;0,96;0,99
25.08.2020;1326;1279;1375;1264;1215;1316;1,00;0,97;1,03;0,98;0,96;0,99
26.08.2020;1210;1163;1261;1287;1240;1337;1,09;1,06;1,12;0,99;0,97;1,00
27.08.2020;1231;1191;1279;1304;1258;1353;1,14;1,10;1,17;0,98;0,97;0,99
28.08.2020;1138;1088;1176;1226;1180;1273;1,00;0,97;1,03;0,98;0,97;0,99
29.08.2020;963;919;1011;1136;1090;1182;0,90;0,87;0,92;0,97;0,96;0,99
30.08.2020;1028;982;1070;1090;1045;1134;0,85;0,82;0,87;0,95;0,94;0,97
31.08.2020;1348;1297;1393;1119;1071;1162;0,86;0,83;0,88;0,97;0,96;0,99
01.09.2020;1475;1424;1525;1204;1155;1250;0,98;0,96;1,01;1,00;0,99;1,02
02.09.2020;1327;1279;1380;1295;1245;1342;1,14;1,11;1,17;1,02;1,01;1,04
03.09.2020;1254;1210;1300;1351;1302;1399;1,24;1,21;1,27;1,05;1,04;1,07
04.09.2020;1270;1219;1323;1332;1283;1382;1,19;1,16;1,22;1,06;1,04;1,07
05.09.2020;1176;1135;1227;1257;1210;1307;1,04;1,02;1,07;1,08;1,06;1,09
06.09.2020;1298;1249;1348;1250;1203;1299;0,97;0,94;0,99;1,10;1,09;1,12
07.09.2020;1599;1538;1656;1336;1285;1388;0,99;0,97;1,01;1,10;1,08;1,11
08.09.2020;1607;1557;1656;1420;1370;1472;1,07;1,04;1,09;1,11;1,10;1,12
09.09.2020;1624;1576;1679;1532;1480;1585;1,22;1,19;1,25;1,12;1,10;1,13
10.09.2020;1630;1581;1680;1615;1563;1668;1,29;1,26;1,33;1,13;1,11;1,14
11.09.2020;1651;1600;1717;1628;1578;1683;1,22;1,19;1,25;1,15;1,14;1,16
12.09.2020;1538;1479;1592;1611;1559;1667;1,13;1,11;1,16;1,14;1,13;1,16
13.09.2020;1599;1547;1655;1604;1552;1661;1,05;1,03;1,07;1,15;1,14;1,17
14.09.2020;2132;2060;2205;1730;1671;1792;1,07;1,05;1,10;1,15;1,13;1,16
15.09.2020;1984;1916;2054;1814;1751;1877;1,11;1,09;1,14;1,13;1,12;1,15
16.09.2020;1871;1786;1949;1897;1827;1966;1,18;1,15;1,20;1,11;1,10;1,13
17.09.2020;1739;1671;1802;1932;1858;2003;1,20;1,18;1,23;1,07;1,06;1,08
18.09.2020;1719;1654;1785;1828;1757;1898;1,06;1,03;1,09;1,03;1,02;1,05
19.09.2020;1525;1445;1606;1714;1639;1786;0,94;0,92;0,97;1,02;1,00;1,03
20.09.2020;1637;1549;1722;1655;1580;1729;0,87;0,85;0,90;1,01;0,99;1,03
21.09.2020;2182;2079;2280;1766;1682;1848;0,91;0,88;0,94;1,02;1,00;1,04
22.09.2020;2121;1979;2276;1866;1763;1971;1,02;0,99;1,06;1,03;1,01;1,06
23.09.2020;2067;1931;2233;2002;1884;2128;1,17;1,13;1,21;1,05;1,03;1,08
24.09.2020;2041;1845;2218;2103;1958;2252;1,27;1,22;1,32;1,08;1,06;1,11
25.09.2020;2148;1931;2361;2094;1921;2272;1,19;1,13;1,24;1,10;1,07;1,13
26.09.2020;1934;1732;2126;2048;1860;2234;1,10;1,04;1,16;1,11;1,07;1,14
27.09.2020;1875;1637;2116;2000;1786;2205;1,00;0,93;1,06;1,10;1,05;1,14
28.09.2020;2439;2020;2811;2099;1830;2354;1,00;0,91;1,07;1,11;1,05;1,18
29.09.2020;2718;2250;3255;2242;1910;2577;1,07;0,97;1,18;1,12;1,06;1,20
30.09.2020;2725;2065;3396;2439;1993;2895;1,19;1,05;1,33;1,14;1,06;1,22
01.10.2020;2595;1859;3358;2619;2048;3205;1,31;1,15;1,47;1,14;1,03;1,23
02.10.2020;2382;1412;3191;2605;1897;3300;1,24;1,05;1,47;1,11;1,00;1,21
03.10.2020;2107;1246;3068;2452;1646;3253;1,10;0,91;1,31;.;.;.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Erläuterung;;;;;;;;;;;;
;;;;;;;;;;;;
Datum: "Datum des Erkrankungsbeginns";;;;;;;;;;;;
Schätzer_Neuerkrankungen: "Punktschätzer der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
UG_PI_Neuerkrankungen "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
OG_PI_Neuerkrankungen "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
Schätzer_Neuerkankungen_ma4 "Punktschätzer der Anzahl Neuerkrankungen";;;;;;;;;;;;
UG_PI_Neuerkrankungen_ma4 "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
OG_PI_Neuerkrankungen_ma4 "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
Schätzer_Reproduktionszahl_R "Punktschätzer der Reproduktionszahl R";;;;;;;;;;;;
UG_PI_Reproduktionszahl_R "Untere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
OG_PI_Reproduktionszahl_R "Obere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
Schätzer_7_Tage_R_Wert "Punktschätzer des 7-Tage-R Wertes" ;;;;;;;;;;;;
UG_PI_7_Tage_R_Wert "Untere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
OG_PI_7_Tage_R_Wert "Obere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
