Datum;Schätzer_Neuerkrankungen;UG_PI_Neuerkrankungen;OG_PI_Neuerkrankungen;Schätzer_Neuerkrankungen_ma4;UG_PI_Neuerkrankungen_ma4;OG_PI_Neuerkrankungen_ma4;Schätzer_Reproduktionszahl_R;UG_PI_Reproduktionszahl_R;OG_PI_Reproduktionszahl_R;Schätzer_7_Tage_R_Wert;UG_PI_7_Tage_R_Wert;OG_PI_7_Tage_R_Wert
13.07.2020;544;520;572;430;405;455;1,16;1,12;1,21;1,19;1,16;1,22
14.07.2020;515;488;544;452;426;478;1,18;1,13;1,23;1,22;1,20;1,25
15.07.2020;555;525;586;494;467;522;1,28;1,22;1,33;1,23;1,20;1,25
16.07.2020;469;444;497;521;494;550;1,34;1,29;1,40;1,19;1,17;1,22
17.07.2020;534;511;562;518;492;547;1,20;1,16;1,26;1,17;1,15;1,19
18.07.2020;489;462;520;512;485;541;1,13;1,09;1,17;1,14;1,12;1,17
19.07.2020;515;488;546;502;476;531;1,02;0,98;1,05;1,16;1,13;1,18
20.07.2020;691;657;721;557;529;587;1,07;1,03;1,11;1,17;1,15;1,20
21.07.2020;700;665;733;599;568;630;1,16;1,12;1,19;1,19;1,17;1,21
22.07.2020;738;703;770;661;628;692;1,29;1,25;1,34;1,20;1,18;1,23
23.07.2020;684;653;717;703;669;735;1,40;1,35;1,45;1,20;1,17;1,22
24.07.2020;691;657;725;703;669;736;1,26;1,22;1,31;1,17;1,15;1,19
25.07.2020;617;589;651;682;650;716;1,14;1,10;1,17;1,14;1,12;1,16
26.07.2020;606;573;635;649;618;682;0,98;0,95;1,02;1,12;1,10;1,14
27.07.2020;821;785;856;683;651;717;0,97;0,94;1,00;1,09;1,07;1,11
28.07.2020;769;731;805;703;669;737;1,00;0,97;1,03;1,06;1,05;1,09
29.07.2020;744;704;782;735;698;769;1,08;1,04;1,11;1,06;1,04;1,08
30.07.2020;760;722;804;773;735;811;1,19;1,15;1,23;1,05;1,03;1,07
31.07.2020;778;739;815;763;724;801;1,12;1,08;1,15;1,08;1,06;1,10
01.08.2020;820;780;862;776;736;816;1,10;1,07;1,15;1,13;1,11;1,16
02.08.2020;900;851;941;814;773;855;1,11;1,07;1,15;1,17;1,15;1,19
03.08.2020;1077;1031;1126;894;850;936;1,16;1,11;1,19;1,19;1,17;1,21
04.08.2020;979;940;1025;944;900;988;1,24;1,19;1,27;1,19;1,17;1,21
05.08.2020;987;944;1031;986;941;1031;1,27;1,22;1,32;1,17;1,15;1,19
06.08.2020;1004;959;1046;1012;968;1057;1,24;1,20;1,29;1,17;1,15;1,19
07.08.2020;1053;1009;1102;1006;963;1051;1,13;1,09;1,16;1,16;1,14;1,18
08.08.2020;1007;963;1050;1013;969;1057;1,07;1,04;1,11;1,13;1,12;1,15
09.08.2020;1036;984;1083;1025;979;1070;1,04;1,01;1,07;1,14;1,12;1,16
10.08.2020;1400;1358;1448;1124;1078;1171;1,11;1,07;1,15;1,15;1,13;1,17
11.08.2020;1325;1269;1389;1192;1143;1242;1,19;1,16;1,22;1,16;1,14;1,18
12.08.2020;1320;1277;1371;1270;1222;1323;1,25;1,22;1,29;1,19;1,17;1,21
13.08.2020;1352;1301;1405;1349;1301;1403;1,32;1,28;1,35;1,17;1,16;1,19
14.08.2020;1315;1270;1363;1328;1279;1382;1,18;1,15;1,22;1,15;1,13;1,16
15.08.2020;1212;1163;1262;1300;1253;1350;1,09;1,06;1,12;1,12;1,10;1,13
16.08.2020;1178;1123;1229;1264;1214;1314;1,00;0,97;1,02;1,07;1,06;1,09
17.08.2020;1413;1364;1467;1279;1230;1330;0,95;0,92;0,97;1,06;1,04;1,07
18.08.2020;1456;1400;1508;1315;1262;1366;0,99;0,97;1,01;1,03;1,02;1,04
19.08.2020;1297;1254;1349;1336;1285;1388;1,03;1,00;1,06;0,99;0,98;1,01
20.08.2020;1141;1090;1192;1327;1277;1379;1,05;1,02;1,08;0,97;0,96;0,98
21.08.2020;1159;1114;1204;1263;1214;1313;0,99;0,96;1,01;0,95;0,93;0,96
22.08.2020;1110;1066;1158;1177;1131;1226;0,90;0,87;0,92;0,95;0,94;0,96
23.08.2020;1165;1119;1215;1144;1097;1192;0,86;0,83;0,88;0,97;0,96;0,99
24.08.2020;1445;1399;1501;1219;1174;1269;0,92;0,89;0,95;0,98;0,96;0,99
25.08.2020;1340;1292;1384;1265;1219;1314;1,00;0,98;1,03;0,98;0,97;0,99
26.08.2020;1213;1166;1259;1290;1244;1340;1,10;1,07;1,13;0,99;0,98;1,01
27.08.2020;1232;1189;1278;1307;1261;1355;1,14;1,11;1,17;0,98;0,97;1,00
28.08.2020;1134;1091;1178;1230;1184;1275;1,01;0,98;1,04;0,98;0,97;0,99
29.08.2020;959;912;1008;1134;1089;1181;0,90;0,87;0,92;0,97;0,96;0,99
30.08.2020;1029;983;1070;1088;1044;1133;0,84;0,82;0,87;0,95;0,94;0,97
31.08.2020;1356;1304;1410;1119;1072;1166;0,86;0,83;0,88;0,97;0,96;0,99
01.09.2020;1480;1431;1538;1206;1157;1256;0,98;0,96;1,01;1,00;0,99;1,02
02.09.2020;1330;1285;1382;1299;1251;1350;1,14;1,12;1,17;1,02;1,01;1,04
03.09.2020;1255;1203;1299;1355;1306;1407;1,25;1,21;1,28;1,05;1,04;1,07
04.09.2020;1276;1230;1322;1335;1287;1385;1,19;1,16;1,23;1,06;1,04;1,07
05.09.2020;1163;1117;1211;1256;1209;1303;1,04;1,01;1,07;1,07;1,06;1,09
06.09.2020;1296;1255;1335;1247;1201;1292;0,96;0,94;0,98;1,10;1,09;1,11
07.09.2020;1603;1553;1661;1335;1289;1382;0,98;0,96;1,01;1,10;1,08;1,11
08.09.2020;1592;1541;1646;1414;1366;1463;1,06;1,03;1,08;1,10;1,09;1,12
09.09.2020;1612;1564;1663;1526;1478;1576;1,22;1,19;1,24;1,11;1,10;1,13
10.09.2020;1635;1586;1690;1611;1561;1665;1,29;1,26;1,33;1,12;1,11;1,14
11.09.2020;1638;1589;1692;1619;1570;1673;1,21;1,19;1,25;1,15;1,13;1,16
12.09.2020;1540;1489;1585;1606;1557;1657;1,14;1,11;1,16;1,14;1,13;1,16
13.09.2020;1588;1541;1633;1600;1551;1650;1,05;1,02;1,07;1,15;1,14;1,16
14.09.2020;2128;2081;2178;1724;1675;1772;1,07;1,05;1,09;1,15;1,14;1,16
15.09.2020;1979;1924;2043;1809;1759;1860;1,12;1,09;1,14;1,13;1,12;1,15
16.09.2020;1867;1816;1916;1891;1840;1942;1,18;1,15;1,20;1,11;1,10;1,13
17.09.2020;1734;1682;1785;1927;1876;1980;1,20;1,18;1,23;1,07;1,06;1,08
18.09.2020;1721;1666;1778;1825;1772;1880;1,06;1,04;1,08;1,03;1,02;1,05
19.09.2020;1501;1450;1550;1706;1654;1757;0,94;0,92;0,97;1,02;1,01;1,03
20.09.2020;1634;1584;1683;1647;1595;1699;0,87;0,86;0,89;1,01;1,00;1,02
21.09.2020;2183;2136;2233;1760;1709;1811;0,91;0,90;0,93;1,02;1,01;1,03
22.09.2020;2127;2066;2184;1861;1809;1912;1,02;1,00;1,04;1,04;1,02;1,05
23.09.2020;2084;2025;2156;2007;1953;2064;1,18;1,15;1,20;1,06;1,05;1,07
24.09.2020;2066;2001;2123;2115;2057;2174;1,28;1,26;1,31;1,09;1,08;1,10
25.09.2020;2165;2107;2223;2111;2050;2171;1,20;1,17;1,22;1,11;1,10;1,12
26.09.2020;1935;1884;1990;2062;2004;2123;1,11;1,09;1,13;1,11;1,10;1,13
27.09.2020;1904;1837;1972;2017;1957;2077;1,01;0,99;1,03;1,12;1,11;1,13
28.09.2020;2656;2593;2718;2165;2105;2226;1,02;1,01;1,04;1,13;1,12;1,14
29.09.2020;2754;2689;2830;2312;2251;2377;1,10;1,07;1,12;1,15;1,13;1,16
30.09.2020;2800;2736;2873;2529;2464;2598;1,23;1,20;1,25;1,19;1,18;1,20
01.10.2020;3012;2929;3101;2806;2737;2880;1,39;1,37;1,42;1,24;1,22;1,25
02.10.2020;3391;3317;3469;2989;2918;3068;1,38;1,36;1,41;1,28;1,27;1,29
03.10.2020;3365;3282;3439;3142;3066;3220;1,36;1,34;1,38;1,32;1,30;1,33
04.10.2020;3453;3350;3561;3305;3219;3393;1,31;1,28;1,33;1,37;1,35;1,38
05.10.2020;4744;4625;4850;3738;3643;3830;1,33;1,31;1,36;1,39;1,37;1,40
06.10.2020;4799;4668;4913;4090;3981;4191;1,37;1,34;1,39;1,39;1,38;1,41
07.10.2020;4940;4818;5054;4484;4365;4595;1,43;1,40;1,45;1,39;1,37;1,40
08.10.2020;5021;4900;5142;4876;4753;4990;1,48;1,45;1,51;1,35;1,33;1,36
09.10.2020;5404;5246;5556;5041;4908;5166;1,35;1,32;1,37;1,32;1,30;1,33
10.10.2020;5319;5132;5531;5171;5024;5321;1,26;1,24;1,29;1,29;1,28;1,31
11.10.2020;5555;5391;5712;5325;5167;5485;1,19;1,16;1,21;1,30;1,28;1,31
12.10.2020;7524;7226;7775;5951;5749;6143;1,22;1,20;1,25;1,31;1,30;1,33
13.10.2020;7950;7637;8258;6587;6347;6819;1,31;1,27;1,34;1,34;1,33;1,36
14.10.2020;8488;8137;8852;7380;7098;7649;1,43;1,39;1,47;1,37;1,35;1,39
15.10.2020;8627;8315;9016;8148;7829;8475;1,53;1,49;1,57;1,37;1,35;1,40
16.10.2020;9505;8972;10206;8643;8265;9083;1,45;1,41;1,50;1,37;1,35;1,39
17.10.2020;9389;8792;9914;9002;8554;9497;1,37;1,33;1,41;1,37;1,34;1,40
18.10.2020;10620;9713;11459;9535;8948;10149;1,29;1,24;1,33;1,40;1,36;1,44
19.10.2020;13784;12509;15121;10825;9997;11675;1,33;1,27;1,39;1,42;1,37;1,47
20.10.2020;14881;12822;16535;12169;10959;13257;1,41;1,32;1,50;1,44;1,38;1,50
21.10.2020;15397;13233;17448;13671;12069;15141;1,52;1,42;1,62;1,42;1,35;1,49
22.10.2020;14634;12375;17521;14674;12735;16656;1,54;1,41;1,67;1,37;1,30;1,45
23.10.2020;15159;12541;18040;15018;12743;17386;1,39;1,26;1,53;1,32;1,24;1,39
24.10.2020;14811;10841;18360;15000;12248;17842;1,23;1,10;1,37;1,27;1,19;1,36
25.10.2020;15914;10791;20754;15129;11637;18669;1,11;0,97;1,27;1,23;1,11;1,37
26.10.2020;17867;11465;25435;15938;11409;20647;1,09;0,91;1,33;1,19;1,06;1,32
27.10.2020;18195;10510;25118;16697;10902;22417;1,11;0,89;1,33;.;.;.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Erläuterung;;;;;;;;;;;;
;;;;;;;;;;;;
Datum: "Datum des Erkrankungsbeginns";;;;;;;;;;;;
Schätzer_Neuerkrankungen: "Punktschätzer der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
UG_PI_Neuerkrankungen "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
OG_PI_Neuerkrankungen "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
Schätzer_Neuerkankungen_ma4 "Punktschätzer der Anzahl Neuerkrankungen";;;;;;;;;;;;
UG_PI_Neuerkrankungen_ma4 "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
OG_PI_Neuerkrankungen_ma4 "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
Schätzer_Reproduktionszahl_R "Punktschätzer der Reproduktionszahl R";;;;;;;;;;;;
UG_PI_Reproduktionszahl_R "Untere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
OG_PI_Reproduktionszahl_R "Obere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
Schätzer_7_Tage_R_Wert "Punktschätzer des 7-Tage-R Wertes" ;;;;;;;;;;;;
UG_PI_7_Tage_R_Wert "Untere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
OG_PI_7_Tage_R_Wert "Obere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
