iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
DEU,Europe,Germany,2020-01-18,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-19,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-20,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-21,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-22,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-23,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-24,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-25,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-26,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-27,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-28,1.0,1.0,0.143,,0.0,0.0,0.012,0.012,0.002,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-29,4.0,3.0,0.571,,0.0,0.0,0.048,0.036,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-30,4.0,0.0,0.571,,0.0,0.0,0.048,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-01-31,5.0,1.0,0.714,,0.0,0.0,0.06,0.012,0.009,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-01,7.0,2.0,1.0,,0.0,0.0,0.084,0.024,0.012,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-02,8.0,1.0,1.143,,0.0,0.0,0.095,0.012,0.014,,0.0,0.0,,,,,,,,41.378,0.494,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-03,9.0,1.0,1.286,,0.0,0.0,0.107,0.012,0.015,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-04,11.0,2.0,1.429,,0.0,0.0,0.131,0.024,0.017,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-05,11.0,0.0,1.0,,0.0,0.0,0.131,0.0,0.012,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-06,11.0,0.0,1.0,,0.0,0.0,0.131,0.0,0.012,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-07,12.0,1.0,1.0,,0.0,0.0,0.143,0.012,0.012,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-08,13.0,1.0,0.857,,0.0,0.0,0.155,0.012,0.01,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-09,13.0,0.0,0.714,,0.0,0.0,0.155,0.0,0.009,,0.0,0.0,,,,,,,,24.221,0.289,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-10,13.0,0.0,0.571,,0.0,0.0,0.155,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-11,13.0,0.0,0.286,,0.0,0.0,0.155,0.0,0.003,,0.0,0.0,,,,,,,,,,,,,,,,,,,5.56,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-12,15.0,2.0,0.571,,0.0,0.0,0.179,0.024,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-13,15.0,0.0,0.571,,0.0,0.0,0.179,0.0,0.007,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-14,15.0,0.0,0.429,,0.0,0.0,0.179,0.0,0.005,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-15,15.0,0.0,0.286,,0.0,0.0,0.179,0.0,0.003,,0.0,0.0,,,,,,,,34.313,0.41,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-16,15.0,0.0,0.286,,0.0,0.0,0.179,0.0,0.003,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-17,15.0,0.0,0.286,,0.0,0.0,0.179,0.0,0.003,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-18,15.0,0.0,0.286,,0.0,0.0,0.179,0.0,0.003,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-19,15.0,0.0,0.0,,0.0,0.0,0.179,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-20,15.0,0.0,0.0,,0.0,0.0,0.179,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-21,15.0,0.0,0.0,,0.0,0.0,0.179,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-22,15.0,0.0,0.0,,0.0,0.0,0.179,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-23,15.0,0.0,0.0,,0.0,0.0,0.179,0.0,0.0,,0.0,0.0,,,,,,,,56.516,0.675,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-24,15.0,0.0,0.0,,0.0,0.0,0.179,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-25,15.0,0.0,0.0,,0.0,0.0,0.179,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,11.11,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-26,17.0,2.0,0.286,,0.0,0.0,0.203,0.024,0.003,,0.0,0.0,,,,,,,,,,,,,,,,,,,16.67,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-27,21.0,4.0,0.857,,0.0,0.0,0.251,0.048,0.01,,0.0,0.0,,,,,,,,,,,,,,,,,,,16.67,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-28,47.0,26.0,4.571,,0.0,0.0,0.561,0.31,0.055,,0.0,0.0,,,,,,,,,,,,,,,,,,,19.44,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-02-29,57.0,10.0,6.0,,0.0,0.0,0.68,0.119,0.072,,0.0,0.0,,,,,,,,,,,,,,,,,,,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-01,111.0,54.0,13.714,,0.0,0.0,1.325,0.645,0.164,,0.0,0.0,,,,,,,,177.621,2.12,,,,,,,,,,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-02,129.0,18.0,16.286,,0.0,0.0,1.54,0.215,0.194,,0.0,0.0,2.89,,,,,,,,,,,,,,,,,,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-03,157.0,28.0,20.286,,0.0,0.0,1.874,0.334,0.242,,0.0,0.0,2.93,,,,,,,,,,,,,,,,,,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-04,196.0,39.0,25.571,,0.0,0.0,2.339,0.465,0.305,,0.0,0.0,3.01,,,,,,,,,,,,,,,,,,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-05,262.0,66.0,34.429,,0.0,0.0,3.127,0.788,0.411,,0.0,0.0,3.08,,,,,,,,,,,,,,,,,,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-06,400.0,138.0,50.429,,0.0,0.0,4.774,1.647,0.602,,0.0,0.0,3.02,,,,,,,,,,,,,,,,,,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-07,684.0,284.0,89.571,,0.0,0.0,8.164,3.39,1.069,,0.0,0.0,2.95,,,,,,,,,,,,,,,,,,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-08,847.0,163.0,105.143,,0.0,0.0,10.109,1.945,1.255,,0.0,0.0,2.92,,,,,,,333.04,3.975,105710.0,,1.262,,,,,,tests performed,25.0,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-09,902.0,55.0,110.429,,0.0,0.0,10.766,0.656,1.318,,0.0,0.0,2.88,,,,,,,,,,,,,,,,,tests performed,28.7,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-10,1139.0,237.0,140.286,2.0,2.0,0.286,13.594,2.829,1.674,0.024,0.024,0.003,2.9,,,,,,,,,,,,,,,,,tests performed,32.87,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-11,1296.0,157.0,157.143,2.0,0.0,0.286,15.468,1.874,1.876,0.024,0.0,0.003,2.92,,,,,,,,,,,,,,,,,tests performed,32.87,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-12,1567.0,271.0,186.429,3.0,1.0,0.429,18.703,3.235,2.225,0.036,0.012,0.005,2.94,,,,,,,,,,,,,,,,,tests performed,32.87,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-13,2369.0,802.0,281.286,5.0,2.0,0.714,28.275,9.572,3.357,0.06,0.024,0.009,3.01,,,,,,,,,,,,,,,,,tests performed,32.87,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-14,3062.0,693.0,339.714,5.0,0.0,0.714,36.546,8.271,4.055,0.06,0.0,0.009,2.91,,,,,,,,,,,,,,,,,tests performed,32.87,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-15,3795.0,733.0,421.143,8.0,3.0,1.143,45.295,8.749,5.027,0.095,0.036,0.014,2.82,,,,,,,928.475,11.082,233167.0,,2.783,,18208.0,0.217,43.235,0.023,tests performed,32.87,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-16,4838.0,1043.0,562.286,12.0,4.0,1.714,57.744,12.449,6.711,0.143,0.048,0.02,2.74,,,,,,,,,,,,,22722.0,0.271,40.41,0.025,tests performed,42.13,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-17,6012.0,1174.0,696.143,13.0,1.0,1.571,71.756,14.012,8.309,0.155,0.012,0.019,2.66,,,,,,,,,,,,,27235.0,0.325,39.123,0.026,tests performed,42.13,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-18,7156.0,1144.0,837.143,13.0,0.0,1.571,85.41,13.654,9.992,0.155,0.0,0.019,2.58,,,,,,,,,,,,,31749.0,0.379,37.925,0.026,tests performed,52.31,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-19,8198.0,1042.0,947.286,13.0,0.0,1.429,97.847,12.437,11.306,0.155,0.0,0.017,2.47,,,,,,,,,,,,,36262.0,0.433,38.28,0.026,tests performed,55.09,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-20,14138.0,5940.0,1681.286,43.0,30.0,5.429,168.744,70.897,20.067,0.513,0.358,0.065,2.36,,,,,,,,,,,,,40776.0,0.487,24.253,0.041,tests performed,57.87,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-21,18187.0,4049.0,2160.714,45.0,2.0,5.714,217.07,48.327,25.789,0.537,0.024,0.068,2.23,,,,,,,,,,,,,45289.0,0.541,20.96,0.048,tests performed,68.06,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-22,21463.0,3276.0,2524.0,67.0,22.0,8.429,256.171,39.101,30.125,0.8,0.263,0.101,2.12,,,,,,,2351.463,28.066,581786.0,,6.944,,49803.0,0.594,19.732,0.051,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-23,24774.0,3311.0,2848.0,94.0,27.0,11.714,295.689,39.518,33.992,1.122,0.322,0.14,2.04,,,,,,,,,,,,,50066.0,0.598,17.579,0.057,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-24,29212.0,4438.0,3314.286,126.0,32.0,16.143,348.659,52.97,39.558,1.504,0.382,0.193,1.96,,,,,,,,,,,,,50329.0,0.601,15.185,0.066,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-25,31554.0,2342.0,3485.429,149.0,23.0,19.429,376.612,27.953,41.6,1.778,0.275,0.232,1.89,,,,,,,,,,,,,50592.0,0.604,14.515,0.069,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-26,36508.0,4954.0,4044.286,198.0,49.0,26.429,435.74,59.128,48.27,2.363,0.585,0.315,1.83,,,,,,,,,,,,,50855.0,0.607,12.575,0.08,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-27,42288.0,5780.0,4021.429,253.0,55.0,30.0,504.727,68.987,47.998,3.02,0.656,0.358,1.75,,,,,,,,,,,,,51119.0,0.61,12.712,0.079,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-28,48582.0,6294.0,4342.143,325.0,72.0,40.0,579.849,75.122,51.825,3.879,0.859,0.477,1.66,,,,,,,,,,,,,51382.0,0.613,11.833,0.085,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-29,52547.0,3965.0,4440.571,389.0,64.0,46.0,627.173,47.324,53.0,4.643,0.764,0.549,1.56,,,,,,,4465.761,53.301,943301.0,,11.259,,51645.0,0.616,11.63,0.086,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
DEU,Europe,Germany,2020-03-30,57298.0,4751.0,4646.286,455.0,66.0,51.571,683.878,56.705,55.456,5.431,0.788,0.616,1.49,,,,,,,,,,,,,52601.0,0.628,11.321,0.088,tests performed,76.85,83783945.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.936
