Unnamed: 0,data_version,target,date,location,type,quantile,value
0,2020-08-18,4 day R,2020-03-06,DE,point,,2.26
1,2020-08-18,4 day R,2020-03-07,DE,point,,2.58
2,2020-08-18,4 day R,2020-03-08,DE,point,,2.75
3,2020-08-18,4 day R,2020-03-09,DE,point,,3.24
4,2020-08-18,4 day R,2020-03-10,DE,point,,3.41
5,2020-08-18,4 day R,2020-03-11,DE,point,,3.4
6,2020-08-18,4 day R,2020-03-12,DE,point,,3.19
7,2020-08-18,4 day R,2020-03-13,DE,point,,2.7
8,2020-08-18,4 day R,2020-03-14,DE,point,,2.26
9,2020-08-18,4 day R,2020-03-15,DE,point,,1.87
10,2020-08-18,4 day R,2020-03-16,DE,point,,1.71
11,2020-08-18,4 day R,2020-03-17,DE,point,,1.48
12,2020-08-18,4 day R,2020-03-18,DE,point,,1.36
13,2020-08-18,4 day R,2020-03-19,DE,point,,1.24
14,2020-08-18,4 day R,2020-03-20,DE,point,,1.06
15,2020-08-18,4 day R,2020-03-21,DE,point,,0.97
16,2020-08-18,4 day R,2020-03-22,DE,point,,0.86
17,2020-08-18,4 day R,2020-03-23,DE,point,,0.88
18,2020-08-18,4 day R,2020-03-24,DE,point,,0.85
19,2020-08-18,4 day R,2020-03-25,DE,point,,0.88
20,2020-08-18,4 day R,2020-03-26,DE,point,,0.96
21,2020-08-18,4 day R,2020-03-27,DE,point,,0.89
22,2020-08-18,4 day R,2020-03-28,DE,point,,0.94
23,2020-08-18,4 day R,2020-03-29,DE,point,,0.88
24,2020-08-18,4 day R,2020-03-30,DE,point,,0.89
25,2020-08-18,4 day R,2020-03-31,DE,point,,0.91
26,2020-08-18,4 day R,2020-04-01,DE,point,,0.93
27,2020-08-18,4 day R,2020-04-02,DE,point,,1.03
28,2020-08-18,4 day R,2020-04-03,DE,point,,0.96
29,2020-08-18,4 day R,2020-04-04,DE,point,,0.96
30,2020-08-18,4 day R,2020-04-05,DE,point,,0.86
31,2020-08-18,4 day R,2020-04-06,DE,point,,0.81
32,2020-08-18,4 day R,2020-04-07,DE,point,,0.8
33,2020-08-18,4 day R,2020-04-08,DE,point,,0.82
34,2020-08-18,4 day R,2020-04-09,DE,point,,0.91
35,2020-08-18,4 day R,2020-04-10,DE,point,,0.86
36,2020-08-18,4 day R,2020-04-11,DE,point,,0.82
37,2020-08-18,4 day R,2020-04-12,DE,point,,0.75
38,2020-08-18,4 day R,2020-04-13,DE,point,,0.68
39,2020-08-18,4 day R,2020-04-14,DE,point,,0.71
40,2020-08-18,4 day R,2020-04-15,DE,point,,0.78
41,2020-08-18,4 day R,2020-04-16,DE,point,,0.84
42,2020-08-18,4 day R,2020-04-17,DE,point,,0.89
43,2020-08-18,4 day R,2020-04-18,DE,point,,0.87
44,2020-08-18,4 day R,2020-04-19,DE,point,,0.79
45,2020-08-18,4 day R,2020-04-20,DE,point,,0.79
46,2020-08-18,4 day R,2020-04-21,DE,point,,0.78
47,2020-08-18,4 day R,2020-04-22,DE,point,,0.82
48,2020-08-18,4 day R,2020-04-23,DE,point,,0.9
49,2020-08-18,4 day R,2020-04-24,DE,point,,0.85
50,2020-08-18,4 day R,2020-04-25,DE,point,,0.83
51,2020-08-18,4 day R,2020-04-26,DE,point,,0.78
52,2020-08-18,4 day R,2020-04-27,DE,point,,0.76
53,2020-08-18,4 day R,2020-04-28,DE,point,,0.78
54,2020-08-18,4 day R,2020-04-29,DE,point,,0.81
55,2020-08-18,4 day R,2020-04-30,DE,point,,0.89
56,2020-08-18,4 day R,2020-05-01,DE,point,,0.86
57,2020-08-18,4 day R,2020-05-02,DE,point,,0.85
58,2020-08-18,4 day R,2020-05-03,DE,point,,0.85
59,2020-08-18,4 day R,2020-05-04,DE,point,,0.83
60,2020-08-18,4 day R,2020-05-05,DE,point,,0.9
61,2020-08-18,4 day R,2020-05-06,DE,point,,0.96
62,2020-08-18,4 day R,2020-05-07,DE,point,,0.97
63,2020-08-18,4 day R,2020-05-08,DE,point,,0.92
64,2020-08-18,4 day R,2020-05-09,DE,point,,0.85
65,2020-08-18,4 day R,2020-05-10,DE,point,,0.79
66,2020-08-18,4 day R,2020-05-11,DE,point,,0.79
67,2020-08-18,4 day R,2020-05-12,DE,point,,0.82
68,2020-08-18,4 day R,2020-05-13,DE,point,,0.9
69,2020-08-18,4 day R,2020-05-14,DE,point,,0.95
70,2020-08-18,4 day R,2020-05-15,DE,point,,0.97
71,2020-08-18,4 day R,2020-05-16,DE,point,,0.97
72,2020-08-18,4 day R,2020-05-17,DE,point,,0.9
73,2020-08-18,4 day R,2020-05-18,DE,point,,0.96
74,2020-08-18,4 day R,2020-05-19,DE,point,,0.87
75,2020-08-18,4 day R,2020-05-20,DE,point,,0.9
76,2020-08-18,4 day R,2020-05-21,DE,point,,0.93
77,2020-08-18,4 day R,2020-05-22,DE,point,,0.79
78,2020-08-18,4 day R,2020-05-23,DE,point,,0.81
79,2020-08-18,4 day R,2020-05-24,DE,point,,0.72
80,2020-08-18,4 day R,2020-05-25,DE,point,,0.77
81,2020-08-18,4 day R,2020-05-26,DE,point,,0.9
82,2020-08-18,4 day R,2020-05-27,DE,point,,1.02
83,2020-08-18,4 day R,2020-05-28,DE,point,,1.15
84,2020-08-18,4 day R,2020-05-29,DE,point,,1.03
85,2020-08-18,4 day R,2020-05-30,DE,point,,0.91
86,2020-08-18,4 day R,2020-05-31,DE,point,,0.75
87,2020-08-18,4 day R,2020-06-01,DE,point,,0.71
88,2020-08-18,4 day R,2020-06-02,DE,point,,0.82
89,2020-08-18,4 day R,2020-06-03,DE,point,,0.97
90,2020-08-18,4 day R,2020-06-04,DE,point,,1.17
91,2020-08-18,4 day R,2020-06-05,DE,point,,1.21
92,2020-08-18,4 day R,2020-06-06,DE,point,,1.02
93,2020-08-18,4 day R,2020-06-07,DE,point,,0.83
94,2020-08-18,4 day R,2020-06-08,DE,point,,0.83
95,2020-08-18,4 day R,2020-06-09,DE,point,,0.93
96,2020-08-18,4 day R,2020-06-10,DE,point,,1.13
97,2020-08-18,4 day R,2020-06-11,DE,point,,1.4
98,2020-08-18,4 day R,2020-06-12,DE,point,,1.29
99,2020-08-18,4 day R,2020-06-13,DE,point,,1.1
100,2020-08-18,4 day R,2020-06-14,DE,point,,0.96
101,2020-08-18,4 day R,2020-06-15,DE,point,,1.04
102,2020-08-18,4 day R,2020-06-16,DE,point,,1.53
103,2020-08-18,4 day R,2020-06-17,DE,point,,1.81
104,2020-08-18,4 day R,2020-06-18,DE,point,,2.03
105,2020-08-18,4 day R,2020-06-19,DE,point,,1.67
106,2020-08-18,4 day R,2020-06-20,DE,point,,0.91
107,2020-08-18,4 day R,2020-06-21,DE,point,,0.7
108,2020-08-18,4 day R,2020-06-22,DE,point,,0.64
109,2020-08-18,4 day R,2020-06-23,DE,point,,0.6
110,2020-08-18,4 day R,2020-06-24,DE,point,,0.77
111,2020-08-18,4 day R,2020-06-25,DE,point,,0.9
112,2020-08-18,4 day R,2020-06-26,DE,point,,0.91
113,2020-08-18,4 day R,2020-06-27,DE,point,,0.95
114,2020-08-18,4 day R,2020-06-28,DE,point,,0.87
115,2020-08-18,4 day R,2020-06-29,DE,point,,0.87
116,2020-08-18,4 day R,2020-06-30,DE,point,,0.89
117,2020-08-18,4 day R,2020-07-01,DE,point,,0.96
118,2020-08-18,4 day R,2020-07-02,DE,point,,1.08
119,2020-08-18,4 day R,2020-07-03,DE,point,,1.01
120,2020-08-18,4 day R,2020-07-04,DE,point,,0.91
121,2020-08-18,4 day R,2020-07-05,DE,point,,0.82
122,2020-08-18,4 day R,2020-07-06,DE,point,,0.81
123,2020-08-18,4 day R,2020-07-07,DE,point,,0.85
124,2020-08-18,4 day R,2020-07-08,DE,point,,0.96
125,2020-08-18,4 day R,2020-07-09,DE,point,,1.1
126,2020-08-18,4 day R,2020-07-10,DE,point,,1.15
127,2020-08-18,4 day R,2020-07-11,DE,point,,1.18
128,2020-08-18,4 day R,2020-07-12,DE,point,,1.16
129,2020-08-18,4 day R,2020-07-13,DE,point,,1.22
130,2020-08-18,4 day R,2020-07-14,DE,point,,1.2
131,2020-08-18,4 day R,2020-07-15,DE,point,,1.28
132,2020-08-18,4 day R,2020-07-16,DE,point,,1.34
133,2020-08-18,4 day R,2020-07-17,DE,point,,1.21
134,2020-08-18,4 day R,2020-07-18,DE,point,,1.13
135,2020-08-18,4 day R,2020-07-19,DE,point,,1.02
136,2020-08-18,4 day R,2020-07-20,DE,point,,1.06
137,2020-08-18,4 day R,2020-07-21,DE,point,,1.14
138,2020-08-18,4 day R,2020-07-22,DE,point,,1.28
139,2020-08-18,4 day R,2020-07-23,DE,point,,1.38
140,2020-08-18,4 day R,2020-07-24,DE,point,,1.27
141,2020-08-18,4 day R,2020-07-25,DE,point,,1.15
142,2020-08-18,4 day R,2020-07-26,DE,point,,1.0
143,2020-08-18,4 day R,2020-07-27,DE,point,,0.98
144,2020-08-18,4 day R,2020-07-28,DE,point,,1.0
145,2020-08-18,4 day R,2020-07-29,DE,point,,1.07
146,2020-08-18,4 day R,2020-07-30,DE,point,,1.17
147,2020-08-18,4 day R,2020-07-31,DE,point,,1.1
148,2020-08-18,4 day R,2020-08-01,DE,point,,1.1
149,2020-08-18,4 day R,2020-08-02,DE,point,,1.12
150,2020-08-18,4 day R,2020-08-03,DE,point,,1.17
151,2020-08-18,4 day R,2020-08-04,DE,point,,1.26
152,2020-08-18,4 day R,2020-08-05,DE,point,,1.3
153,2020-08-18,4 day R,2020-08-06,DE,point,,1.26
154,2020-08-18,4 day R,2020-08-07,DE,point,,1.15
155,2020-08-18,4 day R,2020-08-08,DE,point,,1.07
156,2020-08-18,4 day R,2020-08-09,DE,point,,1.01
157,2020-08-18,4 day R,2020-08-10,DE,point,,1.03
158,2020-08-18,4 day R,2020-08-11,DE,point,,1.08
159,2020-08-18,4 day R,2020-08-12,DE,point,,1.12
160,2020-08-18,4 day R,2020-08-13,DE,point,,1.18
161,2020-08-18,4 day R,2020-08-14,DE,point,,1.06
162,2020-08-18,4 day R,2020-03-06,DE,quantil,0.025,2.16
163,2020-08-18,4 day R,2020-03-07,DE,quantil,0.025,2.49
164,2020-08-18,4 day R,2020-03-08,DE,quantil,0.025,2.67
165,2020-08-18,4 day R,2020-03-09,DE,quantil,0.025,3.16
166,2020-08-18,4 day R,2020-03-10,DE,quantil,0.025,3.33
167,2020-08-18,4 day R,2020-03-11,DE,quantil,0.025,3.34
168,2020-08-18,4 day R,2020-03-12,DE,quantil,0.025,3.14
169,2020-08-18,4 day R,2020-03-13,DE,quantil,0.025,2.66
170,2020-08-18,4 day R,2020-03-14,DE,quantil,0.025,2.23
171,2020-08-18,4 day R,2020-03-15,DE,quantil,0.025,1.84
172,2020-08-18,4 day R,2020-03-16,DE,quantil,0.025,1.69
173,2020-08-18,4 day R,2020-03-17,DE,quantil,0.025,1.47
174,2020-08-18,4 day R,2020-03-18,DE,quantil,0.025,1.35
175,2020-08-18,4 day R,2020-03-19,DE,quantil,0.025,1.23
176,2020-08-18,4 day R,2020-03-20,DE,quantil,0.025,1.05
177,2020-08-18,4 day R,2020-03-21,DE,quantil,0.025,0.96
178,2020-08-18,4 day R,2020-03-22,DE,quantil,0.025,0.85
179,2020-08-18,4 day R,2020-03-23,DE,quantil,0.025,0.87
180,2020-08-18,4 day R,2020-03-24,DE,quantil,0.025,0.84
181,2020-08-18,4 day R,2020-03-25,DE,quantil,0.025,0.87
182,2020-08-18,4 day R,2020-03-26,DE,quantil,0.025,0.95
183,2020-08-18,4 day R,2020-03-27,DE,quantil,0.025,0.88
184,2020-08-18,4 day R,2020-03-28,DE,quantil,0.025,0.93
185,2020-08-18,4 day R,2020-03-29,DE,quantil,0.025,0.87
186,2020-08-18,4 day R,2020-03-30,DE,quantil,0.025,0.88
187,2020-08-18,4 day R,2020-03-31,DE,quantil,0.025,0.9
188,2020-08-18,4 day R,2020-04-01,DE,quantil,0.025,0.92
189,2020-08-18,4 day R,2020-04-02,DE,quantil,0.025,1.02
190,2020-08-18,4 day R,2020-04-03,DE,quantil,0.025,0.95
191,2020-08-18,4 day R,2020-04-04,DE,quantil,0.025,0.95
192,2020-08-18,4 day R,2020-04-05,DE,quantil,0.025,0.85
193,2020-08-18,4 day R,2020-04-06,DE,quantil,0.025,0.8
194,2020-08-18,4 day R,2020-04-07,DE,quantil,0.025,0.79
195,2020-08-18,4 day R,2020-04-08,DE,quantil,0.025,0.81
196,2020-08-18,4 day R,2020-04-09,DE,quantil,0.025,0.9
197,2020-08-18,4 day R,2020-04-10,DE,quantil,0.025,0.85
198,2020-08-18,4 day R,2020-04-11,DE,quantil,0.025,0.81
199,2020-08-18,4 day R,2020-04-12,DE,quantil,0.025,0.74
200,2020-08-18,4 day R,2020-04-13,DE,quantil,0.025,0.67
201,2020-08-18,4 day R,2020-04-14,DE,quantil,0.025,0.7
202,2020-08-18,4 day R,2020-04-15,DE,quantil,0.025,0.77
203,2020-08-18,4 day R,2020-04-16,DE,quantil,0.025,0.82
204,2020-08-18,4 day R,2020-04-17,DE,quantil,0.025,0.87
205,2020-08-18,4 day R,2020-04-18,DE,quantil,0.025,0.85
206,2020-08-18,4 day R,2020-04-19,DE,quantil,0.025,0.78
207,2020-08-18,4 day R,2020-04-20,DE,quantil,0.025,0.77
208,2020-08-18,4 day R,2020-04-21,DE,quantil,0.025,0.76
209,2020-08-18,4 day R,2020-04-22,DE,quantil,0.025,0.8
210,2020-08-18,4 day R,2020-04-23,DE,quantil,0.025,0.87
211,2020-08-18,4 day R,2020-04-24,DE,quantil,0.025,0.83
212,2020-08-18,4 day R,2020-04-25,DE,quantil,0.025,0.82
213,2020-08-18,4 day R,2020-04-26,DE,quantil,0.025,0.76
214,2020-08-18,4 day R,2020-04-27,DE,quantil,0.025,0.74
215,2020-08-18,4 day R,2020-04-28,DE,quantil,0.025,0.76
216,2020-08-18,4 day R,2020-04-29,DE,quantil,0.025,0.79
217,2020-08-18,4 day R,2020-04-30,DE,quantil,0.025,0.87
218,2020-08-18,4 day R,2020-05-01,DE,quantil,0.025,0.83
219,2020-08-18,4 day R,2020-05-02,DE,quantil,0.025,0.83
220,2020-08-18,4 day R,2020-05-03,DE,quantil,0.025,0.83
221,2020-08-18,4 day R,2020-05-04,DE,quantil,0.025,0.81
222,2020-08-18,4 day R,2020-05-05,DE,quantil,0.025,0.87
223,2020-08-18,4 day R,2020-05-06,DE,quantil,0.025,0.93
224,2020-08-18,4 day R,2020-05-07,DE,quantil,0.025,0.95
225,2020-08-18,4 day R,2020-05-08,DE,quantil,0.025,0.89
226,2020-08-18,4 day R,2020-05-09,DE,quantil,0.025,0.82
227,2020-08-18,4 day R,2020-05-10,DE,quantil,0.025,0.76
228,2020-08-18,4 day R,2020-05-11,DE,quantil,0.025,0.76
229,2020-08-18,4 day R,2020-05-12,DE,quantil,0.025,0.79
230,2020-08-18,4 day R,2020-05-13,DE,quantil,0.025,0.86
231,2020-08-18,4 day R,2020-05-14,DE,quantil,0.025,0.92
232,2020-08-18,4 day R,2020-05-15,DE,quantil,0.025,0.93
233,2020-08-18,4 day R,2020-05-16,DE,quantil,0.025,0.93
234,2020-08-18,4 day R,2020-05-17,DE,quantil,0.025,0.87
235,2020-08-18,4 day R,2020-05-18,DE,quantil,0.025,0.93
236,2020-08-18,4 day R,2020-05-19,DE,quantil,0.025,0.84
237,2020-08-18,4 day R,2020-05-20,DE,quantil,0.025,0.86
238,2020-08-18,4 day R,2020-05-21,DE,quantil,0.025,0.89
239,2020-08-18,4 day R,2020-05-22,DE,quantil,0.025,0.76
240,2020-08-18,4 day R,2020-05-23,DE,quantil,0.025,0.78
241,2020-08-18,4 day R,2020-05-24,DE,quantil,0.025,0.69
242,2020-08-18,4 day R,2020-05-25,DE,quantil,0.025,0.74
243,2020-08-18,4 day R,2020-05-26,DE,quantil,0.025,0.86
244,2020-08-18,4 day R,2020-05-27,DE,quantil,0.025,0.98
245,2020-08-18,4 day R,2020-05-28,DE,quantil,0.025,1.11
246,2020-08-18,4 day R,2020-05-29,DE,quantil,0.025,0.99
247,2020-08-18,4 day R,2020-05-30,DE,quantil,0.025,0.87
248,2020-08-18,4 day R,2020-05-31,DE,quantil,0.025,0.71
249,2020-08-18,4 day R,2020-06-01,DE,quantil,0.025,0.68
250,2020-08-18,4 day R,2020-06-02,DE,quantil,0.025,0.78
251,2020-08-18,4 day R,2020-06-03,DE,quantil,0.025,0.92
252,2020-08-18,4 day R,2020-06-04,DE,quantil,0.025,1.12
253,2020-08-18,4 day R,2020-06-05,DE,quantil,0.025,1.14
254,2020-08-18,4 day R,2020-06-06,DE,quantil,0.025,0.97
255,2020-08-18,4 day R,2020-06-07,DE,quantil,0.025,0.79
256,2020-08-18,4 day R,2020-06-08,DE,quantil,0.025,0.8
257,2020-08-18,4 day R,2020-06-09,DE,quantil,0.025,0.89
258,2020-08-18,4 day R,2020-06-10,DE,quantil,0.025,1.08
259,2020-08-18,4 day R,2020-06-11,DE,quantil,0.025,1.34
260,2020-08-18,4 day R,2020-06-12,DE,quantil,0.025,1.23
261,2020-08-18,4 day R,2020-06-13,DE,quantil,0.025,1.05
262,2020-08-18,4 day R,2020-06-14,DE,quantil,0.025,0.91
263,2020-08-18,4 day R,2020-06-15,DE,quantil,0.025,1.0
264,2020-08-18,4 day R,2020-06-16,DE,quantil,0.025,1.47
265,2020-08-18,4 day R,2020-06-17,DE,quantil,0.025,1.74
266,2020-08-18,4 day R,2020-06-18,DE,quantil,0.025,1.94
267,2020-08-18,4 day R,2020-06-19,DE,quantil,0.025,1.6
268,2020-08-18,4 day R,2020-06-20,DE,quantil,0.025,0.87
269,2020-08-18,4 day R,2020-06-21,DE,quantil,0.025,0.68
270,2020-08-18,4 day R,2020-06-22,DE,quantil,0.025,0.61
271,2020-08-18,4 day R,2020-06-23,DE,quantil,0.025,0.58
272,2020-08-18,4 day R,2020-06-24,DE,quantil,0.025,0.73
273,2020-08-18,4 day R,2020-06-25,DE,quantil,0.025,0.86
274,2020-08-18,4 day R,2020-06-26,DE,quantil,0.025,0.87
275,2020-08-18,4 day R,2020-06-27,DE,quantil,0.025,0.91
276,2020-08-18,4 day R,2020-06-28,DE,quantil,0.025,0.83
277,2020-08-18,4 day R,2020-06-29,DE,quantil,0.025,0.83
278,2020-08-18,4 day R,2020-06-30,DE,quantil,0.025,0.86
279,2020-08-18,4 day R,2020-07-01,DE,quantil,0.025,0.92
280,2020-08-18,4 day R,2020-07-02,DE,quantil,0.025,1.03
281,2020-08-18,4 day R,2020-07-03,DE,quantil,0.025,0.96
282,2020-08-18,4 day R,2020-07-04,DE,quantil,0.025,0.87
283,2020-08-18,4 day R,2020-07-05,DE,quantil,0.025,0.78
284,2020-08-18,4 day R,2020-07-06,DE,quantil,0.025,0.77
285,2020-08-18,4 day R,2020-07-07,DE,quantil,0.025,0.81
286,2020-08-18,4 day R,2020-07-08,DE,quantil,0.025,0.92
287,2020-08-18,4 day R,2020-07-09,DE,quantil,0.025,1.05
288,2020-08-18,4 day R,2020-07-10,DE,quantil,0.025,1.1
289,2020-08-18,4 day R,2020-07-11,DE,quantil,0.025,1.13
290,2020-08-18,4 day R,2020-07-12,DE,quantil,0.025,1.1
291,2020-08-18,4 day R,2020-07-13,DE,quantil,0.025,1.16
292,2020-08-18,4 day R,2020-07-14,DE,quantil,0.025,1.15
293,2020-08-18,4 day R,2020-07-15,DE,quantil,0.025,1.23
294,2020-08-18,4 day R,2020-07-16,DE,quantil,0.025,1.29
295,2020-08-18,4 day R,2020-07-17,DE,quantil,0.025,1.16
296,2020-08-18,4 day R,2020-07-18,DE,quantil,0.025,1.09
297,2020-08-18,4 day R,2020-07-19,DE,quantil,0.025,0.98
298,2020-08-18,4 day R,2020-07-20,DE,quantil,0.025,1.02
299,2020-08-18,4 day R,2020-07-21,DE,quantil,0.025,1.1
300,2020-08-18,4 day R,2020-07-22,DE,quantil,0.025,1.23
301,2020-08-18,4 day R,2020-07-23,DE,quantil,0.025,1.34
302,2020-08-18,4 day R,2020-07-24,DE,quantil,0.025,1.22
303,2020-08-18,4 day R,2020-07-25,DE,quantil,0.025,1.11
304,2020-08-18,4 day R,2020-07-26,DE,quantil,0.025,0.96
305,2020-08-18,4 day R,2020-07-27,DE,quantil,0.025,0.95
306,2020-08-18,4 day R,2020-07-28,DE,quantil,0.025,0.96
