,data_version,target,date,location,type,quantile,value
0,2021-01-13,4 day R,06.03.2020,DE,point,,"2,25"
1,2021-01-13,4 day R,07.03.2020,DE,point,,"2,58"
2,2021-01-13,4 day R,08.03.2020,DE,point,,"2,75"
3,2021-01-13,4 day R,09.03.2020,DE,point,,"3,23"
4,2021-01-13,4 day R,10.03.2020,DE,point,,"3,41"
5,2021-01-13,4 day R,11.03.2020,DE,point,,"3,41"
6,2021-01-13,4 day R,12.03.2020,DE,point,,"3,19"
7,2021-01-13,4 day R,13.03.2020,DE,point,,"2,7"
8,2021-01-13,4 day R,14.03.2020,DE,point,,"2,26"
9,2021-01-13,4 day R,15.03.2020,DE,point,,"1,86"
10,2021-01-13,4 day R,16.03.2020,DE,point,,"1,7"
11,2021-01-13,4 day R,17.03.2020,DE,point,,"1,48"
12,2021-01-13,4 day R,18.03.2020,DE,point,,"1,36"
13,2021-01-13,4 day R,19.03.2020,DE,point,,"1,25"
14,2021-01-13,4 day R,20.03.2020,DE,point,,"1,06"
15,2021-01-13,4 day R,21.03.2020,DE,point,,"0,97"
16,2021-01-13,4 day R,22.03.2020,DE,point,,"0,86"
17,2021-01-13,4 day R,23.03.2020,DE,point,,"0,88"
18,2021-01-13,4 day R,24.03.2020,DE,point,,"0,85"
19,2021-01-13,4 day R,25.03.2020,DE,point,,"0,88"
20,2021-01-13,4 day R,26.03.2020,DE,point,,"0,96"
21,2021-01-13,4 day R,27.03.2020,DE,point,,"0,89"
22,2021-01-13,4 day R,28.03.2020,DE,point,,"0,94"
23,2021-01-13,4 day R,29.03.2020,DE,point,,"0,87"
24,2021-01-13,4 day R,30.03.2020,DE,point,,"0,89"
25,2021-01-13,4 day R,31.03.2020,DE,point,,"0,91"
26,2021-01-13,4 day R,01.04.2020,DE,point,,"0,93"
27,2021-01-13,4 day R,02.04.2020,DE,point,,"1,03"
28,2021-01-13,4 day R,03.04.2020,DE,point,,"0,96"
29,2021-01-13,4 day R,04.04.2020,DE,point,,"0,96"
30,2021-01-13,4 day R,05.04.2020,DE,point,,"0,86"
31,2021-01-13,4 day R,06.04.2020,DE,point,,"0,81"
32,2021-01-13,4 day R,07.04.2020,DE,point,,"0,8"
33,2021-01-13,4 day R,08.04.2020,DE,point,,"0,83"
34,2021-01-13,4 day R,09.04.2020,DE,point,,"0,91"
35,2021-01-13,4 day R,10.04.2020,DE,point,,"0,86"
36,2021-01-13,4 day R,11.04.2020,DE,point,,"0,82"
37,2021-01-13,4 day R,12.04.2020,DE,point,,"0,75"
38,2021-01-13,4 day R,13.04.2020,DE,point,,"0,68"
39,2021-01-13,4 day R,14.04.2020,DE,point,,"0,71"
40,2021-01-13,4 day R,15.04.2020,DE,point,,"0,78"
41,2021-01-13,4 day R,16.04.2020,DE,point,,"0,84"
42,2021-01-13,4 day R,17.04.2020,DE,point,,"0,89"
43,2021-01-13,4 day R,18.04.2020,DE,point,,"0,87"
44,2021-01-13,4 day R,19.04.2020,DE,point,,"0,79"
45,2021-01-13,4 day R,20.04.2020,DE,point,,"0,79"
46,2021-01-13,4 day R,21.04.2020,DE,point,,"0,78"
47,2021-01-13,4 day R,22.04.2020,DE,point,,"0,82"
48,2021-01-13,4 day R,23.04.2020,DE,point,,"0,89"
49,2021-01-13,4 day R,24.04.2020,DE,point,,"0,85"
50,2021-01-13,4 day R,25.04.2020,DE,point,,"0,83"
51,2021-01-13,4 day R,26.04.2020,DE,point,,"0,78"
52,2021-01-13,4 day R,27.04.2020,DE,point,,"0,76"
53,2021-01-13,4 day R,28.04.2020,DE,point,,"0,78"
54,2021-01-13,4 day R,29.04.2020,DE,point,,"0,81"
55,2021-01-13,4 day R,30.04.2020,DE,point,,"0,89"
56,2021-01-13,4 day R,01.05.2020,DE,point,,"0,86"
57,2021-01-13,4 day R,02.05.2020,DE,point,,"0,85"
58,2021-01-13,4 day R,03.05.2020,DE,point,,"0,85"
59,2021-01-13,4 day R,04.05.2020,DE,point,,"0,83"
60,2021-01-13,4 day R,05.05.2020,DE,point,,"0,9"
61,2021-01-13,4 day R,06.05.2020,DE,point,,"0,95"
62,2021-01-13,4 day R,07.05.2020,DE,point,,"0,97"
63,2021-01-13,4 day R,08.05.2020,DE,point,,"0,92"
64,2021-01-13,4 day R,09.05.2020,DE,point,,"0,85"
65,2021-01-13,4 day R,10.05.2020,DE,point,,"0,79"
66,2021-01-13,4 day R,11.05.2020,DE,point,,"0,79"
67,2021-01-13,4 day R,12.05.2020,DE,point,,"0,82"
68,2021-01-13,4 day R,13.05.2020,DE,point,,"0,9"
69,2021-01-13,4 day R,14.05.2020,DE,point,,"0,95"
70,2021-01-13,4 day R,15.05.2020,DE,point,,"0,97"
71,2021-01-13,4 day R,16.05.2020,DE,point,,"0,97"
72,2021-01-13,4 day R,17.05.2020,DE,point,,"0,91"
73,2021-01-13,4 day R,18.05.2020,DE,point,,"0,96"
74,2021-01-13,4 day R,19.05.2020,DE,point,,"0,86"
75,2021-01-13,4 day R,20.05.2020,DE,point,,"0,89"
76,2021-01-13,4 day R,21.05.2020,DE,point,,"0,92"
77,2021-01-13,4 day R,22.05.2020,DE,point,,"0,79"
78,2021-01-13,4 day R,23.05.2020,DE,point,,"0,82"
79,2021-01-13,4 day R,24.05.2020,DE,point,,"0,73"
80,2021-01-13,4 day R,25.05.2020,DE,point,,"0,78"
81,2021-01-13,4 day R,26.05.2020,DE,point,,"0,91"
82,2021-01-13,4 day R,27.05.2020,DE,point,,"1,01"
83,2021-01-13,4 day R,28.05.2020,DE,point,,"1,15"
84,2021-01-13,4 day R,29.05.2020,DE,point,,"1,01"
85,2021-01-13,4 day R,30.05.2020,DE,point,,"0,9"
86,2021-01-13,4 day R,31.05.2020,DE,point,,"0,74"
87,2021-01-13,4 day R,01.06.2020,DE,point,,"0,71"
88,2021-01-13,4 day R,02.06.2020,DE,point,,"0,82"
89,2021-01-13,4 day R,03.06.2020,DE,point,,"0,98"
90,2021-01-13,4 day R,04.06.2020,DE,point,,"1,17"
91,2021-01-13,4 day R,05.06.2020,DE,point,,"1,22"
92,2021-01-13,4 day R,06.06.2020,DE,point,,"1,03"
93,2021-01-13,4 day R,07.06.2020,DE,point,,"0,83"
94,2021-01-13,4 day R,08.06.2020,DE,point,,"0,84"
95,2021-01-13,4 day R,09.06.2020,DE,point,,"0,93"
96,2021-01-13,4 day R,10.06.2020,DE,point,,"1,12"
97,2021-01-13,4 day R,11.06.2020,DE,point,,"1,39"
98,2021-01-13,4 day R,12.06.2020,DE,point,,"1,29"
99,2021-01-13,4 day R,13.06.2020,DE,point,,"1,11"
100,2021-01-13,4 day R,14.06.2020,DE,point,,"0,96"
101,2021-01-13,4 day R,15.06.2020,DE,point,,"1,05"
102,2021-01-13,4 day R,16.06.2020,DE,point,,"1,53"
103,2021-01-13,4 day R,17.06.2020,DE,point,,"1,8"
104,2021-01-13,4 day R,18.06.2020,DE,point,,"2,02"
105,2021-01-13,4 day R,19.06.2020,DE,point,,"1,66"
106,2021-01-13,4 day R,20.06.2020,DE,point,,"0,9"
107,2021-01-13,4 day R,21.06.2020,DE,point,,"0,7"
108,2021-01-13,4 day R,22.06.2020,DE,point,,"0,64"
109,2021-01-13,4 day R,23.06.2020,DE,point,,"0,6"
110,2021-01-13,4 day R,24.06.2020,DE,point,,"0,77"
111,2021-01-13,4 day R,25.06.2020,DE,point,,"0,91"
112,2021-01-13,4 day R,26.06.2020,DE,point,,"0,92"
113,2021-01-13,4 day R,27.06.2020,DE,point,,"0,95"
114,2021-01-13,4 day R,28.06.2020,DE,point,,"0,87"
115,2021-01-13,4 day R,29.06.2020,DE,point,,"0,86"
116,2021-01-13,4 day R,30.06.2020,DE,point,,"0,88"
117,2021-01-13,4 day R,01.07.2020,DE,point,,"0,95"
118,2021-01-13,4 day R,02.07.2020,DE,point,,"1,07"
119,2021-01-13,4 day R,03.07.2020,DE,point,,1
120,2021-01-13,4 day R,04.07.2020,DE,point,,"0,91"
121,2021-01-13,4 day R,05.07.2020,DE,point,,"0,81"
122,2021-01-13,4 day R,06.07.2020,DE,point,,"0,81"
123,2021-01-13,4 day R,07.07.2020,DE,point,,"0,88"
124,2021-01-13,4 day R,08.07.2020,DE,point,,1
125,2021-01-13,4 day R,09.07.2020,DE,point,,"1,16"
126,2021-01-13,4 day R,10.07.2020,DE,point,,"1,18"
127,2021-01-13,4 day R,11.07.2020,DE,point,,"1,16"
128,2021-01-13,4 day R,12.07.2020,DE,point,,"1,11"
129,2021-01-13,4 day R,13.07.2020,DE,point,,"1,16"
130,2021-01-13,4 day R,14.07.2020,DE,point,,"1,17"
131,2021-01-13,4 day R,15.07.2020,DE,point,,"1,28"
132,2021-01-13,4 day R,16.07.2020,DE,point,,"1,35"
133,2021-01-13,4 day R,17.07.2020,DE,point,,"1,21"
134,2021-01-13,4 day R,18.07.2020,DE,point,,"1,13"
135,2021-01-13,4 day R,19.07.2020,DE,point,,"1,01"
136,2021-01-13,4 day R,20.07.2020,DE,point,,"1,07"
137,2021-01-13,4 day R,21.07.2020,DE,point,,"1,15"
138,2021-01-13,4 day R,22.07.2020,DE,point,,"1,29"
139,2021-01-13,4 day R,23.07.2020,DE,point,,"1,4"
140,2021-01-13,4 day R,24.07.2020,DE,point,,"1,26"
141,2021-01-13,4 day R,25.07.2020,DE,point,,"1,14"
142,2021-01-13,4 day R,26.07.2020,DE,point,,"0,98"
143,2021-01-13,4 day R,27.07.2020,DE,point,,"0,98"
144,2021-01-13,4 day R,28.07.2020,DE,point,,1
145,2021-01-13,4 day R,29.07.2020,DE,point,,"1,08"
146,2021-01-13,4 day R,30.07.2020,DE,point,,"1,19"
147,2021-01-13,4 day R,31.07.2020,DE,point,,"1,11"
148,2021-01-13,4 day R,01.08.2020,DE,point,,"1,1"
149,2021-01-13,4 day R,02.08.2020,DE,point,,"1,11"
150,2021-01-13,4 day R,03.08.2020,DE,point,,"1,15"
151,2021-01-13,4 day R,04.08.2020,DE,point,,"1,24"
152,2021-01-13,4 day R,05.08.2020,DE,point,,"1,27"
153,2021-01-13,4 day R,06.08.2020,DE,point,,"1,25"
154,2021-01-13,4 day R,07.08.2020,DE,point,,"1,13"
155,2021-01-13,4 day R,08.08.2020,DE,point,,"1,07"
156,2021-01-13,4 day R,09.08.2020,DE,point,,"1,04"
157,2021-01-13,4 day R,10.08.2020,DE,point,,"1,11"
158,2021-01-13,4 day R,11.08.2020,DE,point,,"1,18"
159,2021-01-13,4 day R,12.08.2020,DE,point,,"1,25"
160,2021-01-13,4 day R,13.08.2020,DE,point,,"1,31"
161,2021-01-13,4 day R,14.08.2020,DE,point,,"1,18"
162,2021-01-13,4 day R,15.08.2020,DE,point,,"1,09"
163,2021-01-13,4 day R,16.08.2020,DE,point,,"0,99"
164,2021-01-13,4 day R,17.08.2020,DE,point,,"0,95"
165,2021-01-13,4 day R,18.08.2020,DE,point,,"0,99"
166,2021-01-13,4 day R,19.08.2020,DE,point,,"1,03"
167,2021-01-13,4 day R,20.08.2020,DE,point,,"1,05"
168,2021-01-13,4 day R,21.08.2020,DE,point,,"0,99"
169,2021-01-13,4 day R,22.08.2020,DE,point,,"0,9"
170,2021-01-13,4 day R,23.08.2020,DE,point,,"0,86"
171,2021-01-13,4 day R,24.08.2020,DE,point,,"0,92"
172,2021-01-13,4 day R,25.08.2020,DE,point,,1
173,2021-01-13,4 day R,26.08.2020,DE,point,,"1,09"
174,2021-01-13,4 day R,27.08.2020,DE,point,,"1,13"
175,2021-01-13,4 day R,28.08.2020,DE,point,,"1,01"
176,2021-01-13,4 day R,29.08.2020,DE,point,,"0,9"
177,2021-01-13,4 day R,30.08.2020,DE,point,,"0,85"
178,2021-01-13,4 day R,31.08.2020,DE,point,,"0,87"
179,2021-01-13,4 day R,01.09.2020,DE,point,,"0,99"
180,2021-01-13,4 day R,02.09.2020,DE,point,,"1,15"
181,2021-01-13,4 day R,03.09.2020,DE,point,,"1,25"
182,2021-01-13,4 day R,04.09.2020,DE,point,,"1,19"
183,2021-01-13,4 day R,05.09.2020,DE,point,,"1,04"
184,2021-01-13,4 day R,06.09.2020,DE,point,,"0,96"
185,2021-01-13,4 day R,07.09.2020,DE,point,,"0,98"
186,2021-01-13,4 day R,08.09.2020,DE,point,,"1,05"
187,2021-01-13,4 day R,09.09.2020,DE,point,,"1,21"
188,2021-01-13,4 day R,10.09.2020,DE,point,,"1,28"
189,2021-01-13,4 day R,11.09.2020,DE,point,,"1,21"
190,2021-01-13,4 day R,12.09.2020,DE,point,,"1,14"
191,2021-01-13,4 day R,13.09.2020,DE,point,,"1,05"
192,2021-01-13,4 day R,14.09.2020,DE,point,,"1,07"
193,2021-01-13,4 day R,15.09.2020,DE,point,,"1,12"
194,2021-01-13,4 day R,16.09.2020,DE,point,,"1,18"
195,2021-01-13,4 day R,17.09.2020,DE,point,,"1,21"
196,2021-01-13,4 day R,18.09.2020,DE,point,,"1,06"
197,2021-01-13,4 day R,19.09.2020,DE,point,,"0,95"
198,2021-01-13,4 day R,20.09.2020,DE,point,,"0,87"
199,2021-01-13,4 day R,21.09.2020,DE,point,,"0,91"
200,2021-01-13,4 day R,22.09.2020,DE,point,,"1,03"
201,2021-01-13,4 day R,23.09.2020,DE,point,,"1,18"
202,2021-01-13,4 day R,24.09.2020,DE,point,,"1,3"
203,2021-01-13,4 day R,25.09.2020,DE,point,,"1,2"
204,2021-01-13,4 day R,26.09.2020,DE,point,,"1,1"
205,2021-01-13,4 day R,27.09.2020,DE,point,,1
206,2021-01-13,4 day R,28.09.2020,DE,point,,"1,02"
207,2021-01-13,4 day R,29.09.2020,DE,point,,"1,09"
208,2021-01-13,4 day R,30.09.2020,DE,point,,"1,23"
209,2021-01-13,4 day R,01.10.2020,DE,point,,"1,39"
210,2021-01-13,4 day R,02.10.2020,DE,point,,"1,38"
211,2021-01-13,4 day R,03.10.2020,DE,point,,"1,35"
212,2021-01-13,4 day R,04.10.2020,DE,point,,"1,3"
213,2021-01-13,4 day R,05.10.2020,DE,point,,"1,33"
214,2021-01-13,4 day R,06.10.2020,DE,point,,"1,37"
