Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,days_infectious,last_updated
Germany,3/2/20,2.270627028,2.670269325,1.874548009,2.456901756,2.084701478,5,2/14/21
Germany,3/3/20,2.287845274,2.671174619,1.913714796,2.465789128,2.109444092,5,2/14/21
Germany,3/4/20,2.319394719,2.696315207,1.958231541,2.494007192,2.145496877,5,2/14/21
Germany,3/5/20,2.3520853,2.723090515,1.992563312,2.524657898,2.180166446,5,2/14/21
Germany,3/6/20,2.327083364,2.68073136,1.981070215,2.491918959,2.163742432,5,2/14/21
Germany,3/7/20,2.298754384,2.640208413,1.962960074,2.455731398,2.140683401,5,2/14/21
Germany,3/8/20,2.28436211,2.620170526,1.960157451,2.439011384,2.129291995,5,2/14/21
Germany,3/9/20,2.268882802,2.597245029,1.950462381,2.420869235,2.114679818,5,2/14/21
Germany,3/10/20,2.273515773,2.603033458,1.95810019,2.426157881,2.119376277,5,2/14/21
Germany,3/11/20,2.280847239,2.61115144,1.961590531,2.436410622,2.125031312,5,2/14/21
Germany,3/12/20,2.280861606,2.618744594,1.958764596,2.437293196,2.125347575,5,2/14/21
Germany,3/13/20,2.304727732,2.660671168,1.972383918,2.467950298,2.142209797,5,2/14/21
Germany,3/14/20,2.245957206,2.585637337,1.923132415,2.401908805,2.090417072,5,2/14/21
Germany,3/15/20,2.193522976,2.528294178,1.880270912,2.344805248,2.040958379,5,2/14/21
Germany,3/16/20,2.142956398,2.466757302,1.838159365,2.292844542,1.993366333,5,2/14/21
Germany,3/17/20,2.093379373,2.411326218,1.794212895,2.238768123,1.947485466,5,2/14/21
Germany,3/18/20,2.041002212,2.353942667,1.745337549,2.186017413,1.897388222,5,2/14/21
Germany,3/19/20,1.975716381,2.281226215,1.68734153,2.116269372,1.833625944,5,2/14/21
Germany,3/20/20,1.909962143,2.211291186,1.622474327,2.047575009,1.770301835,5,2/14/21
Germany,3/21/20,1.834194212,2.127347162,1.548718686,1.970803307,1.697382782,5,2/14/21
Germany,3/22/20,1.771761943,2.059752061,1.4839451,1.908653165,1.635604508,5,2/14/21
Germany,3/23/20,1.719244659,2.006420225,1.436801623,1.855714457,1.582278955,5,2/14/21
Germany,3/24/20,1.665855839,1.951309848,1.381403971,1.801051497,1.530173348,5,2/14/21
Germany,3/25/20,1.617069053,1.90341307,1.330614791,1.753209248,1.481146244,5,2/14/21
Germany,3/26/20,1.569312671,1.855072958,1.284464868,1.705252663,1.434443816,5,2/14/21
Germany,3/27/20,1.514701023,1.804068346,1.231340004,1.651622557,1.378603727,5,2/14/21
Germany,3/28/20,1.457137546,1.743577004,1.169620263,1.593161819,1.320070132,5,2/14/21
Germany,3/29/20,1.397689325,1.684822587,1.107764103,1.532663341,1.262362245,5,2/14/21
Germany,3/30/20,1.347696454,1.632118735,1.053547519,1.485045747,1.211549876,5,2/14/21
Germany,3/31/20,1.302812862,1.588014829,1.008784325,1.440715344,1.165737116,5,2/14/21
Germany,4/1/20,1.262675185,1.548125332,0.971916497,1.400797576,1.124918278,5,2/14/21
Germany,4/2/20,1.22250368,1.502818269,0.926591491,1.360222401,1.084683903,5,2/14/21
Germany,4/3/20,1.179880132,1.464143768,0.883273897,1.318377146,1.040495968,5,2/14/21
Germany,4/4/20,1.13613813,1.421523869,0.838325897,1.274975435,0.997362845,5,2/14/21
Germany,4/5/20,1.096947476,1.384141897,0.789730824,1.236195371,0.956813427,5,2/14/21
Germany,4/6/20,1.063461028,1.352651989,0.761428407,1.202613338,0.924867806,5,2/14/21
Germany,4/7/20,1.036458978,1.323339059,0.729543415,1.176365922,0.897592206,5,2/14/21
Germany,4/8/20,1.010992298,1.301956504,0.70665568,1.150927914,0.870798644,5,2/14/21
Germany,4/9/20,0.983131083,1.270402513,0.676602521,1.124052861,0.842450966,5,2/14/21
Germany,4/10/20,0.954976295,1.244253114,0.651011792,1.096343364,0.814592469,5,2/14/21
Germany,4/11/20,0.92754288,1.218690574,0.620285702,1.069557455,0.789581775,5,2/14/21
Germany,4/12/20,0.905589422,1.197081427,0.601214991,1.046807003,0.76580291,5,2/14/21
Germany,4/13/20,0.888084233,1.176873977,0.582828693,1.029372041,0.74796052,5,2/14/21
Germany,4/14/20,0.875080109,1.16268726,0.570011895,1.014165261,0.735981585,5,2/14/21
Germany,4/15/20,0.869295219,1.157138765,0.566238053,1.008885176,0.730110814,5,2/14/21
Germany,4/16/20,0.860428044,1.145258767,0.561238611,1.000998919,0.719919712,5,2/14/21
Germany,4/17/20,0.850607275,1.137553467,0.547149252,0.99164782,0.710563905,5,2/14/21
Germany,4/18/20,0.836564893,1.125034891,0.534480246,0.976336488,0.696282302,5,2/14/21
