,mean,std,2.5%,25%,median,75%,97.5%
2020-03-07,1.271,0.124,1.05,1.188,1.26,1.35,1.531
2020-03-08,1.261,0.117,1.05,1.181,1.254,1.335,1.506
2020-03-09,1.25,0.109,1.049,1.175,1.244,1.321,1.47
2020-03-10,1.238,0.104,1.048,1.169,1.233,1.308,1.442
2020-03-11,1.223,0.098,1.034,1.152,1.217,1.286,1.421
2020-03-12,1.208,0.093,1.042,1.142,1.205,1.272,1.391
2020-03-13,1.195,0.09,1.029,1.132,1.194,1.252,1.381
2020-03-14,1.176,0.083,1.022,1.119,1.176,1.23,1.346
2020-03-15,1.158,0.078,1.02,1.105,1.156,1.205,1.333
2020-03-16,1.136,0.075,0.991,1.085,1.134,1.186,1.293
2020-03-17,1.117,0.075,0.982,1.066,1.114,1.166,1.267
2020-03-18,1.098,0.074,0.963,1.046,1.095,1.148,1.255
2020-03-19,1.08,0.07,0.949,1.034,1.081,1.125,1.22
2020-03-20,1.061,0.068,0.93,1.016,1.062,1.105,1.201
2020-03-21,1.04,0.065,0.928,0.992,1.039,1.081,1.175
2020-03-22,1.018,0.064,0.903,0.975,1.017,1.058,1.162
2020-03-23,0.998,0.062,0.889,0.957,0.993,1.039,1.122
2020-03-24,0.979,0.062,0.865,0.937,0.977,1.022,1.1
2020-03-25,0.96,0.061,0.842,0.92,0.96,0.997,1.09
2020-03-26,0.941,0.06,0.832,0.899,0.94,0.978,1.064
2020-03-27,0.921,0.058,0.817,0.88,0.919,0.96,1.039
2020-03-28,0.904,0.058,0.797,0.865,0.903,0.942,1.014
2020-03-29,0.886,0.056,0.779,0.846,0.887,0.923,0.993
2020-03-30,0.869,0.055,0.762,0.832,0.87,0.907,0.975
2020-03-31,0.851,0.055,0.75,0.815,0.849,0.887,0.958
2020-04-01,0.834,0.054,0.733,0.8,0.833,0.871,0.936
2020-04-02,0.819,0.053,0.718,0.782,0.82,0.854,0.93
2020-04-03,0.802,0.053,0.701,0.765,0.802,0.837,0.908
2020-04-04,0.788,0.052,0.69,0.753,0.786,0.821,0.89
2020-04-05,0.774,0.051,0.684,0.74,0.774,0.808,0.88
2020-04-06,0.76,0.05,0.665,0.725,0.758,0.794,0.861
2020-04-07,0.746,0.049,0.657,0.711,0.743,0.779,0.846
2020-04-08,0.733,0.049,0.645,0.698,0.732,0.765,0.839
2020-04-09,0.72,0.048,0.633,0.688,0.717,0.752,0.816
2020-04-10,0.708,0.048,0.615,0.677,0.709,0.74,0.806
2020-04-11,0.697,0.047,0.612,0.665,0.697,0.731,0.789
2020-04-12,0.687,0.046,0.597,0.656,0.686,0.719,0.782
2020-04-13,0.68,0.047,0.595,0.646,0.681,0.71,0.772
2020-04-14,0.672,0.046,0.587,0.641,0.673,0.703,0.768
2020-04-15,0.665,0.044,0.582,0.634,0.666,0.694,0.751
2020-04-16,0.66,0.046,0.569,0.626,0.659,0.689,0.762
2020-04-17,0.655,0.046,0.569,0.622,0.653,0.683,0.759
2020-04-18,0.653,0.046,0.565,0.622,0.65,0.679,0.751
2020-04-19,0.65,0.046,0.565,0.619,0.646,0.682,0.745
2020-04-20,0.649,0.046,0.566,0.618,0.646,0.678,0.748
2020-04-21,0.649,0.046,0.562,0.617,0.647,0.679,0.747
2020-04-22,0.652,0.046,0.567,0.622,0.649,0.681,0.753
2020-04-23,0.653,0.046,0.57,0.623,0.651,0.684,0.748
2020-04-24,0.656,0.045,0.571,0.629,0.656,0.684,0.754
2020-04-25,0.66,0.044,0.574,0.631,0.66,0.687,0.753
2020-04-26,0.665,0.043,0.586,0.635,0.665,0.693,0.754
2020-04-27,0.671,0.044,0.592,0.642,0.672,0.7,0.756
2020-04-28,0.678,0.043,0.597,0.647,0.678,0.709,0.762
2020-04-29,0.684,0.043,0.594,0.657,0.685,0.713,0.766
2020-04-30,0.694,0.044,0.606,0.664,0.691,0.725,0.782
2020-05-01,0.705,0.046,0.615,0.674,0.702,0.738,0.799
2020-05-02,0.715,0.047,0.625,0.683,0.713,0.747,0.813
2020-05-03,0.727,0.05,0.636,0.693,0.724,0.758,0.826
2020-05-04,0.738,0.05,0.649,0.705,0.735,0.771,0.841
2020-05-05,0.749,0.051,0.65,0.712,0.749,0.783,0.857
2020-05-06,0.763,0.051,0.669,0.727,0.761,0.796,0.857
2020-05-07,0.777,0.052,0.68,0.741,0.776,0.81,0.887
2020-05-08,0.791,0.053,0.694,0.754,0.789,0.826,0.897
2020-05-09,0.806,0.053,0.705,0.77,0.804,0.839,0.915
2020-05-10,0.821,0.053,0.722,0.785,0.818,0.855,0.932
2020-05-11,0.836,0.055,0.736,0.798,0.833,0.873,0.948
2020-05-12,0.851,0.058,0.748,0.809,0.847,0.889,0.968
2020-05-13,0.868,0.06,0.761,0.827,0.864,0.906,0.992
2020-05-14,0.882,0.059,0.775,0.841,0.879,0.92,1.012
2020-05-15,0.899,0.062,0.788,0.854,0.896,0.935,1.033
2020-05-16,0.914,0.062,0.795,0.871,0.913,0.955,1.043
2020-05-17,0.929,0.064,0.809,0.883,0.928,0.972,1.057
2020-05-18,0.946,0.065,0.821,0.902,0.945,0.991,1.078
2020-05-19,0.96,0.065,0.83,0.915,0.961,1.001,1.089
2020-05-20,0.975,0.066,0.85,0.93,0.97,1.017,1.104
2020-05-21,0.991,0.065,0.872,0.944,0.989,1.033,1.126
2020-05-22,1.005,0.066,0.885,0.96,1.004,1.05,1.135
2020-05-23,1.02,0.066,0.896,0.975,1.017,1.064,1.153
2020-05-24,1.034,0.066,0.907,0.988,1.032,1.081,1.163
2020-05-25,1.046,0.065,0.929,0.998,1.044,1.091,1.174
2020-05-26,1.056,0.066,0.938,1.012,1.056,1.099,1.185
2020-05-27,1.065,0.067,0.939,1.018,1.061,1.109,1.202
2020-05-28,1.07,0.071,0.938,1.021,1.066,1.116,1.219
