,mean,std,2.5%,25%,median,75%,97.5%
2020-03-01,1.484,0.146,1.218,1.388,1.477,1.571,1.799
2020-03-02,1.465,0.143,1.206,1.368,1.455,1.552,1.757
2020-03-03,1.451,0.134,1.204,1.361,1.444,1.537,1.722
2020-03-04,1.433,0.126,1.205,1.346,1.425,1.515,1.696
2020-03-05,1.412,0.12,1.196,1.331,1.406,1.485,1.671
2020-03-06,1.391,0.113,1.183,1.316,1.387,1.461,1.628
2020-03-07,1.365,0.103,1.175,1.293,1.359,1.434,1.563
2020-03-08,1.333,0.095,1.158,1.271,1.328,1.393,1.521
2020-03-09,1.305,0.089,1.13,1.245,1.306,1.359,1.502
2020-03-10,1.274,0.086,1.116,1.218,1.272,1.327,1.452
2020-03-11,1.245,0.081,1.087,1.189,1.245,1.295,1.409
2020-03-12,1.214,0.077,1.074,1.161,1.213,1.262,1.381
2020-03-13,1.183,0.076,1.039,1.13,1.178,1.231,1.34
2020-03-14,1.152,0.075,1.013,1.1,1.15,1.197,1.306
2020-03-15,1.121,0.072,0.986,1.071,1.118,1.167,1.27
2020-03-16,1.093,0.07,0.966,1.042,1.091,1.139,1.233
2020-03-17,1.063,0.068,0.935,1.018,1.062,1.107,1.205
2020-03-18,1.034,0.066,0.913,0.994,1.033,1.077,1.171
2020-03-19,1.007,0.064,0.885,0.965,1.005,1.048,1.14
2020-03-20,0.983,0.063,0.859,0.942,0.98,1.024,1.108
2020-03-21,0.959,0.061,0.844,0.915,0.958,1.0,1.078
2020-03-22,0.936,0.06,0.83,0.895,0.933,0.977,1.059
2020-03-23,0.916,0.059,0.81,0.877,0.912,0.951,1.039
2020-03-24,0.897,0.057,0.786,0.858,0.895,0.933,1.011
2020-03-25,0.88,0.058,0.774,0.84,0.879,0.918,1.003
2020-03-26,0.863,0.055,0.749,0.827,0.862,0.9,0.974
2020-03-27,0.848,0.053,0.749,0.813,0.847,0.884,0.955
2020-03-28,0.835,0.051,0.741,0.797,0.836,0.869,0.938
2020-03-29,0.824,0.05,0.729,0.79,0.826,0.858,0.923
2020-03-30,0.812,0.051,0.719,0.776,0.813,0.846,0.912
2020-03-31,0.803,0.05,0.71,0.768,0.802,0.837,0.903
2020-04-01,0.795,0.051,0.704,0.759,0.79,0.828,0.903
2020-04-02,0.785,0.051,0.695,0.749,0.785,0.821,0.885
2020-04-03,0.779,0.052,0.685,0.742,0.779,0.814,0.883
2020-04-04,0.773,0.05,0.679,0.738,0.771,0.808,0.88
2020-04-05,0.771,0.05,0.676,0.738,0.771,0.801,0.881
2020-04-06,0.768,0.049,0.679,0.735,0.768,0.796,0.873
2020-04-07,0.765,0.05,0.67,0.73,0.762,0.798,0.87
2020-04-08,0.764,0.05,0.668,0.729,0.764,0.796,0.868
2020-04-09,0.762,0.05,0.668,0.731,0.76,0.795,0.871
2020-04-10,0.762,0.049,0.671,0.731,0.761,0.793,0.86
2020-04-11,0.762,0.047,0.674,0.731,0.761,0.793,0.858
2020-04-12,0.764,0.048,0.673,0.732,0.76,0.796,0.862
2020-04-13,0.766,0.048,0.67,0.736,0.762,0.798,0.867
2020-04-14,0.769,0.05,0.672,0.735,0.766,0.8,0.874
2020-04-15,0.771,0.048,0.682,0.738,0.771,0.801,0.875
2020-04-16,0.773,0.049,0.678,0.741,0.772,0.804,0.878
2020-04-17,0.777,0.049,0.686,0.743,0.775,0.808,0.883
2020-04-18,0.781,0.049,0.693,0.748,0.781,0.813,0.883
2020-04-19,0.787,0.05,0.697,0.754,0.784,0.821,0.896
