,mean,std,2.5%,25%,median,75%,97.5%
2020-02-23,1.816,0.192,1.482,1.678,1.806,1.942,2.231
2020-02-24,1.8,0.183,1.479,1.664,1.791,1.926,2.187
2020-02-25,1.787,0.176,1.466,1.663,1.778,1.897,2.158
2020-02-26,1.772,0.164,1.471,1.659,1.766,1.879,2.125
2020-02-27,1.748,0.157,1.463,1.632,1.741,1.856,2.072
2020-02-28,1.725,0.149,1.439,1.626,1.719,1.819,2.027
2020-02-29,1.699,0.139,1.44,1.609,1.694,1.787,1.993
2020-03-01,1.673,0.131,1.418,1.583,1.669,1.751,1.956
2020-03-02,1.636,0.126,1.401,1.551,1.64,1.717,1.907
2020-03-03,1.598,0.119,1.383,1.514,1.597,1.673,1.848
2020-03-04,1.56,0.114,1.341,1.485,1.555,1.631,1.793
2020-03-05,1.513,0.108,1.314,1.44,1.509,1.581,1.737
2020-03-06,1.467,0.105,1.278,1.4,1.461,1.535,1.697
2020-03-07,1.421,0.098,1.243,1.356,1.414,1.484,1.629
2020-03-08,1.373,0.093,1.207,1.305,1.372,1.433,1.553
2020-03-09,1.325,0.09,1.156,1.265,1.324,1.384,1.512
2020-03-10,1.279,0.085,1.124,1.223,1.275,1.334,1.456
2020-03-11,1.239,0.081,1.098,1.182,1.235,1.289,1.402
2020-03-12,1.198,0.076,1.061,1.144,1.19,1.25,1.352
2020-03-13,1.157,0.073,1.017,1.106,1.154,1.207,1.302
2020-03-14,1.119,0.071,0.989,1.071,1.117,1.167,1.259
2020-03-15,1.082,0.068,0.956,1.037,1.083,1.125,1.224
2020-03-16,1.045,0.067,0.92,1.001,1.041,1.088,1.185
2020-03-17,1.011,0.065,0.885,0.967,1.009,1.055,1.136
2020-03-18,0.981,0.063,0.864,0.937,0.98,1.023,1.113
2020-03-19,0.955,0.064,0.84,0.912,0.952,0.997,1.081
2020-03-20,0.93,0.061,0.814,0.888,0.93,0.97,1.052
2020-03-21,0.909,0.06,0.798,0.869,0.909,0.951,1.024
2020-03-22,0.886,0.058,0.773,0.846,0.884,0.925,0.999
2020-03-23,0.863,0.057,0.752,0.824,0.862,0.903,0.971
2020-03-24,0.845,0.055,0.749,0.804,0.844,0.882,0.957
2020-03-25,0.828,0.054,0.724,0.79,0.827,0.862,0.945
2020-03-26,0.813,0.053,0.715,0.774,0.809,0.847,0.927
2020-03-27,0.8,0.052,0.705,0.764,0.798,0.834,0.906
2020-03-28,0.788,0.051,0.695,0.753,0.785,0.82,0.888
2020-03-29,0.779,0.05,0.683,0.746,0.778,0.811,0.879
2020-03-30,0.769,0.049,0.677,0.735,0.767,0.8,0.871
2020-03-31,0.761,0.049,0.673,0.728,0.758,0.792,0.868
2020-04-01,0.753,0.049,0.666,0.719,0.749,0.785,0.858
2020-04-02,0.745,0.048,0.657,0.711,0.744,0.775,0.849
2020-04-03,0.74,0.049,0.648,0.707,0.738,0.773,0.841
2020-04-04,0.734,0.049,0.646,0.7,0.732,0.769,0.836
2020-04-05,0.73,0.049,0.64,0.695,0.728,0.762,0.835
2020-04-06,0.729,0.05,0.64,0.695,0.726,0.761,0.836
2020-04-07,0.727,0.049,0.637,0.692,0.724,0.76,0.827
2020-04-08,0.726,0.049,0.637,0.692,0.723,0.757,0.824
2020-04-09,0.727,0.047,0.644,0.691,0.725,0.76,0.823
2020-04-10,0.727,0.047,0.639,0.694,0.726,0.76,0.815
2020-04-11,0.728,0.047,0.635,0.696,0.726,0.757,0.823
2020-04-12,0.729,0.047,0.637,0.698,0.731,0.76,0.822
2020-04-13,0.733,0.049,0.639,0.702,0.731,0.765,0.83
2020-04-14,0.738,0.05,0.64,0.705,0.74,0.771,0.834
2020-04-15,0.743,0.051,0.646,0.709,0.743,0.775,0.842
2020-04-16,0.748,0.051,0.651,0.713,0.747,0.781,0.848
2020-04-17,0.751,0.05,0.656,0.717,0.75,0.783,0.85
2020-04-18,0.755,0.049,0.659,0.724,0.754,0.787,0.848
2020-04-19,0.76,0.049,0.671,0.728,0.758,0.793,0.864
2020-04-20,0.766,0.048,0.681,0.729,0.765,0.796,0.867
2020-04-21,0.771,0.05,0.682,0.738,0.77,0.804,0.871
2020-04-22,0.778,0.05,0.685,0.742,0.777,0.812,0.881
2020-04-23,0.785,0.051,0.697,0.747,0.783,0.819,0.889
2020-04-24,0.792,0.05,0.701,0.757,0.791,0.824,0.896
2020-04-25,0.8,0.051,0.707,0.765,0.797,0.833,0.904
2020-04-26,0.808,0.051,0.712,0.773,0.806,0.84,0.912
2020-04-27,0.815,0.051,0.722,0.779,0.814,0.846,0.92
2020-04-28,0.821,0.052,0.732,0.784,0.818,0.854,0.924
2020-04-29,0.829,0.053,0.73,0.792,0.826,0.866,0.936
2020-04-30,0.837,0.055,0.736,0.798,0.836,0.873,0.945
2020-05-01,0.845,0.056,0.74,0.807,0.842,0.884,0.957
2020-05-02,0.853,0.056,0.748,0.813,0.851,0.891,0.963
2020-05-03,0.861,0.057,0.757,0.822,0.86,0.9,0.975
2020-05-04,0.87,0.057,0.763,0.829,0.871,0.908,0.988
