,mean,std,2.5%,25%,median,75%,97.5%
2020-03-06,1.377,0.126,1.152,1.288,1.373,1.455,1.633
2020-03-07,1.355,0.118,1.138,1.272,1.355,1.432,1.62
2020-03-08,1.333,0.112,1.132,1.254,1.331,1.402,1.578
2020-03-09,1.307,0.101,1.121,1.234,1.303,1.371,1.518
2020-03-10,1.278,0.097,1.086,1.212,1.28,1.342,1.47
2020-03-11,1.248,0.093,1.074,1.184,1.246,1.31,1.442
2020-03-12,1.218,0.086,1.059,1.159,1.217,1.271,1.39
2020-03-13,1.183,0.081,1.022,1.129,1.183,1.233,1.345
2020-03-14,1.15,0.077,1.001,1.099,1.148,1.2,1.302
2020-03-15,1.116,0.073,0.977,1.066,1.113,1.162,1.268
2020-03-16,1.083,0.069,0.949,1.037,1.082,1.127,1.217
2020-03-17,1.052,0.067,0.931,1.006,1.049,1.095,1.185
2020-03-18,1.022,0.065,0.899,0.979,1.02,1.064,1.151
2020-03-19,0.993,0.064,0.866,0.95,0.993,1.036,1.118
2020-03-20,0.965,0.064,0.84,0.923,0.963,1.008,1.086
2020-03-21,0.939,0.06,0.829,0.899,0.937,0.979,1.062
2020-03-22,0.912,0.059,0.802,0.873,0.91,0.953,1.033
2020-03-23,0.888,0.058,0.777,0.848,0.885,0.927,1.007
2020-03-24,0.867,0.058,0.761,0.827,0.867,0.904,0.995
2020-03-25,0.847,0.056,0.744,0.812,0.844,0.882,0.96
2020-03-26,0.83,0.054,0.724,0.796,0.828,0.865,0.939
2020-03-27,0.811,0.054,0.712,0.777,0.809,0.846,0.918
2020-03-28,0.794,0.053,0.698,0.757,0.796,0.827,0.895
2020-03-29,0.779,0.053,0.679,0.742,0.78,0.813,0.888
2020-03-30,0.765,0.051,0.666,0.731,0.766,0.797,0.873
2020-03-31,0.752,0.051,0.655,0.719,0.752,0.787,0.854
2020-04-01,0.741,0.05,0.644,0.708,0.739,0.773,0.846
2020-04-02,0.73,0.049,0.644,0.696,0.729,0.762,0.831
2020-04-03,0.72,0.049,0.631,0.686,0.719,0.752,0.826
2020-04-04,0.713,0.049,0.623,0.679,0.709,0.744,0.815
2020-04-05,0.705,0.049,0.615,0.673,0.702,0.735,0.807
2020-04-06,0.699,0.048,0.611,0.663,0.696,0.729,0.802
2020-04-07,0.693,0.048,0.604,0.656,0.691,0.725,0.792
2020-04-08,0.688,0.049,0.596,0.653,0.686,0.721,0.78
2020-04-09,0.684,0.049,0.593,0.649,0.683,0.72,0.778
2020-04-10,0.68,0.047,0.598,0.648,0.678,0.711,0.773
2020-04-11,0.677,0.046,0.596,0.646,0.676,0.706,0.777
2020-04-12,0.677,0.047,0.59,0.645,0.675,0.706,0.773
2020-04-13,0.676,0.047,0.591,0.642,0.677,0.706,0.774
2020-04-14,0.675,0.048,0.593,0.643,0.673,0.706,0.771
2020-04-15,0.676,0.048,0.591,0.642,0.676,0.706,0.771
2020-04-16,0.678,0.048,0.588,0.646,0.676,0.71,0.78
2020-04-17,0.68,0.047,0.594,0.645,0.68,0.713,0.773
2020-04-18,0.683,0.047,0.596,0.65,0.68,0.715,0.779
2020-04-19,0.688,0.048,0.603,0.654,0.686,0.72,0.789
2020-04-20,0.692,0.047,0.607,0.659,0.69,0.725,0.791
2020-04-21,0.698,0.047,0.609,0.667,0.695,0.729,0.795
2020-04-22,0.702,0.048,0.613,0.67,0.701,0.731,0.801
2020-04-23,0.708,0.049,0.614,0.675,0.705,0.74,0.811
2020-04-24,0.715,0.051,0.62,0.68,0.713,0.746,0.82
2020-04-25,0.723,0.052,0.627,0.687,0.719,0.756,0.825
2020-04-26,0.73,0.054,0.633,0.693,0.726,0.766,0.841
2020-04-27,0.738,0.053,0.639,0.702,0.736,0.774,0.845
2020-04-28,0.749,0.055,0.647,0.711,0.746,0.787,0.856
2020-04-29,0.762,0.055,0.664,0.723,0.76,0.797,0.873
2020-04-30,0.774,0.057,0.673,0.736,0.769,0.811,0.896
2020-05-01,0.785,0.058,0.681,0.746,0.781,0.825,0.905
2020-05-02,0.799,0.058,0.692,0.76,0.796,0.837,0.912
2020-05-03,0.813,0.058,0.704,0.772,0.808,0.849,0.936
2020-05-04,0.828,0.059,0.715,0.787,0.825,0.865,0.949
2020-05-05,0.843,0.059,0.728,0.803,0.843,0.88,0.962
2020-05-06,0.859,0.062,0.745,0.814,0.859,0.9,0.981
2020-05-07,0.876,0.063,0.766,0.833,0.877,0.919,1.005
2020-05-08,0.896,0.064,0.78,0.854,0.895,0.939,1.023
2020-05-09,0.915,0.065,0.792,0.871,0.913,0.954,1.044
2020-05-10,0.932,0.064,0.81,0.889,0.93,0.97,1.051
2020-05-11,0.951,0.064,0.835,0.907,0.948,0.991,1.085
2020-05-12,0.97,0.065,0.849,0.927,0.969,1.012,1.11
2020-05-13,0.991,0.066,0.871,0.95,0.986,1.033,1.128
2020-05-14,1.01,0.069,0.88,0.966,1.009,1.051,1.161
2020-05-15,1.029,0.068,0.904,0.981,1.029,1.072,1.167
2020-05-16,1.047,0.071,0.918,0.998,1.044,1.091,1.197
2020-05-17,1.064,0.074,0.935,1.012,1.06,1.113,1.21
2020-05-18,1.078,0.073,0.946,1.025,1.075,1.129,1.221
2020-05-19,1.093,0.074,0.948,1.042,1.093,1.14,1.249
