,mean,std,2.5%,25%,median,75%,97.5%
2020-02-23,1.901,0.198,1.542,1.765,1.891,2.02,2.329
2020-02-24,1.886,0.184,1.57,1.757,1.878,2.007,2.261
2020-02-25,1.871,0.171,1.567,1.749,1.865,1.982,2.228
2020-02-26,1.85,0.161,1.555,1.741,1.839,1.954,2.183
2020-02-27,1.829,0.153,1.544,1.724,1.817,1.934,2.154
2020-02-28,1.8,0.146,1.525,1.7,1.791,1.909,2.079
2020-02-29,1.767,0.135,1.534,1.67,1.76,1.87,2.014
2020-03-01,1.73,0.125,1.5,1.634,1.727,1.821,1.963
2020-03-02,1.687,0.119,1.47,1.604,1.682,1.77,1.924
2020-03-03,1.642,0.11,1.443,1.562,1.636,1.715,1.876
2020-03-04,1.595,0.104,1.414,1.521,1.589,1.664,1.802
2020-03-05,1.547,0.095,1.369,1.48,1.544,1.607,1.732
2020-03-06,1.5,0.092,1.331,1.433,1.5,1.565,1.679
2020-03-07,1.453,0.09,1.289,1.39,1.453,1.515,1.626
2020-03-08,1.408,0.085,1.244,1.344,1.409,1.462,1.569
2020-03-09,1.358,0.081,1.199,1.302,1.354,1.414,1.521
2020-03-10,1.314,0.079,1.163,1.262,1.31,1.366,1.47
2020-03-11,1.27,0.076,1.12,1.219,1.271,1.317,1.427
2020-03-12,1.229,0.07,1.097,1.178,1.229,1.274,1.369
2020-03-13,1.19,0.07,1.058,1.141,1.191,1.237,1.323
2020-03-14,1.152,0.068,1.019,1.105,1.15,1.194,1.298
2020-03-15,1.115,0.066,0.993,1.069,1.116,1.159,1.245
2020-03-16,1.081,0.065,0.96,1.035,1.083,1.124,1.215
2020-03-17,1.048,0.064,0.928,1.005,1.045,1.09,1.186
2020-03-18,1.015,0.062,0.905,0.969,1.012,1.056,1.139
2020-03-19,0.984,0.059,0.879,0.942,0.981,1.024,1.102
2020-03-20,0.955,0.058,0.853,0.916,0.949,0.993,1.079
2020-03-21,0.928,0.057,0.827,0.889,0.924,0.966,1.043
2020-03-22,0.902,0.054,0.801,0.863,0.903,0.937,1.015
2020-03-23,0.88,0.053,0.78,0.844,0.88,0.914,0.986
2020-03-24,0.856,0.054,0.756,0.817,0.858,0.892,0.961
2020-03-25,0.835,0.053,0.738,0.8,0.832,0.87,0.945
2020-03-26,0.813,0.051,0.717,0.78,0.812,0.844,0.926
2020-03-27,0.795,0.05,0.701,0.76,0.794,0.828,0.893
2020-03-28,0.777,0.048,0.685,0.744,0.776,0.808,0.876
2020-03-29,0.76,0.048,0.675,0.726,0.757,0.79,0.857
2020-03-30,0.744,0.049,0.659,0.71,0.741,0.776,0.843
2020-03-31,0.729,0.047,0.64,0.697,0.729,0.759,0.826
2020-04-01,0.718,0.046,0.63,0.686,0.717,0.747,0.816
2020-04-02,0.705,0.045,0.62,0.675,0.704,0.735,0.798
2020-04-03,0.693,0.045,0.607,0.663,0.694,0.721,0.78
2020-04-04,0.685,0.045,0.598,0.654,0.686,0.711,0.775
2020-04-05,0.677,0.043,0.595,0.648,0.677,0.706,0.759
2020-04-06,0.67,0.043,0.586,0.64,0.67,0.699,0.756
2020-04-07,0.664,0.043,0.584,0.635,0.662,0.693,0.754
2020-04-08,0.659,0.044,0.577,0.626,0.657,0.687,0.746
2020-04-09,0.654,0.045,0.572,0.623,0.651,0.684,0.747
2020-04-10,0.65,0.043,0.571,0.618,0.648,0.68,0.736
2020-04-11,0.648,0.044,0.565,0.616,0.646,0.676,0.739
2020-04-12,0.644,0.043,0.565,0.616,0.641,0.672,0.731
2020-04-13,0.645,0.044,0.565,0.615,0.643,0.671,0.737
2020-04-14,0.644,0.043,0.56,0.615,0.642,0.671,0.732
2020-04-15,0.646,0.044,0.561,0.618,0.643,0.674,0.739
2020-04-16,0.648,0.044,0.568,0.618,0.644,0.678,0.74
2020-04-17,0.65,0.044,0.571,0.62,0.649,0.679,0.739
2020-04-18,0.652,0.044,0.57,0.62,0.65,0.683,0.742
2020-04-19,0.657,0.044,0.571,0.628,0.658,0.685,0.744
2020-04-20,0.662,0.043,0.58,0.631,0.663,0.692,0.745
2020-04-21,0.666,0.044,0.584,0.634,0.665,0.696,0.757
2020-04-22,0.67,0.043,0.588,0.639,0.67,0.698,0.757
2020-04-23,0.675,0.044,0.593,0.645,0.673,0.704,0.769
2020-04-24,0.68,0.046,0.599,0.649,0.679,0.709,0.775
2020-04-25,0.686,0.047,0.603,0.653,0.685,0.718,0.778
2020-04-26,0.693,0.046,0.607,0.661,0.691,0.723,0.782
2020-04-27,0.701,0.046,0.616,0.671,0.699,0.733,0.793
2020-04-28,0.707,0.045,0.624,0.674,0.708,0.738,0.797
2020-04-29,0.715,0.045,0.634,0.684,0.713,0.747,0.803
2020-04-30,0.723,0.046,0.636,0.693,0.721,0.752,0.815
2020-05-01,0.73,0.047,0.64,0.698,0.729,0.761,0.823
2020-05-02,0.738,0.05,0.651,0.704,0.736,0.771,0.837
2020-05-03,0.747,0.051,0.654,0.713,0.744,0.78,0.85
2020-05-04,0.756,0.051,0.661,0.72,0.753,0.79,0.862
2020-05-05,0.764,0.051,0.667,0.73,0.763,0.797,0.868
2020-05-06,0.774,0.053,0.68,0.737,0.772,0.809,0.878
2020-05-07,0.783,0.052,0.69,0.747,0.78,0.816,0.895
2020-05-08,0.791,0.052,0.698,0.755,0.791,0.825,0.89
2020-05-09,0.8,0.053,0.7,0.763,0.799,0.833,0.908
2020-05-10,0.81,0.055,0.708,0.771,0.808,0.844,0.921
2020-05-11,0.819,0.055,0.722,0.778,0.818,0.856,0.93
2020-05-12,0.829,0.056,0.73,0.791,0.825,0.865,0.939
2020-05-13,0.838,0.055,0.734,0.8,0.837,0.874,0.95
2020-05-14,0.848,0.056,0.744,0.811,0.846,0.883,0.962
2020-05-15,0.858,0.057,0.753,0.817,0.856,0.897,0.976
2020-05-16,0.869,0.057,0.765,0.829,0.868,0.908,0.98
2020-05-17,0.881,0.056,0.772,0.842,0.877,0.92,0.989
2020-05-18,0.893,0.055,0.787,0.855,0.894,0.929,1.004
2020-05-19,0.905,0.057,0.79,0.87,0.906,0.943,1.022
2020-05-20,0.918,0.057,0.807,0.882,0.917,0.956,1.034
2020-05-21,0.929,0.058,0.819,0.889,0.927,0.965,1.048
2020-05-22,0.939,0.059,0.826,0.899,0.939,0.977,1.055
2020-05-23,0.951,0.059,0.834,0.914,0.949,0.991,1.065
2020-05-24,0.962,0.061,0.846,0.922,0.959,0.999,1.086
2020-05-25,0.973,0.061,0.858,0.931,0.97,1.014,1.098
2020-05-26,0.983,0.061,0.862,0.94,0.983,1.021,1.106
2020-05-27,0.992,0.062,0.872,0.949,0.992,1.03,1.118
2020-05-28,1.001,0.063,0.885,0.957,1.0,1.039,1.14
2020-05-29,1.01,0.063,0.892,0.966,1.009,1.05,1.139
2020-05-30,1.017,0.062,0.898,0.977,1.014,1.057,1.147
2020-05-31,1.022,0.063,0.901,0.982,1.02,1.062,1.149
2020-06-01,1.029,0.064,0.909,0.987,1.022,1.069,1.163
2020-06-02,1.035,0.063,0.915,0.992,1.034,1.074,1.178
2020-06-03,1.039,0.066,0.917,0.995,1.035,1.077,1.186
2020-06-04,1.043,0.065,0.917,0.997,1.041,1.085,1.175
2020-06-05,1.046,0.066,0.924,1.003,1.042,1.089,1.179
2020-06-06,1.047,0.063,0.932,1.001,1.043,1.09,1.176
2020-06-07,1.049,0.064,0.927,1.003,1.05,1.095,1.17
2020-06-08,1.049,0.065,0.924,1.005,1.053,1.09,1.185
2020-06-09,1.05,0.065,0.923,1.005,1.053,1.094,1.173
2020-06-10,1.05,0.066,0.921,1.006,1.051,1.094,1.184
2020-06-11,1.048,0.067,0.924,1.002,1.045,1.09,1.186
2020-06-12,1.047,0.067,0.925,1.002,1.044,1.091,1.188
2020-06-13,1.046,0.069,0.915,0.998,1.042,1.091,1.185
2020-06-14,1.046,0.068,0.926,0.998,1.044,1.089,1.179
2020-06-15,1.045,0.067,0.925,0.999,1.043,1.091,1.169
2020-06-16,1.046,0.067,0.925,0.997,1.04,1.093,1.178
2020-06-17,1.047,0.067,0.92,0.998,1.047,1.093,1.182
2020-06-18,1.049,0.068,0.923,0.999,1.048,1.098,1.183
2020-06-19,1.051,0.066,0.927,1.002,1.05,1.096,1.175
2020-06-20,1.053,0.064,0.928,1.008,1.051,1.097,1.173
2020-06-21,1.058,0.063,0.94,1.014,1.056,1.101,1.181
2020-06-22,1.064,0.066,0.934,1.018,1.064,1.108,1.191
2020-06-23,1.067,0.067,0.945,1.021,1.067,1.11,1.205
2020-06-24,1.073,0.066,0.953,1.028,1.071,1.117,1.21
2020-06-25,1.081,0.064,0.966,1.037,1.079,1.123,1.209
2020-06-26,1.087,0.066,0.961,1.043,1.084,1.13,1.219
2020-06-27,1.092,0.069,0.964,1.046,1.087,1.134,1.237
2020-06-28,1.096,0.067,0.971,1.052,1.092,1.14,1.234
2020-06-29,1.103,0.066,0.982,1.059,1.1,1.148,1.237
2020-06-30,1.11,0.066,0.988,1.064,1.107,1.15,1.249
2020-07-01,1.116,0.068,0.988,1.067,1.117,1.159,1.256
2020-07-02,1.119,0.068,0.99,1.071,1.119,1.163,1.263
2020-07-03,1.122,0.068,1.001,1.074,1.12,1.167,1.267
2020-07-04,1.122,0.068,1.001,1.075,1.117,1.166,1.268
2020-07-05,1.125,0.071,0.999,1.078,1.119,1.171,1.284
2020-07-06,1.124,0.073,1.0,1.073,1.119,1.169,1.286
2020-07-07,1.124,0.075,0.987,1.075,1.122,1.173,1.292
2020-07-08,1.122,0.074,0.978,1.072,1.123,1.169,1.278
2020-07-09,1.12,0.072,0.977,1.072,1.117,1.163,1.276
2020-07-10,1.118,0.071,0.987,1.071,1.115,1.163,1.266
2020-07-11,1.115,0.072,0.978,1.067,1.113,1.166,1.264
2020-07-12,1.113,0.073,0.98,1.063,1.112,1.165,1.25
2020-07-13,1.111,0.071,0.984,1.062,1.107,1.159,1.257
2020-07-14,1.11,0.071,0.977,1.06,1.108,1.154,1.253
2020-07-15,1.108,0.071,0.981,1.06,1.102,1.152,1.259
2020-07-16,1.105,0.071,0.977,1.058,1.1,1.151,1.255
2020-07-17,1.106,0.069,0.978,1.06,1.105,1.148,1.243
2020-07-18,1.102,0.067,0.975,1.055,1.101,1.147,1.233
2020-07-19,1.102,0.065,0.982,1.057,1.098,1.142,1.232
2020-07-20,1.104,0.064,0.977,1.06,1.103,1.145,1.232
2020-07-21,1.106,0.066,0.975,1.062,1.104,1.151,1.24
2020-07-22,1.106,0.066,0.985,1.059,1.104,1.151,1.242
