,mean,std,2.5%,25%,median,75%,97.5%
2020-03-08,1.481,0.137,1.227,1.385,1.473,1.566,1.757
2020-03-09,1.457,0.132,1.209,1.363,1.454,1.544,1.736
2020-03-10,1.429,0.121,1.202,1.341,1.428,1.507,1.681
2020-03-11,1.399,0.113,1.189,1.319,1.398,1.471,1.623
2020-03-12,1.368,0.108,1.176,1.296,1.363,1.441,1.586
2020-03-13,1.332,0.099,1.143,1.262,1.325,1.401,1.535
2020-03-14,1.294,0.092,1.12,1.23,1.288,1.357,1.48
2020-03-15,1.255,0.084,1.101,1.2,1.253,1.306,1.426
2020-03-16,1.217,0.078,1.07,1.164,1.213,1.264,1.378
2020-03-17,1.178,0.074,1.037,1.129,1.173,1.227,1.339
2020-03-18,1.14,0.071,1.006,1.09,1.134,1.19,1.278
2020-03-19,1.103,0.068,0.972,1.056,1.1,1.15,1.234
2020-03-20,1.069,0.067,0.937,1.024,1.067,1.112,1.202
2020-03-21,1.036,0.065,0.908,0.995,1.034,1.079,1.17
2020-03-22,1.005,0.064,0.881,0.958,1.003,1.049,1.14
2020-03-23,0.972,0.061,0.855,0.932,0.968,1.011,1.099
2020-03-24,0.944,0.062,0.828,0.902,0.943,0.984,1.081
2020-03-25,0.917,0.06,0.805,0.877,0.916,0.957,1.041
2020-03-26,0.891,0.057,0.791,0.852,0.889,0.927,1.008
2020-03-27,0.87,0.057,0.767,0.831,0.866,0.906,0.992
2020-03-28,0.849,0.053,0.755,0.811,0.847,0.883,0.961
2020-03-29,0.83,0.055,0.725,0.792,0.828,0.867,0.945
2020-03-30,0.813,0.054,0.72,0.774,0.813,0.849,0.924
2020-03-31,0.799,0.053,0.706,0.761,0.795,0.836,0.912
2020-04-01,0.785,0.053,0.694,0.745,0.782,0.819,0.894
2020-04-02,0.774,0.053,0.675,0.735,0.773,0.811,0.877
2020-04-03,0.762,0.053,0.664,0.724,0.761,0.797,0.867
2020-04-04,0.752,0.052,0.651,0.716,0.751,0.785,0.856
2020-04-05,0.744,0.05,0.65,0.71,0.745,0.777,0.843
2020-04-06,0.738,0.05,0.635,0.705,0.738,0.771,0.835
2020-04-07,0.733,0.049,0.634,0.7,0.733,0.765,0.831
2020-04-08,0.728,0.048,0.634,0.696,0.728,0.761,0.821
2020-04-09,0.724,0.046,0.634,0.694,0.725,0.756,0.808
2020-04-10,0.719,0.046,0.627,0.687,0.719,0.751,0.806
2020-04-11,0.714,0.045,0.627,0.684,0.713,0.744,0.801
2020-04-12,0.709,0.045,0.621,0.679,0.708,0.742,0.799
2020-04-13,0.706,0.045,0.622,0.673,0.705,0.737,0.798
2020-04-14,0.703,0.046,0.622,0.671,0.7,0.735,0.794
2020-04-15,0.699,0.045,0.614,0.666,0.698,0.728,0.79
2020-04-16,0.694,0.047,0.607,0.659,0.693,0.723,0.789
2020-04-17,0.691,0.047,0.603,0.659,0.688,0.723,0.789
2020-04-18,0.687,0.046,0.602,0.655,0.685,0.717,0.783
2020-04-19,0.683,0.047,0.599,0.649,0.68,0.714,0.777
2020-04-20,0.679,0.049,0.594,0.645,0.676,0.708,0.775
2020-04-21,0.674,0.049,0.584,0.637,0.672,0.707,0.777
2020-04-22,0.669,0.049,0.581,0.633,0.667,0.702,0.766
2020-04-23,0.665,0.048,0.579,0.632,0.662,0.698,0.762
2020-04-24,0.66,0.048,0.571,0.626,0.657,0.692,0.76
2020-04-25,0.656,0.047,0.575,0.624,0.653,0.686,0.756
2020-04-26,0.654,0.047,0.565,0.621,0.651,0.685,0.755
2020-04-27,0.65,0.046,0.57,0.619,0.648,0.68,0.749
2020-04-28,0.648,0.047,0.566,0.616,0.647,0.68,0.754
2020-04-29,0.647,0.047,0.565,0.613,0.644,0.676,0.751
2020-04-30,0.647,0.046,0.565,0.615,0.647,0.674,0.744
2020-05-01,0.648,0.046,0.566,0.618,0.646,0.675,0.748
2020-05-02,0.648,0.047,0.561,0.617,0.645,0.675,0.752
2020-05-03,0.648,0.046,0.557,0.616,0.646,0.679,0.744
2020-05-04,0.65,0.047,0.562,0.618,0.648,0.679,0.744
2020-05-05,0.652,0.046,0.559,0.621,0.652,0.682,0.742
2020-05-06,0.655,0.046,0.568,0.623,0.655,0.686,0.749
2020-05-07,0.659,0.046,0.573,0.625,0.657,0.69,0.75
2020-05-08,0.663,0.049,0.574,0.628,0.662,0.694,0.764
2020-05-09,0.667,0.051,0.575,0.63,0.666,0.7,0.776
2020-05-10,0.672,0.051,0.575,0.636,0.671,0.706,0.785
2020-05-11,0.678,0.05,0.587,0.642,0.676,0.71,0.786
2020-05-12,0.684,0.05,0.594,0.646,0.682,0.716,0.789
2020-05-13,0.691,0.05,0.6,0.654,0.689,0.725,0.795
2020-05-14,0.699,0.051,0.607,0.664,0.697,0.73,0.802
2020-05-15,0.706,0.051,0.61,0.67,0.704,0.742,0.811
2020-05-16,0.715,0.053,0.619,0.679,0.713,0.751,0.818
2020-05-17,0.724,0.053,0.628,0.688,0.722,0.759,0.829
2020-05-18,0.735,0.055,0.628,0.7,0.733,0.773,0.846
2020-05-19,0.746,0.054,0.636,0.71,0.746,0.785,0.857
2020-05-20,0.759,0.056,0.656,0.721,0.758,0.797,0.867
2020-05-21,0.77,0.056,0.659,0.733,0.768,0.805,0.886
2020-05-22,0.784,0.057,0.674,0.747,0.784,0.821,0.903
2020-05-23,0.798,0.059,0.678,0.759,0.795,0.834,0.923
2020-05-24,0.813,0.061,0.695,0.774,0.812,0.85,0.942
2020-05-25,0.83,0.062,0.714,0.786,0.828,0.871,0.957
2020-05-26,0.846,0.064,0.726,0.802,0.845,0.888,0.976
2020-05-27,0.863,0.064,0.746,0.82,0.857,0.907,0.994
2020-05-28,0.879,0.065,0.755,0.835,0.874,0.922,1.013
