,mean,std,2.5%,25%,median,75%,97.5%
2020-02-29,1.594,0.151,1.329,1.491,1.576,1.69,1.933
2020-03-01,1.571,0.143,1.314,1.478,1.56,1.659,1.879
2020-03-02,1.551,0.134,1.302,1.462,1.545,1.639,1.826
2020-03-03,1.526,0.123,1.312,1.443,1.521,1.606,1.772
2020-03-04,1.497,0.116,1.28,1.417,1.496,1.569,1.744
2020-03-05,1.468,0.11,1.269,1.394,1.462,1.537,1.704
2020-03-06,1.432,0.104,1.254,1.355,1.427,1.498,1.646
2020-03-07,1.395,0.096,1.217,1.328,1.392,1.46,1.595
2020-03-08,1.358,0.092,1.187,1.296,1.355,1.421,1.543
2020-03-09,1.317,0.086,1.156,1.256,1.315,1.376,1.495
2020-03-10,1.278,0.084,1.117,1.219,1.277,1.333,1.448
2020-03-11,1.236,0.082,1.079,1.178,1.235,1.291,1.402
2020-03-12,1.197,0.079,1.047,1.142,1.194,1.248,1.359
2020-03-13,1.158,0.075,1.014,1.108,1.154,1.206,1.309
2020-03-14,1.121,0.072,0.987,1.07,1.119,1.169,1.266
2020-03-15,1.084,0.068,0.956,1.038,1.081,1.127,1.22
2020-03-16,1.05,0.065,0.922,1.006,1.048,1.092,1.183
2020-03-17,1.016,0.063,0.897,0.973,1.015,1.059,1.144
2020-03-18,0.985,0.061,0.877,0.941,0.987,1.024,1.119
2020-03-19,0.954,0.059,0.842,0.915,0.952,0.992,1.078
2020-03-20,0.926,0.056,0.822,0.89,0.924,0.966,1.037
2020-03-21,0.902,0.054,0.795,0.866,0.901,0.938,1.011
2020-03-22,0.878,0.053,0.778,0.841,0.876,0.913,0.981
2020-03-23,0.855,0.052,0.752,0.817,0.856,0.889,0.958
2020-03-24,0.834,0.054,0.735,0.795,0.835,0.869,0.942
2020-03-25,0.817,0.051,0.718,0.78,0.817,0.851,0.92
2020-03-26,0.8,0.049,0.71,0.767,0.799,0.83,0.9
2020-03-27,0.786,0.05,0.693,0.752,0.785,0.816,0.886
2020-03-28,0.772,0.05,0.682,0.734,0.769,0.804,0.875
2020-03-29,0.758,0.049,0.67,0.722,0.757,0.789,0.866
2020-03-30,0.744,0.048,0.657,0.709,0.741,0.778,0.842
2020-03-31,0.733,0.048,0.645,0.7,0.731,0.763,0.831
2020-04-01,0.723,0.048,0.636,0.69,0.723,0.756,0.821
2020-04-02,0.718,0.048,0.624,0.684,0.717,0.752,0.806
2020-04-03,0.712,0.048,0.62,0.681,0.713,0.743,0.811
2020-04-04,0.707,0.048,0.614,0.675,0.707,0.738,0.802
2020-04-05,0.703,0.049,0.608,0.67,0.703,0.737,0.802
2020-04-06,0.701,0.049,0.609,0.67,0.7,0.735,0.799
2020-04-07,0.699,0.045,0.612,0.669,0.697,0.729,0.789
2020-04-08,0.699,0.044,0.614,0.668,0.699,0.728,0.787
2020-04-09,0.701,0.045,0.614,0.672,0.702,0.732,0.786
2020-04-10,0.703,0.044,0.62,0.674,0.703,0.732,0.791
2020-04-11,0.708,0.043,0.623,0.679,0.708,0.738,0.794
2020-04-12,0.713,0.043,0.631,0.685,0.711,0.741,0.803
2020-04-13,0.719,0.044,0.635,0.69,0.718,0.751,0.807
2020-04-14,0.725,0.044,0.645,0.695,0.723,0.753,0.815
2020-04-15,0.734,0.044,0.652,0.705,0.732,0.763,0.824
2020-04-16,0.745,0.045,0.656,0.714,0.745,0.774,0.833
2020-04-17,0.755,0.046,0.665,0.726,0.753,0.785,0.847
2020-04-18,0.767,0.048,0.679,0.735,0.764,0.797,0.868
2020-04-19,0.779,0.048,0.685,0.747,0.778,0.811,0.878
2020-04-20,0.791,0.05,0.696,0.758,0.79,0.822,0.895
2020-04-21,0.806,0.052,0.71,0.77,0.806,0.839,0.908
2020-04-22,0.82,0.053,0.721,0.785,0.818,0.854,0.926
2020-04-23,0.835,0.054,0.737,0.797,0.831,0.869,0.943
2020-04-24,0.851,0.056,0.751,0.813,0.849,0.883,0.968
2020-04-25,0.866,0.058,0.763,0.827,0.864,0.905,0.988
2020-04-26,0.881,0.058,0.771,0.84,0.878,0.917,1.004
2020-04-27,0.898,0.059,0.79,0.858,0.893,0.936,1.024
2020-04-28,0.914,0.061,0.801,0.869,0.911,0.954,1.04
2020-04-29,0.93,0.063,0.816,0.887,0.928,0.969,1.06
2020-04-30,0.946,0.063,0.828,0.904,0.943,0.987,1.067
2020-05-01,0.962,0.063,0.839,0.921,0.956,1.002,1.09
2020-05-02,0.975,0.063,0.849,0.935,0.974,1.014,1.098
2020-05-03,0.988,0.062,0.866,0.949,0.986,1.029,1.112
2020-05-04,1.001,0.063,0.888,0.955,0.999,1.045,1.131
2020-05-05,1.013,0.063,0.892,0.969,1.01,1.055,1.139
2020-05-06,1.023,0.064,0.907,0.978,1.022,1.069,1.14
2020-05-07,1.033,0.066,0.916,0.985,1.034,1.078,1.162
2020-05-08,1.039,0.067,0.919,0.991,1.039,1.085,1.171
2020-05-09,1.04,0.067,0.923,0.993,1.036,1.084,1.175
2020-05-10,1.042,0.068,0.918,0.995,1.038,1.085,1.183
2020-05-11,1.043,0.068,0.911,0.995,1.045,1.085,1.179
2020-05-12,1.041,0.069,0.916,0.991,1.038,1.089,1.171
2020-05-13,1.035,0.067,0.912,0.989,1.034,1.078,1.175
2020-05-14,1.031,0.067,0.905,0.985,1.03,1.072,1.17
2020-05-15,1.023,0.066,0.893,0.978,1.023,1.069,1.154
2020-05-16,1.015,0.066,0.89,0.968,1.015,1.056,1.152
2020-05-17,1.007,0.066,0.884,0.961,1.005,1.049,1.158
2020-05-18,0.996,0.065,0.872,0.952,0.993,1.035,1.128
2020-05-19,0.985,0.064,0.87,0.939,0.982,1.025,1.117
2020-05-20,0.973,0.063,0.861,0.926,0.97,1.015,1.103
2020-05-21,0.961,0.062,0.85,0.914,0.959,1.003,1.092
2020-05-22,0.95,0.062,0.837,0.905,0.949,0.99,1.073
2020-05-23,0.934,0.059,0.825,0.895,0.933,0.971,1.057
2020-05-24,0.921,0.056,0.818,0.883,0.919,0.959,1.043
2020-05-25,0.91,0.056,0.806,0.87,0.908,0.951,1.024
2020-05-26,0.898,0.058,0.789,0.854,0.896,0.939,1.009
2020-05-27,0.886,0.059,0.78,0.842,0.885,0.925,1.001
2020-05-28,0.876,0.058,0.771,0.836,0.874,0.912,0.992
2020-05-29,0.865,0.057,0.762,0.825,0.862,0.901,0.982
2020-05-30,0.856,0.057,0.751,0.815,0.855,0.892,0.972
2020-05-31,0.848,0.055,0.742,0.811,0.846,0.884,0.963
2020-06-01,0.841,0.054,0.743,0.803,0.838,0.879,0.951
2020-06-02,0.834,0.053,0.736,0.797,0.832,0.869,0.948
2020-06-03,0.831,0.053,0.735,0.793,0.83,0.865,0.937
2020-06-04,0.827,0.054,0.724,0.79,0.823,0.861,0.942
2020-06-05,0.824,0.056,0.727,0.786,0.822,0.857,0.939
2020-06-06,0.82,0.055,0.718,0.783,0.817,0.852,0.94
2020-06-07,0.818,0.055,0.717,0.779,0.815,0.854,0.933
2020-06-08,0.818,0.056,0.719,0.779,0.815,0.853,0.94
2020-06-09,0.819,0.054,0.719,0.782,0.819,0.854,0.927
2020-06-10,0.821,0.053,0.723,0.785,0.82,0.855,0.922
2020-06-11,0.823,0.05,0.726,0.79,0.82,0.855,0.927
2020-06-12,0.826,0.051,0.733,0.793,0.824,0.859,0.92
2020-06-13,0.833,0.051,0.733,0.799,0.833,0.868,0.927
2020-06-14,0.839,0.052,0.741,0.803,0.839,0.873,0.942
2020-06-15,0.849,0.055,0.743,0.81,0.847,0.888,0.959
2020-06-16,0.859,0.056,0.755,0.819,0.857,0.896,0.974
2020-06-17,0.872,0.057,0.763,0.833,0.87,0.91,0.994
2020-06-18,0.886,0.058,0.78,0.844,0.884,0.924,1.009
2020-06-19,0.902,0.06,0.789,0.864,0.901,0.94,1.03
2020-06-20,0.919,0.061,0.807,0.876,0.917,0.958,1.037
2020-06-21,0.937,0.061,0.822,0.897,0.936,0.977,1.062
2020-06-22,0.956,0.061,0.837,0.913,0.956,0.998,1.086
2020-06-23,0.975,0.06,0.863,0.932,0.978,1.013,1.094
2020-06-24,0.994,0.059,0.883,0.952,0.993,1.033,1.113
2020-06-25,1.017,0.062,0.902,0.973,1.017,1.058,1.147
2020-06-26,1.039,0.064,0.916,0.994,1.035,1.083,1.168
2020-06-27,1.063,0.065,0.942,1.018,1.059,1.108,1.184
2020-06-28,1.085,0.069,0.958,1.038,1.082,1.128,1.22
2020-06-29,1.107,0.071,0.972,1.059,1.105,1.151,1.247
2020-06-30,1.129,0.072,0.994,1.079,1.125,1.175,1.27
2020-07-01,1.146,0.072,1.015,1.096,1.147,1.195,1.282
2020-07-02,1.162,0.075,1.023,1.107,1.161,1.215,1.306
2020-07-03,1.177,0.076,1.04,1.126,1.175,1.226,1.321
2020-07-04,1.189,0.078,1.028,1.136,1.187,1.242,1.342
2020-07-05,1.2,0.078,1.052,1.148,1.198,1.251,1.358
2020-07-06,1.204,0.078,1.055,1.151,1.201,1.258,1.36
2020-07-07,1.209,0.079,1.067,1.154,1.208,1.26,1.371
2020-07-08,1.211,0.081,1.067,1.153,1.206,1.266,1.379
2020-07-09,1.208,0.082,1.069,1.15,1.204,1.264,1.378
2020-07-10,1.204,0.08,1.059,1.147,1.2,1.258,1.377
2020-07-11,1.2,0.08,1.052,1.143,1.195,1.255,1.348
2020-07-12,1.197,0.079,1.048,1.143,1.192,1.251,1.349
2020-07-13,1.19,0.077,1.051,1.136,1.187,1.243,1.352
2020-07-14,1.182,0.076,1.045,1.127,1.178,1.234,1.336
2020-07-15,1.176,0.074,1.047,1.121,1.171,1.227,1.326
2020-07-16,1.168,0.073,1.035,1.114,1.167,1.218,1.318
2020-07-17,1.161,0.073,1.021,1.11,1.161,1.21,1.307
2020-07-18,1.152,0.073,1.016,1.099,1.15,1.199,1.299
2020-07-19,1.143,0.073,1.009,1.09,1.142,1.192,1.288
2020-07-20,1.132,0.071,0.999,1.084,1.13,1.178,1.278
2020-07-21,1.121,0.069,0.984,1.073,1.12,1.166,1.258
2020-07-22,1.11,0.07,0.976,1.067,1.107,1.154,1.25
2020-07-23,1.098,0.07,0.958,1.055,1.098,1.141,1.239
2020-07-24,1.09,0.066,0.954,1.047,1.087,1.133,1.217
2020-07-25,1.08,0.067,0.944,1.035,1.078,1.125,1.211
2020-07-26,1.07,0.069,0.944,1.024,1.068,1.117,1.213
2020-07-27,1.063,0.068,0.939,1.019,1.063,1.108,1.205
2020-07-28,1.055,0.066,0.926,1.009,1.057,1.099,1.186
2020-07-29,1.047,0.066,0.927,1.001,1.047,1.091,1.183
2020-07-30,1.039,0.065,0.916,0.993,1.037,1.081,1.168
2020-07-31,1.032,0.064,0.909,0.987,1.033,1.074,1.154
2020-08-01,1.026,0.062,0.918,0.983,1.026,1.069,1.153
2020-08-02,1.021,0.062,0.905,0.975,1.019,1.06,1.146
2020-08-03,1.016,0.063,0.902,0.969,1.011,1.057,1.143
2020-08-04,1.012,0.062,0.904,0.968,1.009,1.053,1.143
2020-08-05,1.01,0.063,0.899,0.966,1.008,1.051,1.143
2020-08-06,1.007,0.063,0.889,0.966,1.003,1.051,1.132
2020-08-07,1.007,0.062,0.894,0.965,1.004,1.047,1.137
2020-08-08,1.007,0.064,0.891,0.962,1.003,1.052,1.143
2020-08-09,1.007,0.065,0.891,0.966,1.005,1.047,1.139
2020-08-10,1.008,0.064,0.888,0.966,1.004,1.047,1.132
2020-08-11,1.011,0.065,0.897,0.963,1.008,1.054,1.143
2020-08-12,1.012,0.062,0.896,0.971,1.012,1.054,1.136
2020-08-13,1.016,0.062,0.894,0.976,1.013,1.06,1.14
2020-08-14,1.02,0.062,0.911,0.976,1.017,1.062,1.142
2020-08-15,1.025,0.061,0.91,0.981,1.025,1.065,1.145
2020-08-16,1.03,0.062,0.913,0.989,1.028,1.069,1.161
2020-08-17,1.036,0.061,0.923,0.996,1.036,1.077,1.159
2020-08-18,1.045,0.062,0.926,1.002,1.043,1.085,1.166
2020-08-19,1.053,0.063,0.936,1.014,1.049,1.094,1.185
2020-08-20,1.06,0.064,0.938,1.016,1.057,1.1,1.191
2020-08-21,1.069,0.064,0.947,1.024,1.067,1.114,1.198
2020-08-22,1.081,0.066,0.954,1.038,1.081,1.127,1.217
2020-08-23,1.093,0.067,0.964,1.048,1.093,1.138,1.227
2020-08-24,1.101,0.07,0.965,1.055,1.098,1.151,1.239
2020-08-25,1.108,0.069,0.975,1.06,1.105,1.15,1.255
