,mean,std,2.5%,25%,median,75%,97.5%
2020-02-29,1.459,0.145,1.183,1.36,1.453,1.556,1.758
2020-03-01,1.445,0.136,1.193,1.348,1.44,1.532,1.705
2020-03-02,1.432,0.129,1.184,1.341,1.43,1.516,1.698
2020-03-03,1.418,0.121,1.186,1.335,1.415,1.497,1.665
2020-03-04,1.399,0.114,1.189,1.321,1.396,1.478,1.627
2020-03-05,1.379,0.109,1.187,1.3,1.377,1.454,1.586
2020-03-06,1.355,0.104,1.158,1.281,1.353,1.424,1.56
2020-03-07,1.328,0.101,1.133,1.258,1.332,1.397,1.527
2020-03-08,1.298,0.095,1.124,1.23,1.295,1.359,1.493
2020-03-09,1.265,0.09,1.097,1.203,1.259,1.326,1.443
2020-03-10,1.231,0.083,1.068,1.175,1.226,1.286,1.398
2020-03-11,1.194,0.079,1.043,1.14,1.193,1.244,1.352
2020-03-12,1.158,0.074,1.02,1.109,1.157,1.206,1.31
2020-03-13,1.122,0.072,0.986,1.073,1.12,1.166,1.275
2020-03-14,1.084,0.071,0.951,1.035,1.083,1.131,1.233
2020-03-15,1.048,0.067,0.92,1.005,1.046,1.091,1.184
2020-03-16,1.013,0.065,0.894,0.969,1.013,1.055,1.14
2020-03-17,0.98,0.063,0.854,0.938,0.979,1.022,1.104
2020-03-18,0.95,0.062,0.834,0.908,0.948,0.989,1.072
2020-03-19,0.921,0.059,0.806,0.883,0.919,0.958,1.046
2020-03-20,0.893,0.059,0.779,0.854,0.892,0.931,1.015
2020-03-21,0.869,0.056,0.764,0.83,0.866,0.907,0.986
2020-03-22,0.846,0.055,0.747,0.807,0.846,0.883,0.961
2020-03-23,0.827,0.054,0.725,0.789,0.825,0.861,0.933
2020-03-24,0.808,0.052,0.711,0.773,0.807,0.844,0.913
2020-03-25,0.793,0.051,0.697,0.759,0.792,0.827,0.896
2020-03-26,0.779,0.05,0.685,0.742,0.778,0.812,0.88
2020-03-27,0.766,0.051,0.669,0.73,0.764,0.8,0.864
2020-03-28,0.755,0.05,0.666,0.718,0.753,0.789,0.855
2020-03-29,0.746,0.048,0.657,0.714,0.744,0.78,0.84
2020-03-30,0.739,0.046,0.655,0.707,0.737,0.77,0.828
2020-03-31,0.734,0.045,0.649,0.701,0.736,0.764,0.822
2020-04-01,0.73,0.046,0.636,0.7,0.73,0.759,0.818
2020-04-02,0.727,0.045,0.637,0.697,0.725,0.757,0.818
2020-04-03,0.723,0.045,0.635,0.694,0.722,0.752,0.816
2020-04-04,0.721,0.045,0.638,0.691,0.719,0.751,0.811
2020-04-05,0.72,0.046,0.633,0.688,0.718,0.749,0.813
2020-04-06,0.72,0.047,0.637,0.687,0.717,0.75,0.817
2020-04-07,0.719,0.047,0.63,0.687,0.717,0.751,0.817
2020-04-08,0.72,0.048,0.627,0.689,0.719,0.751,0.819
2020-04-09,0.721,0.049,0.631,0.688,0.72,0.751,0.821
2020-04-10,0.723,0.048,0.628,0.692,0.723,0.755,0.82
2020-04-11,0.723,0.048,0.632,0.69,0.722,0.756,0.818
2020-04-12,0.726,0.048,0.632,0.695,0.723,0.759,0.825
2020-04-13,0.729,0.047,0.641,0.699,0.728,0.759,0.83
2020-04-14,0.733,0.048,0.646,0.7,0.732,0.763,0.83
2020-04-15,0.736,0.048,0.647,0.703,0.735,0.769,0.833
2020-04-16,0.74,0.046,0.656,0.709,0.741,0.77,0.836
2020-04-17,0.744,0.048,0.653,0.711,0.743,0.774,0.84
2020-04-18,0.75,0.048,0.655,0.717,0.75,0.783,0.845
2020-04-19,0.755,0.049,0.66,0.724,0.758,0.79,0.851
2020-04-20,0.762,0.05,0.666,0.73,0.762,0.794,0.864
2020-04-21,0.77,0.05,0.675,0.736,0.77,0.802,0.87
2020-04-22,0.779,0.049,0.687,0.744,0.778,0.814,0.877
2020-04-23,0.788,0.049,0.696,0.753,0.786,0.822,0.882
2020-04-24,0.799,0.048,0.704,0.766,0.801,0.832,0.894
2020-04-25,0.81,0.05,0.715,0.776,0.81,0.843,0.907
2020-04-26,0.822,0.051,0.726,0.788,0.822,0.856,0.921
2020-04-27,0.835,0.053,0.741,0.798,0.834,0.872,0.939
2020-04-28,0.852,0.054,0.752,0.812,0.852,0.888,0.959
2020-04-29,0.867,0.054,0.768,0.828,0.867,0.904,0.973
2020-04-30,0.883,0.056,0.779,0.844,0.882,0.921,0.992
2020-05-01,0.9,0.058,0.784,0.86,0.899,0.94,1.016
2020-05-02,0.917,0.058,0.804,0.88,0.916,0.955,1.032
2020-05-03,0.934,0.059,0.825,0.891,0.934,0.972,1.051
2020-05-04,0.952,0.059,0.845,0.91,0.948,0.993,1.067
2020-05-05,0.969,0.059,0.864,0.927,0.966,1.01,1.095
2020-05-06,0.986,0.06,0.879,0.943,0.981,1.027,1.105
2020-05-07,1.006,0.06,0.898,0.965,1.002,1.048,1.13
2020-05-08,1.026,0.063,0.912,0.982,1.023,1.065,1.167
2020-05-09,1.046,0.066,0.929,1.0,1.041,1.085,1.191
2020-05-10,1.066,0.067,0.944,1.02,1.066,1.105,1.206
2020-05-11,1.086,0.067,0.967,1.037,1.086,1.131,1.218
2020-05-12,1.101,0.067,0.973,1.054,1.099,1.147,1.232
2020-05-13,1.121,0.069,0.99,1.078,1.118,1.17,1.254
2020-05-14,1.137,0.067,1.003,1.093,1.136,1.18,1.275
2020-05-15,1.15,0.069,1.014,1.103,1.149,1.196,1.284
2020-05-16,1.162,0.071,1.027,1.114,1.159,1.211,1.3
2020-05-17,1.171,0.071,1.039,1.121,1.169,1.219,1.313
2020-05-18,1.18,0.071,1.049,1.128,1.18,1.228,1.318
2020-05-19,1.187,0.07,1.057,1.14,1.181,1.236,1.33
2020-05-20,1.192,0.07,1.059,1.146,1.189,1.236,1.342
2020-05-21,1.193,0.07,1.065,1.144,1.19,1.239,1.345
2020-05-22,1.194,0.071,1.063,1.145,1.189,1.239,1.339
2020-05-23,1.191,0.071,1.057,1.143,1.185,1.238,1.338
2020-05-24,1.184,0.071,1.059,1.136,1.179,1.228,1.334
2020-05-25,1.175,0.07,1.044,1.128,1.172,1.217,1.323
2020-05-26,1.165,0.07,1.036,1.119,1.165,1.209,1.303
2020-05-27,1.15,0.07,1.015,1.102,1.149,1.193,1.302
2020-05-28,1.137,0.068,1.015,1.091,1.135,1.186,1.274
2020-05-29,1.12,0.068,0.991,1.073,1.118,1.164,1.26
2020-05-30,1.098,0.065,0.978,1.052,1.097,1.143,1.228
2020-05-31,1.077,0.064,0.953,1.033,1.077,1.116,1.207
