,mean,std,2.5%,25%,median,75%,97.5%
2020-02-20,2.589,0.309,2.027,2.37,2.57,2.796,3.256
2020-02-21,2.583,0.296,2.029,2.373,2.556,2.781,3.225
2020-02-22,2.57,0.285,2.049,2.379,2.545,2.754,3.205
2020-02-23,2.555,0.266,2.083,2.366,2.542,2.722,3.114
2020-02-24,2.537,0.246,2.09,2.374,2.528,2.693,3.033
2020-02-25,2.507,0.231,2.106,2.347,2.486,2.663,2.984
2020-02-26,2.469,0.215,2.092,2.316,2.461,2.604,2.89
2020-02-27,2.424,0.201,2.071,2.287,2.413,2.55,2.837
2020-02-28,2.372,0.181,2.041,2.248,2.365,2.484,2.738
2020-02-29,2.314,0.163,2.009,2.205,2.311,2.419,2.667
2020-03-01,2.25,0.155,1.946,2.145,2.245,2.353,2.564
2020-03-02,2.185,0.145,1.921,2.083,2.185,2.281,2.471
2020-03-03,2.119,0.137,1.85,2.025,2.115,2.213,2.402
2020-03-04,2.044,0.127,1.812,1.961,2.037,2.127,2.292
2020-03-05,1.967,0.12,1.741,1.886,1.964,2.048,2.206
2020-03-06,1.892,0.118,1.673,1.812,1.891,1.972,2.126
2020-03-07,1.817,0.112,1.601,1.742,1.821,1.899,2.027
2020-03-08,1.741,0.105,1.558,1.662,1.744,1.815,1.937
2020-03-09,1.663,0.101,1.489,1.591,1.66,1.725,1.875
2020-03-10,1.591,0.095,1.405,1.531,1.587,1.658,1.78
2020-03-11,1.519,0.09,1.351,1.459,1.519,1.577,1.712
2020-03-12,1.446,0.086,1.289,1.389,1.441,1.496,1.638
2020-03-13,1.377,0.08,1.221,1.324,1.376,1.432,1.546
2020-03-14,1.31,0.075,1.164,1.261,1.311,1.355,1.466
2020-03-15,1.246,0.072,1.11,1.197,1.243,1.292,1.391
2020-03-16,1.185,0.066,1.059,1.139,1.184,1.227,1.314
2020-03-17,1.13,0.065,1.009,1.085,1.126,1.173,1.264
2020-03-18,1.078,0.064,0.963,1.036,1.076,1.118,1.21
2020-03-19,1.031,0.06,0.919,0.991,1.029,1.069,1.162
2020-03-20,0.987,0.058,0.882,0.949,0.986,1.027,1.105
2020-03-21,0.948,0.058,0.842,0.907,0.947,0.984,1.069
2020-03-22,0.91,0.055,0.805,0.874,0.91,0.947,1.025
2020-03-23,0.876,0.052,0.778,0.84,0.873,0.912,0.983
2020-03-24,0.847,0.051,0.747,0.811,0.846,0.883,0.946
2020-03-25,0.82,0.049,0.722,0.784,0.82,0.852,0.916
2020-03-26,0.793,0.047,0.707,0.762,0.792,0.825,0.886
2020-03-27,0.771,0.046,0.683,0.74,0.768,0.803,0.863
2020-03-28,0.752,0.046,0.664,0.721,0.751,0.783,0.844
2020-03-29,0.737,0.046,0.646,0.708,0.735,0.765,0.826
2020-03-30,0.722,0.045,0.638,0.691,0.721,0.753,0.809
2020-03-31,0.708,0.044,0.628,0.678,0.707,0.737,0.794
2020-04-01,0.698,0.043,0.617,0.667,0.696,0.729,0.783
2020-04-02,0.687,0.043,0.609,0.658,0.685,0.716,0.771
2020-04-03,0.678,0.042,0.597,0.65,0.678,0.707,0.759
2020-04-04,0.671,0.042,0.587,0.643,0.671,0.698,0.756
2020-04-05,0.666,0.043,0.583,0.638,0.664,0.696,0.752
2020-04-06,0.664,0.044,0.575,0.636,0.664,0.695,0.75
2020-04-07,0.663,0.044,0.576,0.634,0.663,0.692,0.749
2020-04-08,0.662,0.043,0.577,0.632,0.662,0.69,0.75
2020-04-09,0.66,0.044,0.575,0.63,0.66,0.689,0.743
2020-04-10,0.658,0.043,0.576,0.628,0.659,0.687,0.743
2020-04-11,0.66,0.043,0.575,0.63,0.66,0.687,0.744
2020-04-12,0.662,0.043,0.579,0.631,0.663,0.689,0.749
2020-04-13,0.665,0.045,0.582,0.633,0.665,0.695,0.753
