,mean,std,2.5%,25%,median,75%,97.5%
2020-02-20,2.347,0.249,1.911,2.16,2.338,2.501,2.891
2020-02-21,2.338,0.24,1.905,2.171,2.33,2.495,2.84
2020-02-22,2.327,0.231,1.904,2.167,2.318,2.473,2.841
2020-02-23,2.321,0.218,1.926,2.182,2.318,2.464,2.79
2020-02-24,2.306,0.205,1.916,2.172,2.301,2.435,2.729
2020-02-25,2.279,0.193,1.925,2.153,2.277,2.409,2.671
2020-02-26,2.247,0.179,1.903,2.131,2.246,2.363,2.621
2020-02-27,2.208,0.167,1.907,2.099,2.203,2.314,2.542
2020-02-28,2.17,0.158,1.873,2.062,2.167,2.267,2.491
2020-02-29,2.118,0.151,1.833,2.016,2.115,2.217,2.426
2020-03-01,2.057,0.138,1.811,1.96,2.057,2.145,2.335
2020-03-02,1.992,0.132,1.749,1.897,1.99,2.085,2.242
2020-03-03,1.923,0.129,1.678,1.833,1.927,2.008,2.188
2020-03-04,1.853,0.124,1.622,1.77,1.851,1.933,2.097
2020-03-05,1.776,0.118,1.557,1.693,1.77,1.858,2.009
2020-03-06,1.7,0.108,1.504,1.623,1.697,1.775,1.91
2020-03-07,1.628,0.102,1.434,1.559,1.628,1.697,1.826
2020-03-08,1.56,0.096,1.384,1.497,1.562,1.622,1.742
2020-03-09,1.49,0.09,1.314,1.431,1.489,1.552,1.668
2020-03-10,1.422,0.084,1.258,1.367,1.422,1.478,1.584
2020-03-11,1.359,0.079,1.201,1.303,1.358,1.413,1.511
2020-03-12,1.297,0.078,1.148,1.242,1.298,1.345,1.445
2020-03-13,1.243,0.074,1.095,1.196,1.242,1.294,1.386
2020-03-14,1.19,0.068,1.057,1.144,1.19,1.238,1.323
2020-03-15,1.139,0.066,1.02,1.09,1.139,1.183,1.268
2020-03-16,1.091,0.063,0.979,1.046,1.088,1.135,1.214
2020-03-17,1.049,0.064,0.938,1.003,1.045,1.093,1.182
2020-03-18,1.011,0.062,0.895,0.968,1.008,1.05,1.134
2020-03-19,0.972,0.059,0.865,0.931,0.97,1.014,1.089
2020-03-20,0.94,0.056,0.84,0.901,0.936,0.978,1.062
2020-03-21,0.91,0.054,0.811,0.872,0.907,0.948,1.015
2020-03-22,0.881,0.051,0.79,0.847,0.879,0.915,0.985
2020-03-23,0.855,0.051,0.766,0.818,0.854,0.888,0.959
2020-03-24,0.834,0.048,0.746,0.799,0.833,0.865,0.932
2020-03-25,0.814,0.05,0.719,0.78,0.811,0.847,0.913
2020-03-26,0.796,0.047,0.713,0.762,0.793,0.825,0.895
2020-03-27,0.778,0.047,0.689,0.743,0.776,0.811,0.877
2020-03-28,0.765,0.048,0.676,0.733,0.763,0.796,0.861
2020-03-29,0.752,0.047,0.662,0.718,0.749,0.783,0.855
2020-03-30,0.74,0.047,0.654,0.707,0.741,0.772,0.831
2020-03-31,0.731,0.046,0.644,0.698,0.73,0.76,0.825
2020-04-01,0.722,0.045,0.636,0.69,0.722,0.752,0.812
2020-04-02,0.716,0.044,0.63,0.685,0.714,0.744,0.802
2020-04-03,0.71,0.045,0.63,0.677,0.708,0.74,0.804
2020-04-04,0.706,0.045,0.623,0.675,0.704,0.737,0.797
2020-04-05,0.702,0.044,0.624,0.671,0.702,0.732,0.788
2020-04-06,0.701,0.045,0.614,0.669,0.7,0.729,0.791
2020-04-07,0.7,0.044,0.615,0.669,0.7,0.73,0.789
2020-04-08,0.7,0.044,0.615,0.67,0.699,0.729,0.791
2020-04-09,0.699,0.045,0.619,0.668,0.695,0.727,0.789
2020-04-10,0.7,0.043,0.623,0.672,0.698,0.728,0.792
2020-04-11,0.701,0.045,0.615,0.67,0.7,0.729,0.793
2020-04-12,0.704,0.045,0.621,0.672,0.704,0.734,0.797
2020-04-13,0.707,0.045,0.625,0.677,0.706,0.735,0.795
2020-04-14,0.711,0.044,0.629,0.68,0.709,0.74,0.801
2020-04-15,0.716,0.044,0.637,0.683,0.713,0.746,0.804
2020-04-16,0.72,0.046,0.638,0.689,0.718,0.749,0.814
2020-04-17,0.725,0.047,0.64,0.69,0.721,0.757,0.817
2020-04-18,0.73,0.047,0.643,0.694,0.73,0.763,0.817
2020-04-19,0.737,0.049,0.642,0.703,0.738,0.768,0.835
