country,date,type,median,lower_90,upper_90,lower_50,upper_50
Austria,2020-06-13,estimate,1.15,1.07,1.22,1.12,1.17
Austria,2020-06-14,estimate,1.15,1.08,1.23,1.12,1.17
Austria,2020-06-15,estimate,1.15,1.08,1.23,1.12,1.17
Austria,2020-06-16,estimate,1.15,1.08,1.23,1.12,1.17
Austria,2020-06-17,estimate,1.16,1.1,1.25,1.12,1.17
Austria,2020-06-18,estimate,1.16,1.09,1.25,1.12,1.17
Austria,2020-06-19,estimate,1.16,1.09,1.25,1.12,1.17
Austria,2020-06-20,estimate,1.16,1.1,1.27,1.11,1.17
Austria,2020-06-21,estimate,1.17,1.09,1.26,1.12,1.18
Austria,2020-06-22,estimate,1.17,1.09,1.27,1.12,1.18
Austria,2020-06-23,estimate,1.17,1.09,1.27,1.11,1.18
Austria,2020-06-24,estimate,1.16,1.09,1.29,1.11,1.18
Austria,2020-06-25,estimate,1.16,1.09,1.28,1.12,1.18
Austria,2020-06-26,estimate,1.16,1.09,1.27,1.11,1.18
Austria,2020-06-27,estimate,1.15,1.08,1.27,1.11,1.17
Austria,2020-06-28,estimate,1.15,1.08,1.26,1.11,1.17
Austria,2020-06-29,estimate,1.14,1.07,1.25,1.1,1.16
Austria,2020-06-30,estimate,1.14,1.07,1.24,1.11,1.16
Austria,2020-07-01,estimate,1.13,1.06,1.23,1.09,1.15
Austria,2020-07-02,estimate,1.13,1.05,1.21,1.09,1.14
Austria,2020-07-03,estimate,1.12,1.05,1.2,1.08,1.13
Austria,2020-07-04,estimate,1.11,1.04,1.19,1.09,1.14
Austria,2020-07-05,estimate,1.11,1.03,1.17,1.08,1.13
Austria,2020-07-06,estimate,1.1,1.02,1.16,1.08,1.13
Austria,2020-07-07,estimate,1.09,1.01,1.15,1.08,1.13
Austria,2020-07-08,estimate,1.09,1.0,1.15,1.07,1.12
Austria,2020-07-09,estimate,1.08,0.99,1.14,1.07,1.12
Austria,2020-07-10,estimate,1.07,0.98,1.13,1.06,1.12
Austria,2020-07-11,estimate,1.07,0.98,1.13,1.05,1.11
Austria,2020-07-12,estimate,1.06,0.98,1.13,1.04,1.1
Austria,2020-07-13,estimate,1.06,0.97,1.13,1.03,1.1
Austria,2020-07-14,estimate,1.05,0.97,1.13,1.03,1.1
Austria,2020-07-15,estimate,1.05,0.96,1.13,1.03,1.1
Austria,2020-07-16,estimate,1.05,0.95,1.13,1.01,1.09
Austria,2020-07-17,estimate,1.04,0.94,1.12,1.01,1.09
Austria,2020-07-18,estimate,1.04,0.94,1.12,1.02,1.1
Austria,2020-07-19,estimate,1.04,0.94,1.12,1.03,1.11
Austria,2020-07-20,estimate,1.04,0.94,1.13,1.02,1.1
Austria,2020-07-21,estimate,1.04,0.94,1.12,1.02,1.1
Austria,2020-07-22,estimate,1.04,0.95,1.13,1.03,1.1
