data_version,target,location,date,quantil,type,value
2020-07-27,7 day R,DE,2020-04-11,NA,point,0.81
2020-07-27,7 day R,DE,2020-04-12,NA,point,0.79
2020-07-27,7 day R,DE,2020-04-13,NA,point,0.79
2020-07-27,7 day R,DE,2020-04-14,NA,point,0.78
2020-07-27,7 day R,DE,2020-04-15,NA,point,0.76
2020-07-27,7 day R,DE,2020-04-16,NA,point,0.78
2020-07-27,7 day R,DE,2020-04-17,NA,point,0.8
2020-07-27,7 day R,DE,2020-04-18,NA,point,0.81
2020-07-27,7 day R,DE,2020-04-19,NA,point,0.84
2020-07-27,7 day R,DE,2020-04-20,NA,point,0.84
2020-07-27,7 day R,DE,2020-04-21,NA,point,0.83
2020-07-27,7 day R,DE,2020-04-22,NA,point,0.83
2020-07-27,7 day R,DE,2020-04-23,NA,point,0.81
2020-07-27,7 day R,DE,2020-04-24,NA,point,0.81
2020-07-27,7 day R,DE,2020-04-25,NA,point,0.83
2020-07-27,7 day R,DE,2020-04-26,NA,point,0.82
2020-07-27,7 day R,DE,2020-04-27,NA,point,0.82
2020-07-27,7 day R,DE,2020-04-28,NA,point,0.81
2020-07-27,7 day R,DE,2020-04-29,NA,point,0.81
2020-07-27,7 day R,DE,2020-04-30,NA,point,0.81
2020-07-27,7 day R,DE,2020-05-01,NA,point,0.82
2020-07-27,7 day R,DE,2020-05-02,NA,point,0.85
2020-07-27,7 day R,DE,2020-05-03,NA,point,0.86
2020-07-27,7 day R,DE,2020-05-04,NA,point,0.89
2020-07-27,7 day R,DE,2020-05-05,NA,point,0.9
2020-07-27,7 day R,DE,2020-05-06,NA,point,0.89
2020-07-27,7 day R,DE,2020-05-07,NA,point,0.9
2020-07-27,7 day R,DE,2020-05-08,NA,point,0.89
2020-07-27,7 day R,DE,2020-05-09,NA,point,0.87
2020-07-27,7 day R,DE,2020-05-10,NA,point,0.87
2020-07-27,7 day R,DE,2020-05-11,NA,point,0.85
2020-07-27,7 day R,DE,2020-05-12,NA,point,0.85
2020-07-27,7 day R,DE,2020-05-13,NA,point,0.84
2020-07-27,7 day R,DE,2020-05-14,NA,point,0.88
2020-07-27,7 day R,DE,2020-05-15,NA,point,0.92
2020-07-27,7 day R,DE,2020-05-16,NA,point,0.92
2020-07-27,7 day R,DE,2020-05-17,NA,point,0.95
2020-07-27,7 day R,DE,2020-05-18,NA,point,0.92
2020-07-27,7 day R,DE,2020-05-19,NA,point,0.92
2020-07-27,7 day R,DE,2020-05-20,NA,point,0.92
2020-07-27,7 day R,DE,2020-05-21,NA,point,0.85
2020-07-27,7 day R,DE,2020-05-22,NA,point,0.83
2020-07-27,7 day R,DE,2020-05-23,NA,point,0.82
2020-07-27,7 day R,DE,2020-05-24,NA,point,0.81
2020-07-27,7 day R,DE,2020-05-25,NA,point,0.87
2020-07-27,7 day R,DE,2020-05-26,NA,point,0.88
2020-07-27,7 day R,DE,2020-05-27,NA,point,0.9
2020-07-27,7 day R,DE,2020-05-28,NA,point,0.94
2020-07-27,7 day R,DE,2020-05-29,NA,point,0.93
2020-07-27,7 day R,DE,2020-05-30,NA,point,0.92
2020-07-27,7 day R,DE,2020-05-31,NA,point,0.88
2020-07-27,7 day R,DE,2020-06-01,NA,point,0.89
2020-07-27,7 day R,DE,2020-06-02,NA,point,0.89
2020-07-27,7 day R,DE,2020-06-03,NA,point,0.91
2020-07-27,7 day R,DE,2020-06-04,NA,point,0.95
2020-07-27,7 day R,DE,2020-06-05,NA,point,0.95
2020-07-27,7 day R,DE,2020-06-06,NA,point,0.96
2020-07-27,7 day R,DE,2020-06-07,NA,point,1.01
2020-07-27,7 day R,DE,2020-06-08,NA,point,1.03
2020-07-27,7 day R,DE,2020-06-09,NA,point,1.04
2020-07-27,7 day R,DE,2020-06-10,NA,point,1.06
2020-07-27,7 day R,DE,2020-06-11,NA,point,1.05
2020-07-27,7 day R,DE,2020-06-12,NA,point,1.07
2020-07-27,7 day R,DE,2020-06-13,NA,point,1.11
2020-07-27,7 day R,DE,2020-06-14,NA,point,1.19
2020-07-27,7 day R,DE,2020-06-15,NA,point,1.43
2020-07-27,7 day R,DE,2020-06-16,NA,point,1.48
2020-07-27,7 day R,DE,2020-06-17,NA,point,1.48
2020-07-27,7 day R,DE,2020-06-18,NA,point,1.43
2020-07-27,7 day R,DE,2020-06-19,NA,point,1.2
2020-07-27,7 day R,DE,2020-06-20,NA,point,1.13
2020-07-27,7 day R,DE,2020-06-21,NA,point,1.04
2020-07-27,7 day R,DE,2020-06-22,NA,point,0.83
2020-07-27,7 day R,DE,2020-06-23,NA,point,0.76
2020-07-27,7 day R,DE,2020-06-24,NA,point,0.73
2020-07-27,7 day R,DE,2020-06-25,NA,point,0.72
2020-07-27,7 day R,DE,2020-06-26,NA,point,0.83
2020-07-27,7 day R,DE,2020-06-27,NA,point,0.86
2020-07-27,7 day R,DE,2020-06-28,NA,point,0.89
2020-07-27,7 day R,DE,2020-06-29,NA,point,0.93
2020-07-27,7 day R,DE,2020-06-30,NA,point,0.95
2020-07-27,7 day R,DE,2020-07-01,NA,point,0.95
2020-07-27,7 day R,DE,2020-07-02,NA,point,0.93
2020-07-27,7 day R,DE,2020-07-03,NA,point,0.9
2020-07-27,7 day R,DE,2020-07-04,NA,point,0.92
2020-07-27,7 day R,DE,2020-07-05,NA,point,0.92
2020-07-27,7 day R,DE,2020-07-06,NA,point,0.91
2020-07-27,7 day R,DE,2020-07-07,NA,point,0.91
2020-07-27,7 day R,DE,2020-07-08,NA,point,0.93
2020-07-27,7 day R,DE,2020-07-09,NA,point,0.99
2020-07-27,7 day R,DE,2020-07-10,NA,point,1.07
2020-07-27,7 day R,DE,2020-07-11,NA,point,1.12
2020-07-27,7 day R,DE,2020-07-12,NA,point,1.17
2020-07-27,7 day R,DE,2020-07-13,NA,point,1.19
2020-07-27,7 day R,DE,2020-07-14,NA,point,1.22
2020-07-27,7 day R,DE,2020-07-15,NA,point,1.24
2020-07-27,7 day R,DE,2020-07-16,NA,point,1.19
2020-07-27,7 day R,DE,2020-07-17,NA,point,1.14
2020-07-27,7 day R,DE,2020-07-18,NA,point,1.1
2020-07-27,7 day R,DE,2020-07-19,NA,point,1.08
2020-07-27,7 day R,DE,2020-07-20,NA,point,1.08
2020-07-27,7 day R,DE,2020-07-21,NA,point,1.1
2020-07-27,7 day R,DE,2020-07-22,NA,point,1.1
2020-07-27,7 day R,DE,2020-03-06,0.025,quantil,2.3
2020-07-27,7 day R,DE,2020-03-07,0.025,quantil,2.52
2020-07-27,7 day R,DE,2020-03-08,0.025,quantil,2.89
2020-07-27,7 day R,DE,2020-03-09,0.025,quantil,3.08
2020-07-27,7 day R,DE,2020-03-10,0.025,quantil,3.17
2020-07-27,7 day R,DE,2020-03-11,0.025,quantil,3.08
2020-07-27,7 day R,DE,2020-03-12,0.025,quantil,2.81
2020-07-27,7 day R,DE,2020-03-13,0.025,quantil,2.48
2020-07-27,7 day R,DE,2020-03-14,0.025,quantil,2.17
2020-07-27,7 day R,DE,2020-03-15,0.025,quantil,1.98
2020-07-27,7 day R,DE,2020-03-16,0.025,quantil,1.73
2020-07-27,7 day R,DE,2020-03-17,0.025,quantil,1.55
2020-07-27,7 day R,DE,2020-03-18,0.025,quantil,1.39
2020-07-27,7 day R,DE,2020-03-19,0.025,quantil,1.23
2020-07-27,7 day R,DE,2020-03-20,0.025,quantil,1.13
2020-07-27,7 day R,DE,2020-03-21,0.025,quantil,1.03
2020-07-27,7 day R,DE,2020-03-22,0.025,quantil,0.97
2020-07-27,7 day R,DE,2020-03-23,0.025,quantil,0.91
2020-07-27,7 day R,DE,2020-03-24,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-03-25,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-03-26,0.025,quantil,0.88
2020-07-27,7 day R,DE,2020-03-27,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-03-28,0.025,quantil,0.9
2020-07-27,7 day R,DE,2020-03-29,0.025,quantil,0.9
2020-07-27,7 day R,DE,2020-03-30,0.025,quantil,0.92
2020-07-27,7 day R,DE,2020-03-31,0.025,quantil,0.92
2020-07-27,7 day R,DE,2020-04-01,0.025,quantil,0.93
2020-07-27,7 day R,DE,2020-04-02,0.025,quantil,0.94
2020-07-27,7 day R,DE,2020-04-03,0.025,quantil,0.93
2020-07-27,7 day R,DE,2020-04-04,0.025,quantil,0.92
2020-07-27,7 day R,DE,2020-04-05,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-04-06,0.025,quantil,0.88
2020-07-27,7 day R,DE,2020-04-07,0.025,quantil,0.87
2020-07-27,7 day R,DE,2020-04-08,0.025,quantil,0.84
2020-07-27,7 day R,DE,2020-04-09,0.025,quantil,0.82
2020-07-27,7 day R,DE,2020-04-10,0.025,quantil,0.8
2020-07-27,7 day R,DE,2020-04-11,0.025,quantil,0.81
2020-07-27,7 day R,DE,2020-04-12,0.025,quantil,0.78
2020-07-27,7 day R,DE,2020-04-13,0.025,quantil,0.78
2020-07-27,7 day R,DE,2020-04-14,0.025,quantil,0.77
2020-07-27,7 day R,DE,2020-04-15,0.025,quantil,0.75
2020-07-27,7 day R,DE,2020-04-16,0.025,quantil,0.77
2020-07-27,7 day R,DE,2020-04-17,0.025,quantil,0.79
2020-07-27,7 day R,DE,2020-04-18,0.025,quantil,0.8
2020-07-27,7 day R,DE,2020-04-19,0.025,quantil,0.83
2020-07-27,7 day R,DE,2020-04-20,0.025,quantil,0.83
2020-07-27,7 day R,DE,2020-04-21,0.025,quantil,0.82
2020-07-27,7 day R,DE,2020-04-22,0.025,quantil,0.82
2020-07-27,7 day R,DE,2020-04-23,0.025,quantil,0.8
2020-07-27,7 day R,DE,2020-04-24,0.025,quantil,0.81
2020-07-27,7 day R,DE,2020-04-25,0.025,quantil,0.82
2020-07-27,7 day R,DE,2020-04-26,0.025,quantil,0.81
2020-07-27,7 day R,DE,2020-04-27,0.025,quantil,0.81
2020-07-27,7 day R,DE,2020-04-28,0.025,quantil,0.8
2020-07-27,7 day R,DE,2020-04-29,0.025,quantil,0.8
2020-07-27,7 day R,DE,2020-04-30,0.025,quantil,0.8
2020-07-27,7 day R,DE,2020-05-01,0.025,quantil,0.81
2020-07-27,7 day R,DE,2020-05-02,0.025,quantil,0.84
2020-07-27,7 day R,DE,2020-05-03,0.025,quantil,0.85
2020-07-27,7 day R,DE,2020-05-04,0.025,quantil,0.87
2020-07-27,7 day R,DE,2020-05-05,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-05-06,0.025,quantil,0.87
2020-07-27,7 day R,DE,2020-05-07,0.025,quantil,0.88
2020-07-27,7 day R,DE,2020-05-08,0.025,quantil,0.88
2020-07-27,7 day R,DE,2020-05-09,0.025,quantil,0.86
2020-07-27,7 day R,DE,2020-05-10,0.025,quantil,0.85
2020-07-27,7 day R,DE,2020-05-11,0.025,quantil,0.84
2020-07-27,7 day R,DE,2020-05-12,0.025,quantil,0.83
2020-07-27,7 day R,DE,2020-05-13,0.025,quantil,0.83
2020-07-27,7 day R,DE,2020-05-14,0.025,quantil,0.87
2020-07-27,7 day R,DE,2020-05-15,0.025,quantil,0.9
2020-07-27,7 day R,DE,2020-05-16,0.025,quantil,0.91
2020-07-27,7 day R,DE,2020-05-17,0.025,quantil,0.94
2020-07-27,7 day R,DE,2020-05-18,0.025,quantil,0.9
2020-07-27,7 day R,DE,2020-05-19,0.025,quantil,0.9
2020-07-27,7 day R,DE,2020-05-20,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-05-21,0.025,quantil,0.83
2020-07-27,7 day R,DE,2020-05-22,0.025,quantil,0.82
2020-07-27,7 day R,DE,2020-05-23,0.025,quantil,0.8
2020-07-27,7 day R,DE,2020-05-24,0.025,quantil,0.79
2020-07-27,7 day R,DE,2020-05-25,0.025,quantil,0.85
2020-07-27,7 day R,DE,2020-05-26,0.025,quantil,0.86
2020-07-27,7 day R,DE,2020-05-27,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-05-28,0.025,quantil,0.92
2020-07-27,7 day R,DE,2020-05-29,0.025,quantil,0.91
2020-07-27,7 day R,DE,2020-05-30,0.025,quantil,0.9
2020-07-27,7 day R,DE,2020-05-31,0.025,quantil,0.86
2020-07-27,7 day R,DE,2020-06-01,0.025,quantil,0.87
2020-07-27,7 day R,DE,2020-06-02,0.025,quantil,0.87
2020-07-27,7 day R,DE,2020-06-03,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-06-04,0.025,quantil,0.92
2020-07-27,7 day R,DE,2020-06-05,0.025,quantil,0.93
2020-07-27,7 day R,DE,2020-06-06,0.025,quantil,0.94
2020-07-27,7 day R,DE,2020-06-07,0.025,quantil,0.99
2020-07-27,7 day R,DE,2020-06-08,0.025,quantil,1.0
2020-07-27,7 day R,DE,2020-06-09,0.025,quantil,1.01
2020-07-27,7 day R,DE,2020-06-10,0.025,quantil,1.03
2020-07-27,7 day R,DE,2020-06-11,0.025,quantil,1.02
2020-07-27,7 day R,DE,2020-06-12,0.025,quantil,1.04
2020-07-27,7 day R,DE,2020-06-13,0.025,quantil,1.08
2020-07-27,7 day R,DE,2020-06-14,0.025,quantil,1.16
2020-07-27,7 day R,DE,2020-06-15,0.025,quantil,1.39
2020-07-27,7 day R,DE,2020-06-16,0.025,quantil,1.45
2020-07-27,7 day R,DE,2020-06-17,0.025,quantil,1.44
2020-07-27,7 day R,DE,2020-06-18,0.025,quantil,1.41
2020-07-27,7 day R,DE,2020-06-19,0.025,quantil,1.18
2020-07-27,7 day R,DE,2020-06-20,0.025,quantil,1.11
2020-07-27,7 day R,DE,2020-06-21,0.025,quantil,1.02
2020-07-27,7 day R,DE,2020-06-22,0.025,quantil,0.81
2020-07-27,7 day R,DE,2020-06-23,0.025,quantil,0.75
2020-07-27,7 day R,DE,2020-06-24,0.025,quantil,0.71
2020-07-27,7 day R,DE,2020-06-25,0.025,quantil,0.71
2020-07-27,7 day R,DE,2020-06-26,0.025,quantil,0.81
2020-07-27,7 day R,DE,2020-06-27,0.025,quantil,0.85
2020-07-27,7 day R,DE,2020-06-28,0.025,quantil,0.86
2020-07-27,7 day R,DE,2020-06-29,0.025,quantil,0.91
2020-07-27,7 day R,DE,2020-06-30,0.025,quantil,0.93
2020-07-27,7 day R,DE,2020-07-01,0.025,quantil,0.93
2020-07-27,7 day R,DE,2020-07-02,0.025,quantil,0.91
2020-07-27,7 day R,DE,2020-07-03,0.025,quantil,0.88
2020-07-27,7 day R,DE,2020-07-04,0.025,quantil,0.9
2020-07-27,7 day R,DE,2020-07-05,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-07-06,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-07-07,0.025,quantil,0.89
2020-07-27,7 day R,DE,2020-07-08,0.025,quantil,0.9
2020-07-27,7 day R,DE,2020-07-09,0.025,quantil,0.96
2020-07-27,7 day R,DE,2020-07-10,0.025,quantil,1.04
2020-07-27,7 day R,DE,2020-07-11,0.025,quantil,1.09
2020-07-27,7 day R,DE,2020-07-12,0.025,quantil,1.14
2020-07-27,7 day R,DE,2020-07-13,0.025,quantil,1.15
2020-07-27,7 day R,DE,2020-07-14,0.025,quantil,1.18
2020-07-27,7 day R,DE,2020-07-15,0.025,quantil,1.18
2020-07-27,7 day R,DE,2020-07-16,0.025,quantil,1.15
2020-07-27,7 day R,DE,2020-07-17,0.025,quantil,1.09
2020-07-27,7 day R,DE,2020-07-18,0.025,quantil,1.05
2020-07-27,7 day R,DE,2020-07-19,0.025,quantil,1.01
2020-07-27,7 day R,DE,2020-07-20,0.025,quantil,1.0
2020-07-27,7 day R,DE,2020-07-21,0.025,quantil,0.99
2020-07-27,7 day R,DE,2020-07-22,0.025,quantil,0.96
2020-07-27,7 day R,DE,2020-03-06,0.975,quantil,2.4
2020-07-27,7 day R,DE,2020-03-07,0.975,quantil,2.63
2020-07-27,7 day R,DE,2020-03-08,0.975,quantil,3.0
2020-07-27,7 day R,DE,2020-03-09,0.975,quantil,3.19
2020-07-27,7 day R,DE,2020-03-10,0.975,quantil,3.26
2020-07-27,7 day R,DE,2020-03-11,0.975,quantil,3.16
2020-07-27,7 day R,DE,2020-03-12,0.975,quantil,2.87
2020-07-27,7 day R,DE,2020-03-13,0.975,quantil,2.52
2020-07-27,7 day R,DE,2020-03-14,0.975,quantil,2.2
2020-07-27,7 day R,DE,2020-03-15,0.975,quantil,2.0
2020-07-27,7 day R,DE,2020-03-16,0.975,quantil,1.75
2020-07-27,7 day R,DE,2020-03-17,0.975,quantil,1.57
2020-07-27,7 day R,DE,2020-03-18,0.975,quantil,1.4
2020-07-27,7 day R,DE,2020-03-19,0.975,quantil,1.24
2020-07-27,7 day R,DE,2020-03-20,0.975,quantil,1.14
2020-07-27,7 day R,DE,2020-03-21,0.975,quantil,1.04
2020-07-27,7 day R,DE,2020-03-22,0.975,quantil,0.98
2020-07-27,7 day R,DE,2020-03-23,0.975,quantil,0.92
2020-07-27,7 day R,DE,2020-03-24,0.975,quantil,0.9
2020-07-27,7 day R,DE,2020-03-25,0.975,quantil,0.9
2020-07-27,7 day R,DE,2020-03-26,0.975,quantil,0.89
2020-07-27,7 day R,DE,2020-03-27,0.975,quantil,0.9
2020-07-27,7 day R,DE,2020-03-28,0.975,quantil,0.91
2020-07-27,7 day R,DE,2020-03-29,0.975,quantil,0.91
2020-07-27,7 day R,DE,2020-03-30,0.975,quantil,0.93
2020-07-27,7 day R,DE,2020-03-31,0.975,quantil,0.93
2020-07-27,7 day R,DE,2020-04-01,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-04-02,0.975,quantil,0.95
2020-07-27,7 day R,DE,2020-04-03,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-04-04,0.975,quantil,0.93
2020-07-27,7 day R,DE,2020-04-05,0.975,quantil,0.9
2020-07-27,7 day R,DE,2020-04-06,0.975,quantil,0.89
2020-07-27,7 day R,DE,2020-04-07,0.975,quantil,0.88
2020-07-27,7 day R,DE,2020-04-08,0.975,quantil,0.86
2020-07-27,7 day R,DE,2020-04-09,0.975,quantil,0.83
2020-07-27,7 day R,DE,2020-04-10,0.975,quantil,0.81
2020-07-27,7 day R,DE,2020-04-11,0.975,quantil,0.82
2020-07-27,7 day R,DE,2020-04-12,0.975,quantil,0.79
2020-07-27,7 day R,DE,2020-04-13,0.975,quantil,0.79
2020-07-27,7 day R,DE,2020-04-14,0.975,quantil,0.78
2020-07-27,7 day R,DE,2020-04-15,0.975,quantil,0.76
2020-07-27,7 day R,DE,2020-04-16,0.975,quantil,0.79
2020-07-27,7 day R,DE,2020-04-17,0.975,quantil,0.81
2020-07-27,7 day R,DE,2020-04-18,0.975,quantil,0.82
2020-07-27,7 day R,DE,2020-04-19,0.975,quantil,0.85
2020-07-27,7 day R,DE,2020-04-20,0.975,quantil,0.84
2020-07-27,7 day R,DE,2020-04-21,0.975,quantil,0.84
2020-07-27,7 day R,DE,2020-04-22,0.975,quantil,0.84
2020-07-27,7 day R,DE,2020-04-23,0.975,quantil,0.82
2020-07-27,7 day R,DE,2020-04-24,0.975,quantil,0.82
2020-07-27,7 day R,DE,2020-04-25,0.975,quantil,0.83
2020-07-27,7 day R,DE,2020-04-26,0.975,quantil,0.83
2020-07-27,7 day R,DE,2020-04-27,0.975,quantil,0.83
2020-07-27,7 day R,DE,2020-04-28,0.975,quantil,0.82
2020-07-27,7 day R,DE,2020-04-29,0.975,quantil,0.82
2020-07-27,7 day R,DE,2020-04-30,0.975,quantil,0.82
2020-07-27,7 day R,DE,2020-05-01,0.975,quantil,0.83
2020-07-27,7 day R,DE,2020-05-02,0.975,quantil,0.86
2020-07-27,7 day R,DE,2020-05-03,0.975,quantil,0.87
2020-07-27,7 day R,DE,2020-05-04,0.975,quantil,0.9
2020-07-27,7 day R,DE,2020-05-05,0.975,quantil,0.92
2020-07-27,7 day R,DE,2020-05-06,0.975,quantil,0.91
2020-07-27,7 day R,DE,2020-05-07,0.975,quantil,0.91
2020-07-27,7 day R,DE,2020-05-08,0.975,quantil,0.9
2020-07-27,7 day R,DE,2020-05-09,0.975,quantil,0.89
2020-07-27,7 day R,DE,2020-05-10,0.975,quantil,0.88
2020-07-27,7 day R,DE,2020-05-11,0.975,quantil,0.87
2020-07-27,7 day R,DE,2020-05-12,0.975,quantil,0.86
2020-07-27,7 day R,DE,2020-05-13,0.975,quantil,0.86
2020-07-27,7 day R,DE,2020-05-14,0.975,quantil,0.9
2020-07-27,7 day R,DE,2020-05-15,0.975,quantil,0.93
2020-07-27,7 day R,DE,2020-05-16,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-05-17,0.975,quantil,0.97
2020-07-27,7 day R,DE,2020-05-18,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-05-19,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-05-20,0.975,quantil,0.93
2020-07-27,7 day R,DE,2020-05-21,0.975,quantil,0.87
2020-07-27,7 day R,DE,2020-05-22,0.975,quantil,0.85
2020-07-27,7 day R,DE,2020-05-23,0.975,quantil,0.84
2020-07-27,7 day R,DE,2020-05-24,0.975,quantil,0.82
2020-07-27,7 day R,DE,2020-05-25,0.975,quantil,0.89
2020-07-27,7 day R,DE,2020-05-26,0.975,quantil,0.91
2020-07-27,7 day R,DE,2020-05-27,0.975,quantil,0.93
2020-07-27,7 day R,DE,2020-05-28,0.975,quantil,0.96
2020-07-27,7 day R,DE,2020-05-29,0.975,quantil,0.95
2020-07-27,7 day R,DE,2020-05-30,0.975,quantil,0.95
2020-07-27,7 day R,DE,2020-05-31,0.975,quantil,0.9
2020-07-27,7 day R,DE,2020-06-01,0.975,quantil,0.91
2020-07-27,7 day R,DE,2020-06-02,0.975,quantil,0.91
2020-07-27,7 day R,DE,2020-06-03,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-06-04,0.975,quantil,0.98
2020-07-27,7 day R,DE,2020-06-05,0.975,quantil,0.98
2020-07-27,7 day R,DE,2020-06-06,0.975,quantil,0.98
2020-07-27,7 day R,DE,2020-06-07,0.975,quantil,1.03
2020-07-27,7 day R,DE,2020-06-08,0.975,quantil,1.06
2020-07-27,7 day R,DE,2020-06-09,0.975,quantil,1.06
2020-07-27,7 day R,DE,2020-06-10,0.975,quantil,1.09
2020-07-27,7 day R,DE,2020-06-11,0.975,quantil,1.07
2020-07-27,7 day R,DE,2020-06-12,0.975,quantil,1.1
2020-07-27,7 day R,DE,2020-06-13,0.975,quantil,1.14
2020-07-27,7 day R,DE,2020-06-14,0.975,quantil,1.21
2020-07-27,7 day R,DE,2020-06-15,0.975,quantil,1.46
2020-07-27,7 day R,DE,2020-06-16,0.975,quantil,1.51
2020-07-27,7 day R,DE,2020-06-17,0.975,quantil,1.51
2020-07-27,7 day R,DE,2020-06-18,0.975,quantil,1.46
2020-07-27,7 day R,DE,2020-06-19,0.975,quantil,1.22
2020-07-27,7 day R,DE,2020-06-20,0.975,quantil,1.15
2020-07-27,7 day R,DE,2020-06-21,0.975,quantil,1.06
2020-07-27,7 day R,DE,2020-06-22,0.975,quantil,0.84
2020-07-27,7 day R,DE,2020-06-23,0.975,quantil,0.78
2020-07-27,7 day R,DE,2020-06-24,0.975,quantil,0.74
2020-07-27,7 day R,DE,2020-06-25,0.975,quantil,0.74
2020-07-27,7 day R,DE,2020-06-26,0.975,quantil,0.85
2020-07-27,7 day R,DE,2020-06-27,0.975,quantil,0.88
2020-07-27,7 day R,DE,2020-06-28,0.975,quantil,0.91
2020-07-27,7 day R,DE,2020-06-29,0.975,quantil,0.96
2020-07-27,7 day R,DE,2020-06-30,0.975,quantil,0.97
2020-07-27,7 day R,DE,2020-07-01,0.975,quantil,0.97
2020-07-27,7 day R,DE,2020-07-02,0.975,quantil,0.96
2020-07-27,7 day R,DE,2020-07-03,0.975,quantil,0.93
2020-07-27,7 day R,DE,2020-07-04,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-07-05,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-07-06,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-07-07,0.975,quantil,0.94
2020-07-27,7 day R,DE,2020-07-08,0.975,quantil,0.95
2020-07-27,7 day R,DE,2020-07-09,0.975,quantil,1.02
2020-07-27,7 day R,DE,2020-07-10,0.975,quantil,1.1
2020-07-27,7 day R,DE,2020-07-11,0.975,quantil,1.16
2020-07-27,7 day R,DE,2020-07-12,0.975,quantil,1.21
2020-07-27,7 day R,DE,2020-07-13,0.975,quantil,1.23
2020-07-27,7 day R,DE,2020-07-14,0.975,quantil,1.27
2020-07-27,7 day R,DE,2020-07-15,0.975,quantil,1.28
2020-07-27,7 day R,DE,2020-07-16,0.975,quantil,1.23
2020-07-27,7 day R,DE,2020-07-17,0.975,quantil,1.19
2020-07-27,7 day R,DE,2020-07-18,0.975,quantil,1.15
2020-07-27,7 day R,DE,2020-07-19,0.975,quantil,1.14
2020-07-27,7 day R,DE,2020-07-20,0.975,quantil,1.17
2020-07-27,7 day R,DE,2020-07-21,0.975,quantil,1.22
2020-07-27,7 day R,DE,2020-07-22,0.975,quantil,1.23
