data_version,target,location,date,quantile,type,value
2021-01-02,7 day R,DE,2020-03-06,,point,2.34
2021-01-02,7 day R,DE,2020-03-07,,point,2.56
2021-01-02,7 day R,DE,2020-03-08,,point,2.93
2021-01-02,7 day R,DE,2020-03-09,,point,3.13
2021-01-02,7 day R,DE,2020-03-10,,point,3.22
2021-01-02,7 day R,DE,2020-03-11,,point,3.12
2021-01-02,7 day R,DE,2020-03-12,,point,2.84
2021-01-02,7 day R,DE,2020-03-13,,point,2.5
2021-01-02,7 day R,DE,2020-03-14,,point,2.18
2021-01-02,7 day R,DE,2020-03-15,,point,1.99
2021-01-02,7 day R,DE,2020-03-16,,point,1.74
2021-01-02,7 day R,DE,2020-03-17,,point,1.56
2021-01-02,7 day R,DE,2020-03-18,,point,1.39
2021-01-02,7 day R,DE,2020-03-19,,point,1.24
2021-01-02,7 day R,DE,2020-03-20,,point,1.13
2021-01-02,7 day R,DE,2020-03-21,,point,1.04
2021-01-02,7 day R,DE,2020-03-22,,point,0.98
2021-01-02,7 day R,DE,2020-03-23,,point,0.92
2021-01-02,7 day R,DE,2020-03-24,,point,0.9
2021-01-02,7 day R,DE,2020-03-25,,point,0.9
2021-01-02,7 day R,DE,2020-03-26,,point,0.88
2021-01-02,7 day R,DE,2020-03-27,,point,0.9
2021-01-02,7 day R,DE,2020-03-28,,point,0.9
2021-01-02,7 day R,DE,2020-03-29,,point,0.9
2021-01-02,7 day R,DE,2020-03-30,,point,0.92
2021-01-02,7 day R,DE,2020-03-31,,point,0.93
2021-01-02,7 day R,DE,2020-04-01,,point,0.93
2021-01-02,7 day R,DE,2020-04-02,,point,0.95
2021-01-02,7 day R,DE,2020-04-03,,point,0.93
2021-01-02,7 day R,DE,2020-04-04,,point,0.92
2021-01-02,7 day R,DE,2020-04-05,,point,0.89
2021-01-02,7 day R,DE,2020-04-06,,point,0.89
2021-01-02,7 day R,DE,2020-04-07,,point,0.87
2021-01-02,7 day R,DE,2020-04-08,,point,0.85
2021-01-02,7 day R,DE,2020-04-09,,point,0.83
2021-01-02,7 day R,DE,2020-04-10,,point,0.81
2021-01-02,7 day R,DE,2020-04-11,,point,0.81
2021-01-02,7 day R,DE,2020-04-12,,point,0.79
2021-01-02,7 day R,DE,2020-04-13,,point,0.79
2021-01-02,7 day R,DE,2020-04-14,,point,0.78
2021-01-02,7 day R,DE,2020-04-15,,point,0.76
2021-01-02,7 day R,DE,2020-04-16,,point,0.78
2021-01-02,7 day R,DE,2020-04-17,,point,0.8
2021-01-02,7 day R,DE,2020-04-18,,point,0.81
2021-01-02,7 day R,DE,2020-04-19,,point,0.84
2021-01-02,7 day R,DE,2020-04-20,,point,0.84
2021-01-02,7 day R,DE,2020-04-21,,point,0.82
2021-01-02,7 day R,DE,2020-04-22,,point,0.83
2021-01-02,7 day R,DE,2020-04-23,,point,0.81
2021-01-02,7 day R,DE,2020-04-24,,point,0.81
2021-01-02,7 day R,DE,2020-04-25,,point,0.83
2021-01-02,7 day R,DE,2020-04-26,,point,0.82
2021-01-02,7 day R,DE,2020-04-27,,point,0.82
2021-01-02,7 day R,DE,2020-04-28,,point,0.81
2021-01-02,7 day R,DE,2020-04-29,,point,0.81
2021-01-02,7 day R,DE,2020-04-30,,point,0.81
2021-01-02,7 day R,DE,2020-05-01,,point,0.82
2021-01-02,7 day R,DE,2020-05-02,,point,0.85
2021-01-02,7 day R,DE,2020-05-03,,point,0.86
2021-01-02,7 day R,DE,2020-05-04,,point,0.89
2021-01-02,7 day R,DE,2020-05-05,,point,0.9
2021-01-02,7 day R,DE,2020-05-06,,point,0.89
2021-01-02,7 day R,DE,2020-05-07,,point,0.9
2021-01-02,7 day R,DE,2020-05-08,,point,0.89
2021-01-02,7 day R,DE,2020-05-09,,point,0.87
2021-01-02,7 day R,DE,2020-05-10,,point,0.87
2021-01-02,7 day R,DE,2020-05-11,,point,0.85
2021-01-02,7 day R,DE,2020-05-12,,point,0.85
2021-01-02,7 day R,DE,2020-05-13,,point,0.85
2021-01-02,7 day R,DE,2020-05-14,,point,0.89
2021-01-02,7 day R,DE,2020-05-15,,point,0.92
2021-01-02,7 day R,DE,2020-05-16,,point,0.93
2021-01-02,7 day R,DE,2020-05-17,,point,0.96
2021-01-02,7 day R,DE,2020-05-18,,point,0.92
2021-01-02,7 day R,DE,2020-05-19,,point,0.92
2021-01-02,7 day R,DE,2020-05-20,,point,0.91
2021-01-02,7 day R,DE,2020-05-21,,point,0.85
2021-01-02,7 day R,DE,2020-05-22,,point,0.83
2021-01-02,7 day R,DE,2020-05-23,,point,0.82
2021-01-02,7 day R,DE,2020-05-24,,point,0.81
2021-01-02,7 day R,DE,2020-05-25,,point,0.87
2021-01-02,7 day R,DE,2020-05-26,,point,0.89
2021-01-02,7 day R,DE,2020-05-27,,point,0.91
2021-01-02,7 day R,DE,2020-05-28,,point,0.94
2021-01-02,7 day R,DE,2020-05-29,,point,0.92
2021-01-02,7 day R,DE,2020-05-30,,point,0.92
2021-01-02,7 day R,DE,2020-05-31,,point,0.87
2021-01-02,7 day R,DE,2020-06-01,,point,0.89
2021-01-02,7 day R,DE,2020-06-02,,point,0.89
2021-01-02,7 day R,DE,2020-06-03,,point,0.91
2021-01-02,7 day R,DE,2020-06-04,,point,0.95
2021-01-02,7 day R,DE,2020-06-05,,point,0.96
2021-01-02,7 day R,DE,2020-06-06,,point,0.96
2021-01-02,7 day R,DE,2020-06-07,,point,1.01
2021-01-02,7 day R,DE,2020-06-08,,point,1.03
2021-01-02,7 day R,DE,2020-06-09,,point,1.04
2021-01-02,7 day R,DE,2020-06-10,,point,1.06
2021-01-02,7 day R,DE,2020-06-11,,point,1.05
2021-01-02,7 day R,DE,2020-06-12,,point,1.07
2021-01-02,7 day R,DE,2020-06-13,,point,1.11
2021-01-02,7 day R,DE,2020-06-14,,point,1.19
2021-01-02,7 day R,DE,2020-06-15,,point,1.43
2021-01-02,7 day R,DE,2020-06-16,,point,1.48
2021-01-02,7 day R,DE,2020-06-17,,point,1.47
2021-01-02,7 day R,DE,2020-06-18,,point,1.42
2021-01-02,7 day R,DE,2020-06-19,,point,1.19
2021-01-02,7 day R,DE,2020-06-20,,point,1.13
2021-01-02,7 day R,DE,2020-06-21,,point,1.04
2021-01-02,7 day R,DE,2020-06-22,,point,0.83
2021-01-02,7 day R,DE,2020-06-23,,point,0.76
2021-01-02,7 day R,DE,2020-06-24,,point,0.73
2021-01-02,7 day R,DE,2020-06-25,,point,0.73
2021-01-02,7 day R,DE,2020-06-26,,point,0.83
2021-01-02,7 day R,DE,2020-06-27,,point,0.87
2021-01-02,7 day R,DE,2020-06-28,,point,0.89
2021-01-02,7 day R,DE,2020-06-29,,point,0.93
2021-01-02,7 day R,DE,2020-06-30,,point,0.95
2021-01-02,7 day R,DE,2020-07-01,,point,0.94
2021-01-02,7 day R,DE,2020-07-02,,point,0.93
2021-01-02,7 day R,DE,2020-07-03,,point,0.9
2021-01-02,7 day R,DE,2020-07-04,,point,0.92
2021-01-02,7 day R,DE,2020-07-05,,point,0.92
2021-01-02,7 day R,DE,2020-07-06,,point,0.93
2021-01-02,7 day R,DE,2020-07-07,,point,0.93
2021-01-02,7 day R,DE,2020-07-08,,point,0.95
2021-01-02,7 day R,DE,2020-07-09,,point,1.01
2021-01-02,7 day R,DE,2020-07-10,,point,1.07
2021-01-02,7 day R,DE,2020-07-11,,point,1.12
2021-01-02,7 day R,DE,2020-07-12,,point,1.17
2021-01-02,7 day R,DE,2020-07-13,,point,1.19
2021-01-02,7 day R,DE,2020-07-14,,point,1.23
2021-01-02,7 day R,DE,2020-07-15,,point,1.23
2021-01-02,7 day R,DE,2020-07-16,,point,1.19
2021-01-02,7 day R,DE,2020-07-17,,point,1.17
2021-01-02,7 day R,DE,2020-07-18,,point,1.14
2021-01-02,7 day R,DE,2020-07-19,,point,1.16
2021-01-02,7 day R,DE,2020-07-20,,point,1.17
2021-01-02,7 day R,DE,2020-07-21,,point,1.19
2021-01-02,7 day R,DE,2020-07-22,,point,1.2
2021-01-02,7 day R,DE,2020-07-23,,point,1.19
2021-01-02,7 day R,DE,2020-07-24,,point,1.17
2021-01-02,7 day R,DE,2020-07-25,,point,1.14
2021-01-02,7 day R,DE,2020-07-26,,point,1.12
2021-01-02,7 day R,DE,2020-07-27,,point,1.09
2021-01-02,7 day R,DE,2020-07-28,,point,1.06
2021-01-02,7 day R,DE,2020-07-29,,point,1.06
2021-01-02,7 day R,DE,2020-07-30,,point,1.05
2021-01-02,7 day R,DE,2020-07-31,,point,1.08
2021-01-02,7 day R,DE,2020-08-01,,point,1.13
2021-01-02,7 day R,DE,2020-08-02,,point,1.17
2021-01-02,7 day R,DE,2020-08-03,,point,1.19
2021-01-02,7 day R,DE,2020-08-04,,point,1.19
2021-01-02,7 day R,DE,2020-08-05,,point,1.17
2021-01-02,7 day R,DE,2020-08-06,,point,1.17
2021-01-02,7 day R,DE,2020-08-07,,point,1.16
2021-01-02,7 day R,DE,2020-08-08,,point,1.13
2021-01-02,7 day R,DE,2020-08-09,,point,1.14
2021-01-02,7 day R,DE,2020-08-10,,point,1.14
2021-01-02,7 day R,DE,2020-08-11,,point,1.16
2021-01-02,7 day R,DE,2020-08-12,,point,1.18
2021-01-02,7 day R,DE,2020-08-13,,point,1.17
2021-01-02,7 day R,DE,2020-08-14,,point,1.15
2021-01-02,7 day R,DE,2020-08-15,,point,1.12
2021-01-02,7 day R,DE,2020-08-16,,point,1.07
2021-01-02,7 day R,DE,2020-08-17,,point,1.06
2021-01-02,7 day R,DE,2020-08-18,,point,1.03
2021-01-02,7 day R,DE,2020-08-19,,point,0.99
2021-01-02,7 day R,DE,2020-08-20,,point,0.97
2021-01-02,7 day R,DE,2020-08-21,,point,0.95
2021-01-02,7 day R,DE,2020-08-22,,point,0.95
2021-01-02,7 day R,DE,2020-08-23,,point,0.97
2021-01-02,7 day R,DE,2020-08-24,,point,0.98
2021-01-02,7 day R,DE,2020-08-25,,point,0.98
2021-01-02,7 day R,DE,2020-08-26,,point,0.98
2021-01-02,7 day R,DE,2020-08-27,,point,0.98
2021-01-02,7 day R,DE,2020-08-28,,point,0.98
2021-01-02,7 day R,DE,2020-08-29,,point,0.97
2021-01-02,7 day R,DE,2020-08-30,,point,0.96
2021-01-02,7 day R,DE,2020-08-31,,point,0.98
2021-01-02,7 day R,DE,2020-09-01,,point,1.01
2021-01-02,7 day R,DE,2020-09-02,,point,1.03
2021-01-02,7 day R,DE,2020-09-03,,point,1.06
