data_version,target,date,location,quantile,type,value
2020-10-14,7 day R,2020-03-06,DE,NA,point,"2,34"
2020-10-14,7 day R,2020-03-07,DE,NA,point,"2,56"
2020-10-14,7 day R,2020-03-08,DE,NA,point,"2,93"
2020-10-14,7 day R,2020-03-09,DE,NA,point,"3,13"
2020-10-14,7 day R,2020-03-10,DE,NA,point,"3,21"
2020-10-14,7 day R,2020-03-11,DE,NA,point,"3,12"
2020-10-14,7 day R,2020-03-12,DE,NA,point,"2,84"
2020-10-14,7 day R,2020-03-13,DE,NA,point,"2,50"
2020-10-14,7 day R,2020-03-14,DE,NA,point,"2,18"
2020-10-14,7 day R,2020-03-15,DE,NA,point,"1,99"
2020-10-14,7 day R,2020-03-16,DE,NA,point,"1,74"
2020-10-14,7 day R,2020-03-17,DE,NA,point,"1,56"
2020-10-14,7 day R,2020-03-18,DE,NA,point,"1,39"
2020-10-14,7 day R,2020-03-19,DE,NA,point,"1,24"
2020-10-14,7 day R,2020-03-20,DE,NA,point,"1,13"
2020-10-14,7 day R,2020-03-21,DE,NA,point,"1,04"
2020-10-14,7 day R,2020-03-22,DE,NA,point,"0,98"
2020-10-14,7 day R,2020-03-23,DE,NA,point,"0,92"
2020-10-14,7 day R,2020-03-24,DE,NA,point,"0,89"
2020-10-14,7 day R,2020-03-25,DE,NA,point,"0,90"
2020-10-14,7 day R,2020-03-26,DE,NA,point,"0,88"
2020-10-14,7 day R,2020-03-27,DE,NA,point,"0,90"
2020-10-14,7 day R,2020-03-28,DE,NA,point,"0,91"
2020-10-14,7 day R,2020-03-29,DE,NA,point,"0,90"
2020-10-14,7 day R,2020-03-30,DE,NA,point,"0,92"
2020-10-14,7 day R,2020-03-31,DE,NA,point,"0,93"
2020-10-14,7 day R,2020-04-01,DE,NA,point,"0,93"
2020-10-14,7 day R,2020-04-02,DE,NA,point,"0,95"
2020-10-14,7 day R,2020-04-03,DE,NA,point,"0,93"
2020-10-14,7 day R,2020-04-04,DE,NA,point,"0,92"
2020-10-14,7 day R,2020-04-05,DE,NA,point,"0,89"
2020-10-14,7 day R,2020-04-06,DE,NA,point,"0,89"
2020-10-14,7 day R,2020-04-07,DE,NA,point,"0,87"
2020-10-14,7 day R,2020-04-08,DE,NA,point,"0,85"
2020-10-14,7 day R,2020-04-09,DE,NA,point,"0,83"
2020-10-14,7 day R,2020-04-10,DE,NA,point,"0,81"
2020-10-14,7 day R,2020-04-11,DE,NA,point,"0,81"
2020-10-14,7 day R,2020-04-12,DE,NA,point,"0,78"
2020-10-14,7 day R,2020-04-13,DE,NA,point,"0,78"
2020-10-14,7 day R,2020-04-14,DE,NA,point,"0,78"
2020-10-14,7 day R,2020-04-15,DE,NA,point,"0,76"
2020-10-14,7 day R,2020-04-16,DE,NA,point,"0,78"
2020-10-14,7 day R,2020-04-17,DE,NA,point,"0,80"
2020-10-14,7 day R,2020-04-18,DE,NA,point,"0,81"
2020-10-14,7 day R,2020-04-19,DE,NA,point,"0,84"
2020-10-14,7 day R,2020-04-20,DE,NA,point,"0,84"
2020-10-14,7 day R,2020-04-21,DE,NA,point,"0,83"
2020-10-14,7 day R,2020-04-22,DE,NA,point,"0,83"
2020-10-14,7 day R,2020-04-23,DE,NA,point,"0,81"
2020-10-14,7 day R,2020-04-24,DE,NA,point,"0,81"
2020-10-14,7 day R,2020-04-25,DE,NA,point,"0,82"
2020-10-14,7 day R,2020-04-26,DE,NA,point,"0,82"
2020-10-14,7 day R,2020-04-27,DE,NA,point,"0,82"
2020-10-14,7 day R,2020-04-28,DE,NA,point,"0,81"
2020-10-14,7 day R,2020-04-29,DE,NA,point,"0,81"
2020-10-14,7 day R,2020-04-30,DE,NA,point,"0,81"
2020-10-14,7 day R,2020-05-01,DE,NA,point,"0,82"
2020-10-14,7 day R,2020-05-02,DE,NA,point,"0,85"
2020-10-14,7 day R,2020-05-03,DE,NA,point,"0,86"
2020-10-14,7 day R,2020-05-04,DE,NA,point,"0,89"
2020-10-14,7 day R,2020-05-05,DE,NA,point,"0,90"
2020-10-14,7 day R,2020-05-06,DE,NA,point,"0,89"
2020-10-14,7 day R,2020-05-07,DE,NA,point,"0,90"
2020-10-14,7 day R,2020-05-08,DE,NA,point,"0,89"
2020-10-14,7 day R,2020-05-09,DE,NA,point,"0,87"
2020-10-14,7 day R,2020-05-10,DE,NA,point,"0,87"
2020-10-14,7 day R,2020-05-11,DE,NA,point,"0,85"
2020-10-14,7 day R,2020-05-12,DE,NA,point,"0,85"
2020-10-14,7 day R,2020-05-13,DE,NA,point,"0,85"
2020-10-14,7 day R,2020-05-14,DE,NA,point,"0,89"
2020-10-14,7 day R,2020-05-15,DE,NA,point,"0,92"
2020-10-14,7 day R,2020-05-16,DE,NA,point,"0,93"
2020-10-14,7 day R,2020-05-17,DE,NA,point,"0,96"
2020-10-14,7 day R,2020-05-18,DE,NA,point,"0,92"
2020-10-14,7 day R,2020-05-19,DE,NA,point,"0,92"
2020-10-14,7 day R,2020-05-20,DE,NA,point,"0,91"
2020-10-14,7 day R,2020-05-21,DE,NA,point,"0,85"
2020-10-14,7 day R,2020-05-22,DE,NA,point,"0,83"
