country,date,type,median,lower_90,upper_90,lower_50,upper_50
Germany,2020-05-31,estimate,0.84,0.69,1.04,0.73,0.89
Germany,2020-06-01,estimate,0.86,0.73,1.05,0.78,0.92
Germany,2020-06-02,estimate,0.88,0.75,1.04,0.81,0.94
Germany,2020-06-03,estimate,0.92,0.8,1.05,0.86,0.97
Germany,2020-06-04,estimate,0.95,0.85,1.06,0.92,1.01
Germany,2020-06-05,estimate,0.99,0.88,1.08,0.95,1.03
Germany,2020-06-06,estimate,1.03,0.92,1.13,0.99,1.07
Germany,2020-06-07,estimate,1.07,0.96,1.19,1.01,1.1
Germany,2020-06-08,estimate,1.1,0.98,1.25,1.04,1.15
Germany,2020-06-09,estimate,1.14,0.98,1.31,1.06,1.2
Germany,2020-06-10,estimate,1.18,0.99,1.36,1.1,1.26
Germany,2020-06-11,estimate,1.2,1.0,1.4,1.14,1.32
Germany,2020-06-12,estimate,1.22,0.99,1.4,1.14,1.33
Germany,2020-06-13,estimate,1.22,1.0,1.42,1.12,1.31
Germany,2020-06-14,estimate,1.21,1.0,1.4,1.11,1.29
Germany,2020-06-15,estimate,1.19,0.99,1.36,1.11,1.28
Germany,2020-06-16,estimate,1.16,0.98,1.32,1.09,1.24
Germany,2020-06-17,estimate,1.12,0.98,1.27,1.07,1.2
Germany,2020-06-18,estimate,1.08,0.96,1.21,1.0,1.12
Germany,2020-06-19,estimate,1.04,0.93,1.16,0.98,1.07
Germany,2020-06-20,estimate,1.0,0.89,1.1,0.95,1.03
Germany,2020-06-21,estimate,0.96,0.85,1.07,0.93,1.01
Germany,2020-06-22,estimate,0.93,0.81,1.03,0.9,0.99
Germany,2020-06-23,estimate,0.89,0.78,1.02,0.86,0.96
Germany,2020-06-24,estimate,0.86,0.74,0.99,0.81,0.92
Germany,2020-06-25,estimate,0.84,0.71,0.98,0.76,0.88
Germany,2020-06-26,estimate,0.82,0.7,0.98,0.73,0.85
Germany,2020-06-27,estimate,0.81,0.68,0.97,0.73,0.85
Germany,2020-06-28,estimate,0.8,0.68,0.97,0.72,0.84
Germany,2020-06-29,estimate,0.8,0.68,0.97,0.74,0.85
Germany,2020-06-30,estimate,0.81,0.69,0.96,0.75,0.86
Germany,2020-07-01,estimate,0.83,0.7,0.97,0.76,0.87
Germany,2020-07-02,estimate,0.85,0.74,0.99,0.79,0.89
Germany,2020-07-03,estimate,0.88,0.77,1.0,0.82,0.92
Germany,2020-07-04,estimate,0.91,0.8,1.02,0.86,0.95
Germany,2020-07-05,estimate,0.94,0.83,1.04,0.9,0.99
Germany,2020-07-06,estimate,0.98,0.86,1.08,0.94,1.02
Germany,2020-07-07,estimate,1.01,0.9,1.12,0.97,1.06
Germany,2020-07-08,estimate,1.04,0.94,1.17,0.99,1.08
Germany,2020-07-09,estimate,1.08,0.97,1.21,1.01,1.11
Germany,2020-07-10,estimate,1.11,0.99,1.25,1.03,1.14
Germany,2020-07-11,estimate,1.14,1.01,1.28,1.05,1.17
Germany,2020-07-12,estimate,1.17,1.03,1.32,1.1,1.22
Germany,2020-07-13,estimate,1.19,1.05,1.35,1.11,1.24
Germany,2020-07-14,estimate,1.2,1.05,1.35,1.14,1.26
Germany,2020-07-15,estimate,1.21,1.06,1.36,1.15,1.27
Germany,2020-07-16,estimate,1.22,1.07,1.36,1.15,1.27
Germany,2020-07-17,estimate,1.22,1.07,1.35,1.15,1.27
Germany,2020-07-18,estimate,1.21,1.08,1.35,1.15,1.27
Germany,2020-07-19,estimate,1.2,1.06,1.32,1.14,1.25
Germany,2020-07-20,estimate,1.19,1.06,1.32,1.12,1.23
Germany,2020-07-21,estimate,1.18,1.06,1.31,1.12,1.22
Germany,2020-07-22,estimate,1.16,1.04,1.29,1.11,1.21
Germany,2020-07-23,estimate,1.15,1.03,1.28,1.11,1.2
Germany,2020-07-24,estimate,1.14,1.03,1.27,1.09,1.19
Germany,2020-07-25,estimate,1.13,1.01,1.25,1.07,1.17
Germany,2020-07-26,estimate,1.12,0.99,1.24,1.07,1.17
Germany,2020-07-27,estimate,1.11,0.97,1.23,1.06,1.17
Germany,2020-07-28,estimate based on partial data,1.11,0.97,1.24,1.05,1.16
Germany,2020-07-29,estimate based on partial data,1.11,0.97,1.24,1.05,1.16
Germany,2020-07-30,estimate based on partial data,1.11,0.97,1.26,1.05,1.16
Germany,2020-07-31,estimate based on partial data,1.11,0.97,1.29,1.03,1.16
Germany,2020-08-01,estimate based on partial data,1.11,0.92,1.29,1.04,1.19
Germany,2020-08-02,estimate based on partial data,1.12,0.92,1.33,1.02,1.18
Germany,2020-08-03,estimate based on partial data,1.12,0.87,1.35,1.02,1.21
Germany,2020-08-04,estimate based on partial data,1.12,0.85,1.41,1.0,1.21
Germany,2020-08-05,estimate based on partial data,1.12,0.81,1.46,0.98,1.21
Germany,2020-08-06,estimate based on partial data,1.12,0.79,1.53,0.99,1.25
Germany,2020-08-07,estimate based on partial data,1.11,0.74,1.59,0.97,1.26
Germany,2020-08-08,estimate based on partial data,1.12,0.69,1.65,0.97,1.29
Germany,2020-08-09,estimate based on partial data,1.12,0.55,1.62,0.96,1.32
Germany,2020-08-10,forecast,1.12,0.5,1.69,0.91,1.29
Germany,2020-08-11,forecast,1.11,0.47,1.76,0.9,1.32
Germany,2020-08-12,forecast,1.11,0.39,1.78,0.85,1.3
Germany,2020-08-13,forecast,1.1,0.35,1.83,0.82,1.3
Germany,2020-08-14,forecast,1.1,0.28,1.85,0.79,1.3
Germany,2020-08-15,forecast,1.1,0.32,1.99,0.76,1.3
Germany,2020-08-16,forecast,1.09,0.24,1.99,0.74,1.31
Germany,2020-08-17,forecast,1.09,0.16,1.99,0.69,1.29
Germany,2020-08-18,forecast,1.09,0.14,2.03,0.68,1.3
Germany,2020-08-19,forecast,1.09,0.12,2.06,0.67,1.31
Germany,2020-08-20,forecast,1.09,0.07,2.08,0.69,1.35
Germany,2020-08-21,forecast,1.08,0.09,2.18,0.68,1.37
Germany,2020-08-22,forecast,1.08,0.06,2.26,0.61,1.31
Germany,2020-08-23,forecast,1.08,0.07,2.34,0.7,1.41
