country,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Germany,2020-11-08,,estimate,0.892862961295811,0.894388109123436,0.0724764858279519,0.77970796564218,0.84592208996528,0.874281233936216,0.910567513241622,0.939522712791886,1.01566191235403
Germany,2020-11-09,,estimate,0.896886688271303,0.897796334429888,0.0634343065649318,0.796443367177852,0.855264646573982,0.88095415326158,0.912070229460192,0.938495148385931,1.00315250165569
Germany,2020-11-10,,estimate,0.901326798895329,0.901868242092909,0.0553137046625095,0.812680521805274,0.864060069682021,0.88767011593779,0.914229816490184,0.93861544260108,0.993970196609493
Germany,2020-11-11,,estimate,0.906266671498608,0.906586147932945,0.0482134781121665,0.827539710933419,0.873742508165473,0.893988310546854,0.918629770628977,0.937975037693598,0.986489774824893
Germany,2020-11-12,,estimate,0.911798283126695,0.911926205468239,0.0422389270435178,0.843152946218043,0.883384043986652,0.902173759413892,0.922193238996317,0.939976363067093,0.980601440900994
Germany,2020-11-13,,estimate,0.917971241597998,0.917861860833272,0.0374861234014049,0.856438795534777,0.892397083561543,0.909090412001893,0.926651874678329,0.942612711235127,0.978934828210869
Germany,2020-11-14,,estimate,0.924004042060466,0.924367129697155,0.034004631956138,0.868710118675006,0.901542637056988,0.915748574070376,0.932844310146106,0.946715550303628,0.980776131331476
Germany,2020-11-15,,estimate,0.931101095961239,0.931419574726564,0.031747888526495,0.880390320716356,0.910161347219303,0.922966933569149,0.939045523581668,0.952415748567813,0.98411814501358
Germany,2020-11-16,,estimate,0.939178842395626,0.939002802918638,0.030546281343194,0.88955734535943,0.918215085262544,0.930882033856772,0.94665338687478,0.959610282762681,0.988853841380178
Germany,2020-11-17,,estimate,0.946959399532764,0.947108030631586,0.030136171388688,0.897070978258616,0.92765159213459,0.939517253925685,0.95469621161249,0.967799023746287,0.995725297687458
Germany,2020-11-18,,estimate,0.956128445562196,0.955734034110562,0.0302308511933063,0.905148149736028,0.93615719401112,0.948806955094494,0.963661985414454,0.975944867390665,1.00327238061178
Germany,2020-11-19,,estimate,0.965533677401632,0.964884854802557,0.0305835176744939,0.9141469558001,0.94508837265047,0.95826828706261,0.973039822633537,0.985263513606544,1.01279230013946
Germany,2020-11-20,,estimate,0.975277498359692,0.974565013439851,0.0310122825234001,0.922515938980499,0.954388074334017,0.968063951697955,0.982875182239107,0.995616631305147,1.02326032678847
Germany,2020-11-21,,estimate,0.986311048990358,0.984772530415542,0.0313947455309025,0.931201131733237,0.96355848938032,0.978175554109312,0.993733351419559,1.00587658217483,1.03391320758776
Germany,2020-11-22,,estimate,0.997064622064217,0.995490472790167,0.031653856609856,0.941721135982481,0.974792090625927,0.989078107302847,1.00484765213672,1.01690236709738,1.04482605838904
Germany,2020-11-23,,estimate,1.00798112290424,1.00667786203182,0.0317502996905641,0.952236069604961,0.986570958401416,1.00058962905394,1.01559019950352,1.02809491877564,1.05558728506998
Germany,2020-11-24,,estimate,1.02020457598917,1.01826061864558,0.0316844380625687,0.962651768457079,0.999167122339725,1.01209008329392,1.02717283482989,1.03881374046136,1.06688653048145
Germany,2020-11-25,,estimate,1.03156050811695,1.03012302436682,0.0315013694300123,0.975549929637518,1.01099719267204,1.02410615245214,1.03951028489265,1.05064335605568,1.07934464672077
Germany,2020-11-26,,estimate,1.04332282105137,1.04210020303693,0.031289093918619,0.988157442900072,1.02278621211347,1.03566408701318,1.05049840777587,1.06317489665085,1.09102182481983
Germany,2020-11-27,,estimate,1.05469319942351,1.05397243273641,0.0311627903478761,1.00130379737159,1.03469581427709,1.04742812682787,1.06229397330884,1.07485564811475,1.10330637652823
Germany,2020-11-28,,estimate,1.06567296389866,1.06546253108728,0.0312365102992899,1.01238555756403,1.0460808145924,1.05852750446747,1.07378604724631,1.08538392133694,1.11749617457515
Germany,2020-11-29,,estimate,1.07627893674934,1.07623779131747,0.0315934620893808,1.02339237992483,1.05649753486735,1.06874531831843,1.0837793860599,1.09620147635743,1.1285291058062
Germany,2020-11-30,,estimate,1.08553134174804,1.08591774784522,0.0322696249821648,1.03450546407233,1.06517073490502,1.07724280782373,1.09338014100802,1.10611454031923,1.13941373426181
Germany,2020-12-01,,estimate,1.09299480380358,1.09408840958768,0.033255936285957,1.04256640875208,1.07186066878926,1.08497316073362,1.10160427162094,1.11538864188348,1.15059841645772
Germany,2020-12-02,,estimate,1.0989300155496,1.10032275042723,0.0345078965941092,1.0463883508157,1.07642937061529,1.09012857276278,1.10816742570112,1.12240257606062,1.15990981100525
Germany,2020-12-03,,estimate,1.10209737944478,1.10420650415897,0.0359456326423251,1.04922162715136,1.07861416754295,1.09338194625817,1.11198318685153,1.12764593758564,1.16616611037537
Germany,2020-12-04,,estimate,1.10257824756163,1.10536784676262,0.0374401412652453,1.04932469554115,1.07808675441354,1.09322899677636,1.11303968238044,1.12974411806755,1.16994586269958
Germany,2020-12-05,,estimate,1.10034378606884,1.10350926145534,0.0388000764520733,1.04652142330397,1.07498113020612,1.09071683306493,1.11125022930748,1.12837890708369,1.17237968364874
Germany,2020-12-06,,estimate,1.09446196736949,1.09843948639438,0.0397798136069626,1.04097850089769,1.06901753303082,1.08473868923043,1.10574271714083,1.12334770177154,1.16841733770845
Germany,2020-12-07,,estimate,1.08562641492237,1.09010273691788,0.0401193338775744,1.03302131368452,1.06054719759153,1.07536519029137,1.09626404948965,1.11537555396826,1.16208811747517
Germany,2020-12-08,,estimate,1.07294320379906,1.07860151207063,0.0396108580484237,1.02413634599313,1.0498146318368,1.06380110045156,1.08394450528302,1.10297148837177,1.15027648872445
Germany,2020-12-09,,estimate,1.05899747507684,1.06420876664547,0.0381780171574017,1.01235393736897,1.03684938100301,1.05029115799769,1.06880424453935,1.08677768651023,1.13382493285724
Germany,2020-12-10,,estimate,1.04254217780706,1.04736571663692,0.0359527553544927,0.997549052296014,1.02256523746046,1.03485690507773,1.05112808690565,1.06736577388845,1.11320253319702
Germany,2020-12-11,,estimate,1.02538534911627,1.02866339855415,0.0333355272694422,0.980382324747815,1.00685443614822,1.01803453447089,1.0324146065751,1.0472859561631,1.08868222697984
Germany,2020-12-12,,estimate,1.00698832166134,1.00880901393742,0.0310060705487943,0.960933150521053,0.988807092101944,1.00021621738554,1.01417229508659,1.02650644473704,1.06111222007424
Germany,2020-12-13,,estimate,0.988532228867019,0.988581129499434,0.0297914752044685,0.939748662489797,0.969507314697621,0.982035710917374,0.995440822101074,1.00706897127649,1.03719389867977
Germany,2020-12-14,,estimate,0.970076897826239,0.968779874434717,0.030287723062977,0.917158364081456,0.949609703159632,0.962397300920782,0.97707163324575,0.988904508829388,1.01611072610723
Germany,2020-12-15,,estimate,0.951309351568822,0.950178693920152,0.0324501115348744,0.894431447025604,0.930197521739971,0.943851768653167,0.959579879188433,0.972668911323508,1.00077438207612
Germany,2020-12-16,,estimate,0.935178307507133,0.933482999300672,0.0356421547399128,0.871805598531693,0.910814878005481,0.926817940668792,0.943941488660157,0.958762483615452,0.989144526128227
Germany,2020-12-17,,estimate,0.921356367298061,0.919298788000877,0.0390509073393322,0.851064198568953,0.89393011409789,0.91193335120785,0.931438945989204,0.946714471166333,0.979905850491608
Germany,2020-12-18,,estimate,0.911312187841429,0.908111781188711,0.0419840148230077,0.834880016568296,0.881414084380874,0.900579212182418,0.922008469138562,0.937913531052179,0.972044653577278
Germany,2020-12-19,,estimate,0.903772295125517,0.900275519371881,0.0439471418752765,0.822638955959247,0.872890510224707,0.892363136612738,0.91557673501625,0.931328891958229,0.966956791239772
