country,date,type,median,lower_90,upper_90,lower_50,upper_50
Austria,2020-06-03,estimate,1.06,0.95,1.14,1.05,1.11
Austria,2020-06-04,estimate,1.07,0.94,1.14,1.05,1.11
Austria,2020-06-05,estimate,1.07,0.95,1.14,1.06,1.12
Austria,2020-06-06,estimate,1.07,0.96,1.14,1.05,1.11
Austria,2020-06-07,estimate,1.08,0.97,1.15,1.06,1.12
Austria,2020-06-08,estimate,1.08,0.98,1.15,1.07,1.12
Austria,2020-06-09,estimate,1.09,0.99,1.16,1.07,1.12
Austria,2020-06-10,estimate,1.1,1.01,1.17,1.08,1.13
Austria,2020-06-11,estimate,1.1,1.02,1.18,1.08,1.13
Austria,2020-06-12,estimate,1.11,1.03,1.19,1.08,1.14
Austria,2020-06-13,estimate,1.12,1.04,1.21,1.09,1.14
Austria,2020-06-14,estimate,1.13,1.06,1.23,1.09,1.15
Austria,2020-06-15,estimate,1.13,1.06,1.24,1.09,1.15
Austria,2020-06-16,estimate,1.14,1.06,1.24,1.1,1.16
Austria,2020-06-17,estimate,1.15,1.07,1.26,1.1,1.16
Austria,2020-06-18,estimate,1.15,1.08,1.27,1.1,1.17
Austria,2020-06-19,estimate,1.16,1.08,1.28,1.11,1.18
Austria,2020-06-20,estimate,1.17,1.08,1.28,1.1,1.18
Austria,2020-06-21,estimate,1.17,1.08,1.28,1.11,1.19
Austria,2020-06-22,estimate,1.17,1.08,1.29,1.1,1.18
Austria,2020-06-23,estimate,1.17,1.09,1.29,1.1,1.18
Austria,2020-06-24,estimate,1.17,1.08,1.28,1.1,1.18
Austria,2020-06-25,estimate,1.17,1.08,1.28,1.1,1.18
Austria,2020-06-26,estimate,1.16,1.08,1.27,1.1,1.18
Austria,2020-06-27,estimate,1.16,1.07,1.26,1.1,1.17
Austria,2020-06-28,estimate,1.15,1.07,1.26,1.09,1.16
Austria,2020-06-29,estimate,1.14,1.06,1.24,1.09,1.16
Austria,2020-06-30,estimate,1.14,1.06,1.23,1.09,1.16
Austria,2020-07-01,estimate,1.13,1.06,1.23,1.09,1.15
Austria,2020-07-02,estimate,1.12,1.06,1.22,1.09,1.14
Austria,2020-07-03,estimate,1.12,1.05,1.21,1.08,1.14
Austria,2020-07-04,estimate,1.11,1.04,1.2,1.08,1.13
Austria,2020-07-05,estimate,1.1,1.04,1.2,1.08,1.13
Austria,2020-07-06,estimate,1.1,1.03,1.18,1.07,1.12
Austria,2020-07-07,estimate,1.09,1.01,1.16,1.07,1.12
Austria,2020-07-08,estimate,1.09,1.01,1.16,1.06,1.12
Austria,2020-07-09,estimate,1.08,1.0,1.15,1.06,1.11
Austria,2020-07-10,estimate,1.08,1.0,1.15,1.05,1.11
Austria,2020-07-11,estimate,1.07,0.99,1.14,1.05,1.1
Austria,2020-07-12,estimate,1.07,0.99,1.14,1.05,1.1
Austria,2020-07-13,estimate,1.06,0.98,1.13,1.04,1.1
Austria,2020-07-14,estimate,1.06,0.98,1.13,1.04,1.09
Austria,2020-07-15,estimate,1.06,0.97,1.12,1.03,1.09
Austria,2020-07-16,estimate,1.05,0.96,1.12,1.03,1.08
Austria,2020-07-17,estimate,1.05,0.95,1.11,1.02,1.08
Austria,2020-07-18,estimate,1.04,0.95,1.11,1.02,1.08
Austria,2020-07-19,estimate,1.04,0.95,1.11,1.01,1.07
Austria,2020-07-20,estimate,1.03,0.95,1.11,1.01,1.07
Austria,2020-07-21,estimate,1.03,0.94,1.1,1.0,1.07
Austria,2020-07-22,estimate,1.02,0.94,1.1,1.0,1.07
Austria,2020-07-23,estimate,1.02,0.93,1.1,0.99,1.06
Austria,2020-07-24,estimate,1.02,0.93,1.1,0.99,1.06
Austria,2020-07-25,estimate,1.01,0.92,1.1,0.98,1.05
Austria,2020-07-26,estimate,1.01,0.92,1.1,0.98,1.05
Austria,2020-07-27,estimate,1.0,0.91,1.1,0.98,1.05
Austria,2020-07-28,estimate,1.0,0.91,1.1,0.97,1.05
Austria,2020-07-29,estimate,1.0,0.9,1.1,0.96,1.05
Austria,2020-07-30,estimate,1.0,0.89,1.1,0.96,1.05
Austria,2020-07-31,estimate based on partial data,1.0,0.89,1.11,0.97,1.06
Austria,2020-08-01,estimate based on partial data,1.0,0.88,1.11,0.95,1.05
Austria,2020-08-02,estimate based on partial data,1.0,0.88,1.12,0.97,1.07
Austria,2020-08-03,estimate based on partial data,1.0,0.86,1.12,0.95,1.05
Austria,2020-08-04,estimate based on partial data,1.0,0.85,1.13,0.94,1.05
Austria,2020-08-05,estimate based on partial data,1.0,0.85,1.14,0.94,1.06
Austria,2020-08-06,estimate based on partial data,1.0,0.84,1.16,0.95,1.07
Austria,2020-08-07,estimate based on partial data,1.0,0.81,1.15,0.96,1.09
Austria,2020-08-08,estimate based on partial data,1.01,0.8,1.17,0.96,1.09
Austria,2020-08-09,estimate based on partial data,1.01,0.81,1.2,0.96,1.09
Austria,2020-08-10,estimate based on partial data,1.01,0.78,1.2,0.96,1.1
Austria,2020-08-11,estimate based on partial data,1.01,0.76,1.21,0.95,1.09
Austria,2020-08-12,estimate based on partial data,1.01,0.74,1.22,0.95,1.1
Austria,2020-08-13,forecast,1.02,0.74,1.24,0.95,1.11
Austria,2020-08-14,forecast,1.02,0.74,1.27,0.95,1.11
Austria,2020-08-15,forecast,1.02,0.74,1.29,0.94,1.11
Austria,2020-08-16,forecast,1.02,0.74,1.31,0.94,1.1
Austria,2020-08-17,forecast,1.02,0.71,1.3,0.92,1.1
Austria,2020-08-18,forecast,1.02,0.69,1.3,0.92,1.1
Austria,2020-08-19,forecast,1.02,0.67,1.3,0.92,1.1
Austria,2020-08-20,forecast,1.02,0.68,1.32,0.93,1.12
Austria,2020-08-21,forecast,1.02,0.7,1.36,0.92,1.11
Austria,2020-08-22,forecast,1.02,0.68,1.35,0.92,1.11
Austria,2020-08-23,forecast,1.02,0.65,1.33,0.91,1.11
Austria,2020-08-24,forecast,1.02,0.64,1.33,0.92,1.12
Austria,2020-08-25,forecast,1.02,0.66,1.37,0.9,1.11
Austria,2020-08-26,forecast,1.02,0.63,1.35,0.9,1.11
Germany,2020-06-03,estimate,0.98,0.82,1.09,0.95,1.05
Germany,2020-06-04,estimate,0.99,0.85,1.09,0.97,1.06
Germany,2020-06-05,estimate,1.0,0.89,1.1,0.98,1.06
Germany,2020-06-06,estimate,1.02,0.92,1.11,0.99,1.06
Germany,2020-06-07,estimate,1.03,0.95,1.12,0.99,1.06
Germany,2020-06-08,estimate,1.05,0.97,1.15,1.01,1.08
Germany,2020-06-09,estimate,1.07,0.96,1.18,1.0,1.09
Germany,2020-06-10,estimate,1.09,0.97,1.23,1.0,1.1
Germany,2020-06-11,estimate,1.1,0.96,1.26,1.0,1.12
Germany,2020-06-12,estimate,1.1,0.97,1.3,1.0,1.13
Germany,2020-06-13,estimate,1.11,0.96,1.31,0.98,1.12
Germany,2020-06-14,estimate,1.1,0.96,1.32,0.98,1.12
Germany,2020-06-15,estimate,1.09,0.96,1.3,0.97,1.11
Germany,2020-06-16,estimate,1.08,0.95,1.27,0.97,1.09
Germany,2020-06-17,estimate,1.06,0.95,1.24,0.97,1.09
Germany,2020-06-18,estimate,1.04,0.94,1.2,0.96,1.06
Germany,2020-06-19,estimate,1.02,0.93,1.16,0.96,1.05
Germany,2020-06-20,estimate,1.0,0.91,1.1,0.96,1.03
Germany,2020-06-21,estimate,0.97,0.88,1.06,0.94,1.0
Germany,2020-06-22,estimate,0.95,0.86,1.04,0.92,0.99
Germany,2020-06-23,estimate,0.93,0.83,1.02,0.9,0.98
Germany,2020-06-24,estimate,0.91,0.78,1.0,0.88,0.97
Germany,2020-06-25,estimate,0.89,0.76,1.0,0.86,0.97
Germany,2020-06-26,estimate,0.87,0.73,1.0,0.85,0.97
Germany,2020-06-27,estimate,0.87,0.71,1.0,0.83,0.96
Germany,2020-06-28,estimate,0.86,0.7,0.99,0.82,0.95
Germany,2020-06-29,estimate,0.86,0.7,1.0,0.81,0.95
Germany,2020-06-30,estimate,0.87,0.71,1.0,0.81,0.95
Germany,2020-07-01,estimate,0.87,0.73,1.01,0.83,0.96
Germany,2020-07-02,estimate,0.89,0.74,1.0,0.86,0.98
Germany,2020-07-03,estimate,0.9,0.77,1.01,0.87,0.98
Germany,2020-07-04,estimate,0.92,0.82,1.03,0.91,1.0
Germany,2020-07-05,estimate,0.95,0.84,1.04,0.91,1.0
Germany,2020-07-06,estimate,0.97,0.88,1.06,0.95,1.02
Germany,2020-07-07,estimate,1.0,0.91,1.09,0.97,1.04
Germany,2020-07-08,estimate,1.03,0.94,1.13,0.99,1.07
Germany,2020-07-09,estimate,1.05,0.96,1.17,1.0,1.07
Germany,2020-07-10,estimate,1.08,0.99,1.21,1.01,1.1
Germany,2020-07-11,estimate,1.1,1.0,1.25,1.03,1.13
Germany,2020-07-12,estimate,1.13,1.02,1.28,1.04,1.15
