country,date,type,median,lower_90,upper_90,lower_50,upper_50
Austria,2020-06-01,estimate,1.02,0.9,1.12,1.01,1.09
Austria,2020-06-02,estimate,1.02,0.9,1.12,1.01,1.09
Austria,2020-06-03,estimate,1.02,0.89,1.12,1.01,1.1
Austria,2020-06-04,estimate,1.03,0.9,1.12,1.01,1.1
Austria,2020-06-05,estimate,1.03,0.91,1.13,1.01,1.09
Austria,2020-06-06,estimate,1.04,0.92,1.13,1.02,1.1
Austria,2020-06-07,estimate,1.05,0.93,1.13,1.03,1.11
Austria,2020-06-08,estimate,1.06,0.95,1.14,1.03,1.11
Austria,2020-06-09,estimate,1.07,0.97,1.15,1.05,1.12
Austria,2020-06-10,estimate,1.08,0.98,1.16,1.06,1.12
Austria,2020-06-11,estimate,1.09,1.0,1.18,1.07,1.13
Austria,2020-06-12,estimate,1.1,1.01,1.19,1.08,1.14
Austria,2020-06-13,estimate,1.12,1.04,1.22,1.09,1.15
Austria,2020-06-14,estimate,1.13,1.05,1.23,1.09,1.15
Austria,2020-06-15,estimate,1.14,1.06,1.25,1.09,1.16
Austria,2020-06-16,estimate,1.15,1.07,1.27,1.09,1.17
Austria,2020-06-17,estimate,1.16,1.07,1.29,1.11,1.19
Austria,2020-06-18,estimate,1.17,1.08,1.3,1.11,1.2
Austria,2020-06-19,estimate,1.18,1.08,1.31,1.11,1.21
Austria,2020-06-20,estimate,1.19,1.08,1.32,1.12,1.22
Austria,2020-06-21,estimate,1.19,1.08,1.32,1.12,1.22
Austria,2020-06-22,estimate,1.2,1.08,1.33,1.14,1.24
Austria,2020-06-23,estimate,1.2,1.08,1.32,1.14,1.24
Austria,2020-06-24,estimate,1.19,1.07,1.31,1.13,1.23
Austria,2020-06-25,estimate,1.19,1.08,1.3,1.12,1.22
Austria,2020-06-26,estimate,1.18,1.08,1.29,1.13,1.22
Austria,2020-06-27,estimate,1.17,1.07,1.28,1.13,1.21
Austria,2020-06-28,estimate,1.17,1.07,1.27,1.12,1.2
Austria,2020-06-29,estimate,1.16,1.07,1.26,1.11,1.19
Austria,2020-06-30,estimate,1.15,1.07,1.25,1.1,1.17
Austria,2020-07-01,estimate,1.14,1.06,1.24,1.1,1.16
Austria,2020-07-02,estimate,1.13,1.04,1.22,1.09,1.15
Austria,2020-07-03,estimate,1.12,1.04,1.21,1.08,1.15
Austria,2020-07-04,estimate,1.11,1.03,1.2,1.08,1.14
Austria,2020-07-05,estimate,1.1,1.03,1.2,1.08,1.14
Austria,2020-07-06,estimate,1.1,1.02,1.19,1.07,1.12
Austria,2020-07-07,estimate,1.09,1.02,1.18,1.07,1.12
Austria,2020-07-08,estimate,1.09,1.01,1.17,1.06,1.11
Austria,2020-07-09,estimate,1.08,1.0,1.16,1.06,1.11
Austria,2020-07-10,estimate,1.08,0.99,1.15,1.04,1.1
Austria,2020-07-11,estimate,1.07,0.98,1.14,1.04,1.1
Austria,2020-07-12,estimate,1.07,0.98,1.14,1.04,1.09
Austria,2020-07-13,estimate,1.06,0.98,1.14,1.03,1.09
Austria,2020-07-14,estimate,1.06,0.97,1.14,1.03,1.09
Austria,2020-07-15,estimate,1.05,0.96,1.13,1.03,1.09
Austria,2020-07-16,estimate,1.05,0.96,1.13,1.02,1.09
Austria,2020-07-17,estimate,1.04,0.95,1.13,1.01,1.08
Austria,2020-07-18,estimate,1.04,0.94,1.12,1.01,1.07
Austria,2020-07-19,estimate,1.03,0.94,1.12,1.0,1.07
Austria,2020-07-20,estimate,1.03,0.93,1.11,0.99,1.06
Austria,2020-07-21,estimate,1.02,0.93,1.11,0.99,1.06
Austria,2020-07-22,estimate,1.01,0.92,1.11,0.98,1.05
Austria,2020-07-23,estimate,1.01,0.91,1.1,0.98,1.05
Austria,2020-07-24,estimate,1.0,0.9,1.1,0.96,1.04
Austria,2020-07-25,estimate,0.99,0.89,1.09,0.95,1.03
Austria,2020-07-26,estimate,0.98,0.88,1.09,0.94,1.02
Austria,2020-07-27,estimate,0.98,0.86,1.08,0.94,1.02
Austria,2020-07-28,estimate,0.97,0.85,1.08,0.93,1.03
Austria,2020-07-29,estimate based on partial data,0.96,0.83,1.09,0.92,1.02
Austria,2020-07-30,estimate based on partial data,0.96,0.83,1.1,0.91,1.02
Austria,2020-07-31,estimate based on partial data,0.96,0.81,1.1,0.91,1.03
Austria,2020-08-01,estimate based on partial data,0.95,0.79,1.09,0.9,1.02
Austria,2020-08-02,estimate based on partial data,0.95,0.78,1.1,0.89,1.03
Austria,2020-08-03,estimate based on partial data,0.95,0.78,1.11,0.88,1.02
Austria,2020-08-04,estimate based on partial data,0.95,0.76,1.11,0.89,1.03
Austria,2020-08-05,estimate based on partial data,0.95,0.75,1.12,0.89,1.04
Austria,2020-08-06,estimate based on partial data,0.95,0.73,1.13,0.89,1.05
Austria,2020-08-07,estimate based on partial data,0.95,0.71,1.14,0.91,1.07
Austria,2020-08-08,estimate based on partial data,0.95,0.7,1.16,0.91,1.08
Austria,2020-08-09,estimate based on partial data,0.96,0.66,1.14,0.91,1.09
Austria,2020-08-10,estimate based on partial data,0.96,0.66,1.17,0.9,1.08
Austria,2020-08-11,forecast,0.96,0.64,1.19,0.9,1.08
Austria,2020-08-12,forecast,0.96,0.61,1.19,0.9,1.09
Austria,2020-08-13,forecast,0.96,0.64,1.26,0.9,1.1
Austria,2020-08-14,forecast,0.97,0.64,1.27,0.88,1.08
Austria,2020-08-15,forecast,0.97,0.63,1.29,0.89,1.1
Austria,2020-08-16,forecast,0.97,0.63,1.31,0.88,1.1
Austria,2020-08-17,forecast,0.97,0.6,1.32,0.89,1.1
Austria,2020-08-18,forecast,0.97,0.56,1.29,0.88,1.11
Austria,2020-08-19,forecast,0.97,0.56,1.32,0.88,1.11
Austria,2020-08-20,forecast,0.97,0.55,1.34,0.87,1.11
Austria,2020-08-21,forecast,0.97,0.54,1.34,0.85,1.09
Austria,2020-08-22,forecast,0.97,0.53,1.35,0.86,1.1
Austria,2020-08-23,forecast,0.97,0.47,1.3,0.87,1.12
Austria,2020-08-24,forecast,0.97,0.51,1.34,0.86,1.11
Germany,2020-06-01,estimate,0.84,0.71,1.03,0.75,0.89
Germany,2020-06-02,estimate,0.87,0.74,1.04,0.8,0.92
Germany,2020-06-03,estimate,0.9,0.78,1.04,0.83,0.95
Germany,2020-06-04,estimate,0.94,0.83,1.06,0.88,0.98
Germany,2020-06-05,estimate,0.98,0.88,1.08,0.95,1.03
Germany,2020-06-06,estimate,1.02,0.93,1.12,0.97,1.05
Germany,2020-06-07,estimate,1.06,0.96,1.18,1.01,1.09
Germany,2020-06-08,estimate,1.1,0.97,1.23,1.04,1.15
Germany,2020-06-09,estimate,1.14,0.99,1.29,1.08,1.21
Germany,2020-06-10,estimate,1.18,1.0,1.34,1.1,1.26
Germany,2020-06-11,estimate,1.2,1.01,1.39,1.12,1.29
Germany,2020-06-12,estimate,1.22,1.02,1.42,1.16,1.34
Germany,2020-06-13,estimate,1.23,1.01,1.42,1.15,1.33
Germany,2020-06-14,estimate,1.22,1.0,1.4,1.14,1.32
Germany,2020-06-15,estimate,1.2,1.0,1.38,1.13,1.29
Germany,2020-06-16,estimate,1.17,0.98,1.33,1.11,1.26
Germany,2020-06-17,estimate,1.14,0.98,1.28,1.05,1.19
Germany,2020-06-18,estimate,1.09,0.96,1.23,1.04,1.15
Germany,2020-06-19,estimate,1.05,0.94,1.17,0.99,1.08
Germany,2020-06-20,estimate,1.0,0.91,1.12,0.96,1.04
Germany,2020-06-21,estimate,0.97,0.87,1.08,0.92,1.0
Germany,2020-06-22,estimate,0.93,0.82,1.03,0.88,0.97
Germany,2020-06-23,estimate,0.89,0.77,1.0,0.84,0.94
Germany,2020-06-24,estimate,0.86,0.73,0.98,0.79,0.89
Germany,2020-06-25,estimate,0.83,0.71,0.98,0.77,0.88
Germany,2020-06-26,estimate,0.81,0.69,0.96,0.73,0.85
Germany,2020-06-27,estimate,0.8,0.68,0.96,0.72,0.83
Germany,2020-06-28,estimate,0.79,0.67,0.95,0.72,0.83
Germany,2020-06-29,estimate,0.79,0.68,0.95,0.73,0.83
Germany,2020-06-30,estimate,0.8,0.68,0.95,0.73,0.84
Germany,2020-07-01,estimate,0.81,0.69,0.95,0.75,0.86
Germany,2020-07-02,estimate,0.84,0.72,0.97,0.79,0.89
Germany,2020-07-03,estimate,0.86,0.75,0.99,0.81,0.91
Germany,2020-07-04,estimate,0.9,0.79,1.02,0.84,0.94
Germany,2020-07-05,estimate,0.93,0.83,1.04,0.89,0.98
Germany,2020-07-06,estimate,0.97,0.86,1.08,0.93,1.02
Germany,2020-07-07,estimate,1.01,0.9,1.13,0.96,1.05
Germany,2020-07-08,estimate,1.04,0.94,1.17,0.99,1.09
Germany,2020-07-09,estimate,1.08,0.97,1.21,1.01,1.11
Germany,2020-07-10,estimate,1.12,1.0,1.25,1.05,1.16
Germany,2020-07-11,estimate,1.15,1.03,1.29,1.09,1.2
Germany,2020-07-12,estimate,1.18,1.04,1.32,1.12,1.24
Germany,2020-07-13,estimate,1.21,1.05,1.35,1.14,1.27
Germany,2020-07-14,estimate,1.22,1.07,1.36,1.16,1.28
Germany,2020-07-15,estimate,1.23,1.07,1.37,1.18,1.3
Germany,2020-07-16,estimate,1.23,1.08,1.37,1.18,1.3
Germany,2020-07-17,estimate,1.23,1.08,1.36,1.17,1.29
Germany,2020-07-18,estimate,1.22,1.09,1.36,1.15,1.27
Germany,2020-07-19,estimate,1.21,1.08,1.35,1.16,1.28
Germany,2020-07-20,estimate,1.19,1.08,1.33,1.15,1.25
Germany,2020-07-21,estimate,1.18,1.06,1.31,1.11,1.21
Germany,2020-07-22,estimate,1.16,1.04,1.29,1.12,1.22
Germany,2020-07-23,estimate,1.15,1.03,1.27,1.09,1.19
Germany,2020-07-24,estimate,1.13,1.02,1.27,1.08,1.17
Germany,2020-07-25,estimate,1.12,0.99,1.24,1.08,1.18
Germany,2020-07-26,estimate,1.11,0.99,1.24,1.07,1.16
Germany,2020-07-27,estimate,1.1,0.98,1.23,1.05,1.15
Germany,2020-07-28,estimate,1.1,0.96,1.21,1.06,1.16
Germany,2020-07-29,estimate based on partial data,1.09,0.96,1.22,1.05,1.16
Germany,2020-07-30,estimate based on partial data,1.09,0.95,1.22,1.04,1.15
Germany,2020-07-31,estimate based on partial data,1.09,0.94,1.24,1.02,1.14
Germany,2020-08-01,estimate based on partial data,1.09,0.92,1.25,1.03,1.15
Germany,2020-08-02,estimate based on partial data,1.09,0.88,1.25,1.02,1.17
Germany,2020-08-03,estimate based on partial data,1.08,0.85,1.28,1.02,1.18
Germany,2020-08-04,estimate based on partial data,1.08,0.79,1.29,1.0,1.19
Germany,2020-08-05,estimate based on partial data,1.08,0.77,1.33,0.99,1.2
Germany,2020-08-06,estimate based on partial data,1.08,0.72,1.38,0.97,1.22
Germany,2020-08-07,estimate based on partial data,1.07,0.69,1.45,0.93,1.2
Germany,2020-08-08,estimate based on partial data,1.06,0.64,1.49,0.88,1.19
Germany,2020-08-09,estimate based on partial data,1.05,0.59,1.54,0.87,1.21
Germany,2020-08-10,estimate based on partial data,1.05,0.56,1.61,0.87,1.24
Germany,2020-08-11,forecast,1.03,0.51,1.65,0.82,1.23
Germany,2020-08-12,forecast,1.03,0.41,1.65,0.81,1.24
Germany,2020-08-13,forecast,1.02,0.38,1.71,0.78,1.25
Germany,2020-08-14,forecast,1.01,0.34,1.75,0.73,1.22
Germany,2020-08-15,forecast,1.01,0.22,1.72,0.71,1.23
Germany,2020-08-16,forecast,1.0,0.18,1.75,0.69,1.23
Germany,2020-08-17,forecast,0.99,0.14,1.77,0.66,1.22
Germany,2020-08-18,forecast,0.99,0.14,1.82,0.61,1.18
Germany,2020-08-19,forecast,0.99,0.14,1.88,0.6,1.2
Germany,2020-08-20,forecast,0.99,0.12,1.93,0.57,1.19
Germany,2020-08-21,forecast,0.99,0.11,1.97,0.59,1.22
Germany,2020-08-22,forecast,0.98,0.08,1.97,0.59,1.24
Germany,2020-08-23,forecast,0.98,0.07,2.03,0.6,1.27
Germany,2020-08-24,forecast,0.99,0.08,2.1,0.54,1.23
Switzerland,2020-06-01,estimate,1.12,1.01,1.18,1.1,1.16
Switzerland,2020-06-02,estimate,1.12,1.01,1.19,1.11,1.16
Switzerland,2020-06-03,estimate,1.12,1.01,1.19,1.11,1.16
Switzerland,2020-06-04,estimate,1.13,1.01,1.19,1.11,1.17
Switzerland,2020-06-05,estimate,1.13,1.02,1.2,1.12,1.17
Switzerland,2020-06-06,estimate,1.14,1.03,1.2,1.12,1.17
Switzerland,2020-06-07,estimate,1.14,1.04,1.22,1.12,1.17
Switzerland,2020-06-08,estimate,1.15,1.05,1.22,1.12,1.17
Switzerland,2020-06-09,estimate,1.15,1.07,1.23,1.13,1.18
Switzerland,2020-06-10,estimate,1.16,1.08,1.24,1.13,1.18
Switzerland,2020-06-11,estimate,1.16,1.1,1.26,1.13,1.19
Switzerland,2020-06-12,estimate,1.17,1.11,1.27,1.13,1.19
Switzerland,2020-06-13,estimate,1.18,1.1,1.27,1.14,1.19
Switzerland,2020-06-14,estimate,1.19,1.12,1.29,1.14,1.2
Switzerland,2020-06-15,estimate,1.19,1.12,1.3,1.14,1.21
Switzerland,2020-06-16,estimate,1.2,1.13,1.32,1.14,1.21
Switzerland,2020-06-17,estimate,1.21,1.12,1.32,1.14,1.22
Switzerland,2020-06-18,estimate,1.21,1.13,1.34,1.14,1.22
Switzerland,2020-06-19,estimate,1.21,1.12,1.35,1.13,1.22
Switzerland,2020-06-20,estimate,1.22,1.13,1.36,1.14,1.23
Switzerland,2020-06-21,estimate,1.22,1.12,1.35,1.14,1.23
Switzerland,2020-06-22,estimate,1.22,1.12,1.35,1.13,1.23
Switzerland,2020-06-23,estimate,1.21,1.12,1.35,1.13,1.22
