country,date,type,median,lower_90,upper_90,lower_50,upper_50
Austria,2020-06-12,estimate,1.14,1.05,1.21,1.12,1.17
Austria,2020-06-13,estimate,1.14,1.05,1.22,1.11,1.17
Austria,2020-06-14,estimate,1.14,1.06,1.23,1.12,1.17
Austria,2020-06-15,estimate,1.15,1.08,1.24,1.12,1.17
Austria,2020-06-16,estimate,1.15,1.08,1.24,1.11,1.17
Austria,2020-06-17,estimate,1.16,1.08,1.24,1.12,1.18
Austria,2020-06-18,estimate,1.16,1.09,1.26,1.11,1.17
Austria,2020-06-19,estimate,1.17,1.09,1.26,1.11,1.18
Austria,2020-06-20,estimate,1.17,1.09,1.27,1.12,1.18
Austria,2020-06-21,estimate,1.17,1.1,1.28,1.12,1.19
Austria,2020-06-22,estimate,1.17,1.09,1.29,1.12,1.19
Austria,2020-06-23,estimate,1.17,1.1,1.29,1.12,1.19
Austria,2020-06-24,estimate,1.17,1.09,1.29,1.11,1.18
Austria,2020-06-25,estimate,1.17,1.09,1.29,1.11,1.18
Austria,2020-06-26,estimate,1.16,1.08,1.27,1.11,1.18
Austria,2020-06-27,estimate,1.16,1.09,1.28,1.11,1.18
Austria,2020-06-28,estimate,1.15,1.08,1.27,1.1,1.17
Austria,2020-06-29,estimate,1.15,1.07,1.25,1.11,1.17
Austria,2020-06-30,estimate,1.14,1.06,1.24,1.1,1.16
Austria,2020-07-01,estimate,1.13,1.05,1.22,1.1,1.16
Austria,2020-07-02,estimate,1.12,1.05,1.22,1.1,1.15
Austria,2020-07-03,estimate,1.12,1.05,1.21,1.09,1.15
Austria,2020-07-04,estimate,1.11,1.03,1.19,1.09,1.14
Austria,2020-07-05,estimate,1.11,1.02,1.18,1.08,1.13
Austria,2020-07-06,estimate,1.1,1.02,1.18,1.08,1.13
Austria,2020-07-07,estimate,1.09,1.0,1.16,1.07,1.13
Austria,2020-07-08,estimate,1.08,0.99,1.15,1.06,1.12
Austria,2020-07-09,estimate,1.08,0.98,1.14,1.06,1.12
Austria,2020-07-10,estimate,1.07,0.98,1.13,1.05,1.12
Austria,2020-07-11,estimate,1.07,0.97,1.13,1.05,1.11
Austria,2020-07-12,estimate,1.06,0.97,1.14,1.04,1.11
Austria,2020-07-13,estimate,1.06,0.96,1.13,1.03,1.1
Austria,2020-07-14,estimate,1.05,0.96,1.13,1.03,1.1
Austria,2020-07-15,estimate,1.05,0.96,1.13,1.03,1.1
Austria,2020-07-16,estimate,1.04,0.95,1.13,1.01,1.09
Austria,2020-07-17,estimate,1.04,0.95,1.13,1.01,1.09
Austria,2020-07-18,estimate,1.04,0.94,1.12,1.01,1.09
Austria,2020-07-19,estimate,1.04,0.94,1.13,1.0,1.08
Austria,2020-07-20,estimate,1.04,0.94,1.13,0.99,1.08
Austria,2020-07-21,estimate,1.04,0.94,1.13,0.99,1.08
Austria,2020-07-22,estimate,1.04,0.94,1.13,0.99,1.08
Austria,2020-07-23,estimate,1.04,0.94,1.13,1.0,1.09
Austria,2020-07-24,estimate,1.04,0.95,1.13,1.02,1.1
Austria,2020-07-25,estimate,1.05,0.94,1.13,1.02,1.1
Austria,2020-07-26,estimate,1.05,0.95,1.14,1.02,1.1
Austria,2020-07-27,estimate,1.06,0.95,1.14,1.04,1.11
Austria,2020-07-28,estimate,1.06,0.96,1.14,1.05,1.12
Austria,2020-07-29,estimate,1.07,0.97,1.14,1.06,1.12
Austria,2020-07-30,estimate,1.08,0.98,1.15,1.06,1.12
Austria,2020-07-31,estimate,1.09,1.0,1.16,1.07,1.12
Austria,2020-08-01,estimate,1.1,1.01,1.18,1.08,1.13
Austria,2020-08-02,estimate,1.11,1.02,1.19,1.08,1.14
Austria,2020-08-03,estimate,1.12,1.04,1.21,1.09,1.15
Austria,2020-08-04,estimate,1.13,1.05,1.22,1.1,1.16
Austria,2020-08-05,estimate,1.15,1.06,1.24,1.1,1.17
Austria,2020-08-06,estimate,1.16,1.07,1.27,1.11,1.19
Austria,2020-08-07,estimate,1.18,1.07,1.3,1.11,1.21
Austria,2020-08-08,estimate,1.19,1.06,1.33,1.11,1.22
Austria,2020-08-09,estimate based on partial data,1.21,1.07,1.36,1.1,1.24
Austria,2020-08-10,estimate based on partial data,1.22,1.06,1.4,1.09,1.24
Austria,2020-08-11,estimate based on partial data,1.23,1.06,1.43,1.1,1.26
Austria,2020-08-12,estimate based on partial data,1.24,1.07,1.48,1.09,1.26
Austria,2020-08-13,estimate based on partial data,1.25,1.06,1.5,1.09,1.27
Austria,2020-08-14,estimate based on partial data,1.25,1.06,1.52,1.09,1.28
Austria,2020-08-15,estimate based on partial data,1.25,1.06,1.55,1.09,1.29
Austria,2020-08-16,estimate based on partial data,1.26,1.04,1.57,1.09,1.29
Austria,2020-08-17,estimate based on partial data,1.26,1.04,1.6,1.09,1.29
Austria,2020-08-18,estimate based on partial data,1.25,1.01,1.6,1.09,1.29
Austria,2020-08-19,estimate based on partial data,1.25,1.01,1.62,1.09,1.29
Austria,2020-08-20,estimate based on partial data,1.25,1.01,1.65,1.08,1.29
Austria,2020-08-21,estimate based on partial data,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-22,forecast,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-23,forecast,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-24,forecast,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-25,forecast,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-26,forecast,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-27,forecast,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-28,forecast,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-29,forecast,1.24,0.99,1.66,1.08,1.3
Austria,2020-08-30,forecast,1.24,0.99,1.66,1.08,1.3
