country,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Austria,2020-07-31,estimate,1.09,1.08,0.06,1.08,1.1,1.05,1.11,0.99,1.18
Austria,2020-08-01,estimate,1.1,1.1,0.06,1.09,1.11,1.06,1.13,1.0,1.19
Austria,2020-08-02,estimate,1.11,1.12,0.06,1.09,1.12,1.08,1.14,1.03,1.22
Austria,2020-08-03,estimate,1.13,1.14,0.06,1.1,1.12,1.09,1.17,1.04,1.23
Austria,2020-08-04,estimate,1.15,1.15,0.06,1.11,1.14,1.11,1.19,1.06,1.25
Austria,2020-08-05,estimate,1.16,1.17,0.07,1.14,1.17,1.11,1.19,1.07,1.28
Austria,2020-08-06,estimate,1.18,1.18,0.07,1.15,1.18,1.12,1.22,1.07,1.3
Austria,2020-08-07,estimate,1.19,1.2,0.08,1.17,1.21,1.12,1.22,1.07,1.31
Austria,2020-08-08,estimate,1.2,1.2,0.08,1.19,1.23,1.12,1.23,1.07,1.33
Austria,2020-08-09,estimate,1.2,1.21,0.09,1.19,1.23,1.13,1.24,1.08,1.35
Austria,2020-08-10,estimate,1.2,1.21,0.09,1.18,1.22,1.13,1.24,1.08,1.36
Austria,2020-08-11,estimate,1.2,1.21,0.09,1.17,1.21,1.11,1.22,1.08,1.35
Austria,2020-08-12,estimate,1.19,1.21,0.09,1.16,1.2,1.11,1.22,1.07,1.34
Austria,2020-08-13,estimate,1.18,1.2,0.08,1.15,1.18,1.1,1.2,1.07,1.32
Austria,2020-08-14,estimate,1.17,1.19,0.07,1.15,1.18,1.11,1.2,1.07,1.3
Austria,2020-08-15,estimate,1.16,1.17,0.07,1.11,1.14,1.11,1.19,1.07,1.29
Austria,2020-08-16,estimate,1.15,1.16,0.06,1.12,1.14,1.12,1.19,1.05,1.25
Austria,2020-08-17,estimate,1.14,1.14,0.06,1.11,1.13,1.1,1.17,1.05,1.24
Austria,2020-08-18,estimate,1.12,1.12,0.06,1.1,1.13,1.09,1.16,1.03,1.22
Austria,2020-08-19,estimate,1.11,1.11,0.06,1.11,1.13,1.08,1.15,1.01,1.21
Austria,2020-08-20,estimate,1.1,1.1,0.06,1.1,1.12,1.07,1.14,1.0,1.2
Austria,2020-08-21,estimate,1.09,1.08,0.07,1.09,1.12,1.06,1.14,0.97,1.19
Austria,2020-08-22,estimate,1.08,1.08,0.07,1.09,1.12,1.06,1.14,0.95,1.18
Austria,2020-08-23,estimate,1.08,1.07,0.08,1.09,1.12,1.05,1.14,0.95,1.2
Austria,2020-08-24,estimate,1.08,1.07,0.08,1.08,1.12,1.05,1.14,0.94,1.19
Austria,2020-08-25,estimate,1.08,1.07,0.08,1.08,1.11,1.05,1.15,0.93,1.18
Austria,2020-08-26,estimate,1.08,1.07,0.08,1.1,1.13,1.05,1.14,0.95,1.21
Austria,2020-08-27,estimate,1.09,1.08,0.08,1.11,1.15,1.06,1.15,0.94,1.19
Austria,2020-08-28,estimate,1.1,1.09,0.07,1.08,1.11,1.07,1.16,0.97,1.2
Austria,2020-08-29,estimate,1.11,1.1,0.07,1.09,1.12,1.07,1.16,0.98,1.21
Austria,2020-08-30,estimate,1.12,1.12,0.07,1.11,1.14,1.08,1.16,1.01,1.22
Austria,2020-08-31,estimate,1.13,1.14,0.07,1.11,1.14,1.09,1.17,1.03,1.24
Austria,2020-09-01,estimate,1.15,1.16,0.07,1.12,1.15,1.11,1.19,1.05,1.26
Austria,2020-09-02,estimate based on partial data,1.17,1.18,0.08,1.15,1.18,1.11,1.2,1.07,1.31
Austria,2020-09-03,estimate based on partial data,1.19,1.2,0.09,1.16,1.19,1.12,1.23,1.07,1.35
Austria,2020-09-04,estimate based on partial data,1.21,1.22,0.1,1.17,1.22,1.13,1.26,1.06,1.38
Austria,2020-09-05,estimate based on partial data,1.23,1.24,0.12,1.18,1.23,1.14,1.29,1.07,1.44
Austria,2020-09-06,estimate based on partial data,1.24,1.26,0.14,1.18,1.24,1.15,1.31,1.07,1.49
Austria,2020-09-07,estimate based on partial data,1.25,1.28,0.15,1.16,1.23,1.12,1.3,1.06,1.54
Austria,2020-09-08,estimate based on partial data,1.26,1.29,0.17,1.15,1.22,1.12,1.31,1.04,1.57
Austria,2020-09-09,estimate based on partial data,1.27,1.3,0.19,1.14,1.22,1.11,1.32,1.01,1.6
Austria,2020-09-10,estimate based on partial data,1.27,1.31,0.21,1.15,1.23,1.1,1.33,1.0,1.64
Austria,2020-09-11,estimate based on partial data,1.27,1.31,0.23,1.14,1.22,1.09,1.33,0.99,1.68
Austria,2020-09-12,estimate based on partial data,1.26,1.31,0.25,1.15,1.24,1.09,1.34,0.97,1.72
Austria,2020-09-13,estimate based on partial data,1.25,1.31,0.27,1.15,1.24,1.08,1.35,0.93,1.74
Austria,2020-09-14,estimate based on partial data,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-15,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-16,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-17,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-18,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-19,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-20,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-21,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-22,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-23,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-24,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-25,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-26,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-27,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Austria,2020-09-28,forecast,1.25,1.3,0.29,1.1,1.19,1.09,1.38,0.89,1.77
Germany,2020-07-06,estimate,1.04,1.02,0.06,1.05,1.07,1.03,1.08,0.94,1.1
Germany,2020-07-07,estimate,1.04,1.03,0.05,1.05,1.07,1.03,1.08,0.94,1.1
Germany,2020-07-08,estimate,1.04,1.03,0.05,1.06,1.08,1.03,1.09,0.95,1.11
Germany,2020-07-09,estimate,1.05,1.04,0.05,1.07,1.09,1.04,1.09,0.96,1.11
Germany,2020-07-10,estimate,1.06,1.05,0.04,1.06,1.08,1.05,1.09,0.97,1.11
Germany,2020-07-11,estimate,1.06,1.06,0.04,1.07,1.08,1.05,1.09,0.99,1.13
Germany,2020-07-12,estimate,1.07,1.07,0.04,1.07,1.09,1.05,1.09,1.0,1.13
Germany,2020-07-13,estimate,1.08,1.08,0.04,1.08,1.09,1.07,1.11,1.02,1.14
Germany,2020-07-14,estimate,1.09,1.09,0.04,1.08,1.09,1.07,1.11,1.03,1.15
Germany,2020-07-15,estimate,1.1,1.1,0.04,1.08,1.1,1.07,1.12,1.04,1.17
Germany,2020-07-16,estimate,1.11,1.11,0.04,1.08,1.1,1.08,1.12,1.04,1.18
Germany,2020-07-17,estimate,1.11,1.12,0.05,1.09,1.1,1.08,1.12,1.05,1.19
Germany,2020-07-18,estimate,1.12,1.13,0.05,1.09,1.11,1.08,1.13,1.06,1.21
Germany,2020-07-19,estimate,1.13,1.14,0.05,1.1,1.12,1.09,1.15,1.07,1.22
Germany,2020-07-20,estimate,1.14,1.14,0.05,1.11,1.13,1.1,1.16,1.07,1.23
Germany,2020-07-21,estimate,1.14,1.15,0.05,1.11,1.14,1.09,1.16,1.07,1.23
Germany,2020-07-22,estimate,1.15,1.15,0.05,1.12,1.14,1.1,1.17,1.07,1.23
Germany,2020-07-23,estimate,1.15,1.16,0.05,1.12,1.14,1.11,1.17,1.07,1.24
Germany,2020-07-24,estimate,1.15,1.16,0.05,1.12,1.14,1.1,1.17,1.08,1.24
Germany,2020-07-25,estimate,1.15,1.16,0.05,1.13,1.15,1.1,1.17,1.07,1.23
Germany,2020-07-26,estimate,1.15,1.16,0.05,1.13,1.15,1.1,1.17,1.07,1.23
Germany,2020-07-27,estimate,1.15,1.15,0.05,1.13,1.15,1.11,1.17,1.07,1.22
Germany,2020-07-28,estimate,1.15,1.15,0.05,1.12,1.14,1.11,1.17,1.08,1.22
Germany,2020-07-29,estimate,1.14,1.15,0.05,1.12,1.15,1.12,1.17,1.07,1.21
Germany,2020-07-30,estimate,1.14,1.14,0.04,1.12,1.14,1.11,1.17,1.07,1.21
Germany,2020-07-31,estimate,1.13,1.14,0.04,1.12,1.14,1.1,1.16,1.07,1.2
Germany,2020-08-01,estimate,1.13,1.13,0.04,1.12,1.14,1.1,1.15,1.07,1.2
Germany,2020-08-02,estimate,1.12,1.12,0.04,1.11,1.13,1.09,1.14,1.07,1.19
Germany,2020-08-03,estimate,1.12,1.12,0.04,1.11,1.13,1.09,1.14,1.06,1.19
Germany,2020-08-04,estimate,1.11,1.11,0.04,1.11,1.12,1.08,1.13,1.06,1.18
Germany,2020-08-05,estimate,1.11,1.11,0.04,1.08,1.1,1.08,1.13,1.04,1.17
Germany,2020-08-06,estimate,1.1,1.1,0.04,1.09,1.11,1.08,1.12,1.03,1.16
Germany,2020-08-07,estimate,1.09,1.09,0.04,1.08,1.09,1.07,1.12,1.03,1.16
Germany,2020-08-08,estimate,1.09,1.09,0.04,1.07,1.09,1.07,1.11,1.02,1.14
Germany,2020-08-09,estimate,1.08,1.08,0.04,1.07,1.08,1.06,1.1,1.02,1.14
Germany,2020-08-10,estimate,1.08,1.08,0.04,1.07,1.09,1.06,1.1,1.01,1.13
Germany,2020-08-11,estimate,1.07,1.07,0.04,1.07,1.08,1.06,1.1,1.01,1.13
Germany,2020-08-12,estimate,1.07,1.06,0.04,1.07,1.08,1.05,1.09,1.0,1.12
Germany,2020-08-13,estimate,1.06,1.06,0.04,1.06,1.08,1.04,1.09,0.99,1.11
Germany,2020-08-14,estimate,1.06,1.05,0.04,1.06,1.08,1.04,1.08,0.99,1.11
Germany,2020-08-15,estimate,1.05,1.05,0.04,1.06,1.07,1.03,1.08,0.98,1.1
Germany,2020-08-16,estimate,1.05,1.04,0.04,1.05,1.07,1.03,1.08,0.98,1.1
Germany,2020-08-17,estimate,1.04,1.04,0.04,1.04,1.06,1.02,1.07,0.98,1.1
Germany,2020-08-18,estimate,1.04,1.04,0.04,1.03,1.04,1.02,1.07,0.97,1.1
Germany,2020-08-19,estimate,1.03,1.03,0.04,1.04,1.05,1.02,1.07,0.97,1.1
Germany,2020-08-20,estimate,1.03,1.03,0.04,1.03,1.05,1.01,1.06,0.96,1.09
Germany,2020-08-21,estimate,1.03,1.02,0.04,1.03,1.05,1.01,1.06,0.96,1.09
Germany,2020-08-22,estimate,1.03,1.02,0.04,1.01,1.03,1.0,1.06,0.95,1.09
Germany,2020-08-23,estimate,1.02,1.02,0.04,1.01,1.03,1.0,1.06,0.95,1.09
Germany,2020-08-24,estimate,1.02,1.02,0.04,1.01,1.03,0.99,1.05,0.94,1.09
Germany,2020-08-25,estimate,1.02,1.02,0.04,1.01,1.03,0.99,1.05,0.94,1.08
Germany,2020-08-26,estimate,1.02,1.02,0.04,1.0,1.02,0.99,1.05,0.94,1.08
Germany,2020-08-27,estimate,1.02,1.02,0.04,1.0,1.03,0.99,1.04,0.95,1.08
Germany,2020-08-28,estimate,1.02,1.02,0.04,1.0,1.02,0.99,1.05,0.95,1.08
Germany,2020-08-29,estimate,1.02,1.02,0.04,1.0,1.02,0.99,1.04,0.95,1.08
Germany,2020-08-30,estimate,1.02,1.02,0.04,1.0,1.02,1.0,1.05,0.95,1.09
Germany,2020-08-31,estimate,1.02,1.02,0.04,1.02,1.04,1.0,1.05,0.95,1.09
Germany,2020-09-01,estimate,1.03,1.02,0.05,1.01,1.03,1.0,1.06,0.95,1.09
Germany,2020-09-02,estimate based on partial data,1.03,1.03,0.05,1.02,1.05,1.0,1.06,0.94,1.1
Germany,2020-09-03,estimate based on partial data,1.03,1.03,0.05,1.02,1.05,0.99,1.06,0.94,1.11
Germany,2020-09-04,estimate based on partial data,1.03,1.03,0.06,1.03,1.05,1.0,1.07,0.93,1.12
Germany,2020-09-05,estimate based on partial data,1.04,1.04,0.07,1.02,1.05,1.0,1.08,0.93,1.14
Germany,2020-09-06,estimate based on partial data,1.04,1.04,0.07,1.02,1.05,1.0,1.08,0.91,1.14
Germany,2020-09-07,estimate based on partial data,1.04,1.04,0.08,1.02,1.05,1.0,1.09,0.91,1.16
Germany,2020-09-08,estimate based on partial data,1.04,1.05,0.09,1.01,1.05,1.0,1.09,0.9,1.18
Germany,2020-09-09,estimate based on partial data,1.04,1.05,0.1,1.02,1.06,1.0,1.1,0.89,1.19
Germany,2020-09-10,estimate based on partial data,1.04,1.05,0.11,1.02,1.05,0.98,1.09,0.87,1.19
Germany,2020-09-11,estimate based on partial data,1.04,1.05,0.12,1.02,1.05,1.0,1.1,0.86,1.21
Germany,2020-09-12,estimate based on partial data,1.04,1.05,0.13,1.0,1.04,0.99,1.1,0.86,1.23
Germany,2020-09-13,estimate based on partial data,1.04,1.06,0.14,1.0,1.04,0.98,1.1,0.84,1.25
Germany,2020-09-14,estimate based on partial data,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-15,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-16,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-17,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-18,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-19,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-20,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-21,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-22,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-23,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-24,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-25,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-26,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-27,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Germany,2020-09-28,forecast,1.04,1.06,0.15,1.0,1.05,0.97,1.09,0.8,1.23
Switzerland,2020-07-07,estimate,1.1,1.1,0.03,1.1,1.11,1.09,1.12,1.04,1.15
Switzerland,2020-07-08,estimate,1.1,1.09,0.04,1.1,1.11,1.09,1.12,1.03,1.14
Switzerland,2020-07-09,estimate,1.1,1.09,0.04,1.1,1.11,1.09,1.12,1.02,1.14
Switzerland,2020-07-10,estimate,1.1,1.08,0.04,1.1,1.11,1.09,1.12,1.02,1.14
Switzerland,2020-07-11,estimate,1.09,1.08,0.04,1.1,1.11,1.09,1.12,1.02,1.14
Switzerland,2020-07-12,estimate,1.09,1.08,0.04,1.1,1.11,1.08,1.12,1.02,1.13
Switzerland,2020-07-13,estimate,1.09,1.08,0.04,1.1,1.11,1.08,1.11,1.02,1.13
Switzerland,2020-07-14,estimate,1.09,1.08,0.03,1.1,1.11,1.08,1.11,1.02,1.13
Switzerland,2020-07-15,estimate,1.09,1.08,0.03,1.1,1.11,1.08,1.12,1.02,1.13
Switzerland,2020-07-16,estimate,1.09,1.08,0.03,1.09,1.11,1.08,1.12,1.02,1.13
Switzerland,2020-07-17,estimate,1.09,1.08,0.03,1.1,1.11,1.08,1.11,1.02,1.12
Switzerland,2020-07-18,estimate,1.09,1.08,0.03,1.1,1.11,1.08,1.11,1.03,1.13
Switzerland,2020-07-19,estimate,1.09,1.09,0.03,1.1,1.1,1.08,1.11,1.03,1.13
Switzerland,2020-07-20,estimate,1.09,1.09,0.03,1.1,1.11,1.08,1.11,1.03,1.13
Switzerland,2020-07-21,estimate,1.09,1.09,0.03,1.1,1.11,1.08,1.11,1.04,1.13
Switzerland,2020-07-22,estimate,1.09,1.09,0.03,1.1,1.1,1.08,1.11,1.04,1.14
Switzerland,2020-07-23,estimate,1.09,1.09,0.03,1.1,1.11,1.08,1.11,1.04,1.13
Switzerland,2020-07-24,estimate,1.09,1.09,0.03,1.1,1.11,1.09,1.11,1.04,1.14
Switzerland,2020-07-25,estimate,1.1,1.09,0.03,1.09,1.1,1.08,1.11,1.04,1.14
Switzerland,2020-07-26,estimate,1.1,1.09,0.03,1.09,1.1,1.08,1.11,1.04,1.13
Switzerland,2020-07-27,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.04,1.14
Switzerland,2020-07-28,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-07-29,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-07-30,estimate,1.1,1.1,0.03,1.1,1.1,1.08,1.11,1.05,1.15
Switzerland,2020-07-31,estimate,1.1,1.1,0.03,1.1,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-08-01,estimate,1.1,1.1,0.03,1.1,1.11,1.08,1.11,1.05,1.14
Switzerland,2020-08-02,estimate,1.1,1.1,0.03,1.1,1.11,1.08,1.11,1.05,1.14
Switzerland,2020-08-03,estimate,1.1,1.1,0.03,1.1,1.11,1.08,1.11,1.06,1.15
Switzerland,2020-08-04,estimate,1.1,1.1,0.03,1.1,1.1,1.08,1.11,1.06,1.15
Switzerland,2020-08-05,estimate,1.1,1.1,0.03,1.1,1.11,1.09,1.11,1.06,1.15
Switzerland,2020-08-06,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.06,1.15
Switzerland,2020-08-07,estimate,1.1,1.1,0.03,1.1,1.11,1.08,1.11,1.06,1.15
Switzerland,2020-08-08,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.06,1.15
Switzerland,2020-08-09,estimate,1.1,1.1,0.03,1.09,1.1,1.09,1.11,1.06,1.15
Switzerland,2020-08-10,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-08-11,estimate,1.1,1.1,0.03,1.1,1.1,1.08,1.11,1.06,1.15
Switzerland,2020-08-12,estimate,1.1,1.1,0.03,1.1,1.1,1.08,1.11,1.06,1.15
Switzerland,2020-08-13,estimate,1.1,1.1,0.03,1.1,1.1,1.08,1.11,1.06,1.15
Switzerland,2020-08-14,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.05,1.15
Switzerland,2020-08-15,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.05,1.15
Switzerland,2020-08-16,estimate,1.1,1.1,0.03,1.1,1.11,1.08,1.11,1.05,1.14
Switzerland,2020-08-17,estimate,1.1,1.1,0.03,1.09,1.1,1.09,1.11,1.05,1.14
Switzerland,2020-08-18,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-08-19,estimate,1.1,1.1,0.03,1.09,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-08-20,estimate,1.1,1.09,0.03,1.09,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-08-21,estimate,1.09,1.09,0.03,1.09,1.1,1.08,1.11,1.04,1.14
Switzerland,2020-08-22,estimate,1.09,1.09,0.03,1.09,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-08-23,estimate,1.09,1.09,0.03,1.09,1.1,1.08,1.11,1.05,1.14
Switzerland,2020-08-24,estimate,1.09,1.09,0.03,1.1,1.11,1.08,1.11,1.04,1.14
Switzerland,2020-08-25,estimate,1.09,1.09,0.03,1.09,1.1,1.08,1.11,1.04,1.14
Switzerland,2020-08-26,estimate,1.09,1.09,0.03,1.1,1.11,1.08,1.11,1.04,1.14
Switzerland,2020-08-27,estimate,1.09,1.09,0.03,1.09,1.1,1.08,1.11,1.04,1.14
Switzerland,2020-08-28,estimate,1.09,1.09,0.03,1.09,1.11,1.08,1.11,1.03,1.13
Switzerland,2020-08-29,estimate,1.09,1.09,0.03,1.09,1.11,1.07,1.11,1.03,1.14
Switzerland,2020-08-30,estimate,1.09,1.09,0.03,1.09,1.11,1.07,1.11,1.03,1.14
Switzerland,2020-08-31,estimate,1.09,1.09,0.03,1.09,1.11,1.07,1.11,1.03,1.14
Switzerland,2020-09-01,estimate,1.09,1.09,0.04,1.09,1.11,1.07,1.11,1.03,1.15
Switzerland,2020-09-02,estimate based on partial data,1.09,1.09,0.04,1.09,1.11,1.07,1.11,1.02,1.15
Switzerland,2020-09-03,estimate based on partial data,1.09,1.09,0.04,1.09,1.1,1.07,1.11,1.02,1.16
Switzerland,2020-09-04,estimate based on partial data,1.09,1.09,0.04,1.09,1.11,1.07,1.11,1.03,1.17
Switzerland,2020-09-05,estimate based on partial data,1.09,1.09,0.05,1.09,1.11,1.07,1.11,1.02,1.18
Switzerland,2020-09-06,estimate based on partial data,1.09,1.09,0.05,1.09,1.11,1.07,1.12,1.01,1.17
Switzerland,2020-09-07,estimate based on partial data,1.1,1.1,0.06,1.09,1.11,1.06,1.12,1.0,1.18
Switzerland,2020-09-08,estimate based on partial data,1.1,1.1,0.06,1.09,1.11,1.06,1.12,1.0,1.19
Switzerland,2020-09-09,estimate based on partial data,1.1,1.1,0.07,1.09,1.11,1.06,1.12,0.99,1.2
Switzerland,2020-09-10,estimate based on partial data,1.1,1.1,0.07,1.09,1.11,1.06,1.12,0.98,1.2
Switzerland,2020-09-11,estimate based on partial data,1.1,1.1,0.08,1.09,1.11,1.06,1.12,0.97,1.21
Switzerland,2020-09-12,estimate based on partial data,1.1,1.1,0.09,1.09,1.11,1.06,1.13,0.97,1.23
Switzerland,2020-09-13,estimate based on partial data,1.1,1.1,0.09,1.09,1.11,1.06,1.13,0.96,1.23
Switzerland,2020-09-14,estimate based on partial data,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-15,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-16,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-17,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-18,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-19,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-20,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-21,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-22,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-23,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-24,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-25,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-26,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-27,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
Switzerland,2020-09-28,forecast,1.1,1.1,0.1,1.09,1.11,1.05,1.12,0.95,1.24
