country,date,type,median,lower_90,upper_90,lower_50,upper_50
Austria,2020-05-31,estimate,1.02,0.9,1.1,1.0,1.08
Austria,2020-06-01,estimate,1.02,0.9,1.11,1.0,1.09
Austria,2020-06-02,estimate,1.02,0.89,1.11,1.0,1.09
Austria,2020-06-03,estimate,1.02,0.89,1.11,1.01,1.09
Austria,2020-06-04,estimate,1.03,0.9,1.11,1.01,1.1
Austria,2020-06-05,estimate,1.03,0.9,1.11,1.02,1.1
Austria,2020-06-06,estimate,1.04,0.92,1.12,1.02,1.1
Austria,2020-06-07,estimate,1.05,0.93,1.12,1.03,1.11
Austria,2020-06-08,estimate,1.06,0.95,1.14,1.04,1.11
Austria,2020-06-09,estimate,1.07,0.97,1.15,1.05,1.11
Austria,2020-06-10,estimate,1.08,0.99,1.17,1.06,1.12
Austria,2020-06-11,estimate,1.09,1.0,1.18,1.07,1.13
Austria,2020-06-12,estimate,1.1,1.02,1.2,1.08,1.14
Austria,2020-06-13,estimate,1.12,1.04,1.21,1.08,1.15
Austria,2020-06-14,estimate,1.13,1.05,1.23,1.08,1.15
Austria,2020-06-15,estimate,1.14,1.05,1.25,1.09,1.16
Austria,2020-06-16,estimate,1.16,1.06,1.27,1.1,1.19
Austria,2020-06-17,estimate,1.17,1.07,1.29,1.11,1.2
Austria,2020-06-18,estimate,1.18,1.07,1.3,1.11,1.21
Austria,2020-06-19,estimate,1.18,1.08,1.31,1.12,1.22
Austria,2020-06-20,estimate,1.19,1.08,1.32,1.12,1.22
Austria,2020-06-21,estimate,1.19,1.08,1.32,1.13,1.23
Austria,2020-06-22,estimate,1.2,1.08,1.32,1.13,1.23
Austria,2020-06-23,estimate,1.2,1.08,1.32,1.13,1.23
Austria,2020-06-24,estimate,1.19,1.08,1.31,1.14,1.23
Austria,2020-06-25,estimate,1.19,1.08,1.3,1.14,1.23
Austria,2020-06-26,estimate,1.18,1.08,1.29,1.13,1.22
Austria,2020-06-27,estimate,1.17,1.08,1.28,1.11,1.2
Austria,2020-06-28,estimate,1.17,1.07,1.26,1.13,1.21
Austria,2020-06-29,estimate,1.16,1.07,1.26,1.11,1.19
Austria,2020-06-30,estimate,1.15,1.07,1.25,1.12,1.19
Austria,2020-07-01,estimate,1.14,1.05,1.24,1.1,1.18
Austria,2020-07-02,estimate,1.13,1.04,1.23,1.09,1.16
Austria,2020-07-03,estimate,1.12,1.03,1.22,1.09,1.16
Austria,2020-07-04,estimate,1.12,1.02,1.21,1.07,1.14
Austria,2020-07-05,estimate,1.11,1.02,1.2,1.07,1.14
Austria,2020-07-06,estimate,1.1,1.01,1.19,1.07,1.13
Austria,2020-07-07,estimate,1.09,1.01,1.18,1.06,1.12
Austria,2020-07-08,estimate,1.09,1.01,1.18,1.06,1.12
Austria,2020-07-09,estimate,1.08,1.0,1.17,1.06,1.12
Austria,2020-07-10,estimate,1.08,0.99,1.15,1.05,1.11
Austria,2020-07-11,estimate,1.07,0.99,1.15,1.05,1.11
Austria,2020-07-12,estimate,1.07,0.98,1.15,1.03,1.09
Austria,2020-07-13,estimate,1.06,0.97,1.14,1.03,1.09
Austria,2020-07-14,estimate,1.06,0.97,1.13,1.03,1.09
Austria,2020-07-15,estimate,1.05,0.96,1.13,1.02,1.09
Austria,2020-07-16,estimate,1.05,0.95,1.12,1.02,1.09
Austria,2020-07-17,estimate,1.04,0.95,1.12,1.02,1.09
Austria,2020-07-18,estimate,1.04,0.94,1.11,1.01,1.08
Austria,2020-07-19,estimate,1.03,0.95,1.13,0.99,1.06
Austria,2020-07-20,estimate,1.02,0.92,1.1,0.98,1.06
Austria,2020-07-21,estimate,1.02,0.92,1.1,0.98,1.05
Austria,2020-07-22,estimate,1.01,0.91,1.1,0.97,1.05
Austria,2020-07-23,estimate,1.0,0.91,1.09,0.95,1.03
Austria,2020-07-24,estimate,1.0,0.9,1.1,0.94,1.03
Austria,2020-07-25,estimate,0.99,0.9,1.1,0.95,1.04
Austria,2020-07-26,estimate,0.98,0.89,1.1,0.93,1.02
Austria,2020-07-27,estimate,0.98,0.87,1.1,0.93,1.03
Austria,2020-07-28,estimate based on partial data,0.97,0.85,1.1,0.93,1.03
Austria,2020-07-29,estimate based on partial data,0.97,0.83,1.1,0.92,1.03
Austria,2020-07-30,estimate based on partial data,0.96,0.82,1.1,0.92,1.04
Austria,2020-07-31,estimate based on partial data,0.96,0.8,1.11,0.89,1.02
Austria,2020-08-01,estimate based on partial data,0.96,0.78,1.11,0.91,1.04
Austria,2020-08-02,estimate based on partial data,0.96,0.77,1.12,0.91,1.05
Austria,2020-08-03,estimate based on partial data,0.96,0.76,1.13,0.89,1.04
Austria,2020-08-04,estimate based on partial data,0.95,0.72,1.12,0.89,1.05
Austria,2020-08-05,estimate based on partial data,0.95,0.71,1.13,0.9,1.07
Austria,2020-08-06,estimate based on partial data,0.96,0.71,1.16,0.88,1.05
Austria,2020-08-07,estimate based on partial data,0.96,0.7,1.17,0.88,1.06
Austria,2020-08-08,estimate based on partial data,0.96,0.68,1.18,0.9,1.08
Austria,2020-08-09,estimate based on partial data,0.96,0.65,1.18,0.91,1.1
Austria,2020-08-10,forecast,0.96,0.65,1.21,0.9,1.09
Austria,2020-08-11,forecast,0.97,0.64,1.24,0.89,1.09
Austria,2020-08-12,forecast,0.97,0.63,1.25,0.89,1.1
Austria,2020-08-13,forecast,0.97,0.62,1.27,0.9,1.11
Austria,2020-08-14,forecast,0.97,0.62,1.29,0.89,1.1
Austria,2020-08-15,forecast,0.98,0.61,1.29,0.89,1.11
Austria,2020-08-16,forecast,0.98,0.59,1.3,0.88,1.11
Austria,2020-08-17,forecast,0.98,0.61,1.35,0.88,1.11
Austria,2020-08-18,forecast,0.98,0.57,1.33,0.88,1.11
Austria,2020-08-19,forecast,0.98,0.54,1.32,0.87,1.1
Austria,2020-08-20,forecast,0.98,0.57,1.37,0.87,1.11
Austria,2020-08-21,forecast,0.98,0.57,1.38,0.87,1.11
Austria,2020-08-22,forecast,0.98,0.56,1.39,0.87,1.12
