country,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Austria,2021-02-13,,estimate,1.07126729505769,1.07041648782437,0.0565076706655596,0.975456233294208,1.03422610825109,1.05737454264434,1.08490021165082,1.10683809235055,1.16603303478812
Austria,2021-02-14,,estimate,1.07177317741262,1.07078188966567,0.0508157263737914,0.985254900067315,1.03810651010711,1.05991574555027,1.08478487815139,1.10462042697582,1.14883135510192
Austria,2021-02-15,,estimate,1.07248529759999,1.07131985963401,0.0456012194334507,0.995317899902781,1.04139562312204,1.06158176865327,1.08456385168597,1.10238792195387,1.14231153645988
Austria,2021-02-16,,estimate,1.07349610239225,1.07201740664451,0.0408804902663996,1.00190215374914,1.0452884277244,1.06360697570308,1.08415114806979,1.09922879393803,1.13650808454283
Austria,2021-02-17,,estimate,1.07458247831693,1.07285614762792,0.0366664149216664,1.00980913171954,1.04910055584523,1.06544809984468,1.08285922972138,1.09733575669194,1.13125058380985
Austria,2021-02-18,,estimate,1.07447640233653,1.07381265957232,0.0329680757315256,1.01792416514684,1.05220278155769,1.06718338326815,1.08226851653092,1.09617374245404,1.12642120114249
Austria,2021-02-19,,estimate,1.07553989896644,1.07485896756044,0.0297878030686242,1.02421145049752,1.05524607198954,1.06827181027955,1.08302012383127,1.09494533786512,1.12275442494474
Austria,2021-02-20,,estimate,1.07688191311722,1.07596319584025,0.0271164563368443,1.03043928734378,1.05761176982187,1.06995354067492,1.08357606018845,1.09427351082733,1.11924139285381
Austria,2021-02-21,,estimate,1.07798335921732,1.07709039266229,0.0249298462159606,1.03640891158471,1.06035228070164,1.07160344333423,1.08404948248045,1.09370320858801,1.11684901489775
Austria,2021-02-22,,estimate,1.07888398325481,1.07820348883717,0.023189786672989,1.03958312165553,1.06268244692946,1.07327668977383,1.08489941135205,1.09358494175113,1.114878771054
Austria,2021-02-23,,estimate,1.07986642311838,1.07926429260051,0.0218507195460031,1.0429865319397,1.06443379490704,1.07451924179135,1.08526576172798,1.09400477668111,1.11402950658072
Austria,2021-02-24,,estimate,1.08102755403021,1.08023439680556,0.0208681238248038,1.0460354433146,1.06634538755161,1.07600958505349,1.08560112021297,1.0938913800553,1.11361764234232
Austria,2021-02-25,,estimate,1.08164825098018,1.08107590124761,0.0202022704172405,1.04830561086998,1.06776424595062,1.07687724671215,1.08601689184887,1.09389657335999,1.1138029372782
Austria,2021-02-26,,estimate,1.08188700516161,1.08175192319188,0.0198139566549665,1.04967774368027,1.06881634417111,1.07714807668465,1.08637999999763,1.09403102165287,1.11431290067229
Austria,2021-02-27,,estimate,1.08196974503271,1.08222694405064,0.0196558315051827,1.05049102981751,1.06994375286646,1.07733657978041,1.08645887162178,1.09434334469715,1.11484963874989
Austria,2021-02-28,,estimate,1.08191423652446,1.08246707701224,0.0196673048279666,1.05107868697562,1.06996060786685,1.07783434568861,1.08634289273226,1.09434987353384,1.11547426473709
Austria,2021-03-01,,estimate,1.08209251509192,1.08244032248812,0.0197783630236059,1.05072328819423,1.06996253454498,1.07748302202045,1.08657790813881,1.09405438703223,1.1152149741173
Austria,2021-03-02,,estimate,1.08156872923077,1.08211682535608,0.0199206804636821,1.05077648980198,1.06930687498428,1.07689386446758,1.08626039455562,1.09417236925099,1.11530071795063
Austria,2021-03-03,,estimate,1.08045162130353,1.08146910067188,0.0200398491313166,1.05021677140377,1.06820596549513,1.07612416172943,1.08535019917358,1.09395182582685,1.11495368556157
Austria,2021-03-04,,estimate,1.07937753730691,1.08047218540518,0.020103176392116,1.04990782124947,1.06715894463934,1.07469750934888,1.08416826147546,1.09312664789493,1.11419539486659
Austria,2021-03-05,,estimate,1.07785503381366,1.07910370788349,0.0201009304118405,1.04853695812076,1.06555104951729,1.07316581061617,1.08267846337755,1.09147950126927,1.11264500435132
Austria,2021-03-06,,estimate,1.07593481985744,1.07734392215801,0.0200419495519603,1.04713137783267,1.0639628398486,1.07118121869051,1.08067728721856,1.08985279079257,1.1115871502299
Austria,2021-03-07,,estimate,1.07358927765225,1.07517579916699,0.0199459775247576,1.04525216310421,1.06165227302293,1.06918193878633,1.07837448216117,1.08758457295434,1.10996577851379
Austria,2021-03-08,,estimate,1.07104668843301,1.07258527683398,0.0198352424103287,1.04305905482444,1.05898463363103,1.06680841342798,1.07584547352248,1.08477555798914,1.10735410217392
Austria,2021-03-09,,estimate,1.06807993249515,1.06956174265145,0.0197273289600889,1.04024826656926,1.05592137801493,1.06367657516792,1.07290299978794,1.08135064812463,1.10412290485694
Austria,2021-03-10,,estimate,1.06477828904853,1.06609876737203,0.0196307782301002,1.03705965756774,1.05246055574142,1.05998278035158,1.06949959252432,1.07812495522593,1.09969983490823
Austria,2021-03-11,,estimate,1.06086092679211,1.06219504666623,0.0195441824492738,1.03284826531618,1.04849885426551,1.05599204777293,1.06557709270194,1.07431737984427,1.09532376729122
Austria,2021-03-12,,estimate,1.05659318876305,1.05785545581765,0.0194586508318204,1.02870004086578,1.04410742833611,1.05173051359443,1.06134201441552,1.06996359699016,1.09103818022329
