"data_version","target","location","date","type","quantile","value"
2021-10-08,"R_t","AT",2020-03-10,"point",NA,2.18365627632687
2021-10-08,"R_t","AT",2020-03-10,"quantile",0.025,1.89427127211457
2021-10-08,"R_t","AT",2020-03-10,"quantile",0.975,2.49241786015164
2021-10-08,"R_t","AT",2020-03-11,"point",NA,2.56613310867734
2021-10-08,"R_t","AT",2020-03-11,"quantile",0.025,2.28854254422915
2021-10-08,"R_t","AT",2020-03-11,"quantile",0.975,2.85888795282224
2021-10-08,"R_t","AT",2020-03-12,"point",NA,2.49326032013479
2021-10-08,"R_t","AT",2020-03-12,"quantile",0.025,2.25695029486099
2021-10-08,"R_t","AT",2020-03-12,"quantile",0.975,2.74178601516428
2021-10-08,"R_t","AT",2020-03-13,"point",NA,2.63058129738837
2021-10-08,"R_t","AT",2020-03-13,"quantile",0.025,2.42165122156698
2021-10-08,"R_t","AT",2020-03-13,"quantile",0.975,2.84751474304971
2021-10-08,"R_t","AT",2020-03-14,"point",NA,2.5737152485257
2021-10-08,"R_t","AT",2020-03-14,"quantile",0.025,2.39806234203875
2021-10-08,"R_t","AT",2020-03-14,"quantile",0.975,2.75610783487784
2021-10-08,"R_t","AT",2020-03-15,"point",NA,2.30960404380792
2021-10-08,"R_t","AT",2020-03-15,"quantile",0.025,2.16722830665543
2021-10-08,"R_t","AT",2020-03-15,"quantile",0.975,2.45619208087616
2021-10-08,"R_t","AT",2020-03-16,"point",NA,2.09140690817186
2021-10-08,"R_t","AT",2020-03-16,"quantile",0.025,1.97472620050548
2021-10-08,"R_t","AT",2020-03-16,"quantile",0.975,2.2106149957877
2021-10-08,"R_t","AT",2020-03-17,"point",NA,2.0497051390059
2021-10-08,"R_t","AT",2020-03-17,"quantile",0.025,1.94776748104465
2021-10-08,"R_t","AT",2020-03-17,"quantile",0.975,2.15332771693345
2021-10-08,"R_t","AT",2020-03-18,"point",NA,1.99789385004212
2021-10-08,"R_t","AT",2020-03-18,"quantile",0.025,1.90859309182814
