"data_version","target","location","date","type","quantile","value"
2020-12-18,"R_t","AT",2020-03-10,"point",NA,2.72457095018836
2020-12-18,"R_t","AT",2020-03-10,"quantile",0.025,2.36375052323148
2020-12-18,"R_t","AT",2020-03-10,"quantile",0.975,3.10966931770615
2020-12-18,"R_t","AT",2020-03-11,"point",NA,3.15864378401005
2020-12-18,"R_t","AT",2020-03-11,"quantile",0.025,2.81707827542905
2020-12-18,"R_t","AT",2020-03-11,"quantile",0.975,3.51904562578485
2020-12-18,"R_t","AT",2020-03-12,"point",NA,3.0732524068648
2020-12-18,"R_t","AT",2020-03-12,"quantile",0.025,2.78107994976978
2020-12-18,"R_t","AT",2020-03-12,"quantile",0.975,3.37923817496861
2020-12-18,"R_t","AT",2020-03-13,"point",NA,3.26663876098786
2020-12-18,"R_t","AT",2020-03-13,"quantile",0.025,3.00711594809544
2020-12-18,"R_t","AT",2020-03-13,"quantile",0.975,3.53620761825031
2020-12-18,"R_t","AT",2020-03-14,"point",NA,3.21431561322729
2020-12-18,"R_t","AT",2020-03-14,"quantile",0.025,2.99413980745082
2020-12-18,"R_t","AT",2020-03-14,"quantile",0.975,3.44202595228129
2020-12-18,"R_t","AT",2020-03-15,"point",NA,2.89577228966095
2020-12-18,"R_t","AT",2020-03-15,"quantile",0.025,2.71745500209293
2020-12-18,"R_t","AT",2020-03-15,"quantile",0.975,3.0786940142319
2020-12-18,"R_t","AT",2020-03-16,"point",NA,2.61322729175387
2020-12-18,"R_t","AT",2020-03-16,"quantile",0.025,2.46714106320636
2020-12-18,"R_t","AT",2020-03-16,"quantile",0.975,2.76224361657597
2020-12-18,"R_t","AT",2020-03-17,"point",NA,2.53369610715781
2020-12-18,"R_t","AT",2020-03-17,"quantile",0.025,2.40770196735036
2020-12-18,"R_t","AT",2020-03-17,"quantile",0.975,2.66178317287568
2020-12-18,"R_t","AT",2020-03-18,"point",NA,2.44202595228129
2020-12-18,"R_t","AT",2020-03-18,"quantile",0.025,2.33319380493931
2020-12-18,"R_t","AT",2020-03-18,"quantile",0.975,2.55211385516953
2020-12-18,"R_t","AT",2020-03-19,"point",NA,2.35077438258686
2020-12-18,"R_t","AT",2020-03-19,"quantile",0.025,2.25575554625366
2020-12-18,"R_t","AT",2020-03-19,"quantile",0.975,2.4470489744663
2020-12-18,"R_t","AT",2020-03-20,"point",NA,2.26077856843868
2020-12-18,"R_t","AT",2020-03-20,"quantile",0.025,2.17789870238594
