"data_version","target","location","date","type","quantile","value"
2020-04-17,"R_t","AT",2020-03-10,"point",NA,3.11552951025534
2020-04-17,"R_t","AT",2020-03-10,"quantile",0.025,2.77647551276685
2020-04-17,"R_t","AT",2020-03-10,"quantile",0.975,3.47258267057346
2020-04-17,"R_t","AT",2020-03-11,"point",NA,3.05106739221432
2020-04-17,"R_t","AT",2020-03-11,"quantile",0.025,2.75973210548347
2020-04-17,"R_t","AT",2020-03-11,"quantile",0.975,3.35537881958979
2020-04-17,"R_t","AT",2020-03-12,"point",NA,3.25533696107158
2020-04-17,"R_t","AT",2020-03-12,"quantile",0.025,2.99581414817915
2020-04-17,"R_t","AT",2020-03-12,"quantile",0.975,3.52532440351612
2020-04-17,"R_t","AT",2020-03-13,"point",NA,3.20301381331101
2020-04-17,"R_t","AT",2020-03-13,"quantile",0.025,2.98241942235245
2020-04-17,"R_t","AT",2020-03-13,"quantile",0.975,3.43072415236501
2020-04-17,"R_t","AT",2020-03-14,"point",NA,2.89116785265802
2020-04-17,"R_t","AT",2020-03-14,"quantile",0.025,2.71243197990791
2020-04-17,"R_t","AT",2020-03-14,"quantile",0.975,3.07450816241105
2020-04-17,"R_t","AT",2020-03-15,"point",NA,2.60401841774801
2020-04-17,"R_t","AT",2020-03-15,"quantile",0.025,2.4579321892005
2020-04-17,"R_t","AT",2020-03-15,"quantile",0.975,2.7534533277522
2020-04-17,"R_t","AT",2020-03-16,"point",NA,2.51444118878192
2020-04-17,"R_t","AT",2020-03-16,"quantile",0.025,2.38886563415655
2020-04-17,"R_t","AT",2020-03-16,"quantile",0.975,2.64252825449979
2020-04-17,"R_t","AT",2020-03-17,"point",NA,2.42737547090833
2020-04-17,"R_t","AT",2020-03-17,"quantile",0.025,2.31812473838426
2020-04-17,"R_t","AT",2020-03-17,"quantile",0.975,2.53788195897865
2020-04-17,"R_t","AT",2020-03-18,"point",NA,2.34282126412725
2020-04-17,"R_t","AT",2020-03-18,"quantile",0.025,2.24780242779406
2020-04-17,"R_t","AT",2020-03-18,"quantile",0.975,2.43951444118878
2020-04-17,"R_t","AT",2020-03-19,"point",NA,2.26077856843868
2020-04-17,"R_t","AT",2020-03-19,"quantile",0.025,2.17706153202177
2020-04-17,"R_t","AT",2020-03-19,"quantile",0.975,2.34533277521976
2020-04-17,"R_t","AT",2020-03-20,"point",NA,2.15822519882796
2020-04-17,"R_t","AT",2020-03-20,"quantile",0.025,2.08497279196316
2020-04-17,"R_t","AT",2020-03-20,"quantile",0.975,2.23231477605693
2020-04-17,"R_t","AT",2020-03-21,"point",NA,2.07367099204688
2020-04-17,"R_t","AT",2020-03-21,"quantile",0.025,2.00879028882378
2020-04-17,"R_t","AT",2020-03-21,"quantile",0.975,2.13897028045207
2020-04-17,"R_t","AT",2020-03-22,"point",NA,1.98534951862704
2020-04-17,"R_t","AT",2020-03-22,"quantile",0.025,1.92758476349937
2020-04-17,"R_t","AT",2020-03-22,"quantile",0.975,2.04353285893679
2020-04-17,"R_t","AT",2020-03-23,"point",NA,1.87819171201339
2020-04-17,"R_t","AT",2020-03-23,"quantile",0.025,1.82670573461699
2020-04-17,"R_t","AT",2020-03-23,"quantile",0.975,1.92925910422771
2020-04-17,"R_t","AT",2020-03-24,"point",NA,1.78652155713688
2020-04-17,"R_t","AT",2020-03-24,"quantile",0.025,1.74005860192549
2020-04-17,"R_t","AT",2020-03-24,"quantile",0.975,1.83214734198409
2020-04-17,"R_t","AT",2020-03-25,"point",NA,1.76349937212223
2020-04-17,"R_t","AT",2020-03-25,"quantile",0.025,1.7208036835496
2020-04-17,"R_t","AT",2020-03-25,"quantile",0.975,1.80577647551277
2020-04-17,"R_t","AT",2020-03-26,"point",NA,1.65676015069067
2020-04-17,"R_t","AT",2020-03-26,"quantile",0.025,1.61825031393889
2020-04-17,"R_t","AT",2020-03-26,"quantile",0.975,1.69485140226036
