"data_version","target","location","date","type","quantile","value"
2020-06-05,"R_t","AT",2020-03-10,"point",NA,2.70238593553788
2020-06-05,"R_t","AT",2020-03-10,"quantile",0.025,2.34533277521976
2020-06-05,"R_t","AT",2020-03-10,"quantile",0.975,3.08329845123483
2020-06-05,"R_t","AT",2020-03-11,"point",NA,3.12683131017162
2020-06-05,"R_t","AT",2020-03-11,"quantile",0.025,2.7886144830473
2020-06-05,"R_t","AT",2020-03-11,"quantile",0.975,3.48388447048974
2020-06-05,"R_t","AT",2020-03-12,"point",NA,3.05232314776057
2020-06-05,"R_t","AT",2020-03-12,"quantile",0.025,2.76182503139389
2020-06-05,"R_t","AT",2020-03-12,"quantile",0.975,3.35621598995396
2020-06-05,"R_t","AT",2020-03-13,"point",NA,3.24738384261197
2020-06-05,"R_t","AT",2020-03-13,"quantile",0.025,2.9891167852658
2020-06-05,"R_t","AT",2020-03-13,"quantile",0.975,3.51569694432817
2020-06-05,"R_t","AT",2020-03-14,"point",NA,3.20385098367518
2020-06-05,"R_t","AT",2020-03-14,"quantile",0.025,2.98451234826287
2020-06-05,"R_t","AT",2020-03-14,"quantile",0.975,3.43072415236501
2020-06-05,"R_t","AT",2020-03-15,"point",NA,2.89409794893261
2020-06-05,"R_t","AT",2020-03-15,"quantile",0.025,2.71619924654667
2020-06-05,"R_t","AT",2020-03-15,"quantile",0.975,3.07743825868564
2020-06-05,"R_t","AT",2020-03-16,"point",NA,2.61364587693596
2020-06-05,"R_t","AT",2020-03-16,"quantile",0.025,2.46755964838845
2020-06-05,"R_t","AT",2020-03-16,"quantile",0.975,2.76266220175806
2020-06-05,"R_t","AT",2020-03-17,"point",NA,2.53411469233989
2020-06-05,"R_t","AT",2020-03-17,"quantile",0.025,2.40853913771452
2020-06-05,"R_t","AT",2020-03-17,"quantile",0.975,2.66220175805776
2020-06-05,"R_t","AT",2020-03-18,"point",NA,2.44118878191712
2020-06-05,"R_t","AT",2020-03-18,"quantile",0.025,2.33193804939305
2020-06-05,"R_t","AT",2020-03-18,"quantile",0.975,2.55169526998744
2020-06-05,"R_t","AT",2020-03-19,"point",NA,2.35035579740477
2020-06-05,"R_t","AT",2020-03-19,"quantile",0.025,2.25533696107158
2020-06-05,"R_t","AT",2020-03-19,"quantile",0.975,2.44621180410213
2020-06-05,"R_t","AT",2020-03-20,"point",NA,2.26077856843868
2020-06-05,"R_t","AT",2020-03-20,"quantile",0.025,2.17748011720385
2020-06-05,"R_t","AT",2020-03-20,"quantile",0.975,2.34449560485559
2020-06-05,"R_t","AT",2020-03-21,"point",NA,2.15320217664295
2020-06-05,"R_t","AT",2020-03-21,"quantile",0.025,2.08036835496023
2020-06-05,"R_t","AT",2020-03-21,"quantile",0.975,2.22645458350774
2020-06-05,"R_t","AT",2020-03-22,"point",NA,2.06571787358728
2020-06-05,"R_t","AT",2020-03-22,"quantile",0.025,2.00125575554625
2020-06-05,"R_t","AT",2020-03-22,"quantile",0.975,2.13059857681038
2020-06-05,"R_t","AT",2020-03-23,"point",NA,1.97990791125994
2020-06-05,"R_t","AT",2020-03-23,"quantile",0.025,1.92256174131436
2020-06-05,"R_t","AT",2020-03-23,"quantile",0.975,2.03767266638761
2020-06-05,"R_t","AT",2020-03-24,"point",NA,1.87735454164923
2020-06-05,"R_t","AT",2020-03-24,"quantile",0.025,1.82586856425283
2020-06-05,"R_t","AT",2020-03-24,"quantile",0.975,1.92800334868146
2020-06-05,"R_t","AT",2020-03-25,"point",NA,1.78903306822938
2020-06-05,"R_t","AT",2020-03-25,"quantile",0.025,1.74298869820008
2020-06-05,"R_t","AT",2020-03-25,"quantile",0.975,1.8346588530766
2020-06-05,"R_t","AT",2020-03-26,"point",NA,1.76349937212223
2020-06-05,"R_t","AT",2020-03-26,"quantile",0.025,1.7208036835496
2020-06-05,"R_t","AT",2020-03-26,"quantile",0.975,1.80535789033068
2020-06-05,"R_t","AT",2020-03-27,"point",NA,1.65383005441607
2020-06-05,"R_t","AT",2020-03-27,"quantile",0.025,1.61532021766429
2020-06-05,"R_t","AT",2020-03-27,"quantile",0.975,1.69150272080368
2020-06-05,"R_t","AT",2020-03-28,"point",NA,1.52616157388028
2020-06-05,"R_t","AT",2020-03-28,"quantile",0.025,1.49183758894935
2020-06-05,"R_t","AT",2020-03-28,"quantile",0.975,1.56048555881122
2020-06-05,"R_t","AT",2020-03-29,"point",NA,1.41398074508162
2020-06-05,"R_t","AT",2020-03-29,"quantile",0.025,1.38258685642528
2020-06-05,"R_t","AT",2020-03-29,"quantile",0.975,1.4445374633738
2020-06-05,"R_t","AT",2020-03-30,"point",NA,1.34240267894517
2020-06-05,"R_t","AT",2020-03-30,"quantile",0.025,1.31310171619925
2020-06-05,"R_t","AT",2020-03-30,"quantile",0.975,1.37086647132691
2020-06-05,"R_t","AT",2020-03-31,"point",NA,1.26496442025952
2020-06-05,"R_t","AT",2020-03-31,"quantile",0.025,1.23775638342403
2020-06-05,"R_t","AT",2020-03-31,"quantile",0.975,1.29133528673085
2020-06-05,"R_t","AT",2020-04-01,"point",NA,1.19547928003349
2020-06-05,"R_t","AT",2020-04-01,"quantile",0.025,1.16994558392633
2020-06-05,"R_t","AT",2020-04-01,"quantile",0.975,1.22059439095856
2020-06-05,"R_t","AT",2020-04-02,"point",NA,1.12431979907911
2020-06-05,"R_t","AT",2020-04-02,"quantile",0.025,1.10046044370029
2020-06-05,"R_t","AT",2020-04-02,"quantile",0.975,1.14817915445793
2020-06-05,"R_t","AT",2020-04-03,"point",NA,1.0623691921306
2020-06-05,"R_t","AT",2020-04-03,"quantile",0.025,1.03934700711595
2020-06-05,"R_t","AT",2020-04-03,"quantile",0.975,1.08455420678108
2020-06-05,"R_t","AT",2020-04-04,"point",NA,0.990372540812055
2020-06-05,"R_t","AT",2020-04-04,"quantile",0.025,0.969024696525743
2020-06-05,"R_t","AT",2020-04-04,"quantile",0.975,1.01213897028045
2020-06-05,"R_t","AT",2020-04-05,"point",NA,0.918794474675596
2020-06-05,"R_t","AT",2020-04-05,"quantile",0.025,0.898283800753453
2020-06-05,"R_t","AT",2020-04-05,"quantile",0.975,0.939723733779824
2020-06-05,"R_t","AT",2020-04-06,"point",NA,0.870238593553788
2020-06-05,"R_t","AT",2020-04-06,"quantile",0.025,0.85014650481373
2020-06-05,"R_t","AT",2020-04-06,"quantile",0.975,0.890749267475931
2020-06-05,"R_t","AT",2020-04-07,"point",NA,0.827961490163248
2020-06-05,"R_t","AT",2020-04-07,"quantile",0.025,0.808287986605274
2020-06-05,"R_t","AT",2020-04-07,"quantile",0.975,0.848053578903307
2020-06-05,"R_t","AT",2020-04-08,"point",NA,0.755127668480536
2020-06-05,"R_t","AT",2020-04-08,"quantile",0.025,0.736291335286731
2020-06-05,"R_t","AT",2020-04-08,"quantile",0.975,0.77480117203851
2020-06-05,"R_t","AT",2020-04-09,"point",NA,0.722059439095856
2020-06-05,"R_t","AT",2020-04-09,"quantile",0.025,0.702804520719966
2020-06-05,"R_t","AT",2020-04-09,"quantile",0.975,0.741314357471745
2020-06-05,"R_t","AT",2020-04-10,"point",NA,0.729593972373378
2020-06-05,"R_t","AT",2020-04-10,"quantile",0.025,0.709920468815404
2020-06-05,"R_t","AT",2020-04-10,"quantile",0.975,0.749686061113437
2020-06-05,"R_t","AT",2020-04-11,"point",NA,0.727082461280871
2020-06-05,"R_t","AT",2020-04-11,"quantile",0.025,0.706571787358727
2020-06-05,"R_t","AT",2020-04-11,"quantile",0.975,0.747593135203014
2020-06-05,"R_t","AT",2020-04-12,"point",NA,0.680200920887401
2020-06-05,"R_t","AT",2020-04-12,"quantile",0.025,0.660108832147342
2020-06-05,"R_t","AT",2020-04-12,"quantile",0.975,0.701130179991628
2020-06-05,"R_t","AT",2020-04-13,"point",NA,0.648388447048974
2020-06-05,"R_t","AT",2020-04-13,"quantile",0.025,0.627877773126831
2020-06-05,"R_t","AT",2020-04-13,"quantile",0.975,0.669317706153202
2020-06-05,"R_t","AT",2020-04-14,"point",NA,0.627877773126831
2020-06-05,"R_t","AT",2020-04-14,"quantile",0.025,0.606948514022604
2020-06-05,"R_t","AT",2020-04-14,"quantile",0.975,0.649644202595228
2020-06-05,"R_t","AT",2020-04-15,"point",NA,0.622436165759732
2020-06-05,"R_t","AT",2020-04-15,"quantile",0.025,0.600669736291335
2020-06-05,"R_t","AT",2020-04-15,"quantile",0.975,0.644621180410213
2020-06-05,"R_t","AT",2020-04-16,"point",NA,0.619087484303056
2020-06-05,"R_t","AT",2020-04-16,"quantile",0.025,0.59648388447049
2020-06-05,"R_t","AT",2020-04-16,"quantile",0.975,0.642528254499791
2020-06-05,"R_t","AT",2020-04-17,"point",NA,0.643784010046044
2020-06-05,"R_t","AT",2020-04-17,"quantile",0.025,0.619087484303056
2020-06-05,"R_t","AT",2020-04-17,"quantile",0.975,0.668480535789033
2020-06-05,"R_t","AT",2020-04-18,"point",NA,0.67099204688154
2020-06-05,"R_t","AT",2020-04-18,"quantile",0.025,0.645039765592298
2020-06-05,"R_t","AT",2020-04-18,"quantile",0.975,0.697781498534952
2020-06-05,"R_t","AT",2020-04-19,"point",NA,0.658853076601088
2020-06-05,"R_t","AT",2020-04-19,"quantile",0.025,0.631645039765592
2020-06-05,"R_t","AT",2020-04-19,"quantile",0.975,0.686479698618669
2020-06-05,"R_t","AT",2020-04-20,"point",NA,0.647132691502721
2020-06-05,"R_t","AT",2020-04-20,"quantile",0.025,0.619087484303056
2020-06-05,"R_t","AT",2020-04-20,"quantile",0.975,0.676015069066555
2020-06-05,"R_t","AT",2020-04-21,"point",NA,0.62955211385517
2020-06-05,"R_t","AT",2020-04-21,"quantile",0.025,0.60108832147342
2020-06-05,"R_t","AT",2020-04-21,"quantile",0.975,0.659271661783173
2020-06-05,"R_t","AT",2020-04-22,"point",NA,0.611552951025534
2020-06-05,"R_t","AT",2020-04-22,"quantile",0.025,0.58183340309753
2020-06-05,"R_t","AT",2020-04-22,"quantile",0.975,0.642109669317706
2020-06-05,"R_t","AT",2020-04-23,"point",NA,0.546672247802428
2020-06-05,"R_t","AT",2020-04-23,"quantile",0.025,0.516952699874424
2020-06-05,"R_t","AT",2020-04-23,"quantile",0.975,0.576810380912516
2020-06-05,"R_t","AT",2020-04-24,"point",NA,0.550020929259104
2020-06-05,"R_t","AT",2020-04-24,"quantile",0.025,0.518627040602763
2020-06-05,"R_t","AT",2020-04-24,"quantile",0.975,0.58183340309753
2020-06-05,"R_t","AT",2020-04-25,"point",NA,0.587693595646714
2020-06-05,"R_t","AT",2020-04-25,"quantile",0.025,0.553788195897865
2020-06-05,"R_t","AT",2020-04-25,"quantile",0.975,0.622854750941817
2020-06-05,"R_t","AT",2020-04-26,"point",NA,0.628296358308916
2020-06-05,"R_t","AT",2020-04-26,"quantile",0.025,0.591042277103391
2020-06-05,"R_t","AT",2020-04-26,"quantile",0.975,0.666806195060695
2020-06-05,"R_t","AT",2020-04-27,"point",NA,0.64796986186689
2020-06-05,"R_t","AT",2020-04-27,"quantile",0.025,0.607785684386773
2020-06-05,"R_t","AT",2020-04-27,"quantile",0.975,0.688991209711176
2020-06-05,"R_t","AT",2020-04-28,"point",NA,0.658434491419004
2020-06-05,"R_t","AT",2020-04-28,"quantile",0.025,0.616157388028464
2020-06-05,"R_t","AT",2020-04-28,"quantile",0.975,0.702385935537882
2020-06-05,"R_t","AT",2020-04-29,"point",NA,0.682293846797823
2020-06-05,"R_t","AT",2020-04-29,"quantile",0.025,0.637086647132691
2020-06-05,"R_t","AT",2020-04-29,"quantile",0.975,0.728756802009209
2020-06-05,"R_t","AT",2020-04-30,"point",NA,0.70406027626622
2020-06-05,"R_t","AT",2020-04-30,"quantile",0.025,0.656341565508581
2020-06-05,"R_t","AT",2020-04-30,"quantile",0.975,0.753871912934282
2020-06-05,"R_t","AT",2020-05-01,"point",NA,0.74173294265383
2020-06-05,"R_t","AT",2020-05-01,"quantile",0.025,0.690665550439514
2020-06-05,"R_t","AT",2020-05-01,"quantile",0.975,0.794893260778568
2020-06-05,"R_t","AT",2020-05-02,"point",NA,0.778149853495186
