Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,days_infectious,last_updated
Austria,2020-03-09,2.223747699373794,2.483169267153147,1.9674695482701907,2.3462459175416632,2.10177731599031,5,2021-07-04
Austria,2020-03-10,2.2533589278432165,2.489224161993212,2.019144573856812,2.3651000417859165,2.1422956591114866,5,2021-07-04
Austria,2020-03-11,2.291051725287387,2.514094638096207,2.0704432669007744,2.39587808953872,2.185780844098776,5,2021-07-04
Austria,2020-03-12,2.318997715358924,2.535181593679132,2.1079491548949285,2.421686203430008,2.2184795117524483,5,2021-07-04
Austria,2020-03-13,2.3757582605590644,2.5962391781877407,2.15796994154396,2.479427469362107,2.271403379790228,5,2021-07-04
Austria,2020-03-14,2.313971998012998,2.526033562151594,2.1067537952581845,2.4120782192004766,2.2156979723175256,5,2021-07-04
Austria,2020-03-15,2.238783276244711,2.4387719861117683,2.038881810780205,2.332930065186371,2.143886247922244,5,2021-07-04
Austria,2020-03-16,2.167340842011272,2.363709357769652,1.9745412602281096,2.259253611153052,2.0754857578157235,5,2021-07-04
Austria,2020-03-17,2.119612844570076,2.3173209221214464,1.926743532366417,2.2116849597595367,2.0268269489391257,5,2021-07-04
Austria,2020-03-18,2.052395918101264,2.2481263288057898,1.8599513758279664,2.143886097313334,1.961281583482356,5,2021-07-04
Austria,2020-03-19,1.9745205546047169,2.1670712338738864,1.7875749206705005,2.064479624599448,1.8833789764893951,5,2021-07-04
Austria,2020-03-20,1.9001708257811325,2.090451123947455,1.7124538987561748,1.989905266311534,1.8095142925673653,5,2021-07-04
Austria,2020-03-21,1.8775970155089607,2.0713109334451243,1.6890736947549525,1.9681590093539767,1.7866665005678617,5,2021-07-04
Austria,2020-03-22,1.8512107930065933,2.0493881938773693,1.6578096878346882,1.9430036522130336,1.7585332257588877,5,2021-07-04
Austria,2020-03-23,1.778860420849452,1.9757113760700649,1.5859171179875162,1.872210071894416,1.6864728951940242,5,2021-07-04
Austria,2020-03-24,1.658171003721394,1.8494730959326096,1.470132947604352,1.749328241588712,1.5674278604640448,5,2021-07-04
Austria,2020-03-25,1.5430135226583304,1.7355054397293868,1.354234528272779,1.632047464327647,1.4529740309770254,5,2021-07-04
Austria,2020-03-26,1.4700700945799423,1.6600910326162066,1.281517270589222,1.5592194518206652,1.3795385437321244,5,2021-07-04
Austria,2020-03-27,1.3379385715965135,1.5303309218609829,1.1463514685514924,1.4274706761025715,1.2472826008153135,5,2021-07-04
Austria,2020-03-28,1.2384517039275589,1.4282163297159196,1.042331686811002,1.3296833829750807,1.1477234178635731,5,2021-07-04
Austria,2020-03-29,1.152179502297106,1.3425204984369756,0.9577981691539044,1.243781951334757,1.060178912796406,5,2021-07-04
