data_version,target,date,location,quantile,type,value
2020-10-06,? day R,2020-02-22,DE,0.025,quantile,1.819
2020-10-06,? day R,2020-02-23,DE,0.025,quantile,1.805
2020-10-06,? day R,2020-02-24,DE,0.025,quantile,1.818
2020-10-06,? day R,2020-02-25,DE,0.025,quantile,1.817
2020-10-06,? day R,2020-02-26,DE,0.025,quantile,1.803
2020-10-06,? day R,2020-02-27,DE,0.025,quantile,1.804
2020-10-06,? day R,2020-02-28,DE,0.025,quantile,1.782
2020-10-06,? day R,2020-02-29,DE,0.025,quantile,1.768
2020-10-06,? day R,2020-03-01,DE,0.025,quantile,1.737
2020-10-06,? day R,2020-03-02,DE,0.025,quantile,1.677
2020-10-06,? day R,2020-03-03,DE,0.025,quantile,1.63
2020-10-06,? day R,2020-03-04,DE,0.025,quantile,1.592
2020-10-06,? day R,2020-03-05,DE,0.025,quantile,1.522
2020-10-06,? day R,2020-03-06,DE,0.025,quantile,1.484
2020-10-06,? day R,2020-03-07,DE,0.025,quantile,1.422
2020-10-06,? day R,2020-03-08,DE,0.025,quantile,1.357
2020-10-06,? day R,2020-03-09,DE,0.025,quantile,1.313
2020-10-06,? day R,2020-03-10,DE,0.025,quantile,1.25
2020-10-06,? day R,2020-03-11,DE,0.025,quantile,1.191
2020-10-06,? day R,2020-03-12,DE,0.025,quantile,1.143
2020-10-06,? day R,2020-03-13,DE,0.025,quantile,1.092
2020-10-06,? day R,2020-03-14,DE,0.025,quantile,1.041
2020-10-06,? day R,2020-03-15,DE,0.025,quantile,1.0
2020-10-06,? day R,2020-03-16,DE,0.025,quantile,0.971
2020-10-06,? day R,2020-03-17,DE,0.025,quantile,0.931
2020-10-06,? day R,2020-03-18,DE,0.025,quantile,0.887
2020-10-06,? day R,2020-03-19,DE,0.025,quantile,0.858
2020-10-06,? day R,2020-03-20,DE,0.025,quantile,0.828
2020-10-06,? day R,2020-03-21,DE,0.025,quantile,0.798
2020-10-06,? day R,2020-03-22,DE,0.025,quantile,0.769
2020-10-06,? day R,2020-03-23,DE,0.025,quantile,0.749
2020-10-06,? day R,2020-03-24,DE,0.025,quantile,0.732
2020-10-06,? day R,2020-03-25,DE,0.025,quantile,0.716
2020-10-06,? day R,2020-03-26,DE,0.025,quantile,0.693
2020-10-06,? day R,2020-03-27,DE,0.025,quantile,0.681
2020-10-06,? day R,2020-03-28,DE,0.025,quantile,0.669
2020-10-06,? day R,2020-03-29,DE,0.025,quantile,0.653
2020-10-06,? day R,2020-03-30,DE,0.025,quantile,0.645
2020-10-06,? day R,2020-03-31,DE,0.025,quantile,0.634
2020-10-06,? day R,2020-04-01,DE,0.025,quantile,0.625
2020-10-06,? day R,2020-04-02,DE,0.025,quantile,0.617
2020-10-06,? day R,2020-04-03,DE,0.025,quantile,0.614
2020-10-06,? day R,2020-04-04,DE,0.025,quantile,0.607
2020-10-06,? day R,2020-04-05,DE,0.025,quantile,0.602
2020-10-06,? day R,2020-04-06,DE,0.025,quantile,0.6
2020-10-06,? day R,2020-04-07,DE,0.025,quantile,0.602
2020-10-06,? day R,2020-04-08,DE,0.025,quantile,0.604
2020-10-06,? day R,2020-04-09,DE,0.025,quantile,0.598
2020-10-06,? day R,2020-04-10,DE,0.025,quantile,0.603
2020-10-06,? day R,2020-04-11,DE,0.025,quantile,0.607
2020-10-06,? day R,2020-04-12,DE,0.025,quantile,0.61
2020-10-06,? day R,2020-04-13,DE,0.025,quantile,0.61
2020-10-06,? day R,2020-04-14,DE,0.025,quantile,0.618
2020-10-06,? day R,2020-04-15,DE,0.025,quantile,0.619
2020-10-06,? day R,2020-04-16,DE,0.025,quantile,0.623
2020-10-06,? day R,2020-04-17,DE,0.025,quantile,0.628
2020-10-06,? day R,2020-04-18,DE,0.025,quantile,0.632
2020-10-06,? day R,2020-04-19,DE,0.025,quantile,0.644
2020-10-06,? day R,2020-04-20,DE,0.025,quantile,0.654
2020-10-06,? day R,2020-04-21,DE,0.025,quantile,0.657
2020-10-06,? day R,2020-04-22,DE,0.025,quantile,0.671
2020-10-06,? day R,2020-04-23,DE,0.025,quantile,0.673
2020-10-06,? day R,2020-04-24,DE,0.025,quantile,0.678
2020-10-06,? day R,2020-04-25,DE,0.025,quantile,0.677
2020-10-06,? day R,2020-04-26,DE,0.025,quantile,0.685
2020-10-06,? day R,2020-04-27,DE,0.025,quantile,0.693
2020-10-06,? day R,2020-04-28,DE,0.025,quantile,0.699
2020-10-06,? day R,2020-04-29,DE,0.025,quantile,0.709
2020-10-06,? day R,2020-04-30,DE,0.025,quantile,0.723
2020-10-06,? day R,2020-05-01,DE,0.025,quantile,0.73
2020-10-06,? day R,2020-05-02,DE,0.025,quantile,0.738
2020-10-06,? day R,2020-05-03,DE,0.025,quantile,0.745
2020-10-06,? day R,2020-05-04,DE,0.025,quantile,0.749
2020-10-06,? day R,2020-05-05,DE,0.025,quantile,0.759
2020-10-06,? day R,2020-05-06,DE,0.025,quantile,0.767
2020-10-06,? day R,2020-05-07,DE,0.025,quantile,0.774
2020-10-06,? day R,2020-05-08,DE,0.025,quantile,0.778
2020-10-06,? day R,2020-05-09,DE,0.025,quantile,0.789
2020-10-06,? day R,2020-05-10,DE,0.025,quantile,0.801
2020-10-06,? day R,2020-05-11,DE,0.025,quantile,0.811
2020-10-06,? day R,2020-05-12,DE,0.025,quantile,0.807
2020-10-06,? day R,2020-05-13,DE,0.025,quantile,0.818
2020-10-06,? day R,2020-05-14,DE,0.025,quantile,0.828
2020-10-06,? day R,2020-05-15,DE,0.025,quantile,0.832
2020-10-06,? day R,2020-05-16,DE,0.025,quantile,0.838
2020-10-06,? day R,2020-05-17,DE,0.025,quantile,0.848
2020-10-06,? day R,2020-05-18,DE,0.025,quantile,0.859
2020-10-06,? day R,2020-05-19,DE,0.025,quantile,0.867
2020-10-06,? day R,2020-05-20,DE,0.025,quantile,0.877
2020-10-06,? day R,2020-05-21,DE,0.025,quantile,0.879
2020-10-06,? day R,2020-05-22,DE,0.025,quantile,0.893
2020-10-06,? day R,2020-05-23,DE,0.025,quantile,0.896
2020-10-06,? day R,2020-05-24,DE,0.025,quantile,0.902
2020-10-06,? day R,2020-05-25,DE,0.025,quantile,0.906
2020-10-06,? day R,2020-05-26,DE,0.025,quantile,0.916
2020-10-06,? day R,2020-05-27,DE,0.025,quantile,0.915
2020-10-06,? day R,2020-05-28,DE,0.025,quantile,0.916
2020-10-06,? day R,2020-05-29,DE,0.025,quantile,0.914
2020-10-06,? day R,2020-05-30,DE,0.025,quantile,0.919
2020-10-06,? day R,2020-05-31,DE,0.025,quantile,0.911
2020-10-06,? day R,2020-06-01,DE,0.025,quantile,0.915
2020-10-06,? day R,2020-06-02,DE,0.025,quantile,0.901
2020-10-06,? day R,2020-06-03,DE,0.025,quantile,0.896
2020-10-06,? day R,2020-06-04,DE,0.025,quantile,0.882
2020-10-06,? day R,2020-06-05,DE,0.025,quantile,0.879
2020-10-06,? day R,2020-06-06,DE,0.025,quantile,0.866
2020-10-06,? day R,2020-06-07,DE,0.025,quantile,0.859
2020-10-06,? day R,2020-06-08,DE,0.025,quantile,0.857
2020-10-06,? day R,2020-06-09,DE,0.025,quantile,0.846
2020-10-06,? day R,2020-06-10,DE,0.025,quantile,0.836
2020-10-06,? day R,2020-06-11,DE,0.025,quantile,0.825
2020-10-06,? day R,2020-06-12,DE,0.025,quantile,0.827
2020-10-06,? day R,2020-06-13,DE,0.025,quantile,0.823
2020-10-06,? day R,2020-06-14,DE,0.025,quantile,0.813
2020-10-06,? day R,2020-06-15,DE,0.025,quantile,0.808
2020-10-06,? day R,2020-06-16,DE,0.025,quantile,0.809
2020-10-06,? day R,2020-06-17,DE,0.025,quantile,0.817
2020-10-06,? day R,2020-06-18,DE,0.025,quantile,0.815
2020-10-06,? day R,2020-06-19,DE,0.025,quantile,0.826
2020-10-06,? day R,2020-06-20,DE,0.025,quantile,0.829
2020-10-06,? day R,2020-06-21,DE,0.025,quantile,0.827
2020-10-06,? day R,2020-06-22,DE,0.025,quantile,0.842
2020-10-06,? day R,2020-06-23,DE,0.025,quantile,0.842
2020-10-06,? day R,2020-06-24,DE,0.025,quantile,0.858
2020-10-06,? day R,2020-06-25,DE,0.025,quantile,0.875
2020-10-06,? day R,2020-06-26,DE,0.025,quantile,0.89
2020-10-06,? day R,2020-06-27,DE,0.025,quantile,0.896
2020-10-06,? day R,2020-06-28,DE,0.025,quantile,0.914
2020-10-06,? day R,2020-06-29,DE,0.025,quantile,0.932
2020-10-06,? day R,2020-06-30,DE,0.025,quantile,0.945
2020-10-06,? day R,2020-07-01,DE,0.025,quantile,0.952
2020-10-06,? day R,2020-07-02,DE,0.025,quantile,0.969
2020-10-06,? day R,2020-07-03,DE,0.025,quantile,0.97
