data_version,target,date,location,quantile,type,value
2021-02-03,? day R,2020-02-20,DE,0.025,quantile,1.955
2021-02-03,? day R,2020-02-21,DE,0.025,quantile,1.955
2021-02-03,? day R,2020-02-22,DE,0.025,quantile,1.979
2021-02-03,? day R,2020-02-23,DE,0.025,quantile,1.981
2021-02-03,? day R,2020-02-24,DE,0.025,quantile,1.987
2021-02-03,? day R,2020-02-25,DE,0.025,quantile,1.985
2021-02-03,? day R,2020-02-26,DE,0.025,quantile,1.969
2021-02-03,? day R,2020-02-27,DE,0.025,quantile,1.938
2021-02-03,? day R,2020-02-28,DE,0.025,quantile,1.916
2021-02-03,? day R,2020-02-29,DE,0.025,quantile,1.86
2021-02-03,? day R,2020-03-01,DE,0.025,quantile,1.818
2021-02-03,? day R,2020-03-02,DE,0.025,quantile,1.748
2021-02-03,? day R,2020-03-03,DE,0.025,quantile,1.709
2021-02-03,? day R,2020-03-04,DE,0.025,quantile,1.659
2021-02-03,? day R,2020-03-05,DE,0.025,quantile,1.596
2021-02-03,? day R,2020-03-06,DE,0.025,quantile,1.535
2021-02-03,? day R,2020-03-07,DE,0.025,quantile,1.477
2021-02-03,? day R,2020-03-08,DE,0.025,quantile,1.395
2021-02-03,? day R,2020-03-09,DE,0.025,quantile,1.348
2021-02-03,? day R,2020-03-10,DE,0.025,quantile,1.286
2021-02-03,? day R,2020-03-11,DE,0.025,quantile,1.225
2021-02-03,? day R,2020-03-12,DE,0.025,quantile,1.162
2021-02-03,? day R,2020-03-13,DE,0.025,quantile,1.115
2021-02-03,? day R,2020-03-14,DE,0.025,quantile,1.068
2021-02-03,? day R,2020-03-15,DE,0.025,quantile,1.021
2021-02-03,? day R,2020-03-16,DE,0.025,quantile,0.971
2021-02-03,? day R,2020-03-17,DE,0.025,quantile,0.932
2021-02-03,? day R,2020-03-18,DE,0.025,quantile,0.895
2021-02-03,? day R,2020-03-19,DE,0.025,quantile,0.868
2021-02-03,? day R,2020-03-20,DE,0.025,quantile,0.838
