data_version,target,date,location,quantile,type,value
2021-02-26,? day R,2020-02-20,DE,0.025,quantile,1.871
2021-02-26,? day R,2020-02-21,DE,0.025,quantile,1.896
2021-02-26,? day R,2020-02-22,DE,0.025,quantile,1.902
2021-02-26,? day R,2020-02-23,DE,0.025,quantile,1.922
2021-02-26,? day R,2020-02-24,DE,0.025,quantile,1.929
2021-02-26,? day R,2020-02-25,DE,0.025,quantile,1.895
2021-02-26,? day R,2020-02-26,DE,0.025,quantile,1.871
2021-02-26,? day R,2020-02-27,DE,0.025,quantile,1.879
2021-02-26,? day R,2020-02-28,DE,0.025,quantile,1.836
2021-02-26,? day R,2020-02-29,DE,0.025,quantile,1.812
2021-02-26,? day R,2020-03-01,DE,0.025,quantile,1.765
2021-02-26,? day R,2020-03-02,DE,0.025,quantile,1.716
2021-02-26,? day R,2020-03-03,DE,0.025,quantile,1.681
2021-02-26,? day R,2020-03-04,DE,0.025,quantile,1.617
2021-02-26,? day R,2020-03-05,DE,0.025,quantile,1.572
2021-02-26,? day R,2020-03-06,DE,0.025,quantile,1.505
2021-02-26,? day R,2020-03-07,DE,0.025,quantile,1.44
2021-02-26,? day R,2020-03-08,DE,0.025,quantile,1.387
2021-02-26,? day R,2020-03-09,DE,0.025,quantile,1.323
2021-02-26,? day R,2020-03-10,DE,0.025,quantile,1.272
2021-02-26,? day R,2020-03-11,DE,0.025,quantile,1.228
2021-02-26,? day R,2020-03-12,DE,0.025,quantile,1.169
2021-02-26,? day R,2020-03-13,DE,0.025,quantile,1.118
2021-02-26,? day R,2020-03-14,DE,0.025,quantile,1.064
2021-02-26,? day R,2020-03-15,DE,0.025,quantile,1.019
2021-02-26,? day R,2020-03-16,DE,0.025,quantile,0.977
2021-02-26,? day R,2020-03-17,DE,0.025,quantile,0.94
2021-02-26,? day R,2020-03-18,DE,0.025,quantile,0.903
2021-02-26,? day R,2020-03-19,DE,0.025,quantile,0.862
2021-02-26,? day R,2020-03-20,DE,0.025,quantile,0.838
2021-02-26,? day R,2020-03-21,DE,0.025,quantile,0.815
2021-02-26,? day R,2020-03-22,DE,0.025,quantile,0.786
2021-02-26,? day R,2020-03-23,DE,0.025,quantile,0.756
2021-02-26,? day R,2020-03-24,DE,0.025,quantile,0.739
2021-02-26,? day R,2020-03-25,DE,0.025,quantile,0.72
2021-02-26,? day R,2020-03-26,DE,0.025,quantile,0.701
2021-02-26,? day R,2020-03-27,DE,0.025,quantile,0.688
2021-02-26,? day R,2020-03-28,DE,0.025,quantile,0.676
2021-02-26,? day R,2020-03-29,DE,0.025,quantile,0.665
2021-02-26,? day R,2020-03-30,DE,0.025,quantile,0.656
2021-02-26,? day R,2020-03-31,DE,0.025,quantile,0.644
2021-02-26,? day R,2020-04-01,DE,0.025,quantile,0.642
2021-02-26,? day R,2020-04-02,DE,0.025,quantile,0.633
2021-02-26,? day R,2020-04-03,DE,0.025,quantile,0.627
2021-02-26,? day R,2020-04-04,DE,0.025,quantile,0.624
