data_version,target,date,location,quantile,type,value
2020-11-21,? day R,2020-02-20,DE,0.025,quantile,2.003
2020-11-21,? day R,2020-02-21,DE,0.025,quantile,2.018
2020-11-21,? day R,2020-02-22,DE,0.025,quantile,2.016
2020-11-21,? day R,2020-02-23,DE,0.025,quantile,2.023
2020-11-21,? day R,2020-02-24,DE,0.025,quantile,2.034
2020-11-21,? day R,2020-02-25,DE,0.025,quantile,1.993
2020-11-21,? day R,2020-02-26,DE,0.025,quantile,1.995
2020-11-21,? day R,2020-02-27,DE,0.025,quantile,1.999
2020-11-21,? day R,2020-02-28,DE,0.025,quantile,1.949
2020-11-21,? day R,2020-02-29,DE,0.025,quantile,1.898
2020-11-21,? day R,2020-03-01,DE,0.025,quantile,1.866
2020-11-21,? day R,2020-03-02,DE,0.025,quantile,1.835
2020-11-21,? day R,2020-03-03,DE,0.025,quantile,1.769
2020-11-21,? day R,2020-03-04,DE,0.025,quantile,1.715
2020-11-21,? day R,2020-03-05,DE,0.025,quantile,1.625
2020-11-21,? day R,2020-03-06,DE,0.025,quantile,1.552
2020-11-21,? day R,2020-03-07,DE,0.025,quantile,1.486
2020-11-21,? day R,2020-03-08,DE,0.025,quantile,1.424
2020-11-21,? day R,2020-03-09,DE,0.025,quantile,1.357
2020-11-21,? day R,2020-03-10,DE,0.025,quantile,1.291
2020-11-21,? day R,2020-03-11,DE,0.025,quantile,1.216
2020-11-21,? day R,2020-03-12,DE,0.025,quantile,1.163
2020-11-21,? day R,2020-03-13,DE,0.025,quantile,1.113
2020-11-21,? day R,2020-03-14,DE,0.025,quantile,1.05
2020-11-21,? day R,2020-03-15,DE,0.025,quantile,1.009
2020-11-21,? day R,2020-03-16,DE,0.025,quantile,0.97
2020-11-21,? day R,2020-03-17,DE,0.025,quantile,0.932
2020-11-21,? day R,2020-03-18,DE,0.025,quantile,0.891
2020-11-21,? day R,2020-03-19,DE,0.025,quantile,0.858
2020-11-21,? day R,2020-03-20,DE,0.025,quantile,0.83
2020-11-21,? day R,2020-03-21,DE,0.025,quantile,0.795
2020-11-21,? day R,2020-03-22,DE,0.025,quantile,0.767
2020-11-21,? day R,2020-03-23,DE,0.025,quantile,0.737
2020-11-21,? day R,2020-03-24,DE,0.025,quantile,0.713
2020-11-21,? day R,2020-03-25,DE,0.025,quantile,0.699
2020-11-21,? day R,2020-03-26,DE,0.025,quantile,0.685
2020-11-21,? day R,2020-03-27,DE,0.025,quantile,0.671
2020-11-21,? day R,2020-03-28,DE,0.025,quantile,0.657
2020-11-21,? day R,2020-03-29,DE,0.025,quantile,0.645
2020-11-21,? day R,2020-03-30,DE,0.025,quantile,0.639
2020-11-21,? day R,2020-03-31,DE,0.025,quantile,0.631
2020-11-21,? day R,2020-04-01,DE,0.025,quantile,0.624
2020-11-21,? day R,2020-04-02,DE,0.025,quantile,0.614
2020-11-21,? day R,2020-04-03,DE,0.025,quantile,0.606
2020-11-21,? day R,2020-04-04,DE,0.025,quantile,0.598
2020-11-21,? day R,2020-04-05,DE,0.025,quantile,0.596
2020-11-21,? day R,2020-04-06,DE,0.025,quantile,0.602
2020-11-21,? day R,2020-04-07,DE,0.025,quantile,0.602
2020-11-21,? day R,2020-04-08,DE,0.025,quantile,0.597
2020-11-21,? day R,2020-04-09,DE,0.025,quantile,0.597
2020-11-21,? day R,2020-04-10,DE,0.025,quantile,0.596
2020-11-21,? day R,2020-04-11,DE,0.025,quantile,0.601
2020-11-21,? day R,2020-04-12,DE,0.025,quantile,0.61
2020-11-21,? day R,2020-04-13,DE,0.025,quantile,0.61
2020-11-21,? day R,2020-04-14,DE,0.025,quantile,0.616
2020-11-21,? day R,2020-04-15,DE,0.025,quantile,0.617
2020-11-21,? day R,2020-04-16,DE,0.025,quantile,0.618
2020-11-21,? day R,2020-04-17,DE,0.025,quantile,0.624
2020-11-21,? day R,2020-04-18,DE,0.025,quantile,0.635
2020-11-21,? day R,2020-04-19,DE,0.025,quantile,0.636
2020-11-21,? day R,2020-04-20,DE,0.025,quantile,0.643
2020-11-21,? day R,2020-04-21,DE,0.025,quantile,0.652
2020-11-21,? day R,2020-04-22,DE,0.025,quantile,0.666
2020-11-21,? day R,2020-04-23,DE,0.025,quantile,0.666
2020-11-21,? day R,2020-04-24,DE,0.025,quantile,0.674
2020-11-21,? day R,2020-04-25,DE,0.025,quantile,0.679
2020-11-21,? day R,2020-04-26,DE,0.025,quantile,0.685
2020-11-21,? day R,2020-04-27,DE,0.025,quantile,0.696
2020-11-21,? day R,2020-04-28,DE,0.025,quantile,0.707
2020-11-21,? day R,2020-04-29,DE,0.025,quantile,0.71
