data_version,target,date,location,quantile,type,value
2020-12-26,? day R,2020-02-20,DE,0.025,quantile,1.952
2020-12-26,? day R,2020-02-21,DE,0.025,quantile,1.946
2020-12-26,? day R,2020-02-22,DE,0.025,quantile,1.966
2020-12-26,? day R,2020-02-23,DE,0.025,quantile,1.97
2020-12-26,? day R,2020-02-24,DE,0.025,quantile,1.968
2020-12-26,? day R,2020-02-25,DE,0.025,quantile,1.965
2020-12-26,? day R,2020-02-26,DE,0.025,quantile,1.943
2020-12-26,? day R,2020-02-27,DE,0.025,quantile,1.927
2020-12-26,? day R,2020-02-28,DE,0.025,quantile,1.871
2020-12-26,? day R,2020-02-29,DE,0.025,quantile,1.86
2020-12-26,? day R,2020-03-01,DE,0.025,quantile,1.816
2020-12-26,? day R,2020-03-02,DE,0.025,quantile,1.766
2020-12-26,? day R,2020-03-03,DE,0.025,quantile,1.706
2020-12-26,? day R,2020-03-04,DE,0.025,quantile,1.66
2020-12-26,? day R,2020-03-05,DE,0.025,quantile,1.577
2020-12-26,? day R,2020-03-06,DE,0.025,quantile,1.524
2020-12-26,? day R,2020-03-07,DE,0.025,quantile,1.461
2020-12-26,? day R,2020-03-08,DE,0.025,quantile,1.403
2020-12-26,? day R,2020-03-09,DE,0.025,quantile,1.339
2020-12-26,? day R,2020-03-10,DE,0.025,quantile,1.272
2020-12-26,? day R,2020-03-11,DE,0.025,quantile,1.229
2020-12-26,? day R,2020-03-12,DE,0.025,quantile,1.157
2020-12-26,? day R,2020-03-13,DE,0.025,quantile,1.105
2020-12-26,? day R,2020-03-14,DE,0.025,quantile,1.055
2020-12-26,? day R,2020-03-15,DE,0.025,quantile,1.008
2020-12-26,? day R,2020-03-16,DE,0.025,quantile,0.961
2020-12-26,? day R,2020-03-17,DE,0.025,quantile,0.926
2020-12-26,? day R,2020-03-18,DE,0.025,quantile,0.891
2020-12-26,? day R,2020-03-19,DE,0.025,quantile,0.854
2020-12-26,? day R,2020-03-20,DE,0.025,quantile,0.833
2020-12-26,? day R,2020-03-21,DE,0.025,quantile,0.798
2020-12-26,? day R,2020-03-22,DE,0.025,quantile,0.775
2020-12-26,? day R,2020-03-23,DE,0.025,quantile,0.751
2020-12-26,? day R,2020-03-24,DE,0.025,quantile,0.731
2020-12-26,? day R,2020-03-25,DE,0.025,quantile,0.713
2020-12-26,? day R,2020-03-26,DE,0.025,quantile,0.698
2020-12-26,? day R,2020-03-27,DE,0.025,quantile,0.673
2020-12-26,? day R,2020-03-28,DE,0.025,quantile,0.664
2020-12-26,? day R,2020-03-29,DE,0.025,quantile,0.649
2020-12-26,? day R,2020-03-30,DE,0.025,quantile,0.647
2020-12-26,? day R,2020-03-31,DE,0.025,quantile,0.638
2020-12-26,? day R,2020-04-01,DE,0.025,quantile,0.624
2020-12-26,? day R,2020-04-02,DE,0.025,quantile,0.624
2020-12-26,? day R,2020-04-03,DE,0.025,quantile,0.617
