data_version,target,date,location,quantile,type,value
2021-01-18,? day R,2020-02-20,DE,0.025,quantile,1.941
2021-01-18,? day R,2020-02-21,DE,0.025,quantile,1.943
2021-01-18,? day R,2020-02-22,DE,0.025,quantile,1.946
2021-01-18,? day R,2020-02-23,DE,0.025,quantile,1.973
2021-01-18,? day R,2020-02-24,DE,0.025,quantile,1.973
2021-01-18,? day R,2020-02-25,DE,0.025,quantile,1.96
2021-01-18,? day R,2020-02-26,DE,0.025,quantile,1.968
2021-01-18,? day R,2020-02-27,DE,0.025,quantile,1.941
2021-01-18,? day R,2020-02-28,DE,0.025,quantile,1.901
2021-01-18,? day R,2020-02-29,DE,0.025,quantile,1.872
2021-01-18,? day R,2020-03-01,DE,0.025,quantile,1.822
2021-01-18,? day R,2020-03-02,DE,0.025,quantile,1.775
2021-01-18,? day R,2020-03-03,DE,0.025,quantile,1.713
2021-01-18,? day R,2020-03-04,DE,0.025,quantile,1.653
2021-01-18,? day R,2020-03-05,DE,0.025,quantile,1.592
2021-01-18,? day R,2020-03-06,DE,0.025,quantile,1.529
2021-01-18,? day R,2020-03-07,DE,0.025,quantile,1.47
2021-01-18,? day R,2020-03-08,DE,0.025,quantile,1.407
2021-01-18,? day R,2020-03-09,DE,0.025,quantile,1.342
2021-01-18,? day R,2020-03-10,DE,0.025,quantile,1.286
2021-01-18,? day R,2020-03-11,DE,0.025,quantile,1.235
2021-01-18,? day R,2020-03-12,DE,0.025,quantile,1.166
2021-01-18,? day R,2020-03-13,DE,0.025,quantile,1.121
2021-01-18,? day R,2020-03-14,DE,0.025,quantile,1.063
2021-01-18,? day R,2020-03-15,DE,0.025,quantile,1.026
2021-01-18,? day R,2020-03-16,DE,0.025,quantile,0.982
2021-01-18,? day R,2020-03-17,DE,0.025,quantile,0.94
2021-01-18,? day R,2020-03-18,DE,0.025,quantile,0.901
2021-01-18,? day R,2020-03-19,DE,0.025,quantile,0.867
2021-01-18,? day R,2020-03-20,DE,0.025,quantile,0.839
2021-01-18,? day R,2020-03-21,DE,0.025,quantile,0.804
2021-01-18,? day R,2020-03-22,DE,0.025,quantile,0.783
2021-01-18,? day R,2020-03-23,DE,0.025,quantile,0.758
2021-01-18,? day R,2020-03-24,DE,0.025,quantile,0.732
2021-01-18,? day R,2020-03-25,DE,0.025,quantile,0.713
2021-01-18,? day R,2020-03-26,DE,0.025,quantile,0.702
2021-01-18,? day R,2020-03-27,DE,0.025,quantile,0.678
2021-01-18,? day R,2020-03-28,DE,0.025,quantile,0.669
2021-01-18,? day R,2020-03-29,DE,0.025,quantile,0.657
2021-01-18,? day R,2020-03-30,DE,0.025,quantile,0.644
2021-01-18,? day R,2020-03-31,DE,0.025,quantile,0.632
