data_version,target,date,location,quantile,type,value
2021-02-05,? day R,2020-02-20,DE,0.025,quantile,1.923
2021-02-05,? day R,2020-02-21,DE,0.025,quantile,1.94
2021-02-05,? day R,2020-02-22,DE,0.025,quantile,1.949
2021-02-05,? day R,2020-02-23,DE,0.025,quantile,1.955
2021-02-05,? day R,2020-02-24,DE,0.025,quantile,1.98
2021-02-05,? day R,2020-02-25,DE,0.025,quantile,1.955
2021-02-05,? day R,2020-02-26,DE,0.025,quantile,1.941
2021-02-05,? day R,2020-02-27,DE,0.025,quantile,1.945
2021-02-05,? day R,2020-02-28,DE,0.025,quantile,1.906
2021-02-05,? day R,2020-02-29,DE,0.025,quantile,1.857
2021-02-05,? day R,2020-03-01,DE,0.025,quantile,1.813
2021-02-05,? day R,2020-03-02,DE,0.025,quantile,1.753
2021-02-05,? day R,2020-03-03,DE,0.025,quantile,1.697
2021-02-05,? day R,2020-03-04,DE,0.025,quantile,1.652
2021-02-05,? day R,2020-03-05,DE,0.025,quantile,1.585
2021-02-05,? day R,2020-03-06,DE,0.025,quantile,1.509
2021-02-05,? day R,2020-03-07,DE,0.025,quantile,1.455
2021-02-05,? day R,2020-03-08,DE,0.025,quantile,1.394
2021-02-05,? day R,2020-03-09,DE,0.025,quantile,1.318
2021-02-05,? day R,2020-03-10,DE,0.025,quantile,1.277
2021-02-05,? day R,2020-03-11,DE,0.025,quantile,1.222
2021-02-05,? day R,2020-03-12,DE,0.025,quantile,1.162
2021-02-05,? day R,2020-03-13,DE,0.025,quantile,1.111
2021-02-05,? day R,2020-03-14,DE,0.025,quantile,1.061
2021-02-05,? day R,2020-03-15,DE,0.025,quantile,1.023
2021-02-05,? day R,2020-03-16,DE,0.025,quantile,0.979
2021-02-05,? day R,2020-03-17,DE,0.025,quantile,0.937
2021-02-05,? day R,2020-03-18,DE,0.025,quantile,0.901
2021-02-05,? day R,2020-03-19,DE,0.025,quantile,0.868
2021-02-05,? day R,2020-03-20,DE,0.025,quantile,0.842
2021-02-05,? day R,2020-03-21,DE,0.025,quantile,0.808
2021-02-05,? day R,2020-03-22,DE,0.025,quantile,0.783
2021-02-05,? day R,2020-03-23,DE,0.025,quantile,0.758
2021-02-05,? day R,2020-03-24,DE,0.025,quantile,0.736
2021-02-05,? day R,2020-03-25,DE,0.025,quantile,0.716
2021-02-05,? day R,2020-03-26,DE,0.025,quantile,0.7
2021-02-05,? day R,2020-03-27,DE,0.025,quantile,0.683
2021-02-05,? day R,2020-03-28,DE,0.025,quantile,0.675
2021-02-05,? day R,2020-03-29,DE,0.025,quantile,0.661
2021-02-05,? day R,2020-03-30,DE,0.025,quantile,0.652
2021-02-05,? day R,2020-03-31,DE,0.025,quantile,0.645
2021-02-05,? day R,2020-04-01,DE,0.025,quantile,0.633
2021-02-05,? day R,2020-04-02,DE,0.025,quantile,0.625
2021-02-05,? day R,2020-04-03,DE,0.025,quantile,0.625
