country,date,type,median,lower_90,upper_90,lower_50,upper_50
Germany,2020-08-20,estimate,1.03,0.97,1.1,1.02,1.07
Germany,2020-08-21,estimate,1.03,0.96,1.09,1.01,1.06
Germany,2020-08-22,estimate,1.03,0.96,1.09,1.01,1.06
Germany,2020-08-23,estimate,1.02,0.95,1.08,1.0,1.05
Germany,2020-08-24,estimate,1.02,0.95,1.09,1.0,1.06
Germany,2020-08-25,estimate,1.02,0.94,1.08,1.0,1.05
Germany,2020-08-26,estimate,1.02,0.94,1.08,0.98,1.04
Germany,2020-08-27,estimate,1.02,0.94,1.08,0.99,1.05
Germany,2020-08-28,estimate,1.01,0.94,1.08,0.98,1.04
Germany,2020-08-29,estimate,1.02,0.94,1.09,0.98,1.04
Germany,2020-08-30,estimate,1.01,0.94,1.09,0.99,1.05
Germany,2020-08-31,estimate,1.02,0.94,1.1,0.99,1.06
Germany,2020-09-01,estimate based on partial data,1.02,0.93,1.1,0.99,1.06
Germany,2020-09-02,estimate based on partial data,1.02,0.93,1.11,0.98,1.06
Germany,2020-09-03,estimate based on partial data,1.02,0.91,1.11,0.99,1.07
Germany,2020-09-04,estimate based on partial data,1.02,0.91,1.12,0.99,1.08
Germany,2020-09-05,estimate based on partial data,1.02,0.89,1.12,0.99,1.08
Germany,2020-09-06,estimate based on partial data,1.03,0.9,1.16,0.99,1.08
Germany,2020-09-07,estimate based on partial data,1.03,0.89,1.16,0.99,1.08
Germany,2020-09-08,estimate based on partial data,1.03,0.88,1.17,0.98,1.08
Germany,2020-09-09,estimate based on partial data,1.03,0.87,1.18,0.99,1.09
Germany,2020-09-10,estimate based on partial data,1.03,0.86,1.2,0.98,1.09
Germany,2020-09-11,estimate based on partial data,1.03,0.83,1.19,0.98,1.09
Germany,2020-09-12,estimate based on partial data,1.03,0.82,1.2,0.97,1.09
Germany,2020-09-13,estimate based on partial data,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-14,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-15,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-16,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-17,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-18,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-19,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-20,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-21,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-22,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-23,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-24,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-25,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-26,forecast,1.03,0.82,1.23,0.97,1.09
Germany,2020-09-27,forecast,1.03,0.82,1.23,0.97,1.09
