country,date,type,median,lower_90,upper_90,lower_50,upper_50
Germany,2020-06-23,estimate,0.82,0.73,0.91,0.78,0.86
Germany,2020-06-24,estimate,0.8,0.7,0.88,0.76,0.84
Germany,2020-06-25,estimate,0.78,0.7,0.87,0.74,0.81
Germany,2020-06-26,estimate,0.77,0.69,0.86,0.73,0.8
Germany,2020-06-27,estimate,0.77,0.69,0.85,0.73,0.8
Germany,2020-06-28,estimate,0.78,0.7,0.86,0.74,0.8
Germany,2020-06-29,estimate,0.78,0.71,0.87,0.74,0.81
Germany,2020-06-30,estimate,0.8,0.72,0.88,0.76,0.83
Germany,2020-07-01,estimate,0.82,0.74,0.9,0.78,0.85
Germany,2020-07-02,estimate,0.84,0.76,0.92,0.81,0.87
Germany,2020-07-03,estimate,0.87,0.78,0.96,0.84,0.91
Germany,2020-07-04,estimate,0.9,0.82,0.99,0.87,0.94
Germany,2020-07-05,estimate,0.94,0.85,1.03,0.9,0.97
Germany,2020-07-06,estimate,0.97,0.89,1.07,0.93,1.0
Germany,2020-07-07,estimate,1.01,0.92,1.11,0.96,1.04
Germany,2020-07-08,estimate,1.05,0.95,1.15,1.0,1.08
Germany,2020-07-09,estimate,1.08,0.99,1.18,1.04,1.12
Germany,2020-07-10,estimate,1.12,1.01,1.21,1.07,1.15
Germany,2020-07-11,estimate,1.15,1.05,1.25,1.1,1.19
Germany,2020-07-12,estimate,1.17,1.07,1.28,1.12,1.21
Germany,2020-07-13,estimate,1.19,1.09,1.3,1.14,1.22
Germany,2020-07-14,estimate,1.21,1.11,1.33,1.16,1.25
Germany,2020-07-15,estimate,1.22,1.11,1.33,1.17,1.25
Germany,2020-07-16,estimate,1.23,1.12,1.34,1.17,1.26
Germany,2020-07-17,estimate,1.23,1.12,1.33,1.17,1.26
Germany,2020-07-18,estimate,1.22,1.13,1.34,1.17,1.26
Germany,2020-07-19,estimate,1.22,1.12,1.33,1.17,1.25
Germany,2020-07-20,estimate,1.21,1.11,1.31,1.17,1.25
Germany,2020-07-21,estimate,1.2,1.11,1.31,1.16,1.23
Germany,2020-07-22,estimate,1.19,1.1,1.29,1.15,1.23
Germany,2020-07-23,estimate,1.18,1.09,1.28,1.15,1.22
Germany,2020-07-24,estimate,1.17,1.07,1.26,1.13,1.21
Germany,2020-07-25,estimate,1.16,1.07,1.26,1.12,1.19
Germany,2020-07-26,estimate,1.15,1.05,1.24,1.11,1.19
Germany,2020-07-27,estimate,1.14,1.05,1.24,1.1,1.18
Germany,2020-07-28,estimate,1.14,1.04,1.23,1.1,1.18
Germany,2020-07-29,estimate,1.13,1.04,1.23,1.09,1.17
Germany,2020-07-30,estimate,1.13,1.04,1.23,1.1,1.17
Germany,2020-07-31,estimate,1.12,1.03,1.22,1.08,1.16
Germany,2020-08-01,estimate,1.12,1.03,1.22,1.09,1.17
Germany,2020-08-02,estimate,1.12,1.03,1.22,1.08,1.15
Germany,2020-08-03,estimate,1.12,1.03,1.21,1.08,1.15
Germany,2020-08-04,estimate,1.12,1.03,1.21,1.08,1.16
Germany,2020-08-05,estimate,1.12,1.03,1.21,1.07,1.15
Germany,2020-08-06,estimate,1.12,1.02,1.21,1.07,1.15
Germany,2020-08-07,estimate,1.11,1.02,1.21,1.08,1.15
Germany,2020-08-08,estimate,1.11,1.02,1.21,1.06,1.13
Germany,2020-08-09,estimate,1.1,1.01,1.2,1.06,1.14
Germany,2020-08-10,estimate,1.1,1.0,1.2,1.04,1.12
Germany,2020-08-11,estimate,1.09,0.99,1.19,1.04,1.12
Germany,2020-08-12,estimate,1.08,0.98,1.18,1.04,1.12
Germany,2020-08-13,estimate,1.07,0.98,1.18,1.03,1.11
Germany,2020-08-14,estimate,1.06,0.96,1.16,1.02,1.1
Germany,2020-08-15,estimate,1.05,0.95,1.14,1.0,1.08
Germany,2020-08-16,estimate,1.03,0.94,1.13,0.99,1.07
Germany,2020-08-17,estimate,1.02,0.93,1.12,0.99,1.07
Germany,2020-08-18,estimate,1.01,0.92,1.12,0.97,1.05
