country,date,type,median,lower_90,upper_90,lower_50,upper_50
Germany,2020-06-08,estimate,1.06,0.97,1.14,1.03,1.1
Germany,2020-06-09,estimate,1.06,0.98,1.15,1.02,1.09
Germany,2020-06-10,estimate,1.06,0.99,1.16,1.02,1.09
Germany,2020-06-11,estimate,1.06,0.98,1.17,1.02,1.09
Germany,2020-06-12,estimate,1.06,0.97,1.16,1.01,1.08
Germany,2020-06-13,estimate,1.05,0.96,1.16,1.0,1.07
Germany,2020-06-14,estimate,1.04,0.95,1.17,1.0,1.07
Germany,2020-06-15,estimate,1.04,0.94,1.16,0.98,1.06
Germany,2020-06-16,estimate,1.03,0.93,1.14,0.98,1.05
Germany,2020-06-17,estimate,1.02,0.92,1.13,0.97,1.04
Germany,2020-06-18,estimate,1.0,0.91,1.11,0.96,1.03
Germany,2020-06-19,estimate,0.99,0.9,1.08,0.94,1.01
Germany,2020-06-20,estimate,0.98,0.89,1.06,0.94,1.01
Germany,2020-06-21,estimate,0.96,0.88,1.04,0.93,0.99
Germany,2020-06-22,estimate,0.95,0.87,1.02,0.92,0.98
Germany,2020-06-23,estimate,0.93,0.86,1.01,0.9,0.97
Germany,2020-06-24,estimate,0.92,0.84,1.0,0.89,0.96
Germany,2020-06-25,estimate,0.91,0.81,0.99,0.88,0.95
Germany,2020-06-26,estimate,0.9,0.8,0.99,0.87,0.95
Germany,2020-06-27,estimate,0.9,0.79,0.99,0.86,0.94
Germany,2020-06-28,estimate,0.89,0.78,0.99,0.87,0.95
Germany,2020-06-29,estimate,0.89,0.77,0.99,0.87,0.95
Germany,2020-06-30,estimate,0.89,0.77,0.99,0.87,0.95
Germany,2020-07-01,estimate,0.9,0.79,1.0,0.87,0.95
Germany,2020-07-02,estimate,0.91,0.79,1.0,0.89,0.97
Germany,2020-07-03,estimate,0.92,0.81,1.01,0.89,0.97
Germany,2020-07-04,estimate,0.93,0.83,1.02,0.9,0.98
Germany,2020-07-05,estimate,0.95,0.86,1.04,0.92,1.0
Germany,2020-07-06,estimate,0.97,0.88,1.05,0.94,1.01
Germany,2020-07-07,estimate,0.99,0.91,1.07,0.96,1.03
Germany,2020-07-08,estimate,1.01,0.93,1.1,0.97,1.04
Germany,2020-07-09,estimate,1.03,0.95,1.12,1.0,1.06
Germany,2020-07-10,estimate,1.06,0.98,1.15,1.01,1.08
Germany,2020-07-11,estimate,1.08,0.99,1.18,1.02,1.1
Germany,2020-07-12,estimate,1.1,1.0,1.21,1.05,1.13
Germany,2020-07-13,estimate,1.12,1.03,1.25,1.06,1.15
Germany,2020-07-14,estimate,1.14,1.04,1.27,1.08,1.17
Germany,2020-07-15,estimate,1.16,1.05,1.28,1.1,1.19
Germany,2020-07-16,estimate,1.17,1.06,1.3,1.11,1.2
Germany,2020-07-17,estimate,1.19,1.07,1.3,1.12,1.21
Germany,2020-07-18,estimate,1.19,1.08,1.31,1.13,1.23
