country,date,type,median,lower_90,upper_90,lower_50,upper_50
Germany,2020-06-26,estimate,0.73,0.63,0.84,0.69,0.77
Germany,2020-06-27,estimate,0.73,0.62,0.82,0.68,0.76
Germany,2020-06-28,estimate,0.73,0.63,0.82,0.7,0.78
Germany,2020-06-29,estimate,0.75,0.65,0.83,0.71,0.78
Germany,2020-06-30,estimate,0.77,0.68,0.86,0.73,0.81
Germany,2020-07-01,estimate,0.79,0.7,0.88,0.76,0.83
Germany,2020-07-02,estimate,0.83,0.74,0.92,0.79,0.87
Germany,2020-07-03,estimate,0.87,0.77,0.96,0.83,0.91
Germany,2020-07-04,estimate,0.91,0.81,1.01,0.87,0.95
Germany,2020-07-05,estimate,0.95,0.83,1.05,0.9,0.99
Germany,2020-07-06,estimate,1.0,0.88,1.11,0.94,1.03
Germany,2020-07-07,estimate,1.04,0.93,1.17,0.99,1.09
Germany,2020-07-08,estimate,1.09,0.97,1.22,1.04,1.14
Germany,2020-07-09,estimate,1.13,1.01,1.26,1.06,1.16
Germany,2020-07-10,estimate,1.16,1.03,1.29,1.1,1.2
Germany,2020-07-11,estimate,1.19,1.06,1.32,1.13,1.23
Germany,2020-07-12,estimate,1.21,1.09,1.34,1.17,1.26
Germany,2020-07-13,estimate,1.23,1.11,1.35,1.18,1.28
Germany,2020-07-14,estimate,1.24,1.12,1.36,1.17,1.27
Germany,2020-07-15,estimate,1.24,1.11,1.35,1.19,1.28
Germany,2020-07-16,estimate,1.23,1.1,1.35,1.17,1.27
Germany,2020-07-17,estimate,1.22,1.09,1.34,1.17,1.27
Germany,2020-07-18,estimate,1.21,1.08,1.33,1.17,1.27
Germany,2020-07-19,estimate,1.2,1.07,1.32,1.14,1.24
Germany,2020-07-20,estimate,1.18,1.05,1.31,1.14,1.25
Germany,2020-07-21,estimate,1.17,1.03,1.29,1.12,1.23
Germany,2020-07-22,estimate,1.16,1.02,1.28,1.1,1.21
Germany,2020-07-23,estimate,1.14,1.01,1.27,1.09,1.19
Germany,2020-07-24,estimate,1.13,1.01,1.26,1.09,1.19
Germany,2020-07-25,estimate,1.12,1.02,1.27,1.06,1.16
Germany,2020-07-26,estimate based on partial data,1.12,1.01,1.25,1.07,1.17
Germany,2020-07-27,estimate based on partial data,1.11,0.99,1.24,1.06,1.16
Germany,2020-07-28,estimate based on partial data,1.11,0.99,1.25,1.06,1.17
Germany,2020-07-29,estimate based on partial data,1.12,0.98,1.27,1.06,1.18
Germany,2020-07-30,estimate based on partial data,1.12,0.96,1.29,1.07,1.2
Germany,2020-07-31,estimate based on partial data,1.13,0.91,1.31,1.06,1.23
Germany,2020-08-01,estimate based on partial data,1.14,0.9,1.38,1.05,1.25
Germany,2020-08-02,estimate based on partial data,1.15,0.86,1.43,0.99,1.23
Germany,2020-08-03,estimate based on partial data,1.15,0.8,1.48,1.03,1.31
Germany,2020-08-04,estimate based on partial data,1.15,0.78,1.58,1.0,1.32
Germany,2020-08-05,estimate based on partial data,1.16,0.7,1.64,0.97,1.34
Germany,2020-08-06,estimate based on partial data,1.15,0.63,1.72,0.93,1.37
Germany,2020-08-07,estimate based on partial data,1.16,0.51,1.77,0.88,1.36
Germany,2020-08-08,forecast,1.16,0.43,1.84,0.77,1.31
Germany,2020-08-09,forecast,1.15,0.39,1.95,0.82,1.39
Germany,2020-08-10,forecast,1.14,0.38,2.08,0.83,1.46
Germany,2020-08-11,forecast,1.14,0.32,2.14,0.73,1.39
Germany,2020-08-12,forecast,1.13,0.26,2.22,0.75,1.45
Germany,2020-08-13,forecast,1.12,0.23,2.3,0.6,1.33
Germany,2020-08-14,forecast,1.12,0.24,2.42,0.59,1.35
Germany,2020-08-15,forecast,1.12,0.18,2.46,0.57,1.36
Germany,2020-08-16,forecast,1.11,0.15,2.52,0.6,1.42
Germany,2020-08-17,forecast,1.11,0.2,2.66,0.49,1.34
Germany,2020-08-18,forecast,1.12,0.11,2.65,0.51,1.38
Germany,2020-08-19,forecast,1.12,0.11,2.74,0.35,1.23
Germany,2020-08-20,forecast,1.11,0.13,2.87,0.35,1.25
Germany,2020-08-21,forecast,1.11,0.09,2.93,0.34,1.26
