Datum;Schätzer_Neuerkrankungen;UG_PI_Neuerkrankungen;OG_PI_Neuerkrankungen;Schätzer_Neuerkrankungen_ma4;UG_PI_Neuerkrankungen_ma4;OG_PI_Neuerkrankungen_ma4;Schätzer_Reproduktionszahl_R;UG_PI_Reproduktionszahl_R;OG_PI_Reproduktionszahl_R;Schätzer_7_Tage_R_Wert;UG_PI_7_Tage_R_Wert;OG_PI_7_Tage_R_Wert
18.04.2020;1434;1392;1471;1692;1647;1736;0,87;0,85;0,89;0,81;0,80;0,81
19.04.2020;1309;1273;1355;1536;1494;1580;0,80;0,78;0,81;0,84;0,83;0,85
20.04.2020;1572;1524;1615;1491;1448;1533;0,79;0,78;0,81;0,84;0,83;0,85
21.04.2020;1349;1301;1394;1416;1372;1459;0,78;0,76;0,80;0,83;0,82;0,83
22.04.2020;1298;1247;1345;1382;1336;1427;0,82;0,80;0,83;0,83;0,82;0,84
23.04.2020;1265;1219;1311;1371;1323;1416;0,89;0,88;0,91;0,81;0,80;0,82
24.04.2020;1149;1109;1187;1265;1219;1309;0,85;0,83;0,87;0,81;0,80;0,82
25.04.2020;1005;973;1040;1179;1137;1221;0,83;0,81;0,85;0,82;0,81;0,83
26.04.2020;904;862;937;1081;1041;1119;0,78;0,76;0,80;0,82;0,81;0,83
27.04.2020;1104;1065;1142;1040;1002;1076;0,76;0,74;0,78;0,82;0,81;0,83
28.04.2020;944;908;982;989;952;1025;0,78;0,76;0,80;0,81;0,80;0,82
29.04.2020;866;834;902;955;917;991;0,81;0,79;0,83;0,81;0,80;0,82
30.04.2020;937;903;971;963;927;999;0,89;0,87;0,91;0,81;0,80;0,83
01.05.2020;814;778;847;890;856;925;0,86;0,83;0,88;0,82;0,81;0,84
02.05.2020;742;708;777;840;805;874;0,85;0,83;0,87;0,85;0,84;0,87
03.05.2020;753;722;787;811;778;845;0,85;0,83;0,88;0,86;0,85;0,87
04.05.2020;890;860;927;800;767;834;0,83;0,81;0,86;0,89;0,87;0,90
05.05.2020;816;784;850;800;768;835;0,90;0,87;0,93;0,90;0,89;0,92
06.05.2020;744;714;783;801;770;837;0,95;0,92;0,98;0,89;0,87;0,90
07.05.2020;705;668;737;789;756;824;0,97;0,94;1,00;0,90;0,88;0,91
08.05.2020;679;647;708;736;703;769;0,92;0,89;0,95;0,89;0,87;0,90
09.05.2020;583;548;615;678;644;710;0,85;0,82;0,87;0,87;0,86;0,89
10.05.2020;555;528;582;631;598;660;0,79;0,76;0,81;0,87;0,85;0,89
11.05.2020;669;638;705;622;590;652;0,79;0,77;0,81;0,86;0,84;0,87
12.05.2020;623;598;653;608;578;639;0,83;0,80;0,85;0,85;0,84;0,87
13.05.2020;583;554;616;608;579;639;0,90;0,86;0,93;0,85;0,83;0,86
14.05.2020;525;497;555;600;572;632;0,95;0,92;0,99;0,89;0,87;0,90
15.05.2020;680;651;713;603;575;634;0,97;0,93;1,00;0,92;0,90;0,94
16.05.2020;558;527;589;587;557;618;0,97;0,93;1,00;0,93;0,91;0,95
17.05.2020;445;417;473;552;523;582;0,91;0,88;0,95;0,95;0,94;0,97
18.05.2020;612;583;645;574;544;605;0,96;0,92;0,99;0,92;0,90;0,94
19.05.2020;467;438;498;521;491;551;0,86;0,84;0,89;0,92;0,90;0,94
20.05.2020;564;535;594;522;493;552;0,89;0,86;0,92;0,91;0,89;0,93
21.05.2020;389;362;416;508;479;538;0,92;0,89;0,95;0,85;0,83;0,87
22.05.2020;387;363;414;452;424;480;0,79;0,76;0,81;0,83;0,82;0,85
23.05.2020;363;341;386;426;400;452;0,82;0,78;0,86;0,82;0,80;0,84
24.05.2020;373;350;400;378;354;404;0,72;0,69;0,76;0,81;0,79;0,83
25.05.2020;467;443;492;397;374;423;0,78;0,75;0,81;0,87;0,85;0,89
26.05.2020;433;407;461;409;385;435;0,91;0,87;0,94;0,89;0,87;0,91
27.05.2020;455;431;479;432;408;458;1,02;0,98;1,06;0,91;0,89;0,92
28.05.2020;379;356;402;434;409;458;1,15;1,09;1,20;0,94;0,92;0,96
29.05.2020;345;325;366;403;380;427;1,01;0,97;1,05;0,92;0,90;0,94
30.05.2020;291;272;313;368;346;390;0,90;0,86;0,94;0,92;0,90;0,94
31.05.2020;270;247;294;321;300;344;0,74;0,71;0,77;0,88;0,86;0,89
01.06.2020;329;304;355;309;287;332;0,71;0,68;0,74;0,89;0,87;0,91
02.06.2020;437;411;465;332;308;357;0,82;0,78;0,86;0,89;0,87;0,91
03.06.2020;398;377;423;358;335;384;0,98;0,93;1,03;0,91;0,89;0,94
04.06.2020;341;321;368;376;353;402;1,17;1,11;1,22;0,95;0,93;0,98
05.06.2020;320;300;341;374;352;399;1,21;1,15;1,27;0,96;0,94;0,97
06.06.2020;300;281;322;340;319;363;1,02;0,98;1,08;0,96;0,94;0,99
07.06.2020;234;214;255;299;279;321;0,83;0,79;0,87;1,02;0,99;1,04
08.06.2020;417;395;442;318;297;340;0,84;0,80;0,90;1,03;1,00;1,06
09.06.2020;447;421;476;350;328;374;0,93;0,89;0,98;1,04;1,01;1,07
10.06.2020;434;406;465;383;359;410;1,13;1,07;1,17;1,07;1,04;1,10
11.06.2020;368;345;392;417;392;444;1,39;1,33;1,46;1,05;1,02;1,08
12.06.2020;373;350;399;406;380;433;1,28;1,22;1,34;1,07;1,05;1,10
13.06.2020;367;341;392;386;360;412;1,10;1,05;1,16;1,11;1,08;1,14
14.06.2020;354;329;380;366;341;391;0,95;0,91;1,00;1,19;1,16;1,22
15.06.2020;644;615;677;435;409;462;1,04;1,00;1,10;1,42;1,39;1,45
16.06.2020;1116;1083;1152;620;592;650;1,53;1,47;1,58;1,47;1,44;1,51
17.06.2020;665;637;698;695;666;726;1,80;1,73;1,88;1,47;1,44;1,50
18.06.2020;538;504;571;741;710;774;2,03;1,94;2,10;1,42;1,40;1,46
19.06.2020;568;539;598;722;691;755;1,66;1,59;1,72;1,19;1,17;1,22
20.06.2020;473;445;505;561;531;593;0,90;0,88;0,94;1,12;1,11;1,15
21.06.2020;369;341;395;487;457;517;0,70;0,67;0,73;1,04;1,02;1,05
22.06.2020;471;440;502;470;441;500;0,63;0,61;0,66;0,83;0,81;0,84
23.06.2020;429;403;456;435;407;464;0,60;0,58;0,63;0,76;0,75;0,77
24.06.2020;463;436;488;433;405;460;0,77;0,74;0,80;0,73;0,71;0,74
25.06.2020;407;381;431;442;415;469;0,91;0,87;0,95;0,72;0,71;0,74
26.06.2020;431;405;459;432;406;459;0,92;0,88;0,96;0,83;0,81;0,85
27.06.2020;352;329;376;413;388;438;0,95;0,91;0,99;0,87;0,85;0,89
28.06.2020;314;291;339;376;351;401;0,87;0,83;0,90;0,89;0,86;0,91
29.06.2020;423;394;449;380;354;406;0,86;0,82;0,90;0,93;0,91;0,95
30.06.2020;435;410;461;381;356;406;0,88;0,84;0,91;0,95;0,93;0,97
01.07.2020;408;379;433;395;368;420;0,96;0,91;1,00;0,94;0,92;0,97
02.07.2020;339;317;361;401;375;426;1,07;1,02;1,12;0,93;0,91;0,95
03.07.2020;346;326;366;382;358;405;1,01;0,96;1,05;0,91;0,89;0,93
04.07.2020;297;276;326;347;324;371;0,91;0,87;0,96;0,92;0,90;0,94
05.07.2020;296;277;316;319;299;342;0,81;0,77;0,85;0,93;0,90;0,95
06.07.2020;378;357;400;329;309;352;0,82;0,79;0,86;0,93;0,91;0,95
07.07.2020;369;349;393;335;314;358;0,88;0,84;0,92;0,93;0,91;0,95
08.07.2020;358;339;380;350;330;372;1,01;0,96;1,05;0,95;0,93;0,98
09.07.2020;378;353;402;371;349;394;1,16;1,10;1,22;1,00;0,98;1,03
10.07.2020;427;399;453;383;360;407;1,16;1,11;1,22;1,07;1,03;1,09
11.07.2020;387;363;409;388;363;411;1,16;1,10;1,21;1,12;1,08;1,14
12.07.2020;363;336;389;389;363;413;1,11;1,06;1,16;1,16;1,14;1,19
13.07.2020;540;511;572;429;402;456;1,16;1,11;1,21;1,18;1,16;1,21
14.07.2020;513;485;541;451;424;478;1,18;1,13;1,23;1,22;1,19;1,24
15.07.2020;554;521;587;492;463;522;1,27;1,22;1,32;1,22;1,19;1,26
16.07.2020;474;445;504;520;491;551;1,34;1,28;1,39;1,19;1,17;1,22
17.07.2020;537;510;565;519;490;549;1,21;1,16;1,26;1,17;1,15;1,20
18.07.2020;491;455;518;514;483;543;1,14;1,09;1,19;1,15;1,12;1,17
19.07.2020;521;492;552;506;475;535;1,03;0,99;1,07;1,16;1,13;1,18
20.07.2020;687;657;721;559;528;589;1,07;1,03;1,11;1,18;1,15;1,20
21.07.2020;694;659;729;598;565;630;1,15;1,11;1,19;1,19;1,17;1,21
22.07.2020;737;707;777;660;628;694;1,28;1,24;1,33;1,20;1,17;1,22
23.07.2020;683;646;717;700;667;736;1,38;1,34;1,44;1,19;1,17;1,22
24.07.2020;696;662;727;703;668;737;1,26;1,21;1,31;1,17;1,15;1,20
25.07.2020;614;584;647;683;650;717;1,14;1,10;1,19;1,14;1,12;1,16
26.07.2020;603;573;630;649;616;680;0,98;0,95;1,02;1,11;1,09;1,14
27.07.2020;820;782;849;683;650;713;0,98;0,95;1,01;1,09;1,07;1,11
28.07.2020;770;734;808;702;668;733;1,00;0,96;1,03;1,06;1,04;1,08
29.07.2020;740;707;775;733;699;765;1,07;1,04;1,11;1,06;1,04;1,08
30.07.2020;757;719;792;772;735;806;1,19;1,15;1,23;1,05;1,03;1,07
31.07.2020;777;745;810;761;726;796;1,11;1,08;1,15;1,07;1,05;1,10
01.08.2020;821;782;864;774;738;810;1,10;1,07;1,14;1,14;1,12;1,16
02.08.2020;906;862;951;815;777;854;1,11;1,07;1,15;1,17;1,15;1,19
03.08.2020;1087;1045;1133;898;858;939;1,16;1,13;1,21;1,20;1,17;1,22
04.08.2020;985;942;1031;950;908;995;1,25;1,21;1,29;1,20;1,18;1,22
05.08.2020;993;953;1033;993;950;1037;1,28;1,24;1,33;1,18;1,15;1,20
06.08.2020;1006;963;1057;1018;976;1063;1,25;1,21;1,29;1,17;1,15;1,19
07.08.2020;1051;1009;1095;1009;967;1054;1,12;1,09;1,16;1,16;1,14;1,18
08.08.2020;1000;954;1045;1013;969;1057;1,07;1,03;1,10;1,13;1,11;1,15
09.08.2020;1037;996;1087;1023;980;1071;1,03;1,00;1,06;1,14;1,12;1,16
10.08.2020;1402;1349;1451;1122;1077;1169;1,10;1,07;1,14;1,14;1,12;1,16
11.08.2020;1330;1278;1386;1192;1144;1242;1,18;1,15;1,22;1,16;1,14;1,18
12.08.2020;1312;1268;1362;1270;1223;1321;1,25;1,22;1,30;1,18;1,17;1,20
13.08.2020;1347;1298;1401;1348;1298;1400;1,32;1,28;1,35;1,17;1,15;1,19
14.08.2020;1322;1271;1375;1328;1279;1381;1,18;1,15;1,22;1,15;1,13;1,16
15.08.2020;1215;1164;1266;1299;1250;1351;1,09;1,06;1,12;1,12;1,10;1,13
16.08.2020;1177;1127;1220;1265;1215;1315;1,00;0,97;1,02;1,07;1,06;1,09
17.08.2020;1412;1368;1466;1281;1232;1331;0,95;0,93;0,98;1,06;1,04;1,07
18.08.2020;1464;1407;1511;1317;1266;1366;0,99;0,97;1,02;1,03;1,02;1,04
19.08.2020;1296;1244;1351;1337;1286;1387;1,03;1,01;1,05;0,99;0,98;1,01
20.08.2020;1129;1081;1178;1325;1275;1376;1,05;1,02;1,08;0,97;0,96;0,99
21.08.2020;1177;1127;1232;1267;1215;1318;0,99;0,96;1,02;0,95;0,93;0,96
22.08.2020;1119;1049;1178;1180;1125;1235;0,90;0,87;0,92;0,95;0,94;0,96
23.08.2020;1170;1119;1222;1149;1094;1202;0,86;0,83;0,89;0,98;0,96;0,99
24.08.2020;1436;1376;1493;1226;1168;1281;0,92;0,90;0,95;0,98;0,96;0,99
25.08.2020;1334;1266;1391;1265;1203;1321;1,00;0,97;1,03;0,98;0,96;0,99
26.08.2020;1216;1159;1280;1289;1230;1347;1,09;1,06;1,13;0,99;0,98;1,01
27.08.2020;1235;1191;1285;1306;1248;1362;1,14;1,10;1,17;0,98;0,97;1,00
28.08.2020;1143;1094;1196;1232;1177;1288;1,01;0,98;1,03;0,98;0,97;1,00
29.08.2020;966;918;1017;1140;1090;1194;0,90;0,87;0,93;0,98;0,96;0,99
30.08.2020;1040;983;1100;1096;1046;1149;0,85;0,82;0,88;0,95;0,94;0,97
31.08.2020;1353;1284;1426;1125;1070;1185;0,86;0,83;0,89;0,97;0,96;0,99
01.09.2020;1473;1406;1546;1208;1148;1272;0,98;0,95;1,02;1,01;0,99;1,02
02.09.2020;1340;1267;1400;1301;1235;1368;1,14;1,11;1,18;1,02;1,00;1,04
03.09.2020;1250;1168;1333;1354;1281;1426;1,24;1,19;1,28;1,05;1,03;1,07
04.09.2020;1267;1182;1354;1332;1256;1408;1,18;1,14;1,23;1,06;1,04;1,08
05.09.2020;1194;1071;1325;1262;1172;1353;1,05;1,00;1,09;1,08;1,05;1,11
06.09.2020;1339;1201;1470;1262;1155;1370;0,97;0,92;1,01;1,10;1,06;1,13
07.09.2020;1557;1395;1725;1339;1212;1468;0,99;0,93;1,05;1,10;1,06;1,14
08.09.2020;1612;1394;1841;1425;1265;1590;1,07;1,00;1,15;1,11;1,06;1,15
09.09.2020;1637;1377;1870;1536;1342;1727;1,22;1,13;1,32;1,11;1,06;1,17
10.09.2020;1642;1321;1989;1612;1372;1857;1,28;1,17;1,40;1,12;1,05;1,20
11.09.2020;1599;1204;1981;1623;1324;1921;1,21;1,08;1,37;1,15;1,06;1,24
12.09.2020;1622;1043;2131;1625;1236;1993;1,14;1,00;1,29;1,17;1,06;1,28
13.09.2020;1817;1006;2684;1670;1143;2196;1,09;0,92;1,30;1,21;1,07;1,37
14.09.2020;2440;1300;3673;1869;1138;2617;1,16;0,91;1,43;.;.;.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Erläuterung;;;;;;;;;;;;
;;;;;;;;;;;;
Datum: "Datum des Erkrankungsbeginns";;;;;;;;;;;;
Schätzer_Neuerkrankungen: "Punktschätzer der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
UG_PI_Neuerkrankungen "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
OG_PI_Neuerkrankungen "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
Schätzer_Neuerkankungen_ma4 "Punktschätzer der Anzahl Neuerkrankungen";;;;;;;;;;;;
UG_PI_Neuerkrankungen_ma4 "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
OG_PI_Neuerkrankungen_ma4 "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
Schätzer_Reproduktionszahl_R "Punktschätzer der Reproduktionszahl R";;;;;;;;;;;;
UG_PI_Reproduktionszahl_R "Untere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
OG_PI_Reproduktionszahl_R "Obere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
Schätzer_7_Tage_R_Wert "Punktschätzer des 7-Tage-R Wertes" ;;;;;;;;;;;;
UG_PI_7_Tage_R_Wert "Untere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
OG_PI_7_Tage_R_Wert "Obere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
