Datum;Schätzer_Neuerkrankungen;UG_PI_Neuerkrankungen;OG_PI_Neuerkrankungen;Schätzer_Neuerkrankungen_ma4;UG_PI_Neuerkrankungen_ma4;OG_PI_Neuerkrankungen_ma4;Schätzer_Reproduktionszahl_R;UG_PI_Reproduktionszahl_R;OG_PI_Reproduktionszahl_R;Schätzer_7_Tage_R_Wert;UG_PI_7_Tage_R_Wert;OG_PI_7_Tage_R_Wert
16.05.2020;557;531;587;587;557;619;0,97;0,94;1,01;0,93;0,91;0,95
17.05.2020;443;415;475;551;521;583;0,91;0,87;0,94;0,95;0,93;0,97
18.05.2020;615;588;640;573;545;603;0,96;0,92;1,00;0,92;0,90;0,94
19.05.2020;468;433;499;521;492;550;0,86;0,83;0,90;0,92;0,90;0,94
20.05.2020;564;533;591;523;492;551;0,89;0,86;0,93;0,91;0,89;0,93
21.05.2020;389;360;417;509;478;536;0,92;0,89;0,96;0,85;0,83;0,87
22.05.2020;385;363;407;452;422;478;0,79;0,76;0,82;0,83;0,82;0,85
23.05.2020;366;342;390;426;399;451;0,82;0,79;0,85;0,82;0,80;0,84
24.05.2020;371;347;393;378;353;401;0,72;0,69;0,75;0,81;0,79;0,83
25.05.2020;467;441;495;397;373;421;0,78;0,75;0,81;0,87;0,85;0,89
26.05.2020;433;408;459;409;384;434;0,91;0,87;0,94;0,89;0,86;0,91
27.05.2020;454;426;478;431;406;456;1,01;0,97;1,05;0,90;0,88;0,92
28.05.2020;379;356;405;433;408;459;1,15;1,10;1,20;0,94;0,91;0,96
29.05.2020;346;325;370;403;379;428;1,01;0,97;1,06;0,92;0,90;0,94
30.05.2020;291;271;313;367;344;391;0,90;0,86;0,94;0,92;0,90;0,94
31.05.2020;269;251;292;321;301;345;0,75;0,71;0,79;0,88;0,86;0,90
01.06.2020;328;299;353;309;286;332;0,71;0,68;0,75;0,89;0,87;0,91
02.06.2020;440;415;468;332;309;356;0,82;0,78;0,86;0,90;0,87;0,92
03.06.2020;400;377;424;359;335;384;0,98;0,93;1,02;0,92;0,89;0,94
04.06.2020;342;320;366;377;352;402;1,18;1,12;1,23;0,96;0,93;0,98
05.06.2020;320;301;343;375;353;400;1,22;1,16;1,27;0,96;0,93;0,98
06.06.2020;301;274;324;341;318;364;1,03;0,98;1,08;0,96;0,94;0,99
07.06.2020;236;211;258;300;276;322;0,83;0,79;0,88;1,01;0,99;1,04
08.06.2020;411;386;437;317;293;340;0,84;0,80;0,88;1,03;1,00;1,06
09.06.2020;447;418;473;349;322;373;0,93;0,89;0,98;1,04;1,01;1,06
10.06.2020;434;411;460;382;356;407;1,12;1,07;1,17;1,06;1,04;1,09
11.06.2020;370;345;399;415;390;442;1,39;1,32;1,46;1,05;1,02;1,07
12.06.2020;372;347;393;406;380;431;1,28;1,22;1,34;1,07;1,05;1,10
13.06.2020;367;341;395;386;361;411;1,11;1,06;1,16;1,11;1,08;1,14
14.06.2020;358;329;389;367;340;394;0,96;0,91;1,01;1,19;1,16;1,22
15.06.2020;644;604;677;435;405;463;1,05;1,00;1,10;1,42;1,39;1,46
16.06.2020;1116;1080;1154;621;588;654;1,53;1,48;1,59;1,48;1,44;1,51
17.06.2020;663;636;696;695;662;729;1,80;1,72;1,88;1,47;1,44;1,50
18.06.2020;534;502;564;739;705;773;2,02;1,93;2,12;1,42;1,39;1,45
19.06.2020;569;539;601;721;689;754;1,66;1,59;1,72;1,19;1,17;1,21
20.06.2020;469;437;500;559;528;590;0,90;0,87;0,93;1,12;1,10;1,14
21.06.2020;368;341;394;485;454;515;0,70;0,68;0,73;1,03;1,02;1,05
22.06.2020;473;448;501;470;441;499;0,64;0,61;0,66;0,83;0,81;0,84
23.06.2020;431;403;457;435;407;463;0,60;0,58;0,63;0,76;0,75;0,78
24.06.2020;467;439;493;435;408;461;0,78;0,75;0,81;0,73;0,72;0,75
25.06.2020;407;382;435;444;418;471;0,92;0,88;0,95;0,73;0,71;0,74
26.06.2020;432;405;458;434;407;460;0,92;0,88;0,97;0,84;0,82;0,85
27.06.2020;352;328;375;415;388;440;0,95;0,91;1,00;0,87;0,85;0,89
28.06.2020;314;290;334;376;351;400;0,87;0,83;0,91;0,89;0,87;0,91
29.06.2020;420;394;447;380;354;403;0,85;0,82;0,89;0,93;0,91;0,95
30.06.2020;436;410;465;381;355;405;0,88;0,84;0,91;0,94;0,92;0,97
01.07.2020;406;379;432;394;368;419;0,95;0,91;0,99;0,94;0,91;0,96
02.07.2020;337;313;359;400;374;426;1,06;1,01;1,11;0,92;0,90;0,94
03.07.2020;346;320;371;381;355;407;1,00;0,96;1,05;0,90;0,88;0,92
04.07.2020;298;276;321;347;322;371;0,91;0,87;0,95;0,92;0,90;0,94
05.07.2020;293;272;320;318;295;343;0,81;0,77;0,85;0,92;0,90;0,94
06.07.2020;376;349;400;328;304;353;0,82;0,78;0,86;0,93;0,90;0,95
07.07.2020;373;348;399;335;311;360;0,88;0,84;0,92;0,93;0,91;0,95
08.07.2020;356;334;379;349;325;374;1,01;0,96;1,06;0,95;0,93;0,98
09.07.2020;378;350;406;371;345;396;1,16;1,11;1,22;1,00;0,98;1,03
10.07.2020;429;404;453;384;359;409;1,17;1,12;1,22;1,07;1,04;1,10
11.07.2020;387;364;414;387;363;413;1,16;1,11;1,21;1,12;1,09;1,15
12.07.2020;362;337;390;389;364;416;1,11;1,07;1,17;1,17;1,14;1,20
13.07.2020;544;515;570;431;405;457;1,16;1,11;1,21;1,19;1,16;1,22
14.07.2020;515;489;547;452;426;480;1,18;1,13;1,23;1,22;1,20;1,25
15.07.2020;555;528;587;494;467;524;1,28;1,22;1,32;1,23;1,20;1,25
16.07.2020;470;438;499;521;492;551;1,34;1,28;1,41;1,19;1,17;1,22
17.07.2020;533;507;561;518;490;548;1,20;1,16;1,25;1,17;1,14;1,19
18.07.2020;490;463;524;512;484;542;1,13;1,09;1,17;1,14;1,12;1,17
19.07.2020;517;488;543;502;474;531;1,02;0,98;1,05;1,16;1,13;1,18
20.07.2020;688;659;718;557;529;586;1,07;1,03;1,11;1,17;1,15;1,20
21.07.2020;702;671;732;599;570;629;1,16;1,11;1,21;1,19;1,17;1,22
22.07.2020;734;701;770;660;630;691;1,29;1,25;1,33;1,20;1,18;1,23
23.07.2020;686;651;722;703;670;736;1,40;1,35;1,45;1,20;1,17;1,22
24.07.2020;694;663;731;704;671;739;1,26;1,22;1,31;1,17;1,15;1,20
25.07.2020;618;581;650;683;649;718;1,14;1,10;1,18;1,14;1,12;1,16
26.07.2020;605;570;641;650;616;686;0,99;0,96;1,02;1,12;1,10;1,14
27.07.2020;820;784;858;684;649;720;0,97;0,94;1,01;1,09;1,07;1,11
28.07.2020;769;735;804;703;667;738;1,00;0,97;1,03;1,06;1,05;1,08
29.07.2020;742;707;778;734;699;770;1,07;1,04;1,11;1,06;1,04;1,08
30.07.2020;758;718;800;772;736;810;1,19;1,15;1,23;1,05;1,03;1,07
31.07.2020;778;738;819;762;724;800;1,11;1,08;1,15;1,07;1,05;1,09
01.08.2020;822;783;862;775;736;814;1,10;1,07;1,14;1,13;1,11;1,15
02.08.2020;902;858;943;815;774;856;1,11;1,07;1,15;1,17;1,15;1,19
03.08.2020;1079;1035;1127;895;853;938;1,16;1,12;1,20;1,19;1,17;1,21
04.08.2020;981;936;1026;946;903;989;1,24;1,20;1,29;1,19;1,17;1,21
05.08.2020;987;946;1024;987;943;1030;1,27;1,24;1,32;1,17;1,15;1,19
06.08.2020;1002;956;1050;1012;968;1057;1,24;1,20;1,29;1,17;1,14;1,19
07.08.2020;1052;1006;1095;1006;961;1049;1,12;1,08;1,17;1,16;1,14;1,18
08.08.2020;1006;966;1056;1012;968;1056;1,07;1,04;1,10;1,13;1,12;1,16
09.08.2020;1042;990;1099;1025;979;1075;1,04;1,01;1,08;1,14;1,12;1,16
10.08.2020;1406;1355;1457;1126;1079;1177;1,11;1,08;1,15;1,15;1,13;1,17
11.08.2020;1330;1273;1382;1196;1146;1248;1,19;1,16;1,23;1,16;1,15;1,18
12.08.2020;1322;1270;1374;1275;1222;1328;1,26;1,22;1,30;1,19;1,17;1,21
13.08.2020;1345;1296;1395;1351;1298;1402;1,32;1,28;1,36;1,17;1,15;1,19
14.08.2020;1310;1261;1364;1327;1275;1378;1,18;1,14;1,21;1,15;1,13;1,16
15.08.2020;1214;1167;1261;1298;1248;1348;1,09;1,06;1,12;1,12;1,10;1,13
16.08.2020;1176;1122;1232;1261;1211;1313;0,99;0,96;1,02;1,07;1,05;1,09
17.08.2020;1416;1370;1468;1279;1230;1331;0,95;0,92;0,97;1,06;1,04;1,07
18.08.2020;1460;1400;1509;1316;1264;1367;0,99;0,96;1,02;1,03;1,01;1,04
19.08.2020;1301;1252;1354;1338;1286;1390;1,03;1,00;1,06;0,99;0,97;1,00
20.08.2020;1140;1094;1188;1329;1279;1380;1,05;1,03;1,08;0,97;0,96;0,99
21.08.2020;1162;1109;1212;1265;1214;1316;0,99;0,96;1,02;0,95;0,94;0,96
22.08.2020;1115;1071;1164;1179;1131;1229;0,90;0,87;0,92;0,95;0,94;0,96
23.08.2020;1165;1115;1210;1145;1097;1193;0,86;0,83;0,88;0,97;0,96;0,99
24.08.2020;1439;1393;1495;1220;1172;1270;0,92;0,90;0,94;0,98;0,96;0,99
25.08.2020;1326;1281;1385;1261;1215;1313;1,00;0,97;1,02;0,98;0,96;0,99
26.08.2020;1206;1161;1257;1284;1237;1336;1,09;1,06;1,12;0,99;0,97;1,00
27.08.2020;1228;1169;1273;1300;1251;1352;1,13;1,10;1,17;0,98;0,97;1,00
28.08.2020;1141;1094;1191;1225;1176;1276;1,00;0,98;1,03;0,98;0,96;0,99
29.08.2020;964;926;1004;1135;1087;1181;0,90;0,87;0,92;0,97;0,96;0,99
30.08.2020;1030;987;1072;1091;1044;1135;0,85;0,83;0,87;0,95;0,94;0,97
31.08.2020;1352;1297;1410;1122;1076;1169;0,86;0,84;0,89;0,97;0,96;0,99
01.09.2020;1468;1421;1522;1203;1157;1252;0,98;0,96;1,01;1,01;0,99;1,02
02.09.2020;1330;1281;1380;1295;1246;1346;1,14;1,11;1,18;1,03;1,01;1,04
03.09.2020;1258;1207;1305;1352;1301;1404;1,24;1,21;1,28;1,05;1,04;1,07
04.09.2020;1270;1219;1318;1331;1282;1381;1,19;1,15;1,22;1,06;1,04;1,07
05.09.2020;1167;1123;1208;1256;1207;1302;1,04;1,01;1,07;1,07;1,06;1,09
06.09.2020;1301;1252;1344;1249;1200;1293;0,96;0,94;0,99;1,10;1,08;1,11
07.09.2020;1602;1545;1660;1335;1285;1382;0,99;0,96;1,02;1,10;1,08;1,11
08.09.2020;1599;1549;1654;1417;1367;1466;1,06;1,04;1,09;1,11;1,09;1,12
09.09.2020;1624;1562;1677;1531;1477;1583;1,22;1,19;1,25;1,12;1,10;1,13
10.09.2020;1648;1601;1697;1618;1564;1672;1,30;1,26;1,33;1,13;1,11;1,14
11.09.2020;1642;1584;1695;1628;1574;1681;1,22;1,18;1,24;1,15;1,13;1,16
12.09.2020;1541;1490;1600;1614;1559;1667;1,14;1,11;1,16;1,15;1,13;1,16
13.09.2020;1598;1549;1654;1607;1556;1661;1,05;1,03;1,08;1,15;1,14;1,17
14.09.2020;2137;2066;2218;1729;1672;1792;1,07;1,04;1,09;1,15;1,14;1,17
15.09.2020;1985;1915;2055;1815;1755;1882;1,11;1,09;1,14;1,13;1,12;1,15
16.09.2020;1870;1808;1935;1898;1834;1965;1,18;1,15;1,20;1,11;1,10;1,13
17.09.2020;1734;1675;1806;1932;1866;2003;1,20;1,17;1,23;1,07;1,05;1,08
18.09.2020;1725;1665;1792;1829;1766;1897;1,06;1,03;1,08;1,03;1,02;1,04
19.09.2020;1525;1457;1591;1713;1651;1781;0,94;0,92;0,96;1,02;1,00;1,03
20.09.2020;1650;1577;1733;1658;1593;1730;0,87;0,85;0,90;1,02;1,00;1,03
21.09.2020;2206;2130;2299;1776;1707;1854;0,92;0,90;0,95;1,02;1,00;1,03
22.09.2020;2144;2060;2229;1881;1806;1963;1,03;1,00;1,05;1,04;1,02;1,06
23.09.2020;2095;2003;2179;2024;1942;2110;1,18;1,15;1,21;1,06;1,04;1,08
24.09.2020;2071;1973;2166;2129;2041;2218;1,28;1,24;1,32;1,09;1,07;1,11
25.09.2020;2161;2041;2276;2118;2019;2212;1,19;1,15;1,23;1,11;1,09;1,13
26.09.2020;1928;1791;2072;2064;1952;2173;1,10;1,06;1,14;1,11;1,09;1,13
27.09.2020;1903;1777;2028;2016;1895;2136;1,00;0,96;1,03;1,11;1,09;1,13
28.09.2020;2637;2422;2830;2157;2008;2302;1,01;0,98;1,05;1,13;1,10;1,15
29.09.2020;2803;2562;3078;2318;2138;2502;1,09;1,04;1,15;1,15;1,11;1,18
30.09.2020;2841;2549;3182;2546;2327;2779;1,23;1,17;1,31;1,19;1,15;1,24
01.10.2020;2989;2594;3407;2818;2532;3124;1,40;1,32;1,49;1,23;1,18;1,30
02.10.2020;3336;2832;3796;2992;2634;3366;1,39;1,29;1,49;1,27;1,20;1,34
03.10.2020;3327;2592;3966;3123;2642;3588;1,35;1,23;1,46;1,30;1,23;1,38
04.10.2020;3364;2588;4186;3254;2652;3839;1,28;1,15;1,42;1,34;1,22;1,46
05.10.2020;4551;3217;5790;3645;2807;4434;1,29;1,08;1,48;1,37;1,24;1,50
06.10.2020;4809;3143;6647;4013;2885;5147;1,34;1,12;1,56;1,37;1,19;1,54
07.10.2020;4759;2677;7281;4371;2906;5976;1,40;1,11;1,70;.;.;.
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Erläuterung;;;;;;;;;;;;
;;;;;;;;;;;;
Datum: "Datum des Erkrankungsbeginns";;;;;;;;;;;;
Schätzer_Neuerkrankungen: "Punktschätzer der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
UG_PI_Neuerkrankungen "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
OG_PI_Neuerkrankungen "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen (ohne Glättung)";;;;;;;;;;;;
Schätzer_Neuerkankungen_ma4 "Punktschätzer der Anzahl Neuerkrankungen";;;;;;;;;;;;
UG_PI_Neuerkrankungen_ma4 "Untere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
OG_PI_Neuerkrankungen_ma4 "Obere Grenze des 95%-Prädiktionsintervalls der Anzahl Neuerkrankungen";;;;;;;;;;;;
Schätzer_Reproduktionszahl_R "Punktschätzer der Reproduktionszahl R";;;;;;;;;;;;
UG_PI_Reproduktionszahl_R "Untere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
OG_PI_Reproduktionszahl_R "Obere Grenze des 95%-Prädiktionsintervalls der Reproduktionszahl R";;;;;;;;;;;;
Schätzer_7_Tage_R_Wert "Punktschätzer des 7-Tage-R Wertes" ;;;;;;;;;;;;
UG_PI_7_Tage_R_Wert "Untere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
OG_PI_7_Tage_R_Wert "Obere Grenze des 95%-Prädiktionsintervalls des 7-Tage-R Wertes";;;;;;;;;;;;
