country,region,source,data_type,estimate_type,date,median_R_mean,median_R_highHPD,median_R_lowHPD,countryIso3
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-12,2.1907288545285364,2.612156962484054,1.7693007465730186,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-13,2.025511338285221,2.3892485918292032,1.661774084741238,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-14,1.8964280555772064,2.2203618036812087,1.5724943074732043,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-15,1.7876790857082387,2.087396299807252,1.4879618716092256,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-16,1.6809650511289111,1.9608303944720888,1.4010997077857337,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-17,1.5716138281196372,1.829113424992464,1.3141142312468108,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-18,1.4667115803963695,1.6992161109996315,1.234207049793108,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-19,1.3756167537353483,1.5832608583492844,1.1679726491214126,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-20,1.3010555067142962,1.487430159086241,1.1146808543423512,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-21,1.2464902794240371,1.418290208812098,1.0746903500359763,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-22,1.2112940538312762,1.3774599965322532,1.0451281111302992,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-23,1.185431899722966,1.350958991539877,1.019904807906055,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-24,1.1573405901161904,1.321038363720239,0.9936428165121416,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-25,1.124050359708732,1.2840907362513323,0.9640099831661316,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-26,1.0906769823529925,1.2500463430664437,0.9313076216395412,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-27,1.0585875384641277,1.2271062548277911,0.8900688221004641,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-28,1.031338047199596,1.2249506013365226,0.8377254930626696,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-29,1.0141862772428318,1.2425647410723797,0.7858078134132839,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-30,1.0064668884426338,1.2611589353885615,0.751774841496706,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-03-31,0.9980726612624424,1.2619850497156646,0.7341602728092205,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-01,0.9790898714549388,1.235569537687032,0.7226102052228455,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-02,0.9481417834235448,1.1864166932617182,0.7098668735853713,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-03,0.909952449483698,1.1267051506368149,0.693199748330581,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-04,0.8714696188892848,1.0679226108779782,0.6750166269005912,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-05,0.8380904589110452,1.0164775954105354,0.6597033224115549,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-06,0.8140799965143968,0.9752773544030572,0.6528826386257365,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-07,0.7967555448771044,0.9421770270462588,0.6513340627079501,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-08,0.7808013690985672,0.9141741749342852,0.6474285632628493,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-09,0.7629971578536081,0.8908001753541546,0.6351941403530617,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-10,0.7448155038729917,0.8733601841450184,0.616270823600965,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-11,0.7315863702715986,0.8641646346046774,0.5990081059385197,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-12,0.7271641774852746,0.8660343454311284,0.5882940095394208,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-13,0.7319131672607536,0.8772116688736792,0.586614665647828,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-14,0.7416086137372642,0.8904254060865442,0.5927918213879841,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-15,0.7510468054067799,0.9000509196725298,0.60204269114103,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-16,0.7568416088946307,0.9041722875317256,0.6095109302575359,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-17,0.7573707545614571,0.9033547998239606,0.6113867092989536,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-18,0.7545959193752079,0.9021839446980228,0.6070078940523931,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-19,0.7538897411453751,0.9057100196447708,0.6020694626459794,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-20,0.7568276486463057,0.914604886275494,0.5990504110171173,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-21,0.7563362191798055,0.9206962415392844,0.5919761968203268,DEU
Germany,DEU,OWID,Deaths,Cori_slidingWindow,2020-04-22,0.7478829755298046,0.9168104225533628,0.5789555285062464,DEU
