country,date,R_low,R_mean,R_high,observed
Austria,2020-03-07,2.54807348190755,2.77526217846378,3.01201391838726,Observed
Austria,2020-03-08,2.42539358635156,2.62003774100332,2.8220875713566,Observed
Austria,2020-03-09,2.32390366133219,2.49263275046523,2.66719100975643,Observed
Austria,2020-03-10,2.24038289203035,2.38821621606573,2.5407058694232,Observed
Austria,2020-03-11,2.16768867135251,2.29830422003659,2.43268690457685,Observed
Austria,2020-03-12,2.09737544029375,2.21343082823195,2.33256731515643,Observed
Austria,2020-03-13,2.02236655522246,2.12582449231749,2.23182690681424,Observed
Austria,2020-03-14,1.93866737716434,2.03107101649881,2.12559567063256,Observed
Austria,2020-03-15,1.84477229178662,1.92741666051197,2.01184652687891,Observed
Austria,2020-03-16,1.74102478589144,1.81505080977014,1.89059641327193,Observed
Austria,2020-03-17,1.62974104157995,1.69619568135922,1.76395969006688,Observed
Austria,2020-03-18,1.51436142262085,1.57422288442269,1.63522843719381,Observed
Austria,2020-03-19,1.39883120938024,1.45301759710083,1.50821924963001,Observed
Austria,2020-03-20,1.28683536472786,1.33620151393029,1.38648384053151,Observed
Austria,2020-03-21,1.18093556997696,1.22625951798696,1.27242499607374,Observed
Austria,2020-03-22,1.08266052608407,1.12463713530973,1.16740093392592,Observed
Austria,2020-03-23,0.993010026669053,1.03225773951165,1.07225547027132,Observed
Austria,2020-03-24,0.912763308347386,0.949838540960008,0.987641508347166,Observed
Austria,2020-03-25,0.8425443883484,0.877957132114866,0.914088645339641,Observed
Austria,2020-03-26,0.7828859156046,0.817115294929272,0.852066784656626,Observed
Austria,2020-03-27,0.734031290118001,0.767534733648135,0.801775335810374,Observed
Austria,2020-03-28,0.695890494148341,0.729108357060028,0.763089803118629,Observed
Austria,2020-03-29,0.668157604073655,0.701516345285936,0.735676268033386,Observed
Austria,2020-03-30,0.650153022122152,0.684060180284914,0.718817082382198,Observed
Austria,2020-03-31,0.640497288967276,0.675322431800301,0.711056486928975,Observed
Austria,2020-04-01,0.637005560927877,0.673051956444334,0.710076418141669,Observed
Austria,2020-04-02,0.63678699986437,0.674261592705682,0.712792498796167,Observed
Austria,2020-04-03,0.636674575659036,0.675669717963033,0.715807512811657,Observed
Austria,2020-04-04,0.63385274935451,0.674350464633629,0.716084499808433,Observed
Austria,2020-04-05,0.626468789965741,0.668370925712786,0.711610292632034,Observed
Austria,2020-04-06,0.614008579408664,0.657187057840319,0.701811905248586,Observed
Austria,2020-04-07,0.59739451801882,0.641752407290598,0.687676269633833,Observed
Austria,2020-04-08,0.578595813419411,0.62412099157354,0.671345649755014,Observed
Austria,2020-04-09,0.559864513729038,0.606657689573771,0.65530210032803,Observed
Austria,2020-04-10,0.543325742144268,0.591610401944383,0.641921122767262,Observed
Austria,2020-04-11,0.530856458926038,0.580980307731707,0.633332961799206,Observed
Austria,2020-04-12,0.524007740778533,0.576436625109477,0.631329382763569,Observed
Austria,2020-04-13,0.524098895223815,0.579409132725264,0.637454027585708,Observed
Austria,2020-04-14,0.532029276709381,0.590881442304431,0.652776377975395,Observed
Austria,2020-04-15,0.547931389725165,0.611010727619677,0.677477124737702,Observed
Austria,2020-04-16,0.570944813747664,0.638871391200777,0.710560577333357,Observed
Austria,2020-04-17,0.599173747683021,0.672398447571903,0.749783398438182,Observed
Austria,2020-04-18,0.62986321668995,0.708575772553862,0.791855519778611,Observed
