country,date,R_low,R_mean,R_high,observed
Austria,2020-03-07,2.5267630929624,2.75179627153091,2.98629147115511,Observed
Austria,2020-03-08,2.40716558054644,2.60025226211111,2.80068190021075,Observed
Austria,2020-03-09,2.31086948726947,2.47859073575625,2.65210428629203,Observed
Austria,2020-03-10,2.23299971384382,2.38026271147566,2.5321615403605,Observed
Austria,2020-03-11,2.16432752707868,2.29464795555104,2.42872441708729,Observed
Austria,2020-03-12,2.09532385958115,2.21120234865271,2.33015560367231,Observed
Austria,2020-03-13,2.01888148876021,2.12216702119334,2.22799293189202,Observed
Austria,2020-03-14,1.93206788905933,2.02425325464641,2.11855678572388,Observed
Austria,2020-03-15,1.83504577946767,1.91743500793033,2.00160804647516,Observed
Austria,2020-03-16,1.72942865077462,1.80320313113783,1.87849689762743,Observed
Austria,2020-03-17,1.61798110236265,1.68423050110048,1.75179054277151,Observed
Austria,2020-03-18,1.5039061352469,1.56363658183483,1.62451393034804,Observed
Austria,2020-03-19,1.39037503945778,1.44450997202606,1.49966430585453,Observed
Austria,2020-03-20,1.28017545757222,1.3295547071304,1.37985529432133,Observed
Austria,2020-03-21,1.17547778863808,1.22085741333781,1.26708445991939,Observed
Austria,2020-03-22,1.0777649481849,1.11981949110494,1.1626676413551,Observed
Austria,2020-03-23,0.988260817335087,1.02759577910043,1.06768761420321,Observed
Austria,2020-03-24,0.908121317945304,0.945290374076168,0.983194479684587,Observed
Austria,2020-03-25,0.838216631766593,0.873734381352266,0.909978780679502,Observed
Austria,2020-03-26,0.77913055681263,0.813483555706357,0.84856726403776,Observed
Austria,2020-03-27,0.730977352293895,0.764628573547735,0.799026434604606,Observed
Austria,2020-03-28,0.693505417863481,0.726897158087011,0.761062993478196,Observed
Austria,2020-03-29,0.666280334746279,0.699837476338878,0.734207468838986,Observed
Austria,2020-03-30,0.648568051122729,0.682694551159016,0.717683733102722,Observed
Austria,2020-03-31,0.639033314371343,0.674095750497785,0.710081416431641,Observed
Austria,2020-04-01,0.635601658057613,0.671903016272745,0.709198263814322,Observed
Austria,2020-04-02,0.635567284847759,0.673319411441926,0.712145327597084,Observed
Austria,2020-04-03,0.635935202159886,0.675240518602687,0.715707774438963,Observed
Austria,2020-04-04,0.633920584672836,0.674772081171287,0.71688112460396,Observed
Austria,2020-04-05,0.62740165180207,0.669702778669183,0.713364347757075,Observed
Austria,2020-04-06,0.615373133048922,0.65897875429241,0.704055852684945,Observed
Austria,2020-04-07,0.598378489056113,0.643157633437056,0.689529569270991,Observed
Austria,2020-04-08,0.578406562992592,0.624310353483507,0.671942016028938,Observed
Austria,2020-04-09,0.558227155561447,0.605339475741905,0.654333145927363,Observed
Austria,2020-04-10,0.540656240228348,0.58921759173565,0.639837487706386,Observed
Austria,2020-04-11,0.527961386059422,0.578363202505152,0.631029860776792,Observed
Austria,2020-04-12,0.521643224270507,0.574401707258859,0.629665178644923,Observed
Austria,2020-04-13,0.522633492196987,0.578359962716245,0.636868774062922,Observed
Austria,2020-04-14,0.531352992536354,0.590715129278066,0.65317535775064,Observed
Austria,2020-04-15,0.547607330371018,0.611272205860593,0.678387543093848,Observed
Austria,2020-04-16,0.57050714283525,0.639067713098266,0.711462274362973,Observed
Austria,2020-04-17,0.598351061458585,0.672239017999421,0.750366271301814,Observed
Austria,2020-04-18,0.628571335749573,0.707969000916537,0.792020387024341,Observed
Austria,2020-04-19,0.657900702633735,0.742676548159467,0.832515510878493,Observed
Austria,2020-04-20,0.682550809943501,0.772228270973763,0.867360351406875,Observed
Austria,2020-04-21,0.698965871537287,0.79276323377293,0.892380318253985,Observed
Austria,2020-04-22,0.705218611974613,0.802198085018477,0.905334383678078,Observed
Austria,2020-04-23,0.70178713655696,0.801066898453167,0.906818968840931,Observed
Austria,2020-04-24,0.691539976956591,0.792505986224291,0.900251316094189,Observed
Austria,2020-04-25,0.678692900988993,0.781129252951691,0.890660135861914,Observed
Austria,2020-04-26,0.667408839859243,0.771509564289062,0.883044263715322,Observed
Austria,2020-04-27,0.661306749542929,0.767628142938445,0.881758842810555,Observed
Austria,2020-04-28,0.663348236222558,0.772733028875895,0.890343059261743,Observed
Austria,2020-04-29,0.675648166278784,0.789115914619986,0.911261538696264,Observed
Austria,2020-04-30,0.69929806374476,0.817899536623573,0.945654501825651,Observed
Austria,2020-05-01,0.734035423322028,0.858662473900209,0.992917642861316,Observed
Austria,2020-05-02,0.777588825570913,0.908731114874542,1.04994242318297,Observed
Austria,2020-05-03,0.826004411571997,0.963565434628327,1.11156567361512,Observed
Austria,2020-05-04,0.874221695458118,1.01744742559226,1.17137854990854,Observed
Austria,2020-05-05,0.916414369865305,1.06392583703613,1.2222839815479,Observed
Austria,2020-05-06,0.947296597418502,1.09727948717444,1.25812279000692,Observed
Austria,2020-05-07,0.963308947291439,1.1138033065521,1.27506063171315,Observed
Austria,2020-05-08,0.963240133613974,1.11243773765975,1.27222071075976,Observed
Austria,2020-05-09,0.948312523759271,1.09479247994304,1.25163828901925,Observed
Austria,2020-05-10,0.921429853459322,1.06427218305057,1.21725696394257,Observed
Austria,2020-05-11,0.886227167801408,1.02501320244844,1.17374711238123,Observed
Austria,2020-05-12,0.846621312210688,0.981386861503006,1.12595976492438,Observed
Austria,2020-05-13,0.806521511615206,0.937697630741045,1.07861255309649,Observed
Austria,2020-05-14,0.769317679980204,0.897650513325337,1.03573719620157,Observed
Austria,2020-05-15,0.737557978129172,0.864017281438911,1.00033522955194,Observed
Austria,2020-05-16,0.712779197658409,0.838458922442758,0.974192973837267,Observed
Austria,2020-05-17,0.695398084064317,0.821405963875716,0.957751121436084,Observed
Austria,2020-05-18,0.685050068610409,0.812420728194179,0.950490796249352,Observed
Austria,2020-05-19,0.680764643989531,0.810385926408334,0.951136011121052,Observed
Austria,2020-05-20,0.680975841613468,0.813516668261435,0.957668227047633,Observed
Austria,2020-05-21,0.684111706947212,0.820009138221836,0.968035691245635,Observed
Austria,2020-05-22,0.689353065131091,0.828884586977455,0.981084705075694,Observed
Austria,2020-05-23,0.696919216629303,0.840318288199457,0.99693354528482,Observed
Austria,2020-05-24,0.70813998693683,0.85572341755951,1.017068022966,Observed
Austria,2020-05-25,0.724436012076149,0.876617817045256,1.04309232232338,Observed
Austria,2020-05-26,0.746126870941416,0.903285128688008,1.07523942143173,Observed
Austria,2020-05-27,0.772297302504743,0.934608271751883,1.11216966518056,Observed
Austria,2020-05-28,0.800707594597049,0.967982011970337,1.1508875903032,Observed
Austria,2020-05-29,0.827819380104972,0.9993793023006,1.18685449817895,Observed
Austria,2020-05-30,0.849516797725832,1.02419278536713,1.21495733496704,Observed
Austria,2020-05-31,0.862076181314083,1.038339376813,1.23075423089776,Observed
Austria,2020-06-01,0.863620707052662,1.03986782538056,1.23223745435459,Observed
Austria,2020-06-02,0.855381531387945,1.03031952939207,1.22129139722175,Observed
Austria,2020-06-03,0.841132092287424,1.01406263918523,1.20291918868566,Observed
Austria,2020-06-04,0.825850861576694,0.996772502399799,1.18353077340659,Observed
Austria,2020-06-05,0.814537321324613,0.984089237315406,1.16943329954249,Observed
Austria,2020-06-06,0.810772155157041,0.980009180421538,1.165048872757,Observed
Austria,2020-06-07,0.816403278226852,0.986525983241599,1.17250947487083,Observed
Austria,2020-06-08,0.831429444470316,1.00350704177406,1.19152849083652,Observed
Austria,2020-06-09,0.853378994072895,1.02803679255205,1.21871359361262,Observed
Austria,2020-06-10,0.878130495785717,1.05536862970416,1.24865726942342,Observed
Austria,2020-06-11,0.901338463953438,1.08055657949631,1.27578407202664,Observed
Austria,2020-06-12,0.919945181407171,1.1001666195399,1.29626996597674,Observed
Austria,2020-06-13,0.933892378948213,1.11416055689608,1.31010118633948,Observed
Austria,2020-06-14,0.946169604925449,1.12590729764144,1.32104375795744,Observed
Austria,2020-06-15,0.961499070036845,1.14067015930079,1.33492297369162,Observed
Austria,2020-06-16,0.984966996773197,1.16403351016427,1.35783459033366,Observed
Austria,2020-06-17,1.01986475842708,1.19950012652975,1.39349219114263,Observed
Austria,2020-06-18,1.06654573516016,1.24725077878848,1.44188940813471,Observed
Austria,2020-06-19,1.12235346419471,1.30413153998549,1.49935265690472,Observed
Austria,2020-06-20,1.18182651127065,1.36398944522176,1.55901798103468,Observed
Austria,2020-06-21,1.23768406639332,1.41885908670283,1.61222864505885,Observed
Austria,2020-06-22,1.28240270289529,1.46074057036519,1.65051982021856,Observed
Austria,2020-06-23,1.30968635174876,1.48318200104462,1.66731241215702,Observed
Austria,2020-06-24,1.31601740983799,1.48286416469897,1.65952434134629,Observed
Austria,2020-06-25,1.30139143433723,1.46026344688714,1.62815262554064,Observed
Austria,2020-06-26,1.26870102243055,1.41888187329094,1.57734201758574,Observed
