country,date,R_low,R_mean,R_high,observed
Austria,2020-03-05,2.28021204392131,2.50101753477578,2.73188106200793,Observed
Austria,2020-03-06,2.1815332774429,2.37396670079857,2.57441743019511,Observed
Austria,2020-03-07,2.09190634238464,2.2610475170759,2.43667050481651,Observed
Austria,2020-03-08,2.01029778782538,2.1601376395864,2.31528681585713,Observed
Austria,2020-03-09,1.93545060547137,2.06914784619808,2.20724698765984,Observed
Austria,2020-03-10,1.86591375879813,1.98598248397048,2.10974209821739,Observed
Austria,2020-03-11,1.8002035098774,1.90865809247797,2.02024015640197,Observed
Austria,2020-03-12,1.73688764984629,1.83535513041563,1.93649918787056,Observed
Austria,2020-03-13,1.67504476842533,1.76486245039057,1.8569927763732,Observed
Austria,2020-03-14,1.61411012377534,1.69639548350244,1.78069772480498,Observed
Austria,2020-03-15,1.55356078857961,1.62925605652154,1.7067265512905,Observed
Austria,2020-03-16,1.49263572242636,1.56253456790964,1.63401041303564,Observed
Austria,2020-03-17,1.4303661614821,1.49513476919265,1.56131739588249,Observed
Austria,2020-03-18,1.36593065280561,1.42613235635803,1.48761408448444,Observed
Austria,2020-03-19,1.29908239761505,1.35520697380723,1.41250181338968,Observed
Austria,2020-03-20,1.23043088047334,1.28292460969736,1.33649949043334,Observed
Austria,2020-03-21,1.16142153346852,1.21071201478483,1.26101247562386,Observed
Austria,2020-03-22,1.0939824798441,1.14049286503833,1.18795791282364,Observed
Austria,2020-03-23,1.03015570123708,1.0743100224868,1.11937788934571,Observed
Austria,2020-03-24,0.971656814307783,1.01387632300483,1.05698110019263,Observed
Austria,2020-03-25,0.919580489474088,0.96027432991787,1.00183684883322,Observed
Austria,2020-03-26,0.874373567553771,0.913929088766513,0.954347388932209,Observed
Austria,2020-03-27,0.835879491724674,0.874653278562378,0.914293771485223,Observed
Austria,2020-03-28,0.80353762298557,0.841850313361958,0.881042723673568,Observed
Austria,2020-03-29,0.776485335617394,0.814617974885108,0.853651819228299,Observed
Austria,2020-03-30,0.753792101353459,0.791987261735037,0.831113098132318,Observed
Austria,2020-03-31,0.734518760671987,0.77298272115067,0.812414471240857,Observed
Austria,2020-04-01,0.717725129983678,0.756629807268852,0.796546842226642,Observed
Austria,2020-04-02,0.702581867278791,0.742069296264473,0.782621086879481,Observed
Austria,2020-04-03,0.688266711072044,0.728450595502077,0.769758457668699,Observed
Austria,2020-04-04,0.674003394604504,0.714971305051502,0.757130823973398,Observed
Austria,2020-04-05,0.659153891314991,0.700972095935279,0.7440582324587,Observed
Austria,2020-04-06,0.643344333079132,0.686067155481843,0.730143950137467,Observed
Austria,2020-04-07,0.626564068417251,0.670247881749617,0.715382869738417,Observed
Austria,2020-04-08,0.609194257219071,0.653914475397012,0.70019615235874,Observed
Austria,2020-04-09,0.591957335877617,0.63782584430368,0.685381580784394,Observed
Austria,2020-04-10,0.57578844445904,0.622968133597694,0.671979141742488,Observed
Austria,2020-04-11,0.561695042060098,0.610409745244596,0.661121331135178,Observed
Austria,2020-04-12,0.55067764046419,0.601218536510473,0.653946628666965,Observed
Austria,2020-04-13,0.543634006819868,0.596360390657596,0.651492172155464,Observed
Austria,2020-04-14,0.541320116336148,0.596655173081056,0.654644356647806,Observed
Austria,2020-04-15,0.544310054292768,0.60272986155373,0.664084726932981,Observed
Austria,2020-04-16,0.552861187739245,0.614870094233056,0.680127342320664,Observed
Austria,2020-04-17,0.566818526756852,0.632910967740022,0.702595419425677,Observed
Austria,2020-04-18,0.585460438774846,0.656066290690921,0.730633668121859,Observed
Austria,2020-04-19,0.607372500250952,0.682790267337366,0.76255772524041,Observed
Austria,2020-04-20,0.630507824679442,0.710842675770211,0.79592473845766,Observed
Austria,2020-04-21,0.652485289146445,0.737614851167794,0.827888454547635,Observed
Austria,2020-04-22,0.671065644132375,0.76065169990945,0.855769097433723,Observed
Austria,2020-04-23,0.684672343491749,0.778223142708306,0.877677406934972,Observed
Austria,2020-04-24,0.692742721131102,0.789710566754536,0.892937627424528,Observed
Austria,2020-04-25,0.695822340863039,0.795711202045024,0.902201959334857,Observed
Austria,2020-04-26,0.695417063062045,0.797875880018533,0.907272874505265,Observed
Austria,2020-04-27,0.69367001301751,0.798554440469152,0.910715075964841,Observed
Austria,2020-04-28,0.692974305320092,0.800369630200229,0.915388443811026,Observed
Austria,2020-04-29,0.695569562692889,0.80577175752399,0.923958824992929,Observed
Austria,2020-04-30,0.703128895292153,0.816581149594078,0.938394308593421,Observed
Austria,2020-05-01,0.716381074109719,0.833567981563741,0.959501598026219,Observed
Austria,2020-05-02,0.734841994446039,0.856154280923084,0.986598346192214,Observed
Austria,2020-05-03,0.756839281562088,0.882443363127291,1.01754857105157,Observed
Austria,2020-05-04,0.779819972097705,0.909569792144242,1.04915764498136,Observed
Austria,2020-05-05,0.800995780064343,0.934424650969905,1.07798145816516,Observed
Austria,2020-05-06,0.81806477632874,0.954463238347768,1.1012239257773,Observed
Austria,2020-05-07,0.829647802949332,0.968192337121504,1.11727726545322,Observed
Austria,2020-05-08,0.835408096703127,0.975297080918167,1.12585575631596,Observed
Austria,2020-05-09,0.835794963490141,0.976347426413541,1.12766262181981,Observed
Austria,2020-05-10,0.831517164284583,0.972207425101186,1.12373205389047,Observed
Austria,2020-05-11,0.82343465029743,0.963900286621808,1.11526502075031,Observed
