Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,days_infectious,last_updated
Switzerland,2020-03-06,2.0956072952482634,2.449929030180688,1.7360142332972517,2.2629487368530867,1.928035668463664,5,2021-08-19
Switzerland,2020-03-07,2.1120801239421034,2.4377566843346803,1.782128795764944,2.2639791555019744,1.95844936067203,5,2021-08-19
Switzerland,2020-03-08,2.130904994940563,2.4337449276165395,1.8236091628363609,2.273320828790109,1.9873929571003923,5,2021-08-19
Switzerland,2020-03-09,2.186238608537455,2.47475687814817,1.8973077779939045,2.322339687700481,2.0485333974558912,5,2021-08-19
Switzerland,2020-03-10,2.245236259909676,2.53347353753198,1.962300060151347,2.3796390410660515,2.10934063614431,5,2021-08-19
Switzerland,2020-03-11,2.295968178074624,2.5797331353269373,2.0156920422034146,2.4283152651046107,2.1642417164989043,5,2021-08-19
Switzerland,2020-03-12,2.331681281444337,2.6160610217826816,2.054262393143043,2.466449766664724,2.1977794018951573,5,2021-08-19
Switzerland,2020-03-13,2.4012641170472606,2.705242670249884,2.1103102221518726,2.5423951013679664,2.2602244210523272,5,2021-08-19
Switzerland,2020-03-14,2.3787006744463186,2.6832339409217703,2.090840059661127,2.519843930007283,2.235266236925599,5,2021-08-19
Switzerland,2020-03-15,2.345636387184043,2.64487810829856,2.0543189002327567,2.4863796805400566,2.204120485807726,5,2021-08-19
Switzerland,2020-03-16,2.238174332790704,2.5184957165273936,1.963467047218992,2.3712353922248743,2.1044209571286245,5,2021-08-19
Switzerland,2020-03-17,2.159386429696676,2.431326077632063,1.8916768629236127,2.2887126473750543,2.0300688427481868,5,2021-08-19
Switzerland,2020-03-18,2.089668072997592,2.3552511004617864,1.825623859826882,2.219346500600052,1.96290836536984,5,2021-08-19
Switzerland,2020-03-19,2.0397085469711698,2.307673744040949,1.774036990389918,2.166737904024367,1.9124580117975647,5,2021-08-19
Switzerland,2020-03-20,1.9304844533026169,2.1945910153444617,1.6705568351351758,2.0533578386659954,1.8071102508422008,5,2021-08-19
Switzerland,2020-03-21,1.8404272525227976,2.1050322506608863,1.580737822018662,1.9636870515056133,1.7170784985170444,5,2021-08-19
Switzerland,2020-03-22,1.7346337922955852,1.992627249862752,1.4796789104637609,1.8570942925875944,1.6115453265457225,5,2021-08-19
Switzerland,2020-03-23,1.6506921019737444,1.908258629995386,1.3969577728451943,1.7716527591199605,1.529996301298962,5,2021-08-19
Switzerland,2020-03-24,1.5419055134544684,1.7968231775136614,1.28393519646533,1.6625443590520868,1.4207556784327455,5,2021-08-19
Switzerland,2020-03-25,1.436487195499831,1.6932972041718992,1.1803574854971466,1.5585021168264532,1.3130840709298075,5,2021-08-19
Switzerland,2020-03-26,1.3376047513312423,1.592627055988723,1.0733049807144168,1.463111432533733,1.2126001369928274,5,2021-08-19
Switzerland,2020-03-27,1.2600013476847265,1.5214322349951337,0.9911552977616406,1.3840581407606032,1.1355977458430258,5,2021-08-19
Switzerland,2020-03-28,1.2086727602975766,1.471899475317502,0.9368162230467824,1.334270953960078,1.0847593351836042,5,2021-08-19
Switzerland,2020-03-29,1.1655508371010452,1.4261808452444544,0.8985642832333258,1.291537726033237,1.039833551898907,5,2021-08-19
Switzerland,2020-03-30,1.1305361890268724,1.3917316308025387,0.868590645570357,1.2545637917220414,1.0067718106971542,5,2021-08-19
Switzerland,2020-03-31,1.0866972552091068,1.3468244877915396,0.8236167573193941,1.2114796224005324,0.9601842539498312,5,2021-08-19
Switzerland,2020-04-01,1.0442103582250444,1.3034064564795376,0.7816650387853463,1.167570279128771,0.9193534032760574,5,2021-08-19
Switzerland,2020-04-02,0.9974613622690056,1.2542576281061206,0.7320447501164054,1.121881824456113,0.8752634316804202,5,2021-08-19
