Country/Region,Date,R,ci_95_u,ci_95_l,ci_65_u,ci_65_l,days_infectious,last_updated
Switzerland,2020-03-06,2.1033416146527366,2.454984508628393,1.7451332857713222,2.269499371808879,1.9359097634235205,5,2021-11-12
Switzerland,2020-03-07,2.1182152316952543,2.44274571867037,1.7927162284610467,2.2734458933921227,1.962726773797599,5,2021-11-12
Switzerland,2020-03-08,2.1357715012916567,2.441180435008852,1.8330128013394729,2.279999952926812,1.9903997114360323,5,2021-11-12
Switzerland,2020-03-09,2.188631849031496,2.479473879709281,1.9011285031253105,2.3253008903475587,2.0518405352085187,5,2021-11-12
Switzerland,2020-03-10,2.2453991379634712,2.52930386406087,1.9678185732410192,2.3769903497341605,2.1124403683454185,5,2021-11-12
Switzerland,2020-03-11,2.294723495374264,2.5756198354475464,2.019319312154477,2.4274773592029595,2.161385518679345,5,2021-11-12
Switzerland,2020-03-12,2.3292977124435783,2.6128108048741963,2.051488697758592,2.4614014654083274,2.195907542247194,5,2021-11-12
Switzerland,2020-03-13,2.3987758393384704,2.6943865721106905,2.1079816214610925,2.537873514754244,2.2607555581708016,5,2021-11-12
Switzerland,2020-03-14,2.3744949785513554,2.6705548168174364,2.0860390716717454,2.51182024157393,2.23631541357238,5,2021-11-12
Switzerland,2020-03-15,2.341611006635848,2.636898645216566,2.058890515376704,2.4772207051270896,2.2044817075830223,5,2021-11-12
Switzerland,2020-03-16,2.2331693679993108,2.51193601936625,1.9602462092494548,2.3635256833355576,2.104044536710988,5,2021-11-12
Switzerland,2020-03-17,2.155331674222932,2.4312275501001084,1.8861237665279484,2.2829604074737944,2.026742895068648,5,2021-11-12
Switzerland,2020-03-18,2.0865271398441627,2.3628808540870194,1.8219946430295224,2.213315999081805,1.9582000375543431,5,2021-11-12
Switzerland,2020-03-19,2.0370843143491566,2.306526489256117,1.7745648737495756,2.165533222272193,1.910097774285184,5,2021-11-12
Switzerland,2020-03-20,1.929313021207448,2.1951364341676607,1.669301665540728,2.0532280714622604,1.8038497186602849,5,2021-11-12
Switzerland,2020-03-21,1.8405477774972825,2.103197457369637,1.5840060053412013,1.9635911195767832,1.7169157224255165,5,2021-11-12
Switzerland,2020-03-22,1.7344721860836678,1.993897548234392,1.4792523662382426,1.85689966295062,1.6110626782784403,5,2021-11-12
Switzerland,2020-03-23,1.6502415770091774,1.9042668706578985,1.3924556190240238,1.772928192363301,1.5280492501142915,5,2021-11-12
Switzerland,2020-03-24,1.5415764884626584,1.7964477451972445,1.2820928762491468,1.6638612312183592,1.42029581558352,5,2021-11-12
Switzerland,2020-03-25,1.4368979818323817,1.6963031068621446,1.1735330417378005,1.5595671212145392,1.3134522849424817,5,2021-11-12
