country,region,source,data_type,estimate_type,date,median_R_mean,median_R_highHPD,median_R_lowHPD,countryIso3
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-02-28,1.5274189545004864,2.777623273602887,0.646822503157703,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-02-29,1.7017715765693016,2.944049849446882,0.7767993640645572,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-01,2.1008173108185493,3.442621643709801,1.0872484655260908,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-02,2.3242425289867343,3.620407509372086,1.333215334416094,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-03,2.458702219191095,3.7225184549419215,1.4643643763375704,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-04,2.5543203557274867,3.72386364918436,1.604599815927504,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-05,2.6311753597427514,3.6553216608446704,1.7543776008508103,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-06,2.6158969060986377,3.530228140301926,1.829931754622864,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-07,2.526546484303922,3.3130051399767004,1.8101784214349663,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-08,2.368695276367163,3.074247314071338,1.7801612582876527,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-09,2.2068388906571523,2.7942214222333064,1.680645172293636,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-10,2.0530366239634845,2.5697767121514388,1.591094604193667,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-11,1.92906318894384,2.390331579131228,1.521361891558547,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-12,1.8180669510310787,2.2247212603787823,1.4489972381624845,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-13,1.723664890101299,2.0896055006391694,1.3878484415148822,CHE
Switzerland,AG,FOPH,Confirmed cases,Cori_slidingWindow,2020-03-14,1.6307886316502185,1.9664633586799385,1.3268786759493705,CHE
