data_version,target,location,date,quantile,type,value
2020-10-05,WV R,DE,2020-04-14,NA,point,0.8
2020-10-05,WV R,DE,2020-04-15,NA,point,0.79
2020-10-05,WV R,DE,2020-04-16,NA,point,0.8
2020-10-05,WV R,DE,2020-04-17,NA,point,0.8
2020-10-05,WV R,DE,2020-04-18,NA,point,0.79
2020-10-05,WV R,DE,2020-04-19,NA,point,0.81
2020-10-05,WV R,DE,2020-04-20,NA,point,0.81
2020-10-05,WV R,DE,2020-04-21,NA,point,0.81
2020-10-05,WV R,DE,2020-04-22,NA,point,0.81
2020-10-05,WV R,DE,2020-04-23,NA,point,0.81
2020-10-05,WV R,DE,2020-04-24,NA,point,0.81
2020-10-05,WV R,DE,2020-04-25,NA,point,0.81
2020-10-05,WV R,DE,2020-04-26,NA,point,0.8
2020-10-05,WV R,DE,2020-04-27,NA,point,0.8
2020-10-05,WV R,DE,2020-04-28,NA,point,0.81
2020-10-05,WV R,DE,2020-04-29,NA,point,0.81
2020-10-05,WV R,DE,2020-04-30,NA,point,0.82
2020-10-05,WV R,DE,2020-05-01,NA,point,0.82
2020-10-05,WV R,DE,2020-05-02,NA,point,0.83
2020-10-05,WV R,DE,2020-05-03,NA,point,0.85
2020-10-05,WV R,DE,2020-05-04,NA,point,0.86
2020-10-05,WV R,DE,2020-05-05,NA,point,0.88
2020-10-05,WV R,DE,2020-05-06,NA,point,0.88
2020-10-05,WV R,DE,2020-05-07,NA,point,0.89
2020-10-05,WV R,DE,2020-05-08,NA,point,0.89
2020-10-05,WV R,DE,2020-05-09,NA,point,0.88
2020-10-05,WV R,DE,2020-05-10,NA,point,0.87
2020-10-05,WV R,DE,2020-05-11,NA,point,0.86
2020-10-05,WV R,DE,2020-05-12,NA,point,0.86
2020-10-05,WV R,DE,2020-05-13,NA,point,0.86
2020-10-05,WV R,DE,2020-05-14,NA,point,0.86
2020-10-05,WV R,DE,2020-05-15,NA,point,0.88
2020-10-05,WV R,DE,2020-05-16,NA,point,0.88
2020-10-05,WV R,DE,2020-05-17,NA,point,0.9
2020-10-05,WV R,DE,2020-05-18,NA,point,0.9
2020-10-05,WV R,DE,2020-05-19,NA,point,0.92
2020-10-05,WV R,DE,2020-05-20,NA,point,0.93
2020-10-05,WV R,DE,2020-05-21,NA,point,0.9
2020-10-05,WV R,DE,2020-05-22,NA,point,0.88
2020-10-05,WV R,DE,2020-05-23,NA,point,0.89
2020-10-05,WV R,DE,2020-05-24,NA,point,0.87
2020-10-05,WV R,DE,2020-05-25,NA,point,0.88
2020-10-05,WV R,DE,2020-05-26,NA,point,0.86
2020-10-05,WV R,DE,2020-05-27,NA,point,0.87
2020-10-05,WV R,DE,2020-05-28,NA,point,0.88
2020-10-05,WV R,DE,2020-05-29,NA,point,0.89
2020-10-05,WV R,DE,2020-05-30,NA,point,0.89
2020-10-05,WV R,DE,2020-05-31,NA,point,0.89
2020-10-05,WV R,DE,2020-06-01,NA,point,0.9
2020-10-05,WV R,DE,2020-06-02,NA,point,0.92
2020-10-05,WV R,DE,2020-06-03,NA,point,0.92
2020-10-05,WV R,DE,2020-06-04,NA,point,0.93
2020-10-05,WV R,DE,2020-06-05,NA,point,0.95
2020-10-05,WV R,DE,2020-06-06,NA,point,0.96
2020-10-05,WV R,DE,2020-06-07,NA,point,1.0
2020-10-05,WV R,DE,2020-06-08,NA,point,0.99
2020-10-05,WV R,DE,2020-06-09,NA,point,1.0
2020-10-05,WV R,DE,2020-06-10,NA,point,1.01
2020-10-05,WV R,DE,2020-06-11,NA,point,1.02
2020-10-05,WV R,DE,2020-06-12,NA,point,1.04
2020-10-05,WV R,DE,2020-06-13,NA,point,1.06
2020-10-05,WV R,DE,2020-06-14,NA,point,1.08
2020-10-05,WV R,DE,2020-06-15,NA,point,1.22
2020-10-05,WV R,DE,2020-06-16,NA,point,1.26
2020-10-05,WV R,DE,2020-06-17,NA,point,1.29
2020-10-05,WV R,DE,2020-06-18,NA,point,1.3
2020-10-05,WV R,DE,2020-06-19,NA,point,1.3
2020-10-05,WV R,DE,2020-06-20,NA,point,1.28
2020-10-05,WV R,DE,2020-06-21,NA,point,1.25
2020-10-05,WV R,DE,2020-06-22,NA,point,1.02
2020-10-05,WV R,DE,2020-06-23,NA,point,0.95
2020-10-05,WV R,DE,2020-06-24,NA,point,0.9
2020-10-05,WV R,DE,2020-06-25,NA,point,0.86
2020-10-05,WV R,DE,2020-06-26,NA,point,0.84
2020-10-05,WV R,DE,2020-06-27,NA,point,0.81
2020-10-05,WV R,DE,2020-06-28,NA,point,0.8
2020-10-05,WV R,DE,2020-06-29,NA,point,0.87
2020-10-05,WV R,DE,2020-06-30,NA,point,0.89
2020-10-05,WV R,DE,2020-07-01,NA,point,0.9
2020-10-05,WV R,DE,2020-07-02,NA,point,0.91
2020-10-05,WV R,DE,2020-07-03,NA,point,0.92
2020-10-05,WV R,DE,2020-07-04,NA,point,0.93
2020-10-05,WV R,DE,2020-07-05,NA,point,0.94
2020-10-05,WV R,DE,2020-07-06,NA,point,0.93
2020-10-05,WV R,DE,2020-07-07,NA,point,0.94
2020-10-05,WV R,DE,2020-07-08,NA,point,0.95
2020-10-05,WV R,DE,2020-07-09,NA,point,0.98
2020-10-05,WV R,DE,2020-07-10,NA,point,1.01
2020-10-05,WV R,DE,2020-07-11,NA,point,1.03
2020-10-05,WV R,DE,2020-07-12,NA,point,1.07
2020-10-05,WV R,DE,2020-07-13,NA,point,1.11
2020-10-05,WV R,DE,2020-07-14,NA,point,1.16
2020-10-05,WV R,DE,2020-07-15,NA,point,1.18
2020-10-05,WV R,DE,2020-07-16,NA,point,1.18
2020-10-05,WV R,DE,2020-07-17,NA,point,1.18
2020-10-05,WV R,DE,2020-07-18,NA,point,1.2
2020-10-05,WV R,DE,2020-07-19,NA,point,1.19
2020-10-05,WV R,DE,2020-07-20,NA,point,1.19
2020-10-05,WV R,DE,2020-07-21,NA,point,1.17
2020-10-05,WV R,DE,2020-07-22,NA,point,1.17
2020-10-05,WV R,DE,2020-07-23,NA,point,1.17
2020-10-05,WV R,DE,2020-07-24,NA,point,1.17
2020-10-05,WV R,DE,2020-07-25,NA,point,1.16
2020-10-05,WV R,DE,2020-07-26,NA,point,1.15
2020-10-05,WV R,DE,2020-07-27,NA,point,1.14
2020-10-05,WV R,DE,2020-07-28,NA,point,1.12
2020-10-05,WV R,DE,2020-07-29,NA,point,1.11
2020-10-05,WV R,DE,2020-07-30,NA,point,1.1
2020-10-05,WV R,DE,2020-07-31,NA,point,1.1
2020-10-05,WV R,DE,2020-08-01,NA,point,1.11
2020-10-05,WV R,DE,2020-08-02,NA,point,1.12
2020-10-05,WV R,DE,2020-08-03,NA,point,1.12
2020-10-05,WV R,DE,2020-08-04,NA,point,1.14
2020-10-05,WV R,DE,2020-08-05,NA,point,1.15
2020-10-05,WV R,DE,2020-08-06,NA,point,1.17
2020-10-05,WV R,DE,2020-08-07,NA,point,1.16
2020-10-05,WV R,DE,2020-08-08,NA,point,1.15
2020-10-05,WV R,DE,2020-08-09,NA,point,1.16
2020-10-05,WV R,DE,2020-08-10,NA,point,1.16
2020-10-05,WV R,DE,2020-08-11,NA,point,1.15
2020-10-05,WV R,DE,2020-08-12,NA,point,1.15
2020-10-05,WV R,DE,2020-08-13,NA,point,1.14
2020-10-05,WV R,DE,2020-08-14,NA,point,1.13
2020-10-05,WV R,DE,2020-08-15,NA,point,1.13
2020-10-05,WV R,DE,2020-08-16,NA,point,1.11
2020-10-05,WV R,DE,2020-08-17,NA,point,1.1
2020-10-05,WV R,DE,2020-08-18,NA,point,1.08
2020-10-05,WV R,DE,2020-08-19,NA,point,1.05
2020-10-05,WV R,DE,2020-08-20,NA,point,1.03
2020-10-05,WV R,DE,2020-08-21,NA,point,1.01
2020-10-05,WV R,DE,2020-08-22,NA,point,0.99
2020-10-05,WV R,DE,2020-08-23,NA,point,0.98
2020-10-05,WV R,DE,2020-08-24,NA,point,0.96
2020-10-05,WV R,DE,2020-08-25,NA,point,0.95
2020-10-05,WV R,DE,2020-08-26,NA,point,0.96
2020-10-05,WV R,DE,2020-08-27,NA,point,0.96
2020-10-05,WV R,DE,2020-08-28,NA,point,0.97
2020-10-05,WV R,DE,2020-08-29,NA,point,0.97
2020-10-05,WV R,DE,2020-08-30,NA,point,0.97
2020-10-05,WV R,DE,2020-08-31,NA,point,0.99
2020-10-05,WV R,DE,2020-09-01,NA,point,1.0
2020-10-05,WV R,DE,2020-09-02,NA,point,1.01
2020-10-05,WV R,DE,2020-09-03,NA,point,1.02
2020-10-05,WV R,DE,2020-09-04,NA,point,1.03
2020-10-05,WV R,DE,2020-09-05,NA,point,1.05
2020-10-05,WV R,DE,2020-09-06,NA,point,1.07
2020-10-05,WV R,DE,2020-09-07,NA,point,1.07
2020-10-05,WV R,DE,2020-09-08,NA,point,1.08
2020-10-05,WV R,DE,2020-09-09,NA,point,1.1
2020-10-05,WV R,DE,2020-09-10,NA,point,1.11
2020-10-05,WV R,DE,2020-09-11,NA,point,1.12
2020-10-05,WV R,DE,2020-09-12,NA,point,1.13
2020-10-05,WV R,DE,2020-09-13,NA,point,1.14
2020-10-05,WV R,DE,2020-09-14,NA,point,1.14
2020-10-05,WV R,DE,2020-09-15,NA,point,1.14
2020-10-05,WV R,DE,2020-09-16,NA,point,1.12
2020-10-05,WV R,DE,2020-09-17,NA,point,1.1
2020-10-05,WV R,DE,2020-09-18,NA,point,1.08
2020-10-05,WV R,DE,2020-09-19,NA,point,1.07
2020-10-05,WV R,DE,2020-09-20,NA,point,1.05
2020-10-05,WV R,DE,2020-09-21,NA,point,1.04
2020-10-05,WV R,DE,2020-09-22,NA,point,1.03
2020-10-05,WV R,DE,2020-09-23,NA,point,1.04
2020-10-05,WV R,DE,2020-09-24,NA,point,1.05
2020-10-05,WV R,DE,2020-09-25,NA,point,1.06
2020-10-05,WV R,DE,2020-09-26,NA,point,1.07
2020-10-05,WV R,DE,2020-09-27,NA,point,1.08
2020-10-05,WV R,DE,2020-09-28,NA,point,1.09
2020-10-05,WV R,DE,2020-09-29,NA,point,1.09
2020-10-05,WV R,DE,2020-09-30,NA,point,1.09
2020-10-05,WV R,DE,2020-02-01,0.025,quantile,
2020-10-05,WV R,DE,2020-02-02,0.025,quantile,
2020-10-05,WV R,DE,2020-02-03,0.025,quantile,
2020-10-05,WV R,DE,2020-02-04,0.025,quantile,
2020-10-05,WV R,DE,2020-02-05,0.025,quantile,
2020-10-05,WV R,DE,2020-02-06,0.025,quantile,
2020-10-05,WV R,DE,2020-02-07,0.025,quantile,
2020-10-05,WV R,DE,2020-02-08,0.025,quantile,
2020-10-05,WV R,DE,2020-02-09,0.025,quantile,
2020-10-05,WV R,DE,2020-02-10,0.025,quantile,
2020-10-05,WV R,DE,2020-02-11,0.025,quantile,
2020-10-05,WV R,DE,2020-02-12,0.025,quantile,
2020-10-05,WV R,DE,2020-02-13,0.025,quantile,
2020-10-05,WV R,DE,2020-02-14,0.025,quantile,
2020-10-05,WV R,DE,2020-02-15,0.025,quantile,
2020-10-05,WV R,DE,2020-02-16,0.025,quantile,
2020-10-05,WV R,DE,2020-02-17,0.025,quantile,
2020-10-05,WV R,DE,2020-02-18,0.025,quantile,
2020-10-05,WV R,DE,2020-02-19,0.025,quantile,
2020-10-05,WV R,DE,2020-02-20,0.025,quantile,
2020-10-05,WV R,DE,2020-02-21,0.025,quantile,
2020-10-05,WV R,DE,2020-02-22,0.025,quantile,
2020-10-05,WV R,DE,2020-02-23,0.025,quantile,
2020-10-05,WV R,DE,2020-02-24,0.025,quantile,
2020-10-05,WV R,DE,2020-02-25,0.025,quantile,
2020-10-05,WV R,DE,2020-02-26,0.025,quantile,
2020-10-05,WV R,DE,2020-02-27,0.025,quantile,
2020-10-05,WV R,DE,2020-02-28,0.025,quantile,
2020-10-05,WV R,DE,2020-02-29,0.025,quantile,
2020-10-05,WV R,DE,2020-03-01,0.025,quantile,
2020-10-05,WV R,DE,2020-03-02,0.025,quantile,
2020-10-05,WV R,DE,2020-03-03,0.025,quantile,
2020-10-05,WV R,DE,2020-03-04,0.025,quantile,
2020-10-05,WV R,DE,2020-03-05,0.025,quantile,
2020-10-05,WV R,DE,2020-03-06,0.025,quantile,
2020-10-05,WV R,DE,2020-03-07,0.025,quantile,
2020-10-05,WV R,DE,2020-03-08,0.025,quantile,
2020-10-05,WV R,DE,2020-03-09,0.025,quantile,
2020-10-05,WV R,DE,2020-03-10,0.025,quantile,
2020-10-05,WV R,DE,2020-03-11,0.025,quantile,
2020-10-05,WV R,DE,2020-03-12,0.025,quantile,
2020-10-05,WV R,DE,2020-03-13,0.025,quantile,
2020-10-05,WV R,DE,2020-03-14,0.025,quantile,
2020-10-05,WV R,DE,2020-03-15,0.025,quantile,
2020-10-05,WV R,DE,2020-03-16,0.025,quantile,
2020-10-05,WV R,DE,2020-03-17,0.025,quantile,
2020-10-05,WV R,DE,2020-03-18,0.025,quantile,
2020-10-05,WV R,DE,2020-03-19,0.025,quantile,
2020-10-05,WV R,DE,2020-03-20,0.025,quantile,
2020-10-05,WV R,DE,2020-03-21,0.025,quantile,
2020-10-05,WV R,DE,2020-03-22,0.025,quantile,
2020-10-05,WV R,DE,2020-03-23,0.025,quantile,
2020-10-05,WV R,DE,2020-03-24,0.025,quantile,
2020-10-05,WV R,DE,2020-03-25,0.025,quantile,
2020-10-05,WV R,DE,2020-03-26,0.025,quantile,
2020-10-05,WV R,DE,2020-03-27,0.025,quantile,
2020-10-05,WV R,DE,2020-03-28,0.025,quantile,
2020-10-05,WV R,DE,2020-03-29,0.025,quantile,
2020-10-05,WV R,DE,2020-03-30,0.025,quantile,
2020-10-05,WV R,DE,2020-03-31,0.025,quantile,
2020-10-05,WV R,DE,2020-04-01,0.025,quantile,
2020-10-05,WV R,DE,2020-04-02,0.025,quantile,
2020-10-05,WV R,DE,2020-04-03,0.025,quantile,
2020-10-05,WV R,DE,2020-04-04,0.025,quantile,
2020-10-05,WV R,DE,2020-04-05,0.025,quantile,
2020-10-05,WV R,DE,2020-04-06,0.025,quantile,
2020-10-05,WV R,DE,2020-04-07,0.025,quantile,
2020-10-05,WV R,DE,2020-04-08,0.025,quantile,
2020-10-05,WV R,DE,2020-04-09,0.025,quantile,
2020-10-05,WV R,DE,2020-04-10,0.025,quantile,
2020-10-05,WV R,DE,2020-04-11,0.025,quantile,
2020-10-05,WV R,DE,2020-04-12,0.025,quantile,
2020-10-05,WV R,DE,2020-04-13,0.025,quantile,
2020-10-05,WV R,DE,2020-04-14,0.025,quantile,
2020-10-05,WV R,DE,2020-04-15,0.025,quantile,
2020-10-05,WV R,DE,2020-04-16,0.025,quantile,
2020-10-05,WV R,DE,2020-04-17,0.025,quantile,
2020-10-05,WV R,DE,2020-04-18,0.025,quantile,
2020-10-05,WV R,DE,2020-04-19,0.025,quantile,
2020-10-05,WV R,DE,2020-04-20,0.025,quantile,
2020-10-05,WV R,DE,2020-04-21,0.025,quantile,
2020-10-05,WV R,DE,2020-04-22,0.025,quantile,
2020-10-05,WV R,DE,2020-04-23,0.025,quantile,
2020-10-05,WV R,DE,2020-04-24,0.025,quantile,
2020-10-05,WV R,DE,2020-04-25,0.025,quantile,
2020-10-05,WV R,DE,2020-04-26,0.025,quantile,
2020-10-05,WV R,DE,2020-04-27,0.025,quantile,
2020-10-05,WV R,DE,2020-04-28,0.025,quantile,
2020-10-05,WV R,DE,2020-04-29,0.025,quantile,
2020-10-05,WV R,DE,2020-04-30,0.025,quantile,
2020-10-05,WV R,DE,2020-05-01,0.025,quantile,
2020-10-05,WV R,DE,2020-05-02,0.025,quantile,
2020-10-05,WV R,DE,2020-05-03,0.025,quantile,
2020-10-05,WV R,DE,2020-05-04,0.025,quantile,
2020-10-05,WV R,DE,2020-05-05,0.025,quantile,
2020-10-05,WV R,DE,2020-05-06,0.025,quantile,
2020-10-05,WV R,DE,2020-05-07,0.025,quantile,
2020-10-05,WV R,DE,2020-05-08,0.025,quantile,
2020-10-05,WV R,DE,2020-05-09,0.025,quantile,
2020-10-05,WV R,DE,2020-05-10,0.025,quantile,
2020-10-05,WV R,DE,2020-05-11,0.025,quantile,
2020-10-05,WV R,DE,2020-05-12,0.025,quantile,
2020-10-05,WV R,DE,2020-05-13,0.025,quantile,
2020-10-05,WV R,DE,2020-05-14,0.025,quantile,
2020-10-05,WV R,DE,2020-05-15,0.025,quantile,
2020-10-05,WV R,DE,2020-05-16,0.025,quantile,
2020-10-05,WV R,DE,2020-05-17,0.025,quantile,
2020-10-05,WV R,DE,2020-05-18,0.025,quantile,
2020-10-05,WV R,DE,2020-05-19,0.025,quantile,
2020-10-05,WV R,DE,2020-05-20,0.025,quantile,
2020-10-05,WV R,DE,2020-05-21,0.025,quantile,
2020-10-05,WV R,DE,2020-05-22,0.025,quantile,
2020-10-05,WV R,DE,2020-05-23,0.025,quantile,
2020-10-05,WV R,DE,2020-05-24,0.025,quantile,
2020-10-05,WV R,DE,2020-05-25,0.025,quantile,
2020-10-05,WV R,DE,2020-05-26,0.025,quantile,
2020-10-05,WV R,DE,2020-05-27,0.025,quantile,
2020-10-05,WV R,DE,2020-05-28,0.025,quantile,
2020-10-05,WV R,DE,2020-05-29,0.025,quantile,
2020-10-05,WV R,DE,2020-05-30,0.025,quantile,
2020-10-05,WV R,DE,2020-05-31,0.025,quantile,
2020-10-05,WV R,DE,2020-06-01,0.025,quantile,
2020-10-05,WV R,DE,2020-06-02,0.025,quantile,
2020-10-05,WV R,DE,2020-06-03,0.025,quantile,
2020-10-05,WV R,DE,2020-06-04,0.025,quantile,
2020-10-05,WV R,DE,2020-06-05,0.025,quantile,
2020-10-05,WV R,DE,2020-06-06,0.025,quantile,
2020-10-05,WV R,DE,2020-06-07,0.025,quantile,
2020-10-05,WV R,DE,2020-06-08,0.025,quantile,
2020-10-05,WV R,DE,2020-06-09,0.025,quantile,
2020-10-05,WV R,DE,2020-06-10,0.025,quantile,
2020-10-05,WV R,DE,2020-06-11,0.025,quantile,
2020-10-05,WV R,DE,2020-06-12,0.025,quantile,
2020-10-05,WV R,DE,2020-06-13,0.025,quantile,
2020-10-05,WV R,DE,2020-06-14,0.025,quantile,
2020-10-05,WV R,DE,2020-06-15,0.025,quantile,
2020-10-05,WV R,DE,2020-06-16,0.025,quantile,
2020-10-05,WV R,DE,2020-06-17,0.025,quantile,
2020-10-05,WV R,DE,2020-06-18,0.025,quantile,
2020-10-05,WV R,DE,2020-06-19,0.025,quantile,
2020-10-05,WV R,DE,2020-06-20,0.025,quantile,
2020-10-05,WV R,DE,2020-06-21,0.025,quantile,
2020-10-05,WV R,DE,2020-06-22,0.025,quantile,
2020-10-05,WV R,DE,2020-06-23,0.025,quantile,
2020-10-05,WV R,DE,2020-06-24,0.025,quantile,
2020-10-05,WV R,DE,2020-06-25,0.025,quantile,
2020-10-05,WV R,DE,2020-06-26,0.025,quantile,
2020-10-05,WV R,DE,2020-06-27,0.025,quantile,
2020-10-05,WV R,DE,2020-06-28,0.025,quantile,
2020-10-05,WV R,DE,2020-06-29,0.025,quantile,
2020-10-05,WV R,DE,2020-06-30,0.025,quantile,
2020-10-05,WV R,DE,2020-07-01,0.025,quantile,
2020-10-05,WV R,DE,2020-07-02,0.025,quantile,
2020-10-05,WV R,DE,2020-07-03,0.025,quantile,
2020-10-05,WV R,DE,2020-07-04,0.025,quantile,
2020-10-05,WV R,DE,2020-07-05,0.025,quantile,
2020-10-05,WV R,DE,2020-07-06,0.025,quantile,
2020-10-05,WV R,DE,2020-07-07,0.025,quantile,
2020-10-05,WV R,DE,2020-07-08,0.025,quantile,
2020-10-05,WV R,DE,2020-07-09,0.025,quantile,
2020-10-05,WV R,DE,2020-07-10,0.025,quantile,
2020-10-05,WV R,DE,2020-07-11,0.025,quantile,
2020-10-05,WV R,DE,2020-07-12,0.025,quantile,
2020-10-05,WV R,DE,2020-07-13,0.025,quantile,
2020-10-05,WV R,DE,2020-07-14,0.025,quantile,
2020-10-05,WV R,DE,2020-07-15,0.025,quantile,
2020-10-05,WV R,DE,2020-07-16,0.025,quantile,
2020-10-05,WV R,DE,2020-07-17,0.025,quantile,
2020-10-05,WV R,DE,2020-07-18,0.025,quantile,
2020-10-05,WV R,DE,2020-07-19,0.025,quantile,
2020-10-05,WV R,DE,2020-07-20,0.025,quantile,
2020-10-05,WV R,DE,2020-07-21,0.025,quantile,
2020-10-05,WV R,DE,2020-07-22,0.025,quantile,
2020-10-05,WV R,DE,2020-07-23,0.025,quantile,
2020-10-05,WV R,DE,2020-07-24,0.025,quantile,
2020-10-05,WV R,DE,2020-07-25,0.025,quantile,
2020-10-05,WV R,DE,2020-07-26,0.025,quantile,
2020-10-05,WV R,DE,2020-07-27,0.025,quantile,
2020-10-05,WV R,DE,2020-07-28,0.025,quantile,
2020-10-05,WV R,DE,2020-07-29,0.025,quantile,
2020-10-05,WV R,DE,2020-07-30,0.025,quantile,
2020-10-05,WV R,DE,2020-07-31,0.025,quantile,
2020-10-05,WV R,DE,2020-08-01,0.025,quantile,
2020-10-05,WV R,DE,2020-08-02,0.025,quantile,
2020-10-05,WV R,DE,2020-08-03,0.025,quantile,
2020-10-05,WV R,DE,2020-08-04,0.025,quantile,
2020-10-05,WV R,DE,2020-08-05,0.025,quantile,
2020-10-05,WV R,DE,2020-08-06,0.025,quantile,
2020-10-05,WV R,DE,2020-08-07,0.025,quantile,
2020-10-05,WV R,DE,2020-08-08,0.025,quantile,
2020-10-05,WV R,DE,2020-08-09,0.025,quantile,
2020-10-05,WV R,DE,2020-08-10,0.025,quantile,
2020-10-05,WV R,DE,2020-08-11,0.025,quantile,
2020-10-05,WV R,DE,2020-08-12,0.025,quantile,
2020-10-05,WV R,DE,2020-08-13,0.025,quantile,
2020-10-05,WV R,DE,2020-08-14,0.025,quantile,
2020-10-05,WV R,DE,2020-08-15,0.025,quantile,
2020-10-05,WV R,DE,2020-08-16,0.025,quantile,
2020-10-05,WV R,DE,2020-08-17,0.025,quantile,
2020-10-05,WV R,DE,2020-08-18,0.025,quantile,
2020-10-05,WV R,DE,2020-08-19,0.025,quantile,
2020-10-05,WV R,DE,2020-08-20,0.025,quantile,
2020-10-05,WV R,DE,2020-08-21,0.025,quantile,
2020-10-05,WV R,DE,2020-08-22,0.025,quantile,
2020-10-05,WV R,DE,2020-08-23,0.025,quantile,
2020-10-05,WV R,DE,2020-08-24,0.025,quantile,
2020-10-05,WV R,DE,2020-08-25,0.025,quantile,
2020-10-05,WV R,DE,2020-08-26,0.025,quantile,
2020-10-05,WV R,DE,2020-08-27,0.025,quantile,
2020-10-05,WV R,DE,2020-08-28,0.025,quantile,
2020-10-05,WV R,DE,2020-08-29,0.025,quantile,
2020-10-05,WV R,DE,2020-08-30,0.025,quantile,
2020-10-05,WV R,DE,2020-08-31,0.025,quantile,
2020-10-05,WV R,DE,2020-09-01,0.025,quantile,
2020-10-05,WV R,DE,2020-09-02,0.025,quantile,
2020-10-05,WV R,DE,2020-09-03,0.025,quantile,
2020-10-05,WV R,DE,2020-09-04,0.025,quantile,
2020-10-05,WV R,DE,2020-09-05,0.025,quantile,
2020-10-05,WV R,DE,2020-09-06,0.025,quantile,
2020-10-05,WV R,DE,2020-09-07,0.025,quantile,
2020-10-05,WV R,DE,2020-09-08,0.025,quantile,
2020-10-05,WV R,DE,2020-09-09,0.025,quantile,
2020-10-05,WV R,DE,2020-09-10,0.025,quantile,
